,NIS3,DATE,CASES,name,NIS5,POP,CASES_PER_1000HABITANT
15567,82,2020-07-04,1,Bastogne,82000,48413,0.02
1492,21,2020-07-04,3,Bruxelles-Capitale,21000,1208542,0.0
9608,52,2020-07-04,1,Charleroi,52000,396639,0.0
4557,34,2020-07-04,2,Courtrai,34000,290706,0.01
17024,91,2020-07-04,1,Dinant,91000,111008,0.01
6249,38,2020-07-04,1,Furnes,38000,61657,0.02
7910,44,2020-07-04,1,Gand,44000,560522,0.0
1957,23,2020-07-04,2,Hal-Vilvorde,23000,637441,0.0
13879,71,2020-07-04,2,Hasselt,71000,418496,0.0
11744,58,2020-07-04,1,La Louvière,58000,141060,0.01
12589,62,2020-07-04,3,Liège,62000,624422,0.0
2412,24,2020-07-04,1,Louvain,24000,508734,0.0
14332,72,2020-07-04,1,Maaseik,72000,251589,0.0
15935,83,2020-07-04,1,Marche-en-Famenne,83000,56476,0.02
10050,53,2020-07-04,2,Mons,53000,258999,0.01
2868,25,2020-07-04,1,Nivelles,25000,403599,0.0
5439,36,2020-07-04,1,Roulers,36000,153315,0.01
8769,46,2020-07-04,1,Saint-Nicolas,46000,252523,0.0
10472,55,2020-07-04,1,Soignies,55000,104533,0.01
14785,73,2020-07-04,2,Tongres,73000,203963,0.01
11309,57,2020-07-04,3,Tournai,57000,223417,0.01
125,11,2020-07-05,2,Anvers,11000,1051301,0.0
3318,31,2020-07-05,1,Bruges,31000,282209,0.0
1493,21,2020-07-05,1,Bruxelles-Capitale,21000,1208542,0.0
4558,34,2020-07-05,5,Courtrai,34000,290706,0.02
3730,32,2020-07-05,1,Dixmude,32000,51525,0.02
7911,44,2020-07-05,1,Gand,44000,560522,0.0
13880,71,2020-07-05,1,Hasselt,71000,418496,0.0
2869,25,2020-07-05,1,Nivelles,25000,403599,0.0
5000,35,2020-07-05,1,Ostende,35000,157200,0.01
5440,36,2020-07-05,2,Roulers,36000,153315,0.01
8770,46,2020-07-05,1,Saint-Nicolas,46000,252523,0.0
5861,37,2020-07-05,1,Tielt,37000,92905,0.01
1030,13,2020-07-05,2,Turnhout,13000,461867,0.0
16639,85,2020-07-05,1,Virton,85000,53751,0.02
4121,33,2020-07-05,1,Ypres,33000,106279,0.01
126,11,2020-07-06,24,Anvers,11000,1051301,0.02
15176,81,2020-07-06,1,Arlon,81000,62623,0.02
9183,51,2020-07-06,1,Ath,51000,127915,0.01
8333,45,2020-07-06,1,Audenarde,45000,124342,0.01
3319,31,2020-07-06,2,Bruges,31000,282209,0.01
1494,21,2020-07-06,9,Bruxelles-Capitale,21000,1208542,0.01
4559,34,2020-07-06,5,Courtrai,34000,290706,0.02
3731,32,2020-07-06,1,Dixmude,32000,51525,0.02
7912,44,2020-07-06,1,Gand,44000,560522,0.0
1958,23,2020-07-06,5,Hal-Vilvorde,23000,637441,0.01
13881,71,2020-07-06,2,Hasselt,71000,418496,0.0
11745,58,2020-07-06,1,La Louvière,58000,141060,0.01
12590,62,2020-07-06,2,Liège,62000,624422,0.0
2413,24,2020-07-06,2,Louvain,24000,508734,0.0
14333,72,2020-07-06,1,Maaseik,72000,251589,0.0
576,12,2020-07-06,2,Malines,12000,344818,0.01
17446,92,2020-07-06,1,Namur,92000,316962,0.0
16299,84,2020-07-06,1,Neufchâteau,84000,63375,0.02
2870,25,2020-07-06,4,Nivelles,25000,403599,0.01
5441,36,2020-07-06,1,Roulers,36000,153315,0.01
8771,46,2020-07-06,2,Saint-Nicolas,46000,252523,0.01
5862,37,2020-07-06,1,Tielt,37000,92905,0.01
14786,73,2020-07-06,2,Tongres,73000,203963,0.01
11310,57,2020-07-06,3,Tournai,57000,223417,0.01
1031,13,2020-07-06,4,Turnhout,13000,461867,0.01
13037,63,2020-07-06,1,Verviers,63000,287772,0.0
6647,41,2020-07-07,1,Alost,41000,291229,0.0
127,11,2020-07-07,14,Anvers,11000,1051301,0.01
15177,81,2020-07-07,2,Arlon,81000,62623,0.03
8334,45,2020-07-07,1,Audenarde,45000,124342,0.01
15568,82,2020-07-07,1,Bastogne,82000,48413,0.02
3320,31,2020-07-07,1,Bruges,31000,282209,0.0
1495,21,2020-07-07,7,Bruxelles-Capitale,21000,1208542,0.01
4560,34,2020-07-07,3,Courtrai,34000,290706,0.01
7913,44,2020-07-07,9,Gand,44000,560522,0.02
1959,23,2020-07-07,6,Hal-Vilvorde,23000,637441,0.01
13882,71,2020-07-07,1,Hasselt,71000,418496,0.0
11746,58,2020-07-07,1,La Louvière,58000,141060,0.01
12591,62,2020-07-07,8,Liège,62000,624422,0.01
2414,24,2020-07-07,1,Louvain,24000,508734,0.0
14334,72,2020-07-07,1,Maaseik,72000,251589,0.0
577,12,2020-07-07,3,Malines,12000,344818,0.01
10051,53,2020-07-07,1,Mons,53000,258999,0.0
17447,92,2020-07-07,2,Namur,92000,316962,0.01
2871,25,2020-07-07,2,Nivelles,25000,403599,0.0
5001,35,2020-07-07,1,Ostende,35000,157200,0.01
5442,36,2020-07-07,2,Roulers,36000,153315,0.01
5863,37,2020-07-07,1,Tielt,37000,92905,0.01
14787,73,2020-07-07,3,Tongres,73000,203963,0.01
11311,57,2020-07-07,1,Tournai,57000,223417,0.0
1032,13,2020-07-07,3,Turnhout,13000,461867,0.01
13038,63,2020-07-07,4,Verviers,63000,287772,0.01
16640,85,2020-07-07,1,Virton,85000,53751,0.02
128,11,2020-07-08,31,Anvers,11000,1051301,0.03
15178,81,2020-07-08,2,Arlon,81000,62623,0.03
3321,31,2020-07-08,1,Bruges,31000,282209,0.0
1496,21,2020-07-08,6,Bruxelles-Capitale,21000,1208542,0.0
9609,52,2020-07-08,3,Charleroi,52000,396639,0.01
4561,34,2020-07-08,4,Courtrai,34000,290706,0.01
3732,32,2020-07-08,2,Dixmude,32000,51525,0.04
6250,38,2020-07-08,1,Furnes,38000,61657,0.02
7914,44,2020-07-08,8,Gand,44000,560522,0.01
1960,23,2020-07-08,5,Hal-Vilvorde,23000,637441,0.01
13883,71,2020-07-08,6,Hasselt,71000,418496,0.01
2415,24,2020-07-08,4,Louvain,24000,508734,0.01
14335,72,2020-07-08,4,Maaseik,72000,251589,0.02
578,12,2020-07-08,2,Malines,12000,344818,0.01
10052,53,2020-07-08,1,Mons,53000,258999,0.0
16300,84,2020-07-08,1,Neufchâteau,84000,63375,0.02
2872,25,2020-07-08,4,Nivelles,25000,403599,0.01
5002,35,2020-07-08,1,Ostende,35000,157200,0.01
5443,36,2020-07-08,8,Roulers,36000,153315,0.05
8772,46,2020-07-08,1,Saint-Nicolas,46000,252523,0.0
10473,55,2020-07-08,1,Soignies,55000,104533,0.01
7091,42,2020-07-08,1,Termonde,42000,201213,0.0
14788,73,2020-07-08,3,Tongres,73000,203963,0.01
11312,57,2020-07-08,2,Tournai,57000,223417,0.01
1033,13,2020-07-08,3,Turnhout,13000,461867,0.01
13443,64,2020-07-08,1,Waremme,64000,81389,0.01
4122,33,2020-07-08,1,Ypres,33000,106279,0.01
129,11,2020-07-09,15,Anvers,11000,1051301,0.01
15179,81,2020-07-09,2,Arlon,81000,62623,0.03
9184,51,2020-07-09,1,Ath,51000,127915,0.01
8335,45,2020-07-09,1,Audenarde,45000,124342,0.01
3322,31,2020-07-09,3,Bruges,31000,282209,0.01
1497,21,2020-07-09,23,Bruxelles-Capitale,21000,1208542,0.02
9610,52,2020-07-09,2,Charleroi,52000,396639,0.01
4562,34,2020-07-09,8,Courtrai,34000,290706,0.03
3733,32,2020-07-09,1,Dixmude,32000,51525,0.02
7915,44,2020-07-09,6,Gand,44000,560522,0.01
1961,23,2020-07-09,5,Hal-Vilvorde,23000,637441,0.01
13884,71,2020-07-09,4,Hasselt,71000,418496,0.01
11747,58,2020-07-09,1,La Louvière,58000,141060,0.01
12592,62,2020-07-09,1,Liège,62000,624422,0.0
2416,24,2020-07-09,1,Louvain,24000,508734,0.0
14336,72,2020-07-09,2,Maaseik,72000,251589,0.01
10053,53,2020-07-09,1,Mons,53000,258999,0.0
2873,25,2020-07-09,4,Nivelles,25000,403599,0.01
5003,35,2020-07-09,1,Ostende,35000,157200,0.01
5444,36,2020-07-09,2,Roulers,36000,153315,0.01
8773,46,2020-07-09,3,Saint-Nicolas,46000,252523,0.01
14789,73,2020-07-09,2,Tongres,73000,203963,0.01
11313,57,2020-07-09,2,Tournai,57000,223417,0.01
1034,13,2020-07-09,2,Turnhout,13000,461867,0.0
13039,63,2020-07-09,3,Verviers,63000,287772,0.01
4123,33,2020-07-09,1,Ypres,33000,106279,0.01
6648,41,2020-07-10,1,Alost,41000,291229,0.0
130,11,2020-07-10,29,Anvers,11000,1051301,0.03
15180,81,2020-07-10,6,Arlon,81000,62623,0.1
3323,31,2020-07-10,1,Bruges,31000,282209,0.0
1498,21,2020-07-10,13,Bruxelles-Capitale,21000,1208542,0.01
4563,34,2020-07-10,4,Courtrai,34000,290706,0.01
7916,44,2020-07-10,1,Gand,44000,560522,0.0
1962,23,2020-07-10,4,Hal-Vilvorde,23000,637441,0.01
13885,71,2020-07-10,4,Hasselt,71000,418496,0.01
11748,58,2020-07-10,1,La Louvière,58000,141060,0.01
12593,62,2020-07-10,3,Liège,62000,624422,0.0
2417,24,2020-07-10,2,Louvain,24000,508734,0.0
14337,72,2020-07-10,1,Maaseik,72000,251589,0.0
579,12,2020-07-10,1,Malines,12000,344818,0.0
10054,53,2020-07-10,2,Mons,53000,258999,0.01
5445,36,2020-07-10,2,Roulers,36000,153315,0.01
8774,46,2020-07-10,1,Saint-Nicolas,46000,252523,0.0
10474,55,2020-07-10,1,Soignies,55000,104533,0.01
7092,42,2020-07-10,2,Termonde,42000,201213,0.01
5864,37,2020-07-10,1,Tielt,37000,92905,0.01
14790,73,2020-07-10,1,Tongres,73000,203963,0.0
11314,57,2020-07-10,3,Tournai,57000,223417,0.01
1035,13,2020-07-10,3,Turnhout,13000,461867,0.01
13040,63,2020-07-10,3,Verviers,63000,287772,0.01
13444,64,2020-07-10,1,Waremme,64000,81389,0.01
4124,33,2020-07-10,1,Ypres,33000,106279,0.01
6649,41,2020-07-11,1,Alost,41000,291229,0.0
131,11,2020-07-11,9,Anvers,11000,1051301,0.01
15181,81,2020-07-11,1,Arlon,81000,62623,0.02
3324,31,2020-07-11,2,Bruges,31000,282209,0.01
1499,21,2020-07-11,2,Bruxelles-Capitale,21000,1208542,0.0
9611,52,2020-07-11,1,Charleroi,52000,396639,0.0
7917,44,2020-07-11,1,Gand,44000,560522,0.0
1963,23,2020-07-11,3,Hal-Vilvorde,23000,637441,0.0
13886,71,2020-07-11,5,Hasselt,71000,418496,0.01
12594,62,2020-07-11,3,Liège,62000,624422,0.0
2418,24,2020-07-11,1,Louvain,24000,508734,0.0
14338,72,2020-07-11,2,Maaseik,72000,251589,0.01
10055,53,2020-07-11,2,Mons,53000,258999,0.01
17448,92,2020-07-11,2,Namur,92000,316962,0.01
2874,25,2020-07-11,1,Nivelles,25000,403599,0.0
5004,35,2020-07-11,1,Ostende,35000,157200,0.01
5446,36,2020-07-11,3,Roulers,36000,153315,0.02
10475,55,2020-07-11,1,Soignies,55000,104533,0.01
5865,37,2020-07-11,2,Tielt,37000,92905,0.02
11315,57,2020-07-11,1,Tournai,57000,223417,0.0
13041,63,2020-07-11,1,Verviers,63000,287772,0.0
13445,64,2020-07-11,5,Waremme,64000,81389,0.06
4125,33,2020-07-11,1,Ypres,33000,106279,0.01
6650,41,2020-07-12,3,Alost,41000,291229,0.01
132,11,2020-07-12,4,Anvers,11000,1051301,0.0
15182,81,2020-07-12,1,Arlon,81000,62623,0.02
9185,51,2020-07-12,1,Ath,51000,127915,0.01
3325,31,2020-07-12,1,Bruges,31000,282209,0.0
1500,21,2020-07-12,4,Bruxelles-Capitale,21000,1208542,0.0
4564,34,2020-07-12,2,Courtrai,34000,290706,0.01
7918,44,2020-07-12,1,Gand,44000,560522,0.0
1964,23,2020-07-12,2,Hal-Vilvorde,23000,637441,0.0
13887,71,2020-07-12,2,Hasselt,71000,418496,0.0
12148,61,2020-07-12,1,Huy,61000,113409,0.01
14339,72,2020-07-12,1,Maaseik,72000,251589,0.0
10056,53,2020-07-12,1,Mons,53000,258999,0.0
2875,25,2020-07-12,1,Nivelles,25000,403599,0.0
5005,35,2020-07-12,1,Ostende,35000,157200,0.01
5447,36,2020-07-12,3,Roulers,36000,153315,0.02
10880,56,2020-07-12,1,Thuin,56000,91678,0.01
5866,37,2020-07-12,2,Tielt,37000,92905,0.02
14791,73,2020-07-12,1,Tongres,73000,203963,0.0
1036,13,2020-07-12,1,Turnhout,13000,461867,0.0
133,11,2020-07-13,70,Anvers,11000,1051301,0.07
15183,81,2020-07-13,1,Arlon,81000,62623,0.02
9186,51,2020-07-13,1,Ath,51000,127915,0.01
8336,45,2020-07-13,1,Audenarde,45000,124342,0.01
3326,31,2020-07-13,3,Bruges,31000,282209,0.01
1501,21,2020-07-13,17,Bruxelles-Capitale,21000,1208542,0.01
9612,52,2020-07-13,2,Charleroi,52000,396639,0.01
4565,34,2020-07-13,5,Courtrai,34000,290706,0.02
3734,32,2020-07-13,3,Dixmude,32000,51525,0.06
7919,44,2020-07-13,1,Gand,44000,560522,0.0
1965,23,2020-07-13,7,Hal-Vilvorde,23000,637441,0.01
13888,71,2020-07-13,11,Hasselt,71000,418496,0.03
12595,62,2020-07-13,1,Liège,62000,624422,0.0
2419,24,2020-07-13,1,Louvain,24000,508734,0.0
14340,72,2020-07-13,6,Maaseik,72000,251589,0.02
580,12,2020-07-13,5,Malines,12000,344818,0.01
10057,53,2020-07-13,3,Mons,53000,258999,0.01
2876,25,2020-07-13,1,Nivelles,25000,403599,0.0
5006,35,2020-07-13,1,Ostende,35000,157200,0.01
17839,93,2020-07-13,1,Philippeville,93000,66355,0.02
5448,36,2020-07-13,10,Roulers,36000,153315,0.07
8775,46,2020-07-13,6,Saint-Nicolas,46000,252523,0.02
10476,55,2020-07-13,3,Soignies,55000,104533,0.03
7093,42,2020-07-13,1,Termonde,42000,201213,0.0
14792,73,2020-07-13,1,Tongres,73000,203963,0.0
11316,57,2020-07-13,3,Tournai,57000,223417,0.01
1037,13,2020-07-13,3,Turnhout,13000,461867,0.01
13042,63,2020-07-13,3,Verviers,63000,287772,0.01
13446,64,2020-07-13,1,Waremme,64000,81389,0.01
4126,33,2020-07-13,2,Ypres,33000,106279,0.02
6651,41,2020-07-14,1,Alost,41000,291229,0.0
134,11,2020-07-14,40,Anvers,11000,1051301,0.04
15184,81,2020-07-14,3,Arlon,81000,62623,0.05
9187,51,2020-07-14,3,Ath,51000,127915,0.02
8337,45,2020-07-14,1,Audenarde,45000,124342,0.01
15569,82,2020-07-14,1,Bastogne,82000,48413,0.02
3327,31,2020-07-14,2,Bruges,31000,282209,0.01
1502,21,2020-07-14,24,Bruxelles-Capitale,21000,1208542,0.02
9613,52,2020-07-14,3,Charleroi,52000,396639,0.01
4566,34,2020-07-14,1,Courtrai,34000,290706,0.0
3735,32,2020-07-14,2,Dixmude,32000,51525,0.04
7920,44,2020-07-14,6,Gand,44000,560522,0.01
1966,23,2020-07-14,8,Hal-Vilvorde,23000,637441,0.01
13889,71,2020-07-14,5,Hasselt,71000,418496,0.01
12149,61,2020-07-14,3,Huy,61000,113409,0.03
12596,62,2020-07-14,3,Liège,62000,624422,0.0
2420,24,2020-07-14,2,Louvain,24000,508734,0.0
14341,72,2020-07-14,1,Maaseik,72000,251589,0.0
581,12,2020-07-14,1,Malines,12000,344818,0.0
10058,53,2020-07-14,3,Mons,53000,258999,0.01
17449,92,2020-07-14,1,Namur,92000,316962,0.0
2877,25,2020-07-14,4,Nivelles,25000,403599,0.01
17840,93,2020-07-14,1,Philippeville,93000,66355,0.02
5449,36,2020-07-14,4,Roulers,36000,153315,0.03
8776,46,2020-07-14,4,Saint-Nicolas,46000,252523,0.02
7094,42,2020-07-14,1,Termonde,42000,201213,0.0
10881,56,2020-07-14,1,Thuin,56000,91678,0.01
5867,37,2020-07-14,2,Tielt,37000,92905,0.02
14793,73,2020-07-14,2,Tongres,73000,203963,0.01
11317,57,2020-07-14,2,Tournai,57000,223417,0.01
1038,13,2020-07-14,2,Turnhout,13000,461867,0.0
13043,63,2020-07-14,4,Verviers,63000,287772,0.01
13447,64,2020-07-14,10,Waremme,64000,81389,0.12
4127,33,2020-07-14,2,Ypres,33000,106279,0.02
6652,41,2020-07-15,3,Alost,41000,291229,0.01
135,11,2020-07-15,68,Anvers,11000,1051301,0.06
15185,81,2020-07-15,13,Arlon,81000,62623,0.21
3328,31,2020-07-15,3,Bruges,31000,282209,0.01
1503,21,2020-07-15,18,Bruxelles-Capitale,21000,1208542,0.01
9614,52,2020-07-15,6,Charleroi,52000,396639,0.02
4567,34,2020-07-15,12,Courtrai,34000,290706,0.04
17025,91,2020-07-15,1,Dinant,91000,111008,0.01
3736,32,2020-07-15,1,Dixmude,32000,51525,0.02
7921,44,2020-07-15,9,Gand,44000,560522,0.02
1967,23,2020-07-15,11,Hal-Vilvorde,23000,637441,0.02
13890,71,2020-07-15,10,Hasselt,71000,418496,0.02
12150,61,2020-07-15,2,Huy,61000,113409,0.02
11749,58,2020-07-15,1,La Louvière,58000,141060,0.01
12597,62,2020-07-15,8,Liège,62000,624422,0.01
2421,24,2020-07-15,3,Louvain,24000,508734,0.01
14342,72,2020-07-15,4,Maaseik,72000,251589,0.02
582,12,2020-07-15,2,Malines,12000,344818,0.01
15936,83,2020-07-15,1,Marche-en-Famenne,83000,56476,0.02
10059,53,2020-07-15,3,Mons,53000,258999,0.01
17450,92,2020-07-15,1,Namur,92000,316962,0.0
16301,84,2020-07-15,2,Neufchâteau,84000,63375,0.03
2878,25,2020-07-15,3,Nivelles,25000,403599,0.01
5007,35,2020-07-15,1,Ostende,35000,157200,0.01
17841,93,2020-07-15,1,Philippeville,93000,66355,0.02
5450,36,2020-07-15,10,Roulers,36000,153315,0.07
8777,46,2020-07-15,3,Saint-Nicolas,46000,252523,0.01
10477,55,2020-07-15,1,Soignies,55000,104533,0.01
5868,37,2020-07-15,1,Tielt,37000,92905,0.01
14794,73,2020-07-15,2,Tongres,73000,203963,0.01
11318,57,2020-07-15,2,Tournai,57000,223417,0.01
1039,13,2020-07-15,4,Turnhout,13000,461867,0.01
13044,63,2020-07-15,5,Verviers,63000,287772,0.02
16641,85,2020-07-15,1,Virton,85000,53751,0.02
13448,64,2020-07-15,1,Waremme,64000,81389,0.01
6653,41,2020-07-16,1,Alost,41000,291229,0.0
136,11,2020-07-16,69,Anvers,11000,1051301,0.07
15186,81,2020-07-16,8,Arlon,81000,62623,0.13
9188,51,2020-07-16,2,Ath,51000,127915,0.02
3329,31,2020-07-16,3,Bruges,31000,282209,0.01
1504,21,2020-07-16,15,Bruxelles-Capitale,21000,1208542,0.01
9615,52,2020-07-16,10,Charleroi,52000,396639,0.03
4568,34,2020-07-16,3,Courtrai,34000,290706,0.01
7922,44,2020-07-16,5,Gand,44000,560522,0.01
1968,23,2020-07-16,9,Hal-Vilvorde,23000,637441,0.01
13891,71,2020-07-16,3,Hasselt,71000,418496,0.01
12151,61,2020-07-16,2,Huy,61000,113409,0.02
11750,58,2020-07-16,1,La Louvière,58000,141060,0.01
12598,62,2020-07-16,3,Liège,62000,624422,0.0
2422,24,2020-07-16,1,Louvain,24000,508734,0.0
14343,72,2020-07-16,2,Maaseik,72000,251589,0.01
583,12,2020-07-16,2,Malines,12000,344818,0.01
15937,83,2020-07-16,1,Marche-en-Famenne,83000,56476,0.02
10060,53,2020-07-16,2,Mons,53000,258999,0.01
17451,92,2020-07-16,4,Namur,92000,316962,0.01
16302,84,2020-07-16,1,Neufchâteau,84000,63375,0.02
5008,35,2020-07-16,2,Ostende,35000,157200,0.01
5451,36,2020-07-16,3,Roulers,36000,153315,0.02
8778,46,2020-07-16,4,Saint-Nicolas,46000,252523,0.02
10478,55,2020-07-16,1,Soignies,55000,104533,0.01
7095,42,2020-07-16,1,Termonde,42000,201213,0.0
10882,56,2020-07-16,1,Thuin,56000,91678,0.01
5869,37,2020-07-16,3,Tielt,37000,92905,0.03
14795,73,2020-07-16,3,Tongres,73000,203963,0.01
11319,57,2020-07-16,4,Tournai,57000,223417,0.02
1040,13,2020-07-16,3,Turnhout,13000,461867,0.01
13045,63,2020-07-16,3,Verviers,63000,287772,0.01
13449,64,2020-07-16,1,Waremme,64000,81389,0.01
4128,33,2020-07-16,1,Ypres,33000,106279,0.01
6654,41,2020-07-17,1,Alost,41000,291229,0.0
137,11,2020-07-17,110,Anvers,11000,1051301,0.1
15187,81,2020-07-17,10,Arlon,81000,62623,0.16
8338,45,2020-07-17,1,Audenarde,45000,124342,0.01
3330,31,2020-07-17,7,Bruges,31000,282209,0.02
1505,21,2020-07-17,13,Bruxelles-Capitale,21000,1208542,0.01
9616,52,2020-07-17,9,Charleroi,52000,396639,0.02
4569,34,2020-07-17,8,Courtrai,34000,290706,0.03
17026,91,2020-07-17,1,Dinant,91000,111008,0.01
3737,32,2020-07-17,7,Dixmude,32000,51525,0.14
7923,44,2020-07-17,2,Gand,44000,560522,0.0
1969,23,2020-07-17,4,Hal-Vilvorde,23000,637441,0.01
13892,71,2020-07-17,11,Hasselt,71000,418496,0.03
12152,61,2020-07-17,3,Huy,61000,113409,0.03
12599,62,2020-07-17,5,Liège,62000,624422,0.01
2423,24,2020-07-17,4,Louvain,24000,508734,0.01
14344,72,2020-07-17,2,Maaseik,72000,251589,0.01
584,12,2020-07-17,4,Malines,12000,344818,0.01
10061,53,2020-07-17,2,Mons,53000,258999,0.01
17452,92,2020-07-17,1,Namur,92000,316962,0.0
16303,84,2020-07-17,1,Neufchâteau,84000,63375,0.02
2879,25,2020-07-17,3,Nivelles,25000,403599,0.01
5009,35,2020-07-17,3,Ostende,35000,157200,0.02
5452,36,2020-07-17,3,Roulers,36000,153315,0.02
8779,46,2020-07-17,1,Saint-Nicolas,46000,252523,0.0
10479,55,2020-07-17,1,Soignies,55000,104533,0.01
5870,37,2020-07-17,2,Tielt,37000,92905,0.02
14796,73,2020-07-17,2,Tongres,73000,203963,0.01
11320,57,2020-07-17,3,Tournai,57000,223417,0.01
1041,13,2020-07-17,3,Turnhout,13000,461867,0.01
13046,63,2020-07-17,2,Verviers,63000,287772,0.01
13450,64,2020-07-17,2,Waremme,64000,81389,0.02
4129,33,2020-07-17,3,Ypres,33000,106279,0.03
6655,41,2020-07-18,1,Alost,41000,291229,0.0
138,11,2020-07-18,42,Anvers,11000,1051301,0.04
15188,81,2020-07-18,1,Arlon,81000,62623,0.02
8339,45,2020-07-18,1,Audenarde,45000,124342,0.01
3331,31,2020-07-18,2,Bruges,31000,282209,0.01
1506,21,2020-07-18,7,Bruxelles-Capitale,21000,1208542,0.01
9617,52,2020-07-18,4,Charleroi,52000,396639,0.01
4570,34,2020-07-18,3,Courtrai,34000,290706,0.01
17027,91,2020-07-18,1,Dinant,91000,111008,0.01
3738,32,2020-07-18,1,Dixmude,32000,51525,0.02
7924,44,2020-07-18,1,Gand,44000,560522,0.0
1970,23,2020-07-18,3,Hal-Vilvorde,23000,637441,0.0
13893,71,2020-07-18,2,Hasselt,71000,418496,0.0
11751,58,2020-07-18,1,La Louvière,58000,141060,0.01
12600,62,2020-07-18,4,Liège,62000,624422,0.01
2424,24,2020-07-18,3,Louvain,24000,508734,0.01
585,12,2020-07-18,3,Malines,12000,344818,0.01
10062,53,2020-07-18,1,Mons,53000,258999,0.0
17453,92,2020-07-18,2,Namur,92000,316962,0.01
16304,84,2020-07-18,2,Neufchâteau,84000,63375,0.03
2880,25,2020-07-18,1,Nivelles,25000,403599,0.0
5010,35,2020-07-18,1,Ostende,35000,157200,0.01
17842,93,2020-07-18,1,Philippeville,93000,66355,0.02
5453,36,2020-07-18,1,Roulers,36000,153315,0.01
10480,55,2020-07-18,1,Soignies,55000,104533,0.01
7096,42,2020-07-18,1,Termonde,42000,201213,0.0
10883,56,2020-07-18,1,Thuin,56000,91678,0.01
11321,57,2020-07-18,1,Tournai,57000,223417,0.0
1042,13,2020-07-18,6,Turnhout,13000,461867,0.01
13047,63,2020-07-18,1,Verviers,63000,287772,0.0
16642,85,2020-07-18,1,Virton,85000,53751,0.02
13451,64,2020-07-18,2,Waremme,64000,81389,0.02
4130,33,2020-07-18,2,Ypres,33000,106279,0.02
6656,41,2020-07-19,3,Alost,41000,291229,0.01
139,11,2020-07-19,25,Anvers,11000,1051301,0.02
15189,81,2020-07-19,1,Arlon,81000,62623,0.02
9189,51,2020-07-19,1,Ath,51000,127915,0.01
8340,45,2020-07-19,1,Audenarde,45000,124342,0.01
3332,31,2020-07-19,1,Bruges,31000,282209,0.0
1507,21,2020-07-19,2,Bruxelles-Capitale,21000,1208542,0.0
9618,52,2020-07-19,2,Charleroi,52000,396639,0.01
7489,43,2020-07-19,1,Eeklo,43000,85235,0.01
7925,44,2020-07-19,1,Gand,44000,560522,0.0
13894,71,2020-07-19,5,Hasselt,71000,418496,0.01
12601,62,2020-07-19,2,Liège,62000,624422,0.0
2425,24,2020-07-19,1,Louvain,24000,508734,0.0
14345,72,2020-07-19,3,Maaseik,72000,251589,0.01
10063,53,2020-07-19,1,Mons,53000,258999,0.0
2881,25,2020-07-19,2,Nivelles,25000,403599,0.0
5454,36,2020-07-19,1,Roulers,36000,153315,0.01
7097,42,2020-07-19,1,Termonde,42000,201213,0.0
14797,73,2020-07-19,3,Tongres,73000,203963,0.01
1043,13,2020-07-19,2,Turnhout,13000,461867,0.0
6657,41,2020-07-20,6,Alost,41000,291229,0.02
140,11,2020-07-20,155,Anvers,11000,1051301,0.15
15190,81,2020-07-20,1,Arlon,81000,62623,0.02
8341,45,2020-07-20,2,Audenarde,45000,124342,0.02
15570,82,2020-07-20,2,Bastogne,82000,48413,0.04
3333,31,2020-07-20,2,Bruges,31000,282209,0.01
1508,21,2020-07-20,18,Bruxelles-Capitale,21000,1208542,0.01
9619,52,2020-07-20,14,Charleroi,52000,396639,0.04
4571,34,2020-07-20,20,Courtrai,34000,290706,0.07
7490,43,2020-07-20,4,Eeklo,43000,85235,0.05
7926,44,2020-07-20,14,Gand,44000,560522,0.02
1971,23,2020-07-20,11,Hal-Vilvorde,23000,637441,0.02
13895,71,2020-07-20,13,Hasselt,71000,418496,0.03
12153,61,2020-07-20,1,Huy,61000,113409,0.01
11752,58,2020-07-20,2,La Louvière,58000,141060,0.01
12602,62,2020-07-20,18,Liège,62000,624422,0.03
2426,24,2020-07-20,6,Louvain,24000,508734,0.01
14346,72,2020-07-20,1,Maaseik,72000,251589,0.0
586,12,2020-07-20,10,Malines,12000,344818,0.03
15938,83,2020-07-20,1,Marche-en-Famenne,83000,56476,0.02
10064,53,2020-07-20,6,Mons,53000,258999,0.02
17454,92,2020-07-20,9,Namur,92000,316962,0.03
2882,25,2020-07-20,3,Nivelles,25000,403599,0.01
5011,35,2020-07-20,9,Ostende,35000,157200,0.06
5455,36,2020-07-20,4,Roulers,36000,153315,0.03
8780,46,2020-07-20,3,Saint-Nicolas,46000,252523,0.01
7098,42,2020-07-20,3,Termonde,42000,201213,0.01
5871,37,2020-07-20,3,Tielt,37000,92905,0.03
14798,73,2020-07-20,1,Tongres,73000,203963,0.0
11322,57,2020-07-20,1,Tournai,57000,223417,0.0
1044,13,2020-07-20,14,Turnhout,13000,461867,0.03
13048,63,2020-07-20,7,Verviers,63000,287772,0.02
13452,64,2020-07-20,3,Waremme,64000,81389,0.04
4131,33,2020-07-20,1,Ypres,33000,106279,0.01
6658,41,2020-07-21,1,Alost,41000,291229,0.0
141,11,2020-07-21,39,Anvers,11000,1051301,0.04
3334,31,2020-07-21,2,Bruges,31000,282209,0.01
1509,21,2020-07-21,7,Bruxelles-Capitale,21000,1208542,0.01
9620,52,2020-07-21,2,Charleroi,52000,396639,0.01
