,date,Age,Location
3131,2019-03-15,70,Lanaken
3132,2019-03-15,98,Beveren
3133,2019-03-15,70,Zoersel
3134,2019-03-15,51,Olmen
3135,2019-03-15,96,Grandmetz
3136,2019-03-15,81,Zolder
3137,2019-03-15,92,Genk
3138,2019-03-15,84,Turnhout
3139,2019-03-14,93,Saint-Léger
3140,2019-03-14,88,Virton
3141,2019-03-14,92,Opgrimbie
3142,2019-03-14,85,Leuze-en-Hainaut
3143,2019-03-14,44,Hasselt
3144,2019-03-14,57,Celles
3145,2019-03-14,76,Wannebecq
3146,2019-03-14,81,Namur
3147,2019-03-14,86,Verviers
3148,2019-03-14,87,Bree
3149,2019-03-14,86,
3150,2019-03-14,85,Leuven
3151,2019-03-14,88,Hollange
3152,2019-03-14,69,Lummen
3153,2019-03-14,80,Bertogne
3154,2019-03-14,84,Sint-Eloois-Vijve
3155,2019-03-14,-1,Jalhay
3156,2019-03-14,90,Kasterlee
3157,2019-03-14,90,Zandhoven
3158,2019-03-14,93,Eksel
3159,2019-03-14,61,Jambes
3160,2019-03-14,70,Hasselt
3161,2019-03-14,92,Bree
3162,2019-03-14,75,Aarschot
3163,2019-03-14,89,Genk
3164,2019-03-14,93,Gruitrode
3165,2019-03-14,83,-
3166,2019-03-14,76,Diepenbeek
3167,2019-03-14,88,Gesves
3168,2019-03-14,95,Bastogne
3169,2019-03-14,76,Ochamps
3170,2019-03-14,81,Bilzen
3171,2019-03-14,81,Genk
3172,2019-03-14,94,Rumillies
3173,2019-03-14,87,Hasselt
3174,2019-03-14,86,Lummen
3175,2019-03-14,65,Sint-Truiden
3176,2019-03-14,75,Sugny
3177,2019-03-14,87,Floreffe
3178,2019-03-14,85,Floreffe
3179,2019-03-14,66,Tongeren
3180,2019-03-14,44,La Bruyère
3181,2019-03-14,86,Munsterbilzen
3182,2019-03-14,88,Neerpelt
3183,2019-03-14,86,Brugge
3184,2019-03-14,81,Zonhoven
3185,2019-03-13,77,Ciney
3186,2019-03-13,95,Mehaigne
3187,2019-03-13,80,Overpelt
3188,2019-03-13,87,Wellen
3189,2019-03-13,54,Hasselt
3190,2019-03-13,66,Namur
3191,2019-03-13,92,Zelem
3192,2019-03-13,88,
3193,2019-03-13,85,Saint-Servais
3194,2019-03-13,88,Turnhout
3195,2019-03-13,63,Jambes
3196,2019-03-13,92,Hasselt
3197,2019-03-13,86,Sint-Niklaas
3198,2019-03-13,76,Ambly
3199,2019-03-13,80,Genk
3200,2019-03-13,81,-
3201,2019-03-13,86,Robechies
3202,2019-03-13,67,Bouge
3203,2019-03-13,89,Balen
3204,2019-03-13,83,Zepperen
3205,2019-03-13,92,Houthalen
3206,2019-03-13,88,Namur
3207,2019-03-13,92,Froidmont
3208,2019-03-13,86,Ogy
3209,2019-03-13,77,Wilrijk
3210,2019-03-13,95,Zonhoven
3211,2019-03-13,69,Ham
3212,2019-03-13,67,Awenne
3213,2019-03-13,93,
3214,2019-03-13,86,Antwerpen
3215,2019-03-13,80,Halen
3216,2019-03-13,84,Hasselt
3217,2019-03-12,89,Saint-Léger
3218,2019-03-12,51,Flobecq
3219,2019-03-12,73,Wavre
3220,2019-03-12,68,Ernage
3221,2019-03-12,73,Verviers
3222,2019-03-12,91,Meux
3223,2019-03-12,89,Bolinne
3224,2019-03-12,84,Grandmetz
3225,2019-03-12,89,Roeselare
3226,2019-03-12,88,Kontich
3227,2019-03-12,66,Oostduinkerke
3228,2019-03-12,87,Pondrôme
3229,2019-03-12,77,Bouge
3230,2019-03-12,50,Houyet
3231,2019-03-12,88,Lambermont
3232,2019-03-12,84,Alken
3233,2019-03-12,66,Haasrode
3234,2019-03-12,91,Antwerpen
3235,2019-03-12,84,Beringen
3236,2019-03-12,92,Borgloon
3237,2019-03-12,91,Marchovelette
3238,2019-03-12,76,Rumillies
3239,2019-03-12,85,Herk-de-Stad
3240,2019-03-12,88,Gerdingen
3241,2019-03-12,84,Gent
3242,2019-03-12,78,Oostmalle
3243,2019-03-12,86,
3244,2019-03-12,94,Boorsem
3245,2019-03-12,82,Kalmthout
3246,2019-03-12,78,Meldert
3247,2019-03-12,83,Baugnies
3248,2019-03-12,90,Oudenaarde
3249,2019-03-12,83,Offagne
3250,2019-03-12,86,Rumes
3251,2019-03-11,70,-
3252,2019-03-11,85,Bastogne
3253,2019-03-11,72,-
3254,2019-03-11,69,Antoing
3255,2019-03-11,85,Bois-de-Lessines
3256,2019-03-11,81,Heusden-Zolder
3257,2019-03-11,81,Carlsbourg
3258,2019-03-11,67,Herk-de-Stad
3259,2019-03-11,79,Vedrin
3260,2019-03-11,92,Ohey
3261,2019-03-11,89,Halleux
3262,2019-03-11,58,Borgloon
3263,2019-03-11,78,Tongeren
3264,2019-03-11,48,Niel-Bij-As
3265,2019-03-11,22,
3266,2019-03-11,70,Rekem
3267,2019-03-11,94,Opglabbeek
3268,2019-03-11,95,Lustin
3269,2019-03-11,83,Paliseul
3270,2019-03-11,87,Andenne
3271,2019-03-11,79,
3272,2019-03-11,87,Genk
3273,2019-03-11,88,Genk
3274,2019-03-11,89,Maastricht
3275,2019-03-11,82,Gellik
3276,2019-03-11,80,Beernem
3277,2019-03-11,75,Bastogne
3278,2019-03-11,86,Bocholt
3279,2019-03-11,66,Bilzen
3280,2019-03-11,69,Zandhoven
3281,2019-03-11,92,Marche-en-Famenne
3282,2019-03-11,71,Koersel
3283,2019-03-11,85,Wanze
3284,2019-03-11,82,Belgrade
3285,2019-03-11,94,Halen
3286,2019-03-11,65,Beringen
3287,2019-03-11,85,Genk
3288,2019-03-11,91,Antwerpen
3289,2019-03-11,71,Eernegem
3290,2019-03-11,85,-
3291,2019-03-11,67,Leuven
3292,2019-03-11,85,Schulen
3293,2019-03-11,76,Houthalen-Oost
3294,2019-03-10,62,Sint-Niklaas
3295,2019-03-10,76,Romerée
3296,2019-03-10,94,Genk
3297,2019-03-10,98,Waltwilder
3298,2019-03-10,77,Zolder
3299,2019-03-10,84,Wavre
3300,2019-03-10,93,Tongeren
3301,2019-03-10,66,Hasselt
3302,2019-03-10,93,Geluwe
3303,2019-03-10,83,Jambes
3304,2019-03-10,95,Ophoven
3305,2019-03-10,81,Houthalen
3306,2019-03-10,91,Sint-Truiden
3307,2019-03-10,94,Heers
3308,2019-03-10,77,Focant
3309,2019-03-10,69,Gent
3310,2019-03-10,83,Ciney
3311,2019-03-10,98,Balen
3312,2019-03-10,96,Pondrôme
3313,2019-03-10,7,Somzée
3314,2019-03-10,84,Genk
3315,2019-03-10,72,Tongeren
3316,2019-03-10,91,Bilzen
3317,2019-03-10,72,Mariakerke
3318,2019-03-10,88,Grote-Brogel
3319,2019-03-10,67,Paal
3320,2019-03-10,91,Oostende
3321,2019-03-09,89,Ciney
3322,2019-03-09,94,Bertrix
3323,2019-03-09,70,Oud-Turnhout
3324,2019-03-09,88,Marloie
3325,2019-03-09,75,Tournai
3326,2019-03-09,79,Edegem
3327,2019-03-09,90,Ciney
3328,2019-03-09,95,Drongen
3329,2019-03-09,94,Neerpelt
3330,2019-03-09,85,Obigies
3331,2019-03-09,66,Kain
3332,2019-03-09,91,Ciney
3333,2019-03-09,92,Beez
3334,2019-03-09,77,Zichem
3335,2019-03-09,89,Heusy
3336,2019-03-09,83,-
3337,2019-03-09,91,Hasselt
3338,2019-03-09,79,Hasselt
3339,2019-03-09,87,Ciney
3340,2019-03-09,85,Houthalen
3341,2019-03-09,91,Rotselaar
3342,2019-03-09,94,Heusden-Zolder
3343,2019-03-09,97,Verviers
3344,2019-03-09,62,Heusden-Zolder
3345,2019-03-09,87,Corroy-le-Grand
3346,2019-03-09,91,Schilde
3347,2019-03-09,89,Mouscron
3348,2019-03-09,46,Tongeren
3349,2019-03-09,95,Leuven
3350,2019-03-08,93,-
3351,2019-03-08,62,Sint-Truiden
3352,2019-03-08,85,Hasselt
3353,2019-03-08,92,Namur
3354,2019-03-08,76,Péruwelz
3355,2019-03-08,87,Bocholt
3356,2019-03-08,79,Broechem
3357,2019-03-08,87,Lebbeke
3358,2019-03-08,61,Dilsen-Stokkem
3359,2019-03-08,94,Hasselt
3360,2019-03-08,68,Hasselt
3361,2019-03-08,70,Beez
3362,2019-03-08,83,-
3363,2019-03-08,84,Waregem
3364,2019-03-08,57,Bertrix
3365,2019-03-08,93,Bree
3366,2019-03-08,87,Sainte-Cécile
3367,2019-03-08,94,Ath
3368,2019-03-08,86,Jette
3369,2019-03-08,75,Niel-bij-As
3370,2019-03-08,62,Zutendaal
3371,2019-03-08,80,Huy
3372,2019-03-08,80,Bocholt
3373,2019-03-08,87,Hasselt
3374,2019-03-08,88,Hertain
3375,2019-03-08,88,Westmalle
3376,2019-03-08,84,Kwaadmechelen
3377,2019-03-08,85,Rumst
3378,2019-03-08,89,Vedrin
3379,2019-03-08,76,Jambes
3380,2019-03-08,97,Sint-Kruis
3381,2019-03-08,87,Wez-Velvain
3382,2019-03-08,94,Verviers
3383,2019-03-08,58,Zolder
3384,2019-03-08,55,Profondeville
3385,2019-03-08,64,Jambes
3386,2019-03-08,65,Alken
3387,2019-03-08,82,Kwaadmechelen
3388,2019-03-08,91,Heusden
3389,2019-03-07,81,Guignies
3390,2019-03-07,65,Hérinnes
3391,2019-03-07,85,Neerpelt
3392,2019-03-07,71,-
3393,2019-03-07,67,Brugelette
3394,2019-03-07,85,Houtain-le-Val
3395,2019-03-07,92,Stabroek
3396,2019-03-07,89,Chaumont-Gistoux
3397,2019-03-07,88,Genk
3398,2019-03-07,86,Genk
3399,2019-03-07,70,Meulebeke
3400,2019-03-07,69,Merendree
3401,2019-03-07,95,Gent
3402,2019-03-07,84,
3403,2019-03-07,59,Bree
3404,2019-03-07,68,Jambes
3405,2019-03-07,77,Kuurne
3406,2019-03-07,79,Hamont
3407,2019-03-07,89,Helchteren
3408,2019-03-07,59,Bilzen
3409,2019-03-07,62,Longchamps
3410,2019-03-07,82,Herk-de-Stad
3411,2019-03-07,89,Maaseik
3412,2019-03-07,90,Diepenbeek
3413,2019-03-07,72,Hoeselt
3414,2019-03-07,88,Kortrijk
3415,2019-03-07,85,Kain
3416,2019-03-07,74,Malonne
3417,2019-03-07,34,Bastogne
3418,2019-03-07,98,-
3419,2019-03-07,81,Martenslinde
3420,2019-03-07,82,
3421,2019-03-07,63,Bilzen
3422,2019-03-07,88,Gaurain-Ramecroix
3423,2019-03-07,76,Essen
3424,2019-03-07,90,Namur
3425,2019-03-07,73,Wiers
3426,2019-03-07,90,Bree
3427,2019-03-07,64,Sint-Genesius-Rode
3428,2019-03-07,88,Marchin
3429,2019-03-07,92,Brugge
3430,2019-03-07,65,Maaseik
3431,2019-03-07,92,Moustier
3432,2019-03-07,72,Zolder
3433,2019-03-07,87,Grote-Brogel
3434,2019-03-07,87,Vedrin
3435,2019-03-07,98,Genk
3436,2019-03-07,92,Bilzen
3437,2019-03-07,85,Lummen
3438,2019-03-07,47,Olen
3439,2019-03-07,68,Hasselt
3440,2019-03-07,83,Berchem
3441,2019-03-07,82,Belgrade
3442,2019-03-07,74,Linkhout
3443,2019-03-07,81,Genk
3444,2019-03-06,79,Mourcourt
3445,2019-03-06,89,Namur
3446,2019-03-06,69,Tongeren
3447,2019-03-06,91,Quartes
3448,2019-03-06,93,Beloeil
3449,2019-03-06,80,Verviers
3450,2019-03-06,89,Houthalen
3451,2019-03-06,45,Waltwilder
3452,2019-03-06,82,Lummen
3453,2019-03-06,89,-
3454,2019-03-06,89,Schellebelle
3455,2019-03-06,75,Durnal
3456,2019-03-06,81,Sint-Truiden
3457,2019-03-06,82,Carlsbourg
3458,2019-03-06,95,-
3459,2019-03-06,98,Resteigne
3460,2019-03-06,90,Genk
3461,2019-03-06,69,-
3462,2019-03-06,69,Antwerpen
3463,2019-03-06,67,Antwerpen
3464,2019-03-06,78,Bastogne
3465,2019-03-06,82,Leopoldsburg
3466,2019-03-06,86,Bocholt
3467,2019-03-06,95,Tongeren
3468,2019-03-06,91,Zonhoven
3469,2019-03-06,80,Desselgem
3470,2019-03-06,80,Heusden-Zolder
3471,2019-03-06,89,Halle
3472,2019-03-06,92,Huy
3473,2019-03-06,65,Verviers
3474,2019-03-06,86,Molenbaix
3475,2019-03-06,72,Kinrooi
3476,2019-03-06,85,Tournai
3477,2019-03-06,47,Beauraing
3478,2019-03-06,77,Antoing
3479,2019-03-06,87,Daverdisse
3480,2019-03-06,86,Moustier-sur-Sambre
3481,2019-03-06,96,Rochefort
3482,2019-03-06,61,Genk
3483,2019-03-06,77,Zillebeke
3484,2019-03-06,92,Wanze
3485,2019-03-06,103,Verviers
3486,2019-03-06,84,Templeuve
3487,2019-03-06,83,Oostende
3488,2019-03-06,93,Nijlen
3489,2019-03-06,64,Oostham
3490,2019-03-06,93,Bilzen
3491,2019-03-06,93,Hasselt
3492,2019-03-06,87,Stabroek
3493,2019-03-06,76,Borgloon
3494,2019-03-05,70,Saint-Léger
3495,2019-03-05,68,Koersel
3496,2019-03-05,83,Ath
3497,2019-03-05,87,Diepenbeek
3498,2019-03-05,95,Hasselt
3499,2019-03-05,72,Rongy
3500,2019-03-05,96,Guignies
3501,2019-03-05,83,Tongeren
3502,2019-03-05,79,Esplechin
3503,2019-03-05,91,Opoeteren
3504,2019-03-05,89,Molenbaix
3505,2019-03-05,74,Bon-Secours
3506,2019-03-05,88,Limbourg
3507,2019-03-05,90,Hannut
3508,2019-03-05,73,Sijsele
3509,2019-03-05,86,
3510,2019-03-05,90,Charleroi
3511,2019-03-05,57,Genk
3512,2019-03-05,82,Leuven
3513,2019-03-05,98,Verviers
3514,2019-03-05,90,Duffel
3515,2019-03-05,73,Ath
3516,2019-03-05,83,-
3517,2019-03-05,89,Hasselt
3518,2019-03-05,79,Houthalen
3519,2019-03-05,92,Pottes
3520,2019-03-05,87,Kontich
3521,2019-03-05,70,-
3522,2019-03-05,81,Eisden
3523,2019-03-05,90,Herk-de-Stad
3524,2019-03-05,84,Saint-Médard
3525,2019-03-05,48,Tongeren
3526,2019-03-05,65,Lommel
3527,2019-03-05,88,-
3528,2019-03-05,77,Vedrin
3529,2019-03-05,83,Meeuwen
3530,2019-03-05,76,Hamont
3531,2019-03-05,84,Lille
3532,2019-03-04,72,Tournai
3533,2019-03-04,90,-
3534,2019-03-04,85,Villers-devant-Orval
3535,2019-03-04,98,Laplaigne
3536,2019-03-04,92,Peer
3537,2019-03-04,88,Florenville
3538,2019-03-04,95,Molenbeersel
3539,2019-03-04,80,Jambes
3540,2019-03-04,55,Elsene
3541,2019-03-04,90,Namur
3542,2019-03-04,91,Antwerpen
3543,2019-03-04,78,Neeroeteren
3544,2019-03-04,64,Kuringen
3545,2019-03-04,104,Lier
3546,2019-03-04,82,Sint-Andries
3547,2019-03-04,87,Gent
3548,2019-03-04,61,
3549,2019-03-04,94,Antwerpen
3550,2019-03-04,98,
3551,2019-03-04,93,Achel
3552,2019-03-04,75,Wervik
3553,2019-03-04,88,Beverst
3554,2019-03-04,94,Durbuy
3555,2019-03-04,71,Maaseik
3556,2019-03-04,93,Meldert
3557,2019-03-04,84,Zottegem
3558,2019-03-04,94,Beringen
3559,2019-03-04,86,Ciney
3560,2019-03-04,88,Kozen
3561,2019-03-04,80,Brugge
3562,2019-03-03,87,Genk
3563,2019-03-03,89,Stokkem
3564,2019-03-03,67,Antoing
3565,2019-03-03,90,Sint-Truiden
3566,2019-03-03,88,Bree
3567,2019-03-03,74,Kortrijk
3568,2019-03-03,72,Tournai
3569,2019-03-03,87,Érezée
3570,2019-03-03,91,Sint-Genesius-Rode
3571,2019-03-03,86,Hasselt
3572,2019-03-03,75,Hotton
3573,2019-03-03,71,Spy
3574,2019-03-03,95,Péruwelz
3575,2019-03-03,85,Eke
3576,2019-03-03,90,Sibret
3577,2019-03-03,81,Bomal-sur-Ourthe
3578,2019-03-03,90,Beverst
3579,2019-03-03,91,Maasmechelen
3580,2019-03-03,82,Flawinne
3581,2019-03-03,99,Opglabbeek
3582,2019-03-03,83,Diepenbeek
3583,2019-03-03,83,Kain
3584,2019-03-03,89,Lommel
3585,2019-03-03,72,Fontenoille
3586,2019-03-03,99,Thimister
3587,2019-03-03,96,Bourseigne-Vieille
3588,2019-03-03,94,Philippeville
3589,2019-03-03,86,Maasmechelen
3590,2019-03-03,88,Genk
3591,2019-03-03,82,Verlée
3592,2019-03-03,55,Péruwelz
3593,2019-03-03,90,Brugge
3594,2019-03-03,83,Sint-Truiden
3595,2019-03-03,90,
3596,2019-03-03,87,Oostduinkerke
3597,2019-03-03,91,Kortrijk
3598,2019-03-03,93,Neeroeteren
3599,2019-03-03,85,Ougrée
3600,2019-03-03,88,Westmalle
3601,2019-03-02,87,Zepperen
3602,2019-03-02,83,Verviers
3603,2019-03-02,75,Estaimpuis
3604,2019-03-02,97,Bois-de-Villers
3605,2019-03-02,90,Hees
3606,2019-03-02,94,Antwerpen
3607,2019-03-02,86,Veldwezelt
3608,2019-03-02,89,Gerdingen
3609,2019-03-02,89,Gaurain-Ramecroix
3610,2019-03-02,85,Elverdinge
3611,2019-03-02,70,Kain
3612,2019-03-02,88,Ellignies-Sainte-Anne
3613,2019-03-02,52,Liege
3614,2019-03-02,87,Zolder
3615,2019-03-02,90,Dailly
3616,2019-03-02,80,Mechelen
3617,2019-03-02,93,Alken
3618,2019-03-02,89,Rekem
3619,2019-03-02,85,Sint-Truiden
3620,2019-03-02,55,Fraiture
3621,2019-03-02,63,Maaseik
3622,2019-03-02,94,Berchem
3623,2019-03-02,94,Namur
3624,2019-03-02,75,Beauraing
3625,2019-03-02,84,Verviers
3626,2019-03-02,80,Diepenbeek
3627,2019-03-02,89,Meulebeke
3628,2019-03-02,95,Tessenderlo
3629,2019-03-02,82,Genk
3630,2019-03-02,89,Wellen
3631,2019-03-02,86,Hotton
3632,2019-03-02,88,Kerniel
3633,2019-03-02,60,Hechtel
3634,2019-03-02,83,Houthalen
3635,2019-03-02,67,Gaurain-Ramecroix
3636,2019-03-02,85,Dendermonde
3637,2019-03-01,91,Zedelgem
3638,2019-03-01,51,Grand-Rechain
3639,2019-03-01,82,Riemst
3640,2019-03-01,67,Lessines
3641,2019-03-01,58,Herk-de-Stad
3642,2019-03-01,82,Namur
3643,2019-03-01,74,Diepenbeek
3644,2019-03-01,80,Aalst
3645,2019-03-01,58,Watermael-Boitsfort
3646,2019-03-01,89,Warchin
3647,2019-03-01,77,Braffe
3648,2019-03-01,90,-
3649,2019-03-01,78,Helchteren
3650,2019-03-01,85,Saint-Servais
3651,2019-03-01,72,Bilzen
3652,2019-03-01,90,Kortrijk
3653,2019-03-01,95,-
3654,2019-03-01,88,Ensival
3655,2019-03-01,92,Melle
3656,2019-03-01,94,Faulx-Les Tombes
3657,2019-03-01,78,Sint-Truiden
3658,2019-03-01,90,Diepenbeek
3659,2019-03-01,68,Meeuwen
3660,2019-03-01,73,Lummen
3661,2019-03-01,92,Freux
3662,2019-03-01,82,Chanly
3663,2019-03-01,81,Elen
3664,2019-03-01,90,Kanne
3665,2019-03-01,62,Bastogne
3666,2019-03-01,95,Bilzen
3667,2019-03-01,91,Brugelette
3668,2019-03-01,97,Chanly
3669,2019-03-01,70,Zonhoven
3670,2019-03-01,93,Belgrade
3671,2019-03-01,89,Meslin-l'Évêque
3672,2019-03-01,67,As
3673,2019-03-01,84,Heusden-Zolder
3674,2019-03-01,94,Gemmenich
3675,2019-03-01,91,Libramont-Chevigny
3676,2019-03-01,62,Hoeselt
3677,2019-03-01,88,Lummen
3678,2019-03-01,88,Koersel
3679,2019-04-30,59,Faulx-Les Tombes
3680,2019-04-30,61,Roeselare
3681,2019-04-30,88,Belgrade
3682,2019-04-30,90,Achel
3683,2019-04-30,88,Overpelt
3684,2019-04-30,61,Leuze-en-Hainaut
3685,2019-04-30,98,Basècles
3686,2019-04-30,87,Orp-le-Grand
3687,2019-04-30,77,Zandvliet
3688,2019-04-30,93,Lanaken
3689,2019-04-30,84,Veldwezelt
3690,2019-04-30,93,Honnay
3691,2019-04-30,88,Maaseik
3692,2019-04-30,92,Grazen
3693,2019-04-30,78,Villers-le-Temple
3694,2019-04-30,97,Wijer
3695,2019-04-30,93,Mortsel
3696,2019-04-30,86,Hollain
3697,2019-04-30,82,
3698,2019-04-30,59,Wijgmaal
3699,2019-04-30,91,Herk-de-Stad
3700,2019-04-30,87,-
3701,2019-04-30,52,Bilzen
3702,2019-04-30,79,Paal
3703,2019-04-30,92,Lommel
3704,2019-04-30,67,Meise
3705,2019-04-30,78,Munsterbilzen
3706,2019-04-30,93,Kuurne
3707,2019-04-30,81,oegstgeest
3708,2019-04-30,94,Henri-Chapelle
3709,2019-04-29,84,Miécret
3710,2019-04-29,84,Stokkem
3711,2019-04-29,119,-
3712,2019-04-29,49,Meeuwen
3713,2019-04-29,100,Namur
3714,2019-04-29,85,Ladeuze
3715,2019-04-29,69,Moustier
3716,2019-04-29,91,Eupen
3717,2019-04-29,75,Grand-Rechain
3718,2019-04-29,87,Vedrin
3719,2019-04-29,86,Antwerpen
3720,2019-04-29,80,Assenede
3721,2019-04-29,92,Heverlee
3722,2019-04-29,82,Gent
3723,2019-04-29,88,Ciney
3724,2019-04-29,95,Bree
3725,2019-04-29,67,Mouscron
3726,2019-04-29,86,Sint-Truiden
3727,2019-04-29,75,Bertogne
3728,2019-04-29,62,Jambes
3729,2019-04-29,88,Lustin
3730,2019-04-29,90,Schoten
3731,2019-04-29,80,Heusden
3732,2019-04-29,82,Eben-Emael
3733,2019-04-29,81,-
3734,2019-04-29,36,Helchteren
3735,2019-04-29,78,Ouffet
3736,2019-04-29,74,Dilsen-Stokkem
3737,2019-04-28,89,Herk-de-Stad
3738,2019-04-28,93,Opoeteren
3739,2019-04-28,84,Zoersel
3740,2019-04-28,89,Guignies
3741,2019-04-28,92,Millen
3742,2019-04-28,88,Tongeren
3743,2019-04-28,77,-
3744,2019-04-28,64,Biesmerée
3745,2019-04-28,79,Hasselt
3746,2019-04-28,69,Rochefort
3747,2019-04-28,90,Franc-Waret
3748,2019-04-28,69,Somzée
3749,2019-04-28,93,Bocholt
3750,2019-04-28,64,Havelange
3751,2019-04-28,73,Lanklaar
3752,2019-04-28,84,Zolder
3753,2019-04-28,69,Steenhuffel
3754,2019-04-28,78,Zonhoven
3755,2019-04-28,97,Kinrooi
3756,2019-04-28,90,Clermont
3757,2019-04-28,76,Oudenaarde
3758,2019-04-28,90,Gorsem
3759,2019-04-28,67,
3760,2019-04-28,88,Beverlo
3761,2019-04-28,31,Alken
3762,2019-04-28,85,Berchem
3763,2019-04-28,81,Dinant
3764,2019-04-28,90,Anvers
3765,2019-04-28,39,Bruyelle
3766,2019-04-28,79,Wilrijk
3767,2019-04-27,81,Ciney
3768,2019-04-27,86,Péruwelz
3769,2019-04-27,72,Olne
3770,2019-04-27,68,Bilzen
3771,2019-04-27,96,Ronse
3772,2019-04-27,84,Merelbeke
3773,2019-04-27,70,Maaseik
3774,2019-04-27,83,Mariakerke
3775,2019-04-27,84,Wavre
3776,2019-04-27,30,Bertrix
3777,2019-04-27,84,Les Waleffes
3778,2019-04-27,95,Namur
3779,2019-04-27,81,Herderen
3780,2019-04-27,81,Bree
3781,2019-04-27,78,Genk
3782,2019-04-27,95,Hasselt
3783,2019-04-27,87,Merelbeke
3784,2019-04-27,91,
3785,2019-04-27,68,Koninksem
3786,2019-04-27,23,Klein-Gelmen
3787,2019-04-27,99,Wellen
3788,2019-04-27,91,Membruggen
3789,2019-04-27,78,Aubel
3790,2019-04-27,76,Battice
3791,2019-04-27,93,
3792,2019-04-27,85,Néchin
3793,2019-04-27,84,Neufchâteau
3794,2019-04-27,69,Maaseik
3795,2019-04-27,80,Turnhout
3796,2019-04-27,81,Zolder
3797,2019-04-27,80,Destelbergen
3798,2019-04-27,92,Saint-Servais
3799,2019-04-26,88,Gaurain-Ramecroix
3800,2019-04-26,95,Lessines
3801,2019-04-26,76,Beclers
3802,2019-04-26,92,Ucimont
3803,2019-04-26,-1,Leignon
3804,2019-04-26,95,Genk
3805,2019-04-26,82,Huy
3806,2019-04-26,78,
3807,2019-04-26,88,Zonhoven
3808,2019-04-26,98,Malmedy
3809,2019-04-26,78,Chapelle-à-Wattines
3810,2019-04-26,82,Hour
3811,2019-04-26,88,Wijnegem
3812,2019-04-26,63,Genk
3813,2019-04-26,61,Tournai
3814,2019-04-26,84,Wellen
3815,2019-04-26,88,Maasmechelen
3816,2019-04-26,81,Lommel
3817,2019-04-26,90,Sint-Truiden
3818,2019-04-26,74,Wannebecq
3819,2019-04-26,71,Sart-Saint-Laurent
3820,2019-04-26,91,Brugge
3821,2019-04-26,87,Kozen
3822,2019-04-26,94,Néchin
3823,2019-04-26,83,Riemst
3824,2019-04-26,83,Bree
3825,2019-04-26,90,Alken
3826,2019-04-26,85,Eksel
3827,2019-04-26,96,Hasselt
3828,2019-04-26,55,Rumes
3829,2019-04-26,57,Zonhoven
3830,2019-04-25,83,Kinrooi
3831,2019-04-25,96,Genk
3832,2019-04-25,85,Bekkevoort
3833,2019-04-25,84,Jodoigne
3834,2019-04-25,39,Roosdaal
3835,2019-04-25,85,Berchem
3836,2019-04-25,49,Aartselaar
3837,2019-04-25,75,Havinnes
3838,2019-04-25,66,Antwerpen
3839,2019-04-25,93,Tournai
3840,2019-04-25,80,Malonne
3841,2019-04-25,30,Genk
3842,2019-04-25,78,-
3843,2019-04-25,96,Lavaux-Sainte-Anne
3844,2019-04-25,89,-
3845,2019-04-25,96,Lummen
3846,2019-04-25,97,Moha
3847,2019-04-25,69,Klein-Gelmen
3848,2019-04-25,88,Achel
3849,2019-04-25,84,Rochefort
3850,2019-04-25,79,Sint-Truiden
3851,2019-04-25,88,Molenbeersel
3852,2019-04-25,66,Diest
3853,2019-04-25,82,Charneux
3854,2019-04-25,93,Jalhay
3855,2019-04-25,86,Ukkel
3856,2019-04-25,80,Florenville
3857,2019-04-25,88,Maaseik
3858,2019-04-25,38,Deinze
3859,2019-04-25,86,Genk
3860,2019-04-25,58,Kortessem
3861,2019-04-25,94,Gijzegem
3862,2019-04-25,88,Kemzeke
3863,2019-04-25,93,Kortessem
3864,2019-04-24,72,Mussy-la-Ville
3865,2019-04-24,85,Brugge
3866,2019-04-24,82,Widooie
3867,2019-04-24,71,Bilzen
3868,2019-04-24,94,Leopoldsburg
3869,2019-04-24,87,Pepinster
3870,2019-04-24,59,Antoing
3871,2019-04-24,96,Dessel
3872,2019-04-24,73,Suxy
3873,2019-04-24,74,Meulebeke
3874,2019-04-24,90,Verviers
3875,2019-04-24,76,Beerse
3876,2019-04-24,101,-
3877,2019-04-24,86,Ciney
3878,2019-04-24,80,Edegem
3879,2019-04-24,96,Herve
3880,2019-04-24,88,Melle
3881,2019-04-24,87,Virton
3882,2019-04-24,79,Ochamps
3883,2019-04-24,95,-
3884,2019-04-24,58,Rienne
3885,2019-04-24,64,Roosdaal
3886,2019-04-24,89,Hoeselt
3887,2019-04-24,96,Hasselt
3888,2019-04-24,71,Rongy
3889,2019-04-24,94,-
3890,2019-04-24,89,Namur
3891,2019-04-24,70,Bure
3892,2019-04-24,61,Comblain-au-Pont
3893,2019-04-24,68,Namêche
3894,2019-04-24,72,Marloie
3895,2019-04-24,92,-
3896,2019-04-24,79,Ouffet
3897,2019-04-24,79,Schulen
3898,2019-04-24,87,Kessenich
3899,2019-04-24,61,Gent
3900,2019-04-24,84,Genk
3901,2019-04-23,89,Groot-Bijgaarden
3902,2019-04-23,75,Bocholt
3903,2019-04-23,83,Tongeren
3904,2019-04-23,92,Namur
3905,2019-04-23,86,Namur
3906,2019-04-23,80,Erpent
3907,2019-04-23,88,Alken
3908,2019-04-23,88,Gent
3909,2019-04-23,59,Hertain
3910,2019-04-23,66,Sint-Jan-in-Eremo
3911,2019-04-23,76,Ath
