,DATE,PROVINCE,REGION,AGEGROUP,SEX,CASES,PROVINCE_NAME
13390,2020-06-08,VWV,Flanders,30-39,M,2,WestVlaanderen
13391,2020-06-08,VWV,Flanders,30-39,F,2,WestVlaanderen
13392,2020-06-08,VWV,Flanders,40-49,M,1,WestVlaanderen
13393,2020-06-08,VWV,Flanders,40-49,F,2,WestVlaanderen
13394,2020-06-08,VWV,Flanders,50-59,M,2,WestVlaanderen
13395,2020-06-08,VWV,Flanders,50-59,F,2,WestVlaanderen
13396,2020-06-08,VWV,Flanders,70-79,F,1,WestVlaanderen
13397,2020-06-08,VWV,Flanders,80-89,M,1,WestVlaanderen
13398,2020-06-08,VWV,Flanders,80-89,F,1,WestVlaanderen
13399,2020-06-08,VWV,Flanders,90+,F,1,WestVlaanderen
13404,2020-06-09,VAN,Flanders,0-9,F,1,Antwerpen
13405,2020-06-09,VAN,Flanders,10-19,M,1,Antwerpen
13406,2020-06-09,VAN,Flanders,20-29,M,2,Antwerpen
13407,2020-06-09,VAN,Flanders,20-29,F,2,Antwerpen
13408,2020-06-09,VAN,Flanders,30-39,M,1,Antwerpen
13409,2020-06-09,VAN,Flanders,30-39,F,1,Antwerpen
13410,2020-06-09,VAN,Flanders,40-49,F,1,Antwerpen
13411,2020-06-09,VAN,Flanders,50-59,M,1,Antwerpen
13412,2020-06-09,VAN,Flanders,50-59,F,1,Antwerpen
13413,2020-06-09,VAN,Flanders,60-69,M,1,Antwerpen
13414,2020-06-09,VAN,Flanders,60-69,F,1,Antwerpen
13415,2020-06-09,VAN,Flanders,70-79,M,1,Antwerpen
13416,2020-06-09,VAN,Flanders,70-79,F,1,Antwerpen
13417,2020-06-09,VAN,Flanders,80-89,M,3,Antwerpen
13418,2020-06-09,VAN,Flanders,80-89,F,1,Antwerpen
13419,2020-06-09,VAN,Flanders,90+,F,1,Antwerpen
13420,2020-06-09,WBR,Wallonia,30-39,M,1,BrabantWallon
13421,2020-06-09,WBR,Wallonia,50-59,M,1,BrabantWallon
13422,2020-06-09,WBR,Wallonia,50-59,F,1,BrabantWallon
13423,2020-06-09,BRU,Brussels,0-9,M,1,Brussels
13424,2020-06-09,BRU,Brussels,10-19,M,2,Brussels
13425,2020-06-09,BRU,Brussels,20-29,F,4,Brussels
13426,2020-06-09,BRU,Brussels,30-39,M,2,Brussels
13427,2020-06-09,BRU,Brussels,30-39,F,4,Brussels
13428,2020-06-09,BRU,Brussels,40-49,F,2,Brussels
13429,2020-06-09,BRU,Brussels,50-59,M,1,Brussels
13430,2020-06-09,BRU,Brussels,60-69,M,2,Brussels
13431,2020-06-09,BRU,Brussels,70-79,M,1,Brussels
13432,2020-06-09,BRU,Brussels,70-79,F,2,Brussels
13433,2020-06-09,BRU,Brussels,90+,M,2,Brussels
13434,2020-06-09,BRU,Brussels,90+,F,2,Brussels
13435,2020-06-09,WHT,Wallonia,0-9,M,1,Hainaut
13436,2020-06-09,WHT,Wallonia,20-29,M,2,Hainaut
13437,2020-06-09,WHT,Wallonia,20-29,F,1,Hainaut
13438,2020-06-09,WHT,Wallonia,30-39,M,1,Hainaut
13439,2020-06-09,WHT,Wallonia,40-49,F,2,Hainaut
13440,2020-06-09,WHT,Wallonia,50-59,M,2,Hainaut
13441,2020-06-09,WHT,Wallonia,60-69,M,2,Hainaut
13442,2020-06-09,WHT,Wallonia,60-69,F,3,Hainaut
13443,2020-06-09,WHT,Wallonia,70-79,M,2,Hainaut
13444,2020-06-09,WHT,Wallonia,70-79,F,1,Hainaut
13445,2020-06-09,WHT,Wallonia,80-89,M,1,Hainaut
13446,2020-06-09,WHT,Wallonia,80-89,F,1,Hainaut
13447,2020-06-09,WLG,Wallonia,0-9,M,2,Liège
13448,2020-06-09,WLG,Wallonia,20-29,M,1,Liège
13449,2020-06-09,WLG,Wallonia,30-39,F,2,Liège
13450,2020-06-09,WLG,Wallonia,50-59,F,1,Liège
13451,2020-06-09,VLI,Flanders,20-29,M,1,Limburg
13452,2020-06-09,VLI,Flanders,20-29,F,3,Limburg
13453,2020-06-09,VLI,Flanders,40-49,F,1,Limburg
13454,2020-06-09,VLI,Flanders,50-59,M,1,Limburg
13455,2020-06-09,VLI,Flanders,50-59,F,1,Limburg
13456,2020-06-09,VLI,Flanders,60-69,M,1,Limburg
13457,2020-06-09,VLI,Flanders,60-69,F,2,Limburg
13458,2020-06-09,VLI,Flanders,70-79,M,2,Limburg
13459,2020-06-09,VLI,Flanders,70-79,F,1,Limburg
13461,2020-06-09,WLX,Wallonia,0-9,F,1,Luxembourg
13462,2020-06-09,WLX,Wallonia,40-49,M,2,Luxembourg
13463,2020-06-09,WLX,Wallonia,40-49,F,1,Luxembourg
13464,2020-06-09,WLX,Wallonia,50-59,F,1,Luxembourg
13465,2020-06-09,WLX,Wallonia,60-69,F,1,Luxembourg
13466,2020-06-09,WLX,Wallonia,70-79,F,1,Luxembourg
13467,2020-06-09,WLX,Wallonia,80-89,M,1,Luxembourg
13468,2020-06-09,WNA,Wallonia,20-29,M,1,Namur
13469,2020-06-09,WNA,Wallonia,30-39,F,1,Namur
13470,2020-06-09,WNA,Wallonia,40-49,F,1,Namur
13471,2020-06-09,WNA,Wallonia,50-59,F,2,Namur
13472,2020-06-09,VOV,Flanders,0-9,F,2,OostVlaanderen
13473,2020-06-09,VOV,Flanders,10-19,M,1,OostVlaanderen
13474,2020-06-09,VOV,Flanders,20-29,F,2,OostVlaanderen
13475,2020-06-09,VOV,Flanders,30-39,M,1,OostVlaanderen
13476,2020-06-09,VOV,Flanders,30-39,F,3,OostVlaanderen
13477,2020-06-09,VOV,Flanders,40-49,M,1,OostVlaanderen
13478,2020-06-09,VOV,Flanders,50-59,M,1,OostVlaanderen
13479,2020-06-09,VOV,Flanders,60-69,F,1,OostVlaanderen
13480,2020-06-09,VBR,Flanders,10-19,M,1,VlaamsBrabant
13481,2020-06-09,VBR,Flanders,20-29,M,2,VlaamsBrabant
13482,2020-06-09,VBR,Flanders,20-29,F,1,VlaamsBrabant
13483,2020-06-09,VBR,Flanders,30-39,F,1,VlaamsBrabant
13484,2020-06-09,VBR,Flanders,40-49,F,2,VlaamsBrabant
13485,2020-06-09,VBR,Flanders,50-59,M,1,VlaamsBrabant
13486,2020-06-09,VBR,Flanders,60-69,F,2,VlaamsBrabant
13487,2020-06-09,VBR,Flanders,70-79,M,1,VlaamsBrabant
13488,2020-06-09,VBR,Flanders,80-89,F,1,VlaamsBrabant
13489,2020-06-09,VWV,Flanders,0-9,M,2,WestVlaanderen
13490,2020-06-09,VWV,Flanders,10-19,M,2,WestVlaanderen
13491,2020-06-09,VWV,Flanders,30-39,M,1,WestVlaanderen
13492,2020-06-09,VWV,Flanders,30-39,F,4,WestVlaanderen
13493,2020-06-09,VWV,Flanders,40-49,F,1,WestVlaanderen
13494,2020-06-09,VWV,Flanders,50-59,M,3,WestVlaanderen
13495,2020-06-09,VWV,Flanders,60-69,M,1,WestVlaanderen
13496,2020-06-09,VWV,Flanders,60-69,F,1,WestVlaanderen
13497,2020-06-09,VWV,Flanders,90+,F,1,WestVlaanderen
13504,2020-06-10,VAN,Flanders,0-9,M,3,Antwerpen
13505,2020-06-10,VAN,Flanders,0-9,F,1,Antwerpen
13506,2020-06-10,VAN,Flanders,20-29,M,1,Antwerpen
13507,2020-06-10,VAN,Flanders,20-29,F,2,Antwerpen
13508,2020-06-10,VAN,Flanders,30-39,F,1,Antwerpen
13509,2020-06-10,VAN,Flanders,40-49,M,1,Antwerpen
13510,2020-06-10,VAN,Flanders,50-59,M,1,Antwerpen
13511,2020-06-10,VAN,Flanders,60-69,M,1,Antwerpen
13512,2020-06-10,VAN,Flanders,70-79,F,1,Antwerpen
13513,2020-06-10,VAN,Flanders,80-89,F,2,Antwerpen
13514,2020-06-10,WBR,Wallonia,10-19,F,1,BrabantWallon
13515,2020-06-10,WBR,Wallonia,40-49,M,1,BrabantWallon
13516,2020-06-10,WBR,Wallonia,60-69,M,1,BrabantWallon
13517,2020-06-10,WBR,Wallonia,70-79,F,1,BrabantWallon
13518,2020-06-10,BRU,Brussels,0-9,M,1,Brussels
13519,2020-06-10,BRU,Brussels,10-19,M,1,Brussels
13520,2020-06-10,BRU,Brussels,20-29,F,2,Brussels
13521,2020-06-10,BRU,Brussels,30-39,M,2,Brussels
13522,2020-06-10,BRU,Brussels,30-39,F,2,Brussels
13523,2020-06-10,BRU,Brussels,40-49,M,1,Brussels
13524,2020-06-10,BRU,Brussels,40-49,F,2,Brussels
13525,2020-06-10,BRU,Brussels,50-59,M,1,Brussels
13526,2020-06-10,BRU,Brussels,50-59,F,1,Brussels
13527,2020-06-10,BRU,Brussels,60-69,M,1,Brussels
13528,2020-06-10,BRU,Brussels,60-69,F,1,Brussels
13529,2020-06-10,BRU,Brussels,70-79,M,2,Brussels
13530,2020-06-10,BRU,Brussels,70-79,F,1,Brussels
13531,2020-06-10,BRU,Brussels,80-89,M,1,Brussels
13532,2020-06-10,BRU,Brussels,80-89,F,1,Brussels
13533,2020-06-10,WHT,Wallonia,0-9,M,2,Hainaut
13534,2020-06-10,WHT,Wallonia,20-29,M,2,Hainaut
13535,2020-06-10,WHT,Wallonia,20-29,F,1,Hainaut
13536,2020-06-10,WHT,Wallonia,30-39,F,1,Hainaut
13537,2020-06-10,WHT,Wallonia,40-49,F,1,Hainaut
13538,2020-06-10,WHT,Wallonia,50-59,M,1,Hainaut
13539,2020-06-10,WHT,Wallonia,50-59,F,1,Hainaut
13540,2020-06-10,WHT,Wallonia,60-69,M,2,Hainaut
13541,2020-06-10,WHT,Wallonia,60-69,F,1,Hainaut
13542,2020-06-10,WHT,Wallonia,70-79,F,1,Hainaut
13543,2020-06-10,WHT,Wallonia,80-89,M,3,Hainaut
13544,2020-06-10,WHT,Wallonia,80-89,F,3,Hainaut
13545,2020-06-10,WHT,Wallonia,90+,F,2,Hainaut
13546,2020-06-10,WLG,Wallonia,30-39,F,1,Liège
13547,2020-06-10,WLG,Wallonia,50-59,F,2,Liège
13548,2020-06-10,WLG,Wallonia,70-79,F,1,Liège
13549,2020-06-10,VLI,Flanders,0-9,M,1,Limburg
13550,2020-06-10,VLI,Flanders,20-29,M,3,Limburg
13551,2020-06-10,VLI,Flanders,20-29,F,4,Limburg
13552,2020-06-10,VLI,Flanders,40-49,M,1,Limburg
13553,2020-06-10,VLI,Flanders,40-49,F,1,Limburg
13554,2020-06-10,VLI,Flanders,80-89,M,1,Limburg
13555,2020-06-10,VLI,Flanders,80-89,F,1,Limburg
13556,2020-06-10,WLX,Wallonia,40-49,F,1,Luxembourg
13557,2020-06-10,WNA,Wallonia,0-9,F,1,Namur
13558,2020-06-10,WNA,Wallonia,20-29,M,1,Namur
13559,2020-06-10,WNA,Wallonia,50-59,F,1,Namur
13560,2020-06-10,VOV,Flanders,10-19,F,1,OostVlaanderen
13561,2020-06-10,VOV,Flanders,20-29,F,1,OostVlaanderen
13562,2020-06-10,VOV,Flanders,50-59,M,1,OostVlaanderen
13563,2020-06-10,VOV,Flanders,50-59,F,1,OostVlaanderen
13564,2020-06-10,VOV,Flanders,70-79,M,1,OostVlaanderen
13565,2020-06-10,VOV,Flanders,70-79,F,1,OostVlaanderen
13566,2020-06-10,VOV,Flanders,80-89,F,2,OostVlaanderen
13567,2020-06-10,VOV,Flanders,90+,F,1,OostVlaanderen
13568,2020-06-10,VBR,Flanders,20-29,M,1,VlaamsBrabant
13569,2020-06-10,VBR,Flanders,20-29,F,1,VlaamsBrabant
13570,2020-06-10,VBR,Flanders,30-39,M,2,VlaamsBrabant
13571,2020-06-10,VBR,Flanders,40-49,M,2,VlaamsBrabant
13572,2020-06-10,VBR,Flanders,40-49,F,3,VlaamsBrabant
13573,2020-06-10,VBR,Flanders,50-59,M,1,VlaamsBrabant
13574,2020-06-10,VBR,Flanders,70-79,F,1,VlaamsBrabant
13575,2020-06-10,VBR,Flanders,80-89,M,1,VlaamsBrabant
13576,2020-06-10,VBR,Flanders,80-89,F,1,VlaamsBrabant
13577,2020-06-10,VBR,Flanders,90+,F,1,VlaamsBrabant
13578,2020-06-10,VWV,Flanders,0-9,M,1,WestVlaanderen
13579,2020-06-10,VWV,Flanders,10-19,M,1,WestVlaanderen
13580,2020-06-10,VWV,Flanders,30-39,M,1,WestVlaanderen
13581,2020-06-10,VWV,Flanders,40-49,M,1,WestVlaanderen
13582,2020-06-10,VWV,Flanders,40-49,F,1,WestVlaanderen
13583,2020-06-10,VWV,Flanders,50-59,M,2,WestVlaanderen
13584,2020-06-10,VWV,Flanders,50-59,F,1,WestVlaanderen
13586,2020-06-11,VAN,Flanders,0-9,F,1,Antwerpen
13587,2020-06-11,VAN,Flanders,20-29,M,1,Antwerpen
13588,2020-06-11,VAN,Flanders,20-29,F,2,Antwerpen
13589,2020-06-11,VAN,Flanders,40-49,M,1,Antwerpen
13590,2020-06-11,VAN,Flanders,50-59,F,3,Antwerpen
13591,2020-06-11,VAN,Flanders,60-69,M,1,Antwerpen
13592,2020-06-11,VAN,Flanders,70-79,F,1,Antwerpen
13593,2020-06-11,VAN,Flanders,80-89,M,1,Antwerpen
13594,2020-06-11,VAN,Flanders,80-89,F,1,Antwerpen
13595,2020-06-11,WBR,Wallonia,40-49,F,2,BrabantWallon
13596,2020-06-11,WBR,Wallonia,80-89,F,2,BrabantWallon
13597,2020-06-11,BRU,Brussels,0-9,M,1,Brussels
13598,2020-06-11,BRU,Brussels,0-9,F,2,Brussels
13599,2020-06-11,BRU,Brussels,10-19,F,1,Brussels
13600,2020-06-11,BRU,Brussels,20-29,M,2,Brussels
13601,2020-06-11,BRU,Brussels,30-39,M,3,Brussels
13602,2020-06-11,BRU,Brussels,30-39,F,2,Brussels
13603,2020-06-11,BRU,Brussels,40-49,M,3,Brussels
13604,2020-06-11,BRU,Brussels,40-49,F,1,Brussels
13605,2020-06-11,WHT,Wallonia,20-29,M,1,Hainaut
13606,2020-06-11,WHT,Wallonia,20-29,F,3,Hainaut
13607,2020-06-11,WHT,Wallonia,30-39,F,2,Hainaut
13608,2020-06-11,WHT,Wallonia,50-59,F,3,Hainaut
13609,2020-06-11,WHT,Wallonia,60-69,F,3,Hainaut
13610,2020-06-11,WHT,Wallonia,70-79,M,1,Hainaut
13611,2020-06-11,WHT,Wallonia,80-89,F,4,Hainaut
13612,2020-06-11,WHT,Wallonia,90+,F,1,Hainaut
13613,2020-06-11,WLG,Wallonia,20-29,M,1,Liège
13614,2020-06-11,WLG,Wallonia,50-59,M,1,Liège
13615,2020-06-11,WLG,Wallonia,50-59,F,2,Liège
13616,2020-06-11,VLI,Flanders,0-9,M,1,Limburg
13617,2020-06-11,VLI,Flanders,0-9,F,2,Limburg
13618,2020-06-11,VLI,Flanders,10-19,M,1,Limburg
13619,2020-06-11,VLI,Flanders,10-19,F,1,Limburg
13620,2020-06-11,VLI,Flanders,20-29,F,1,Limburg
13621,2020-06-11,VLI,Flanders,30-39,F,1,Limburg
13622,2020-06-11,VLI,Flanders,40-49,M,2,Limburg
13623,2020-06-11,VLI,Flanders,60-69,M,2,Limburg
13624,2020-06-11,VLI,Flanders,60-69,F,1,Limburg
13625,2020-06-11,VLI,Flanders,80-89,F,1,Limburg
13626,2020-06-11,VLI,Flanders,90+,F,1,Limburg
13627,2020-06-11,WLX,Wallonia,30-39,M,1,Luxembourg
13628,2020-06-11,WNA,Wallonia,30-39,F,1,Namur
13629,2020-06-11,VOV,Flanders,0-9,F,1,OostVlaanderen
13630,2020-06-11,VOV,Flanders,10-19,F,1,OostVlaanderen
13631,2020-06-11,VOV,Flanders,20-29,F,3,OostVlaanderen
13632,2020-06-11,VOV,Flanders,40-49,M,1,OostVlaanderen
13633,2020-06-11,VOV,Flanders,40-49,F,2,OostVlaanderen
13634,2020-06-11,VOV,Flanders,50-59,F,3,OostVlaanderen
13635,2020-06-11,VBR,Flanders,20-29,F,1,VlaamsBrabant
13636,2020-06-11,VBR,Flanders,40-49,F,1,VlaamsBrabant
13637,2020-06-11,VBR,Flanders,50-59,M,1,VlaamsBrabant
13638,2020-06-11,VBR,Flanders,50-59,F,1,VlaamsBrabant
13639,2020-06-11,VBR,Flanders,60-69,F,1,VlaamsBrabant
13640,2020-06-11,VBR,Flanders,80-89,F,1,VlaamsBrabant
13641,2020-06-11,VWV,Flanders,20-29,M,2,WestVlaanderen
13642,2020-06-11,VWV,Flanders,50-59,M,1,WestVlaanderen
13643,2020-06-11,VWV,Flanders,50-59,F,1,WestVlaanderen
13644,2020-06-11,VWV,Flanders,70-79,M,1,WestVlaanderen
13645,2020-06-11,VWV,Flanders,70-79,F,1,WestVlaanderen
13646,2020-06-11,VWV,Flanders,80-89,F,2,WestVlaanderen
13651,2020-06-12,VAN,Flanders,10-19,M,1,Antwerpen
13652,2020-06-12,VAN,Flanders,10-19,F,1,Antwerpen
13653,2020-06-12,VAN,Flanders,20-29,M,1,Antwerpen
13654,2020-06-12,VAN,Flanders,20-29,F,2,Antwerpen
13655,2020-06-12,VAN,Flanders,30-39,M,2,Antwerpen
13656,2020-06-12,VAN,Flanders,30-39,F,1,Antwerpen
13657,2020-06-12,VAN,Flanders,40-49,F,1,Antwerpen
13658,2020-06-12,VAN,Flanders,50-59,F,1,Antwerpen
13659,2020-06-12,VAN,Flanders,70-79,M,2,Antwerpen
13660,2020-06-12,VAN,Flanders,80-89,M,2,Antwerpen
13662,2020-06-12,WBR,Wallonia,10-19,M,1,BrabantWallon
13663,2020-06-12,WBR,Wallonia,80-89,M,1,BrabantWallon
13664,2020-06-12,BRU,Brussels,0-9,F,1,Brussels
13665,2020-06-12,BRU,Brussels,10-19,M,1,Brussels
13666,2020-06-12,BRU,Brussels,20-29,F,1,Brussels
13667,2020-06-12,BRU,Brussels,30-39,F,6,Brussels
13668,2020-06-12,BRU,Brussels,40-49,M,1,Brussels
13669,2020-06-12,BRU,Brussels,40-49,F,2,Brussels
13670,2020-06-12,BRU,Brussels,50-59,M,1,Brussels
13671,2020-06-12,BRU,Brussels,50-59,F,2,Brussels
13672,2020-06-12,BRU,Brussels,70-79,M,1,Brussels
13673,2020-06-12,BRU,Brussels,80-89,F,3,Brussels
13674,2020-06-12,WHT,Wallonia,10-19,M,1,Hainaut
13675,2020-06-12,WHT,Wallonia,10-19,F,1,Hainaut
13676,2020-06-12,WHT,Wallonia,20-29,M,1,Hainaut
13677,2020-06-12,WHT,Wallonia,30-39,F,1,Hainaut
13678,2020-06-12,WHT,Wallonia,40-49,M,1,Hainaut
13679,2020-06-12,WHT,Wallonia,40-49,F,1,Hainaut
13680,2020-06-12,WHT,Wallonia,50-59,M,1,Hainaut
13681,2020-06-12,WHT,Wallonia,60-69,M,1,Hainaut
13682,2020-06-12,WHT,Wallonia,70-79,M,1,Hainaut
13683,2020-06-12,WHT,Wallonia,80-89,M,1,Hainaut
13684,2020-06-12,WHT,Wallonia,80-89,F,1,Hainaut
13685,2020-06-12,WLG,Wallonia,0-9,F,1,Liège
13686,2020-06-12,WLG,Wallonia,20-29,M,2,Liège
13687,2020-06-12,WLG,Wallonia,20-29,F,2,Liège
13688,2020-06-12,WLG,Wallonia,30-39,F,2,Liège
13689,2020-06-12,WLG,Wallonia,60-69,M,1,Liège
13690,2020-06-12,WLG,Wallonia,70-79,F,1,Liège
13691,2020-06-12,WLG,Wallonia,80-89,M,1,Liège
13692,2020-06-12,VLI,Flanders,10-19,F,1,Limburg
13693,2020-06-12,VLI,Flanders,20-29,F,1,Limburg
13694,2020-06-12,VLI,Flanders,30-39,M,1,Limburg
13695,2020-06-12,VLI,Flanders,40-49,F,1,Limburg
13696,2020-06-12,VLI,Flanders,50-59,F,1,Limburg
13697,2020-06-12,VLI,Flanders,60-69,F,2,Limburg
13698,2020-06-12,WLX,Wallonia,20-29,M,1,Luxembourg
13699,2020-06-12,WNA,Wallonia,20-29,M,1,Namur
13700,2020-06-12,VOV,Flanders,20-29,M,1,OostVlaanderen
13701,2020-06-12,VOV,Flanders,40-49,M,1,OostVlaanderen
13702,2020-06-12,VOV,Flanders,50-59,M,2,OostVlaanderen
13703,2020-06-12,VOV,Flanders,80-89,F,2,OostVlaanderen
13704,2020-06-12,VBR,Flanders,0-9,M,1,VlaamsBrabant
13705,2020-06-12,VBR,Flanders,20-29,M,1,VlaamsBrabant
13706,2020-06-12,VBR,Flanders,20-29,F,1,VlaamsBrabant
13707,2020-06-12,VBR,Flanders,50-59,M,2,VlaamsBrabant
13708,2020-06-12,VBR,Flanders,50-59,F,1,VlaamsBrabant
13709,2020-06-12,VBR,Flanders,70-79,M,1,VlaamsBrabant
13710,2020-06-12,VWV,Flanders,10-19,F,1,WestVlaanderen
13711,2020-06-12,VWV,Flanders,20-29,M,1,WestVlaanderen
13712,2020-06-12,VWV,Flanders,30-39,M,1,WestVlaanderen
13713,2020-06-12,VWV,Flanders,30-39,F,1,WestVlaanderen
13714,2020-06-12,VWV,Flanders,80-89,F,1,WestVlaanderen
13717,2020-06-13,VAN,Flanders,20-29,M,1,Antwerpen
13718,2020-06-13,VAN,Flanders,20-29,F,2,Antwerpen
13719,2020-06-13,VAN,Flanders,30-39,M,1,Antwerpen
13720,2020-06-13,VAN,Flanders,40-49,M,1,Antwerpen
13721,2020-06-13,VAN,Flanders,40-49,F,1,Antwerpen
13722,2020-06-13,WBR,Wallonia,40-49,M,1,BrabantWallon
13723,2020-06-13,WBR,Wallonia,50-59,M,3,BrabantWallon
13724,2020-06-13,WBR,Wallonia,90+,M,1,BrabantWallon
13725,2020-06-13,BRU,Brussels,20-29,F,1,Brussels
13726,2020-06-13,BRU,Brussels,30-39,M,2,Brussels
13727,2020-06-13,BRU,Brussels,30-39,F,1,Brussels
13728,2020-06-13,BRU,Brussels,70-79,M,1,Brussels
13729,2020-06-13,BRU,Brussels,80-89,M,1,Brussels
13730,2020-06-13,WHT,Wallonia,50-59,F,1,Hainaut
13731,2020-06-13,WHT,Wallonia,60-69,M,2,Hainaut
13732,2020-06-13,WHT,Wallonia,80-89,M,1,Hainaut
13733,2020-06-13,WLG,Wallonia,30-39,M,2,Liège
13734,2020-06-13,WLG,Wallonia,50-59,F,1,Liège
13735,2020-06-13,WLG,Wallonia,60-69,M,2,Liège
13736,2020-06-13,WLG,Wallonia,70-79,M,1,Liège
13737,2020-06-13,VLI,Flanders,10-19,F,2,Limburg
13738,2020-06-13,VLI,Flanders,30-39,F,1,Limburg
13739,2020-06-13,VLI,Flanders,50-59,M,1,Limburg
13740,2020-06-13,VLI,Flanders,80-89,M,1,Limburg
13741,2020-06-13,WLX,Wallonia,0-9,F,1,Luxembourg
13742,2020-06-13,WLX,Wallonia,70-79,F,1,Luxembourg
13743,2020-06-13,WNA,Wallonia,10-19,F,1,Namur
13744,2020-06-13,WNA,Wallonia,20-29,M,1,Namur
13745,2020-06-13,VOV,Flanders,10-19,F,1,OostVlaanderen
13746,2020-06-13,VOV,Flanders,50-59,F,1,OostVlaanderen
13747,2020-06-13,VOV,Flanders,80-89,F,1,OostVlaanderen
13748,2020-06-13,VBR,Flanders,20-29,M,1,VlaamsBrabant
13749,2020-06-13,VBR,Flanders,50-59,M,1,VlaamsBrabant
13750,2020-06-13,VBR,Flanders,60-69,M,1,VlaamsBrabant
13751,2020-06-13,VWV,Flanders,30-39,M,1,WestVlaanderen
13752,2020-06-13,VWV,Flanders,80-89,M,1,WestVlaanderen
13753,2020-06-13,VWV,Flanders,80-89,F,2,WestVlaanderen
13754,2020-06-13,VWV,Flanders,90+,F,1,WestVlaanderen
13756,2020-06-14,VAN,Flanders,20-29,F,1,Antwerpen
13757,2020-06-14,VAN,Flanders,30-39,M,1,Antwerpen
13758,2020-06-14,VAN,Flanders,50-59,M,1,Antwerpen
13759,2020-06-14,VAN,Flanders,50-59,F,1,Antwerpen
13760,2020-06-14,VAN,Flanders,60-69,F,1,Antwerpen
13761,2020-06-14,VAN,Flanders,80-89,M,1,Antwerpen
13762,2020-06-14,VAN,Flanders,80-89,F,1,Antwerpen
13763,2020-06-14,BRU,Brussels,40-49,F,1,Brussels
13764,2020-06-14,BRU,Brussels,70-79,F,1,Brussels
13765,2020-06-14,WHT,Wallonia,60-69,F,1,Hainaut
13766,2020-06-14,WLG,Wallonia,20-29,M,1,Liège
13767,2020-06-14,WLG,Wallonia,20-29,F,1,Liège
13768,2020-06-14,VLI,Flanders,20-29,F,1,Limburg
13769,2020-06-14,VLI,Flanders,50-59,F,1,Limburg
13770,2020-06-14,VOV,Flanders,20-29,M,1,OostVlaanderen
13771,2020-06-14,VBR,Flanders,50-59,M,1,VlaamsBrabant
13772,2020-06-14,VBR,Flanders,50-59,F,1,VlaamsBrabant
13773,2020-06-14,VWV,Flanders,30-39,F,1,WestVlaanderen
13774,2020-06-14,VWV,Flanders,70-79,M,1,WestVlaanderen
13775,2020-06-14,VWV,Flanders,80-89,M,1,WestVlaanderen
13776,2020-06-14,VWV,Flanders,80-89,F,1,WestVlaanderen
13778,2020-06-15,VAN,Flanders,0-9,M,1,Antwerpen
13779,2020-06-15,VAN,Flanders,0-9,F,1,Antwerpen
13780,2020-06-15,VAN,Flanders,10-19,F,1,Antwerpen
13781,2020-06-15,VAN,Flanders,20-29,M,1,Antwerpen
13782,2020-06-15,VAN,Flanders,20-29,F,1,Antwerpen
13783,2020-06-15,VAN,Flanders,30-39,M,1,Antwerpen
13784,2020-06-15,VAN,Flanders,30-39,F,3,Antwerpen
13785,2020-06-15,VAN,Flanders,40-49,M,1,Antwerpen
13786,2020-06-15,VAN,Flanders,50-59,M,3,Antwerpen
13787,2020-06-15,VAN,Flanders,50-59,F,3,Antwerpen
13788,2020-06-15,VAN,Flanders,60-69,M,1,Antwerpen
13789,2020-06-15,VAN,Flanders,60-69,F,1,Antwerpen
13790,2020-06-15,VAN,Flanders,70-79,M,3,Antwerpen
13791,2020-06-15,VAN,Flanders,70-79,F,2,Antwerpen
13792,2020-06-15,VAN,Flanders,80-89,F,4,Antwerpen
13793,2020-06-15,VAN,Flanders,90+,M,1,Antwerpen
13794,2020-06-15,VAN,Flanders,90+,F,2,Antwerpen
13796,2020-06-15,WBR,Wallonia,0-9,M,1,BrabantWallon
13797,2020-06-15,WBR,Wallonia,40-49,M,1,BrabantWallon
13798,2020-06-15,WBR,Wallonia,50-59,M,1,BrabantWallon
13799,2020-06-15,BRU,Brussels,0-9,F,1,Brussels
13800,2020-06-15,BRU,Brussels,10-19,M,2,Brussels
13801,2020-06-15,BRU,Brussels,10-19,F,1,Brussels
13802,2020-06-15,BRU,Brussels,20-29,F,1,Brussels
13803,2020-06-15,BRU,Brussels,30-39,F,3,Brussels
13804,2020-06-15,BRU,Brussels,40-49,F,1,Brussels
13805,2020-06-15,BRU,Brussels,50-59,M,3,Brussels
13806,2020-06-15,BRU,Brussels,50-59,F,3,Brussels
13807,2020-06-15,BRU,Brussels,60-69,F,1,Brussels
13808,2020-06-15,BRU,Brussels,70-79,F,1,Brussels
13809,2020-06-15,BRU,Brussels,80-89,F,1,Brussels
13810,2020-06-15,WHT,Wallonia,10-19,M,1,Hainaut
13811,2020-06-15,WHT,Wallonia,20-29,F,1,Hainaut
13812,2020-06-15,WHT,Wallonia,30-39,F,5,Hainaut
13813,2020-06-15,WHT,Wallonia,40-49,F,1,Hainaut
13814,2020-06-15,WHT,Wallonia,50-59,M,1,Hainaut
13815,2020-06-15,WHT,Wallonia,70-79,F,1,Hainaut
13816,2020-06-15,WHT,Wallonia,80-89,M,3,Hainaut
13817,2020-06-15,WHT,Wallonia,80-89,F,6,Hainaut
13818,2020-06-15,WHT,Wallonia,90+,F,1,Hainaut
13819,2020-06-15,WLG,Wallonia,0-9,F,1,Liège
13820,2020-06-15,WLG,Wallonia,10-19,M,1,Liège
13821,2020-06-15,WLG,Wallonia,30-39,F,1,Liège
