country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-02-15,3.0,2.0,29.0,9.0,1.0,-1.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-02-16,-7.0,-3.0,-30.0,-3.0,-3.0,1.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-02-17,1.0,2.0,8.0,4.0,4.0,0.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-02-18,3.0,3.0,18.0,6.0,4.0,0.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-02-19,3.0,1.0,13.0,5.0,4.0,0.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-02-20,-2.0,-1.0,4.0,3.0,3.0,0.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-02-21,0.0,3.0,15.0,7.0,2.0,0.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-02-22,-4.0,0.0,0.0,2.0,-2.0,0.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-02-23,-7.0,-7.0,-27.0,-2.0,-4.0,0.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-02-24,7.0,0.0,7.0,-11.0,-24.0,4.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-02-25,10.0,2.0,29.0,-8.0,-23.0,4.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-02-26,-1.0,-5.0,-4.0,-11.0,-21.0,3.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-02-27,-2.0,-2.0,-15.0,-15.0,-23.0,6.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-02-28,-1.0,3.0,3.0,-10.0,-23.0,5.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-02-29,-4.0,2.0,-7.0,-2.0,-5.0,1.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-01,0.0,6.0,-2.0,5.0,-1.0,0.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-02,-4.0,7.0,-12.0,0.0,3.0,0.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-03,2.0,6.0,11.0,1.0,4.0,0.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-04,1.0,4.0,7.0,1.0,4.0,0.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-05,-4.0,1.0,-16.0,-2.0,2.0,2.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-06,-1.0,5.0,2.0,3.0,2.0,1.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-07,5.0,3.0,33.0,8.0,2.0,0.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-08,-1.0,1.0,-21.0,-2.0,-1.0,0.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-09,-1.0,4.0,6.0,-1.0,2.0,0.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-10,-4.0,4.0,-5.0,-4.0,1.0,2.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-11,-4.0,4.0,-3.0,-4.0,1.0,2.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-12,-7.0,23.0,4.0,-7.0,-1.0,3.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-13,-8.0,40.0,-5.0,-16.0,-7.0,5.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-14,-70.0,-8.0,0.0,-34.0,-27.0,12.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-15,-66.0,-18.0,20.0,-34.0,-29.0,8.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-16,-32.0,16.0,7.0,-43.0,-36.0,14.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-17,-36.0,30.0,31.0,-46.0,-45.0,16.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-18,-61.0,-12.0,7.0,-56.0,-52.0,20.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-19,-75.0,-23.0,-19.0,-67.0,-61.0,27.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-20,-79.0,-22.0,-50.0,-71.0,-62.0,31.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-21,-84.0,-39.0,-34.0,-67.0,-51.0,22.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-22,-79.0,-45.0,-20.0,-63.0,-48.0,15.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-23,-74.0,-25.0,-20.0,-70.0,-65.0,26.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-24,-74.0,-21.0,-8.0,-69.0,-66.0,27.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-25,-76.0,-29.0,-19.0,-69.0,-65.0,26.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-26,-77.0,-25.0,-25.0,-72.0,-66.0,29.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-27,-78.0,-21.0,-27.0,-70.0,-65.0,31.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-28,-83.0,-36.0,-38.0,-67.0,-51.0,22.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-29,-84.0,-53.0,-66.0,-76.0,-52.0,17.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-30,-76.0,-30.0,-35.0,-72.0,-66.0,27.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-03-31,-75.0,-25.0,-18.0,-71.0,-66.0,28.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-01,-76.0,-31.0,-18.0,-69.0,-64.0,26.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-02,-77.0,-27.0,-38.0,-73.0,-66.0,30.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-03,-79.0,-21.0,-38.0,-72.0,-65.0,32.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-04,-82.0,-32.0,-30.0,-64.0,-50.0,22.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-05,-76.0,-36.0,-13.0,-60.0,-46.0,15.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-06,-74.0,-27.0,-19.0,-69.0,-66.0,26.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-07,-72.0,-19.0,4.0,-67.0,-66.0,26.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-08,-73.0,-25.0,-3.0,-66.0,-64.0,24.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-09,-73.0,-18.0,-7.0,-67.0,-66.0,27.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-10,-75.0,-14.0,-12.0,-67.0,-66.0,30.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-11,-79.0,-25.0,-20.0,-60.0,-47.0,20.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-12,-75.0,-40.0,-24.0,-61.0,-45.0,15.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-13,-86.0,-76.0,-31.0,-80.0,-88.0,35.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-14,-73.0,-11.0,-26.0,-70.0,-66.0,27.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-15,-74.0,-24.0,-12.0,-66.0,-64.0,25.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-16,-73.0,-20.0,-4.0,-67.0,-65.0,27.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-17,-75.0,-19.0,-14.0,-66.0,-63.0,30.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-18,-80.0,-35.0,-54.0,-67.0,-45.0,22.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-19,-76.0,-43.0,-29.0,-63.0,-41.0,15.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-20,-66.0,-28.0,-9.0,-65.0,-60.0,24.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-21,-66.0,-22.0,0.0,-64.0,-60.0,25.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-22,-68.0,-25.0,-1.0,-63.0,-58.0,23.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-23,-67.0,-19.0,2.0,-63.0,-60.0,25.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-24,-71.0,-19.0,-17.0,-64.0,-59.0,28.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-25,-75.0,-28.0,-25.0,-58.0,-39.0,19.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-26,-70.0,-33.0,-3.0,-54.0,-36.0,13.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-27,-63.0,-26.0,4.0,-62.0,-58.0,23.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-28,-68.0,-23.0,-38.0,-68.0,-58.0,24.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-29,-68.0,-21.0,-31.0,-64.0,-56.0,23.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-04-30,-60.0,-1.0,-28.0,-64.0,-57.0,25.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-01,-83.0,-69.0,-37.0,-76.0,-83.0,37.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-02,-71.0,-19.0,-36.0,-60.0,-37.0,19.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-03,-69.0,-36.0,-13.0,-55.0,-33.0,13.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-04,-57.0,-19.0,-4.0,-59.0,-53.0,21.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-05,-56.0,-16.0,17.0,-58.0,-53.0,21.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-06,-57.0,-19.0,21.0,-55.0,-51.0,19.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-07,-57.0,-13.0,19.0,-56.0,-52.0,22.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-08,-60.0,-12.0,11.0,-56.0,-51.0,24.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-09,-65.0,-18.0,17.0,-46.0,-28.0,15.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-10,-62.0,-25.0,-39.0,-51.0,-17.0,10.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-11,-41.0,-18.0,-18.0,-54.0,-48.0,19.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-12,-40.0,-11.0,6.0,-50.0,-47.0,19.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-13,-44.0,-15.0,-7.0,-50.0,-46.0,18.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-14,-47.0,-8.0,-1.0,-49.0,-47.0,19.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-15,-50.0,-7.0,1.0,-45.0,-44.0,21.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-16,-54.0,-14.0,-6.0,-36.0,-18.0,13.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-17,-59.0,-14.0,26.0,-32.0,-13.0,9.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-18,-34.0,-9.0,22.0,-41.0,-43.0,16.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-19,-33.0,-1.0,35.0,-39.0,-43.0,16.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-20,-26.0,11.0,34.0,-38.0,-43.0,13.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-21,-65.0,-52.0,80.0,-54.0,-80.0,25.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-22,-38.0,5.0,-5.0,-49.0,-62.0,23.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-23,-47.0,-13.0,-3.0,-36.0,-13.0,13.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-24,-58.0,-19.0,4.0,-37.0,-11.0,9.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-25,-29.0,-9.0,29.0,-40.0,-42.0,15.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-26,-29.0,-4.0,47.0,-39.0,-39.0,15.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-27,-32.0,-7.0,41.0,-38.0,-39.0,13.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-28,-32.0,1.0,33.0,-39.0,-40.0,16.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-29,-37.0,3.0,33.0,-37.0,-38.0,16.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-30,-41.0,-1.0,35.0,-24.0,0.0,8.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-05-31,-48.0,4.0,60.0,-22.0,0.0,5.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-01,-57.0,-55.0,125.0,-51.0,-78.0,22.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-02,-22.0,14.0,48.0,-34.0,-37.0,12.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-03,-29.0,-2.0,35.0,-34.0,-36.0,12.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-04,-36.0,-2.0,-19.0,-41.0,-37.0,16.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-05,-41.0,-5.0,-28.0,-43.0,-36.0,17.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-06,-39.0,-6.0,-10.0,-31.0,-2.0,10.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-07,-45.0,-9.0,22.0,-29.0,1.0,7.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-08,-14.0,-11.0,-9.0,-36.0,-36.0,12.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-09,-14.0,-5.0,18.0,-34.0,-35.0,12.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-10,-15.0,-9.0,25.0,-33.0,-34.0,11.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-11,-15.0,-3.0,27.0,-33.0,-35.0,12.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-12,-18.0,-3.0,27.0,-31.0,-33.0,12.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-13,-20.0,-6.0,60.0,-18.0,7.0,5.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-14,-21.0,-4.0,48.0,-20.0,17.0,2.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-15,-7.0,-7.0,53.0,-29.0,-34.0,10.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-16,-8.0,0.0,47.0,-29.0,-33.0,11.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-17,-17.0,-9.0,3.0,-33.0,-33.0,11.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-18,-12.0,-2.0,33.0,-31.0,-34.0,11.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-19,-13.0,-2.0,49.0,-27.0,-32.0,10.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-20,-17.0,-9.0,70.0,-15.0,7.0,3.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-21,-18.0,-5.0,55.0,-20.0,9.0,2.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-22,-2.0,-4.0,70.0,-27.0,-35.0,9.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-23,2.0,4.0,102.0,-23.0,-34.0,8.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-24,-5.0,-1.0,93.0,-24.0,-31.0,7.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-25,-6.0,3.0,89.0,-25.0,-33.0,8.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-26,-15.0,-1.0,56.0,-25.0,-32.0,9.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-27,-19.0,-7.0,43.0,-16.0,2.0,4.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-28,-12.0,-4.0,56.0,-16.0,13.0,1.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-29,2.0,-1.0,51.0,-25.0,-33.0,8.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-06-30,2.0,0.0,38.0,-26.0,-32.0,9.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-01,-5.0,-6.0,35.0,-27.0,-34.0,7.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-02,-3.0,-1.0,58.0,-27.0,-36.0,9.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-03,-8.0,-3.0,77.0,-24.0,-36.0,8.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-04,-17.0,-10.0,39.0,-15.0,0.0,3.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-05,-13.0,-6.0,49.0,-16.0,5.0,1.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-06,2.0,-4.0,77.0,-28.0,-40.0,8.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-07,5.0,-1.0,111.0,-24.0,-39.0,7.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-08,-10.0,-10.0,19.0,-32.0,-37.0,8.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-09,-4.0,-4.0,67.0,-29.0,-38.0,8.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-10,-12.0,-4.0,70.0,-27.0,-38.0,8.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-11,-18.0,-14.0,98.0,-9.0,2.0,1.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-12,-4.0,-3.0,124.0,-3.0,10.0,-2.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-13,5.0,-5.0,151.0,-25.0,-43.0,7.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-14,-3.0,-4.0,71.0,-32.0,-44.0,10.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-15,-5.0,-10.0,89.0,-30.0,-40.0,7.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-16,-8.0,-5.0,57.0,-35.0,-43.0,10.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-17,-14.0,-7.0,102.0,-29.0,-42.0,8.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-18,-23.0,-16.0,124.0,-12.0,-1.0,0.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-19,-11.0,-5.0,122.0,-10.0,7.0,-2.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-20,13.0,8.0,172.0,-33.0,-60.0,9.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-21,-27.0,-56.0,252.0,-43.0,-77.0,15.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-22,-3.0,-2.0,142.0,-30.0,-47.0,7.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-23,-6.0,-4.0,146.0,-32.0,-49.0,10.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-24,-21.0,-6.0,86.0,-35.0,-48.0,11.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-25,-30.0,-16.0,64.0,-24.0,-5.0,4.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-26,-21.0,-11.0,83.0,-18.0,6.0,1.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-27,-6.0,-6.0,115.0,-36.0,-51.0,11.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-28,-7.0,-5.0,123.0,-37.0,-50.0,12.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-29,-13.0,-12.0,127.0,-35.0,-48.0,10.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-30,-12.0,-3.0,127.0,-36.0,-51.0,11.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-07-31,-29.0,-10.0,108.0,-38.0,-51.0,12.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-08-01,-31.0,-17.0,87.0,-24.0,-4.0,4.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-08-02,-13.0,-8.0,90.0,-17.0,8.0,1.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-08-03,-4.0,-6.0,85.0,-38.0,-50.0,11.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-08-04,1.0,-2.0,145.0,-34.0,-48.0,10.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-08-05,-7.0,-8.0,137.0,-33.0,-46.0,8.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-08-06,-10.0,-3.0,128.0,-37.0,-49.0,11.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-08-07,-23.0,-7.0,112.0,-37.0,-48.0,11.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-08-08,-33.0,-17.0,95.0,-26.0,-6.0,5.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-08-09,-26.0,-7.0,78.0,-24.0,5.0,1.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-08-10,-6.0,-5.0,114.0,-38.0,-48.0,10.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-08-11,-7.0,-5.0,123.0,-38.0,-47.0,11.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-08-12,-13.0,-12.0,106.0,-37.0,-44.0,9.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-08-13,-14.0,-6.0,83.0,-39.0,-46.0,12.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-08-14,-15.0,3.0,82.0,-35.0,-45.0,11.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-08-15,-48.0,-57.0,87.0,-28.0,-19.0,6.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-08-16,-17.0,2.0,68.0,-21.0,6.0,1.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-08-17,4.0,3.0,92.0,-35.0,-48.0,10.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-08-18,-2.0,-4.0,110.0,-34.0,-42.0,9.0
BE,Belgium,,,,,,ChIJl5fz7WR9wUcR8g_mObTy60c,2020-08-19,-9.0,-12.0,87.0,-33.0,-40.0,8.0
