INS,FR_INS,NL_INS,INS6,FR_INS6,NL_INS6,
44083,Deinze,Deinze,44049F,VOSSELARE,VOSSELARE,
44052,Oosterzele,Oosterzele,44052A,OOSTERZELE,OOSTERZELE,
44052,Oosterzele,Oosterzele,44052B,BALEGEM,BALEGEM,
44052,Oosterzele,Oosterzele,44052C,SCHELDEWINDEKE,SCHELDEWINDEKE,
44052,Oosterzele,Oosterzele,44052D,MOORTSELE,MOORTSELE,
44052,Oosterzele,Oosterzele,44052E,LANDSKOUTER,LANDSKOUTER,
44052,Oosterzele,Oosterzele,44052F,GIJZENZELE,GIJZENZELE,
44064,Sint-Martens-Latem,Sint-Martens-Latem,44064A,SINT-MARTENS-LATEM,SINT-MARTENS-LATEM,
44064,Sint-Martens-Latem,Sint-Martens-Latem,44064B,DEURLE,DEURLE,
44085,Lievegem,Lievegem,44072A,WAARSCHOOT,WAARSCHOOT,
44073,Wachtebeke,Wachtebeke,44073A,WACHTEBEKE,WACHTEBEKE,
44085,Lievegem,Lievegem,44080A,ZOMERGEM,ZOMERGEM,
44085,Lievegem,Lievegem,44080B,RONSELE,RONSELE,
44085,Lievegem,Lievegem,44080C,OOSTWINKEL,OOSTWINKEL,
44081,Zulte,Zulte,44081A,ZULTE,ZULTE,
44081,Zulte,Zulte,44081B,OLSENE,OLSENE,
44081,Zulte,Zulte,44081C,MACHELEN,MACHELEN,
45068,Kruisem,Kruisem,45017A,KRUISHOUTEM,KRUISHOUTEM,
45068,Kruisem,Kruisem,45017B,DEEL HUISE*,DEEL HUISE*,
45068,Kruisem,Kruisem,45017C,WANNEGEM-LEDE,WANNEGEM-LEDE,
45068,Kruisem,Kruisem,45017D,NOKERE,NOKERE,
45035,Oudenaarde,Audenarde,45035A,OUDENAARDE*+DEEL OOIKE,OUDENAARDE*+DEEL OOIKE,
45035,Oudenaarde,Audenarde,45035B,HEURNE,HEURNE,
45035,Oudenaarde,Audenarde,45035C,WELDEN*,WELDEN*,
45035,Oudenaarde,Audenarde,45035D,MATER,MATER,
45035,Oudenaarde,Audenarde,45035E,MELDEN*+DEEL WORTEGEM-PETEGEM,MELDEN*+DEEL WORTEGEM-PETEGEM,
45035,Oudenaarde,Audenarde,45035F,MULLEM,MULLEM,
45041,Ronse,Renaix,45041A,RONSE,RONSE,
45068,Kruisem,Kruisem,45057A,ZINGEM*+DEEL DIKKELVENNE EN NEDERZWALM-HERMELGEM,ZINGEM*+DEEL DIKKELVENNE EN NEDERZWALM-HERMELGEM,
45068,Kruisem,Kruisem,45057B,OUWEGEM,OUWEGEM,
45068,Kruisem,Kruisem,45057C,HUISE*,HUISE*,
45059,Brakel,Brakel,45059A,NEDERBRAKEL,NEDERBRAKEL,
45059,Brakel,Brakel,45059B,OPBRAKEL,OPBRAKEL,
45059,Brakel,Brakel,45059C,ZEGELSEM,ZEGELSEM,
45059,Brakel,Brakel,45059D,ELST,ELST,
45059,Brakel,Brakel,45059E,MICHELBEKE + DEEL SINT-MARIA-OUDENHOVE,MICHELBEKE + DEEL SINT-MARIA-OUDENHOVE,
45059,Brakel,Brakel,45059F,PARIKE,PARIKE,
45059,Brakel,Brakel,45059G,EVERBEEK,EVERBEEK,
45060,Kluisbergen,Kluisbergen,45060A,RUIEN + DEEL VAN AVELGEM EN WAARMAARDE,RUIEN + DEEL VAN AVELGEM EN WAARMAARDE,
45060,Kluisbergen,Kluisbergen,45060B,BERCHEM*+ DEEL VAN KERKOVE EN WORTEGEM-PETEGEM,BERCHEM*+ DEEL VAN KERKOVE EN WORTEGEM-PETEGEM,
45060,Kluisbergen,Kluisbergen,45060C,KWAREMONT,KWAREMONT,
45060,Kluisbergen,Kluisbergen,45060D,ZULZEKE*,ZULZEKE*,
45061,Wortegem-Petegem,Wortegem-Petegem,45061A,PETEGEM-AAN-DE-SCHELDE* + DEEL VAN OUDENAARDE,PETEGEM-AAN-DE-SCHELDE* + DEEL VAN OUDENAARDE,
45061,Wortegem-Petegem,Wortegem-Petegem,45061B,WORTEGEM*,WORTEGEM*,
45061,Wortegem-Petegem,Wortegem-Petegem,45061C,MOREGEM + OOIKE*,MOREGEM + OOIKE*,
45061,Wortegem-Petegem,Wortegem-Petegem,45061D,ELSEGEM*+DEEL VAN KLUISBERGEN,ELSEGEM*+DEEL VAN KLUISBERGEN,
45062,Horebeke,Horebeke,45062A,SINT-MARIA-HOREBEKE,SINT-MARIA-HOREBEKE,
45062,Horebeke,Horebeke,45062B,SINT-KORNELIS-HOREBEKE,SINT-KORNELIS-HOREBEKE,
45063,Lierde,Lierde,45063A,SINT-MARIA-LIERDE,SINT-MARIA-LIERDE,
45063,Lierde,Lierde,45063B,HEMELVEERDEGEM,HEMELVEERDEGEM,
45063,Lierde,Lierde,45063C,DEFTINGE,DEFTINGE,
45063,Lierde,Lierde,45063D,SINT-MARTENS-LIERDE,SINT-MARTENS-LIERDE,
45064,Maarkedal,Maarkedal,45064A,ETIKHOVE,ETIKHOVE,
45064,Maarkedal,Maarkedal,45064B,NUKERKE*+DEEL VAN KLUISBERGEN,NUKERKE*+DEEL VAN KLUISBERGEN,
45064,Maarkedal,Maarkedal,45064C,MAARKE-KERKEM,MAARKE-KERKEM,
45064,Maarkedal,Maarkedal,45064D,SCHORISSE,SCHORISSE,
45065,Zwalm,Zwalm,45065A,MUNKZWALM,MUNKZWALM,
45065,Zwalm,Zwalm,45065B,PAULATEM,PAULATEM,
45065,Zwalm,Zwalm,45065C,SINT-MARIA-LATEM,SINT-MARIA-LATEM,
45065,Zwalm,Zwalm,45065D,MEILEGEM,MEILEGEM,
45065,Zwalm,Zwalm,45065E,BEERLEGEM,BEERLEGEM,
45065,Zwalm,Zwalm,45065F,DIKKELE,DIKKELE,
45065,Zwalm,Zwalm,45065G,HUNDELGEM,HUNDELGEM,
45065,Zwalm,Zwalm,45065H,ROBORST,ROBORST,
45065,Zwalm,Zwalm,45065J,ROZEBEKE,ROZEBEKE,
45065,Zwalm,Zwalm,45065K,SINT-BLASIUS-BOEKEL,SINT-BLASIUS-BOEKEL,
45065,Zwalm,Zwalm,45065L,SINT-DENIJS-BOEKEL,SINT-DENIJS-BOEKEL,
45065,Zwalm,Zwalm,45065M,NEDERZWALM-HERMELGEM* + DEEL OUDENAARDE EN ZINGEM,NEDERZWALM-HERMELGEM* + DEEL OUDENAARDE EN ZINGEM,
46003,Beveren,Beveren,46003A,BEVEREN,BEVEREN,
46003,Beveren,Beveren,46003B,VRASENE*,VRASENE*,
46003,Beveren,Beveren,46003C,VERREBROEK,VERREBROEK,
46003,Beveren,Beveren,46003D,KIELDRECHT,KIELDRECHT,
46003,Beveren,Beveren,46003E,DOEL,DOEL,
46003,Beveren,Beveren,46003F,KALLO,KALLO,
46003,Beveren,Beveren,46003G,MELSELE,MELSELE,
46003,Beveren,Beveren,46003H,HAASDONK*,HAASDONK*,
46013,Kruibeke,Kruibeke,46013A,KRUIBEKE,KRUIBEKE,
46013,Kruibeke,Kruibeke,46013B,BAZEL,BAZEL,
46013,Kruibeke,Kruibeke,46013C,RUPELMONDE,RUPELMONDE,
46014,Lokeren,Lokeren,460141,WIJZIGING VAN GEMEENTEGRENS,WIJZIGING VAN GEMEENTEGRENS,
46014,Lokeren,Lokeren,46014A,LOKEREN*+DEEL OVERMERE EN ZELE,LOKEREN*+DEEL OVERMERE EN ZELE,
46014,Lokeren,Lokeren,46014B,EKSAARDE,EKSAARDE,
46014,Lokeren,Lokeren,46014C,DAKNAM,DAKNAM,
46020,Sint-Gillis-Waas,Sint-Gillis-Waas,46020A,SINT-GILLIS-WAAS*+DEEL KEMZEKE,SINT-GILLIS-WAAS*+DEEL KEMZEKE,
46020,Sint-Gillis-Waas,Sint-Gillis-Waas,46020B,DE KLINGE,DE KLINGE,
46020,Sint-Gillis-Waas,Sint-Gillis-Waas,46020C,MEERDONK,MEERDONK,
46020,Sint-Gillis-Waas,Sint-Gillis-Waas,46020D,SINT-PAUWELS*,SINT-PAUWELS*,
46020,Sint-Gillis-Waas,Sint-Gillis-Waas,46020E,DEEL VRASENE,DEEL VRASENE,
46021,Sint-Niklaas,Saint-Nicolas,460211,WIJZIGING VAN GEMEENTEGRENS,WIJZIGING VAN GEMEENTEGRENS,
46021,Sint-Niklaas,Saint-Nicolas,460212,WIJZIGING VAN GEMEENTEGRENS,WIJZIGING VAN GEMEENTEGRENS,
46021,Sint-Niklaas,Saint-Nicolas,46021A,"SINT-NIKLAAS* + DEEL HAASDONK, DEEL SINT-PAUWELS EN TEMSE","SINT-NIKLAAS* + DEEL HAASDONK, DEEL SINT-PAUWELS EN TEMSE",
46021,Sint-Niklaas,Saint-Nicolas,46021B,NIEUWENKERKEN-WAAS,NIEUWENKERKEN-WAAS,
46021,Sint-Niklaas,Saint-Nicolas,46021C,BELSELE,BELSELE,
46021,Sint-Niklaas,Saint-Nicolas,46021D,SINAAI*,SINAAI*,
46024,Stekene,Stekene,46024A,STEKENE,STEKENE,
46024,Stekene,Stekene,46024B,KEMZEKE*,KEMZEKE*,
46024,Stekene,Stekene,46024C,DEEL SINAAI,DEEL SINAAI,
46025,Temse,Tamise,460251,WIJZIGING VAN GEMEENTEGRENS,WIJZIGING VAN GEMEENTEGRENS,
46025,Temse,Tamise,46025A,TEMSE*,TEMSE*,
46025,Temse,Tamise,46025B,STEENDORP,STEENDORP,
46025,Temse,Tamise,46025C,TIELRODE,TIELRODE,
46025,Temse,Tamise,46025D,ELVERSELE,ELVERSELE,
51004,Aat,Ath,510042,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
51004,Aat,Ath,510044,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
51004,Aat,Ath,510045,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
51004,Aat,Ath,51004A,ATH,ATH,
51004,Aat,Ath,51004B,LANQUESAINT,LANQUESAINT,
51004,Aat,Ath,51004C,REBAIX,REBAIX,
51004,Aat,Ath,51004D,ISIERES,ISIERES,
51004,Aat,Ath,51004E,MESLIN - L'EVEQUE,MESLIN - L'EVEQUE,
51004,Aat,Ath,51004F,GHISLENGHIEN,GHISLENGHIEN,
51004,Aat,Ath,51004G,GIBECQ,GIBECQ,
51004,Aat,Ath,51004H,ARBRE,ARBRE,
51004,Aat,Ath,51004J,MAFFLE,MAFFLE,
51004,Aat,Ath,51004K,IRCHONWELZ,IRCHONWELZ,
51004,Aat,Ath,51004L,ORMEIGNIES,ORMEIGNIES,
51004,Aat,Ath,51004M,MOULBAIX,MOULBAIX,
51004,Aat,Ath,51004N,VILLERS - NOTRE - DAME,VILLERS - NOTRE - DAME,
51004,Aat,Ath,51004P,VILLERS-SAINT-AMAND,VILLERS-SAINT-AMAND,
51004,Aat,Ath,51004R,LIGNE,LIGNE,
51004,Aat,Ath,51004S,HOUTAING,HOUTAING,
51004,Aat,Ath,51004T,MAINVAULT,MAINVAULT,
51004,Aat,Ath,51004U,BOUVIGNIES,BOUVIGNIES,
51004,Aat,Ath,51004V,OSTICHES,OSTICHES,
51008,Beloeil,Beloeil,51008A,BELOEIL,BELOEIL,
51008,Beloeil,Beloeil,51008B,STAMBRUGES,STAMBRUGES,
51008,Beloeil,Beloeil,51008C,QUEVAUCAMPS,QUEVAUCAMPS,
51008,Beloeil,Beloeil,51008D,BASECLES,BASECLES,
51008,Beloeil,Beloeil,51008E,THUMAIDE,THUMAIDE,
51008,Beloeil,Beloeil,51008F,RAMEGNIES,RAMEGNIES,
51008,Beloeil,Beloeil,51008G,WADELINCOURT,WADELINCOURT,
51008,Beloeil,Beloeil,51008H,ELLIGNIES-SAINTE-ANNE,ELLIGNIES-SAINTE-ANNE,
51008,Beloeil,Beloeil,51008J,AUBECHIES,AUBECHIES,
51009,Bernissart,Bernissart,51009A,BERNISSART,BERNISSART,
51009,Bernissart,Bernissart,51009B,POMMEROEUL,POMMEROEUL,
51009,Bernissart,Bernissart,51009C,BLATON,BLATON,
51012,Brugelette,Brugelette,510121,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
51012,Brugelette,Brugelette,51012A,BRUGELETTE,BRUGELETTE,
51012,Brugelette,Brugelette,51012B,GAGES,GAGES,
51012,Brugelette,Brugelette,51012C,CAMBRON - CASTEAU,CAMBRON - CASTEAU,
51012,Brugelette,Brugelette,51012D,MEVERGNIES-LEZ-LENS,MEVERGNIES-LEZ-LENS,
51012,Brugelette,Brugelette,51012E,ATTRE,ATTRE,
51014,Chièvres,Chièvres,510141,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
51014,Chièvres,Chièvres,51014A,CHIEVRES,CHIEVRES,
51014,Chièvres,Chièvres,51014B,TONGRE-SAINT-MARTIN,TONGRE-SAINT-MARTIN,
51014,Chièvres,Chièvres,51014C,LADEUZE,LADEUZE,
51014,Chièvres,Chièvres,51014D,GROSAGE,GROSAGE,
51014,Chièvres,Chièvres,51014E,HUISSIGNIES,HUISSIGNIES,
51014,Chièvres,Chièvres,51014F,TONGRE-NOTRE-DAME,TONGRE-NOTRE-DAME,
51017,Elzele,Ellezelles,51017A,ELLEZELLES,ELLEZELLES,
51017,Elzele,Ellezelles,51017B,WODECQ,WODECQ,
51017,Elzele,Ellezelles,51017C,LAHAMAIDE,LAHAMAIDE,
51019,Vloesberg,Flobecq,51019A,FLOBECQ,FLOBECQ,
51065,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,51065A,FRASNES - LEZ - BUISSENAL,FRASNES - LEZ - BUISSENAL,
51065,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,51065B,OEUDEGHIEN,OEUDEGHIEN,
51065,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,51065C,BUISSENAL,BUISSENAL,
51065,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,51065D,MOUSTIER,MOUSTIER,
51065,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,51065E,HACQUEGNIES,HACQUEGNIES,
51065,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,51065F,HERQUEGIES,HERQUEGIES,
51065,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,51065G,MONTROEUL-AU-BOIS,MONTROEUL-AU-BOIS,
51065,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,51065H,FOREST,FOREST,
51065,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,51065J,ANVAING,ANVAING,
51065,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,51065K,CORDES,CORDES,
51065,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,51065L,ARC - AINIERES,ARC - AINIERES,
51065,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,51065M,WATTRIPONT,WATTRIPONT,
51065,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,51065N,DERGNEAU,DERGNEAU,
51065,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,51065P,SAINT - SAUVEUR,SAINT - SAUVEUR,
52010,Chapelle-lez-Herlaimont,Chapelle-lez-Herlaimont,52010A,CHAPELLE-LEZ-HERLAIMONT,CHAPELLE-LEZ-HERLAIMONT,
52010,Chapelle-lez-Herlaimont,Chapelle-lez-Herlaimont,52010B,GODARVILLE,GODARVILLE,
52010,Chapelle-lez-Herlaimont,Chapelle-lez-Herlaimont,52010C,PIETON,PIETON,
52011,Charleroi,Charleroi,520111,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
52011,Charleroi,Charleroi,52011A,CHARLEROI,CHARLEROI,
52011,Charleroi,Charleroi,52011B,DAMPREMY,DAMPREMY,
52011,Charleroi,Charleroi,52011C,LODELINSART,LODELINSART,
52011,Charleroi,Charleroi,52011D,GILLY,GILLY,
52011,Charleroi,Charleroi,52011E,MONTIGNIES-SUR-SAMBRE,MONTIGNIES-SUR-SAMBRE,
52011,Charleroi,Charleroi,52011F,COUILLET,COUILLET,
52011,Charleroi,Charleroi,52011G,MARCINELLE,MARCINELLE,
52011,Charleroi,Charleroi,52011H,MONT-SUR-MARCHIENNE,MONT-SUR-MARCHIENNE,
52011,Charleroi,Charleroi,52011J,MARCHIENNE-AU-PONT,MARCHIENNE-AU-PONT,
52011,Charleroi,Charleroi,52011K,MONCEAU-SUR-SAMBRE,MONCEAU-SUR-SAMBRE,
52011,Charleroi,Charleroi,52011L,GOUTROUX,GOUTROUX,
52011,Charleroi,Charleroi,52011M,ROUX*,ROUX*,
52011,Charleroi,Charleroi,52011N,JUMET,JUMET,
52011,Charleroi,Charleroi,52011P,GOSSELIES + PARTIE DE WAYAUX,GOSSELIES + PARTIE DE WAYAUX,
52011,Charleroi,Charleroi,52011R,RANSART,RANSART,
52012,Châtelet,Châtelet,52012A,CHATELET,CHATELET,
52012,Châtelet,Châtelet,52012B,CHATELINEAU,CHATELINEAU,
52012,Châtelet,Châtelet,52012C,BOUFFIOULX,BOUFFIOULX,
52015,Courcelles,Courcelles,52015A,COURCELLES + PARTIE DE ROUX,COURCELLES + PARTIE DE ROUX,
52015,Courcelles,Courcelles,52015B,SOUVRET,SOUVRET,
52015,Courcelles,Courcelles,52015C,TRAZEGNIES,TRAZEGNIES,
52015,Courcelles,Courcelles,52015D,GOUY-LEZ-PIETON,GOUY-LEZ-PIETON,
52018,Farciennes,Farciennes,52018A,FARCIENNES,FARCIENNES,
52018,Farciennes,Farciennes,52018B,PIRONCHAMPS,PIRONCHAMPS,
52021,Fleurus,Fleurus,52021A,FLEURUS,FLEURUS,
52021,Fleurus,Fleurus,52021B,WANFERCEE - BAULET,WANFERCEE - BAULET,
52021,Fleurus,Fleurus,52021C,LAMBUSART,LAMBUSART,
52021,Fleurus,Fleurus,52021D,WANGENIES,WANGENIES,
52021,Fleurus,Fleurus,52021E,HEPPIGNIES,HEPPIGNIES,
52021,Fleurus,Fleurus,52021F,SAINT-AMAND,SAINT-AMAND,
52021,Fleurus,Fleurus,52021G,WAGNELEE,WAGNELEE,
52021,Fleurus,Fleurus,52021H,BRYE,BRYE,
52022,Fontaine-l'Evêque,Fontaine-l'Evêque,52022A,FONTAINE-L'EVEQUE,FONTAINE-L'EVEQUE,
52022,Fontaine-l'Evêque,Fontaine-l'Evêque,52022B,FORCHIES-LA-MARCHE,FORCHIES-LA-MARCHE,
52022,Fontaine-l'Evêque,Fontaine-l'Evêque,52022C,LEERNES,LEERNES,
52025,Gerpinnes,Gerpinnes,52025A,GERPINNES,GERPINNES,
52025,Gerpinnes,Gerpinnes,52025B,LOVERVAL,LOVERVAL,
52025,Gerpinnes,Gerpinnes,52025C,JONCRET,JONCRET,
52025,Gerpinnes,Gerpinnes,52025D,ACOZ,ACOZ,
52025,Gerpinnes,Gerpinnes,52025E,VILLERS-POTERIE,VILLERS-POTERIE,
52025,Gerpinnes,Gerpinnes,52025F,GOUGNIES,GOUGNIES,
55086,Manage,Manage,520431,MODIFIC. DE LIMITE COMMUNALE,MODIFIC. DE LIMITE COMMUNALE,
55086,Manage,Manage,52043A,MANAGE,MANAGE,
55086,Manage,Manage,52043B,BOIS-D'HAINE,BOIS-D'HAINE,
55086,Manage,Manage,52043C,FAYT-LEZ-MANAGE,FAYT-LEZ-MANAGE,
55086,Manage,Manage,52043D,LA HESTRE,LA HESTRE,
55086,Manage,Manage,52043E,BELLECOURT,BELLECOURT,
52048,Montigny-le-Tilleul,Montigny-le-Tilleul,52048A,MONTIGNY-LE-TILLEUL,MONTIGNY-LE-TILLEUL,
52048,Montigny-le-Tilleul,Montigny-le-Tilleul,52048B,LANDELIES,LANDELIES,
52055,Pont-à-celles,Pont-à-celles,52055A,PONT-A-CELLES,PONT-A-CELLES,
52055,Pont-à-celles,Pont-à-celles,52055B,OBAIX,OBAIX,
52055,Pont-à-celles,Pont-à-celles,52055C,BUZET,BUZET,
52055,Pont-à-celles,Pont-à-celles,52055D,LUTTRE,LUTTRE,
52055,Pont-à-celles,Pont-à-celles,52055E,THIMEON,THIMEON,
52055,Pont-à-celles,Pont-à-celles,52055F,VIESVILLE,VIESVILLE,
55085,Seneffe,Seneffe,520631,MODIFIC. DE LIMITE COMMUNALE,MODIFIC. DE LIMITE COMMUNALE,
55085,Seneffe,Seneffe,52063A,SENEFFE,SENEFFE,
55085,Seneffe,Seneffe,52063B,FELUY,FELUY,
55085,Seneffe,Seneffe,52063C,ARQUENNES,ARQUENNES,
55085,Seneffe,Seneffe,52063D,PETIT-ROEULX-LES-NIVELLES,PETIT-ROEULX-LES-NIVELLES,
55085,Seneffe,Seneffe,52063E,FAMILLEUREUX*,FAMILLEUREUX*,
52074,Aiseau-Presles,Aiseau-Presles,52074A,AISEAU,AISEAU,
52074,Aiseau-Presles,Aiseau-Presles,52074B,PRESLES,PRESLES,
52074,Aiseau-Presles,Aiseau-Presles,52074C,PONT - DE - LOUP,PONT - DE - LOUP,
52074,Aiseau-Presles,Aiseau-Presles,52074D,ROSELIES,ROSELIES,
52075,Les Bons Villers,Les Bons Villers,52075A,MELLET,MELLET,
52075,Les Bons Villers,Les Bons Villers,52075B,WAYAUX*,WAYAUX*,
52075,Les Bons Villers,Les Bons Villers,52075C,VILLERS-PERWIN,VILLERS-PERWIN,
52075,Les Bons Villers,Les Bons Villers,52075D,FRASNES-LEZ-GOSSELIES,FRASNES-LEZ-GOSSELIES,
52075,Les Bons Villers,Les Bons Villers,52075E,REVES,REVES,
53014,Boussu,Boussu,530141,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
53014,Boussu,Boussu,53014A,BOUSSU,BOUSSU,
53014,Boussu,Boussu,53014B,HORNU,HORNU,
53020,Dour,Dour,53020A,DOUR,DOUR,
53020,Dour,Dour,53020B,BLAUGIES,BLAUGIES,
53020,Dour,Dour,53020C,WIHERIES*,WIHERIES*,
53020,Dour,Dour,53020D,ELOUGES,ELOUGES,
53028,Frameries,Frameries,53028A,FRAMERIES,FRAMERIES,
53028,Frameries,Frameries,53028B,NOIRCHAIN,NOIRCHAIN,
53028,Frameries,Frameries,53028C,LA BOUVERIE,LA BOUVERIE,
53028,Frameries,Frameries,53028D,EUGIES* + PARTIE DE PATURAGES,EUGIES* + PARTIE DE PATURAGES,
53028,Frameries,Frameries,53028E,SARS-LA-BRUYERE,SARS-LA-BRUYERE,
53039,Hensies,Hensies,53039A,HENSIES,HENSIES,
53039,Hensies,Hensies,53039B,MONTROEUL-SUR-HAINE,MONTROEUL-SUR-HAINE,
53039,Hensies,Hensies,53039C,THULIN,THULIN,
53039,Hensies,Hensies,53039D,HAININ,HAININ,
53044,Jurbeke,Jurbise,53044A,JURBISE,JURBISE,
53044,Jurbeke,Jurbise,53044B,MASNUY-SAINT-JEAN*,MASNUY-SAINT-JEAN*,
53044,Jurbeke,Jurbise,53044C,MASNUY-SAINT-PIERRE,MASNUY-SAINT-PIERRE,
53044,Jurbeke,Jurbise,53044D,ERBISOEUL,ERBISOEUL,
53044,Jurbeke,Jurbise,53044E,HERCHIES,HERCHIES,
53044,Jurbeke,Jurbise,53044F,ERBAUT,ERBAUT,
53046,Lens,Lens,530461,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
53046,Lens,Lens,53046A,LENS,LENS,
53046,Lens,Lens,53046B,BAUFFE,BAUFFE,
53046,Lens,Lens,53046C,MONTIGNIES-LEZ-LENS,MONTIGNIES-LEZ-LENS,
53046,Lens,Lens,53046D,CAMBRON-SAINT-VINCENT,CAMBRON-SAINT-VINCENT,
53046,Lens,Lens,53046E,LOMBISE,LOMBISE,
53053,Bergen,Mons,530531,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
53053,Bergen,Mons,53053A,MONS,MONS,
53053,Bergen,Mons,53053B,HYON,HYON,
53053,Bergen,Mons,53053C,CUESMES,CUESMES,
53053,Bergen,Mons,53053D,GHLIN (+PART DE BAUDOUR 1971),GHLIN (+PART DE BAUDOUR 1971),
53053,Bergen,Mons,53053E,NIMY,NIMY,
53053,Bergen,Mons,53053F,OBOURG,OBOURG,
53053,Bergen,Mons,53053G,"MAISIERES + PARTIE DE CASTEAU, DE MASNUY - SAINT-JEAN","MAISIERES + PARTIE DE CASTEAU, DE MASNUY - SAINT-JEAN",
53053,Bergen,Mons,53053H,HAVRE+PARIE DE VILLE-SUR-HAINE,HAVRE+PARIE DE VILLE-SUR-HAINE,
53053,Bergen,Mons,53053J,SAINT-SYMPHORIEN,SAINT-SYMPHORIEN,
53053,Bergen,Mons,53053K,VILLERS-SAINT-GHISLAIN,VILLERS-SAINT-GHISLAIN,
53053,Bergen,Mons,53053L,HARMIGNIES,HARMIGNIES,
53053,Bergen,Mons,53053M,HARVENG,HARVENG,
53053,Bergen,Mons,53053N,NOUVELLES,NOUVELLES,
53053,Bergen,Mons,53053P,SPIENNES,SPIENNES,
53053,Bergen,Mons,53053R,MESVIN,MESVIN,
53053,Bergen,Mons,53053S,CIPLY,CIPLY,
53053,Bergen,Mons,53053T,JEMAPPES,JEMAPPES,
53053,Bergen,Mons,53053U,FLENU,FLENU,
53065,Quaregnon,Quaregnon,53065A,QUAREGNON,QUAREGNON,
53065,Quaregnon,Quaregnon,53065B,WASMUEL,WASMUEL,
53068,Quiévrain,Quiévrain,53068A,QUIEVRAIN,QUIEVRAIN,
53068,Quiévrain,Quiévrain,53068B,BAISIEUX,BAISIEUX,
53068,Quiévrain,Quiévrain,53068C,AUDREGNIES*,AUDREGNIES*,
53070,Saint-Ghislain,Saint-Ghislain,530701,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
53070,Saint-Ghislain,Saint-Ghislain,53070A,SAINT-GHISLAIN,SAINT-GHISLAIN,
53070,Saint-Ghislain,Saint-Ghislain,53070B,BAUDOUR,BAUDOUR,
53070,Saint-Ghislain,Saint-Ghislain,53070C,TERTRE,TERTRE,
53070,Saint-Ghislain,Saint-Ghislain,53070D,VILLEROT,VILLEROT,
53070,Saint-Ghislain,Saint-Ghislain,53070E,HAUTRAGE,HAUTRAGE,
53070,Saint-Ghislain,Saint-Ghislain,53070F,SIRAULT,SIRAULT,
53070,Saint-Ghislain,Saint-Ghislain,53070G,NEUFMAISON,NEUFMAISON,
53082,Colfontaine,Colfontaine,53082A,WASMES,WASMES,
53082,Colfontaine,Colfontaine,53082B,PATURAGES* + PARTIES DE EUGIES,PATURAGES* + PARTIES DE EUGIES,
53082,Colfontaine,Colfontaine,53082C,WARQUIGNIES,WARQUIGNIES,
53083,Honnelles,Honnelles,53083A,ROISIN,ROISIN,
53083,Honnelles,Honnelles,53083B,ANGREAU,ANGREAU,
53083,Honnelles,Honnelles,53083C,ANGRE,ANGRE,
53083,Honnelles,Honnelles,53083D,MARCHIPONT,MARCHIPONT,
53083,Honnelles,Honnelles,53083E,ONNEZIES,ONNEZIES,
53083,Honnelles,Honnelles,53083F,MONTIGNIES-SUR-ROC+ PARTIES DE AUDREGNIES ET DE WIHERIES,MONTIGNIES-SUR-ROC+ PARTIES DE AUDREGNIES ET DE WIHERIES,
53083,Honnelles,Honnelles,53083G,AUTREPPE,AUTREPPE,
53083,Honnelles,Honnelles,53083H,FAYT-LE-FRANC,FAYT-LE-FRANC,
53083,Honnelles,Honnelles,53083J,ATHIS,ATHIS,
53083,Honnelles,Honnelles,53083K,ERQUENNES,ERQUENNES,
53084,Quévy,Quévy,530841,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
53084,Quévy,Quévy,53084A,QUEVY-LE-PETIT,QUEVY-LE-PETIT,
53084,Quévy,Quévy,53084B,QUEVY-LE-GRAND,QUEVY-LE-GRAND,
53084,Quévy,Quévy,53084C,HAVAY,HAVAY,
