INS,FR_INS,NL_INS,INS6,FR_INS6,NL_INS6,
24028,Geetbets,Geetbets,24028A,GEETBETS,GEETBETS,
24028,Geetbets,Geetbets,24028B,RUMMEN,RUMMEN,
24028,Geetbets,Geetbets,24028C,GRAZEN,GRAZEN,
24033,Haacht,Haacht,24033A,HAACHT,HAACHT,
24033,Haacht,Haacht,24033B,TILDONK + DEEL VAN HERENT + DEEL VAN WERCHTER,TILDONK + DEEL VAN HERENT + DEEL VAN WERCHTER,
24033,Haacht,Haacht,24033C,WESPELAAR,WESPELAAR,
24038,Herent,Herent,24038A,HERENT*,HERENT*,
24038,Herent,Herent,24038B,WINKSELE,WINKSELE,
24038,Herent,Herent,24038C,VELTEM-BEISEM,VELTEM-BEISEM,
24041,Hoegaarden,Hoegaarden,24041A,HOEGAARDEN* + DEEL VAN KUMTICH + DEEL VAN TIENEN,HOEGAARDEN* + DEEL VAN KUMTICH + DEEL VAN TIENEN,
24041,Hoegaarden,Hoegaarden,24041B,HONSEM (DEEL),HONSEM (DEEL),
24041,Hoegaarden,Hoegaarden,24041C,OUTGAARDEN + DEEL VAN GOETSENHOVEN,OUTGAARDEN + DEEL VAN GOETSENHOVEN,
24043,Holsbeek,Holsbeek,24043A,HOLSBEEK,HOLSBEEK,
24043,Holsbeek,Holsbeek,24043B,KORTRIJK-DUTSEL,KORTRIJK-DUTSEL,
24043,Holsbeek,Holsbeek,24043C,NIEUWRODE,NIEUWRODE,
24043,Holsbeek,Holsbeek,24043D,SINT-PIETERS-RODE,SINT-PIETERS-RODE,
24045,Huldenberg,Huldenberg,24045A,HULDENBERG,HULDENBERG,
24045,Huldenberg,Huldenberg,24045B,LOONBEEK,LOONBEEK,
24045,Huldenberg,Huldenberg,24045C,NEERIJSE,NEERIJSE,
24045,Huldenberg,Huldenberg,24045D,SINT-AGATHA-RODE,SINT-AGATHA-RODE,
24045,Huldenberg,Huldenberg,24045E,OTTENBURG,OTTENBURG,
24048,Keerbergen,Keerbergen,24048A,KEERBERGEN,KEERBERGEN,
24054,Kortenaken,Kortenaken,24054A,KORTENAKEN,KORTENAKEN,
24054,Kortenaken,Kortenaken,24054B,RANSBERG,RANSBERG,
24054,Kortenaken,Kortenaken,24054C,HOELEDEN + DEEL BUNSBEEK & SINT-MAGRIETE-HOUTEM,HOELEDEN + DEEL BUNSBEEK & SINT-MAGRIETE-HOUTEM,
24054,Kortenaken,Kortenaken,24054D,KERSBEEK-MISKOM,KERSBEEK-MISKOM,
24054,Kortenaken,Kortenaken,24054E,WAANRODE,WAANRODE,
24055,Kortenberg,Kortenberg,24055A,KORTENBERG,KORTENBERG,
24055,Kortenberg,Kortenberg,24055B,ERPS-KWERPS,ERPS-KWERPS,
24055,Kortenberg,Kortenberg,24055C,MEERBEEK,MEERBEEK,
24055,Kortenberg,Kortenberg,24055D,EVERBERG,EVERBERG,
24059,Landen,Landen,24059A,LANDEN,LANDEN,
24059,Landen,Landen,24059B,LANDEN-RUMSDORP,LANDEN-RUMSDORP,
24059,Landen,Landen,24059C,WALSHOUTEM,WALSHOUTEM,
24059,Landen,Landen,24059D,NEERWINDEN,NEERWINDEN,
24059,Landen,Landen,24059E,NEERWINDEN-WANGE,NEERWINDEN-WANGE,
24059,Landen,Landen,24059F,NEERWINDEN-ELIKSEM,NEERWINDEN-ELIKSEM,
24059,Landen,Landen,24059G,NEERWINDEN-EZEMAAL,NEERWINDEN-EZEMAAL,
24059,Landen,Landen,24059H,NEERWINDEN-LAAR,NEERWINDEN-LAAR,
24059,Landen,Landen,24059J,NEERWINDEN-OVERWINDEN,NEERWINDEN-OVERWINDEN,
24059,Landen,Landen,24059K,ATTENHOVEN,ATTENHOVEN,
24059,Landen,Landen,24059L,ATTENHOVEN-NEERLANDEN,ATTENHOVEN-NEERLANDEN,
24062,Leuven,Louvain,24062A,LEUVEN,LEUVEN,
24062,Leuven,Louvain,24062B,WILSELE,WILSELE,
24062,Leuven,Louvain,24062C,KESSEL-LO,KESSEL-LO,
24062,Leuven,Louvain,24062D,HEVERLEE + DEEL VAN BLANDEN,HEVERLEE + DEEL VAN BLANDEN,
24062,Leuven,Louvain,24062E,DEEL KORBEEK-LO +DEEL HAASRODE,DEEL KORBEEK-LO +DEEL HAASRODE,
24062,Leuven,Louvain,24062F,DEEL HERENT,DEEL HERENT,
24066,Lubbeek,Lubbeek,24066A,LUBBEEK,LUBBEEK,
24066,Lubbeek,Lubbeek,24066B,BINKOM,BINKOM,
24066,Lubbeek,Lubbeek,24066C,PELLENBERG,PELLENBERG,
24066,Lubbeek,Lubbeek,24066D,LINDEN,LINDEN,
24086,Oud-Heverlee,Oud-Heverlee,24086A,OUD-HEVERLEE,OUD-HEVERLEE,
24086,Oud-Heverlee,Oud-Heverlee,24086B,VAALBEEK,VAALBEEK,
24086,Oud-Heverlee,Oud-Heverlee,24086C,BLANDEN*,BLANDEN*,
24086,Oud-Heverlee,Oud-Heverlee,24086D,HAASRODE*,HAASRODE*,
24086,Oud-Heverlee,Oud-Heverlee,24086E,SINT-JORIS-WEERT,SINT-JORIS-WEERT,
24094,Rotselaar,Rotselaar,24094A,ROTSELAAR,ROTSELAAR,
24094,Rotselaar,Rotselaar,24094B,WERCHTER*,WERCHTER*,
24094,Rotselaar,Rotselaar,24094C,WEZEMAAL,WEZEMAAL,
24104,Tervuren,Tervuren,24104A,TERVUREN,TERVUREN,
24104,Tervuren,Tervuren,24104B,VOSSEM,VOSSEM,
24104,Tervuren,Tervuren,24104C,DUISBURG,DUISBURG,
24107,Tienen,Tirlemont,24107A,TIENEN*,TIENEN*,
24107,Tienen,Tirlemont,24107B,OORBEEK + DEEL VAN HOEGAARDEN,OORBEEK + DEEL VAN HOEGAARDEN,
24107,Tienen,Tirlemont,24107C,BOST,BOST,
24107,Tienen,Tirlemont,24107D,KUMTICH*,KUMTICH*,
24107,Tienen,Tirlemont,24107E,VISSENAKEN,VISSENAKEN,
24107,Tienen,Tirlemont,24107F,SINT-MARGRIETE-HOUTEM* + DEEL VAN BUNSBEEK,SINT-MARGRIETE-HOUTEM* + DEEL VAN BUNSBEEK,
24107,Tienen,Tirlemont,24107G,OPLINTER,OPLINTER,
24107,Tienen,Tirlemont,24107H,HAKENDOVER,HAKENDOVER,
24107,Tienen,Tirlemont,24107J,GOETSENHOVEN*,GOETSENHOVEN*,
24109,Tremelo,Tremelo,24109A,TREMELO,TREMELO,
24109,Tremelo,Tremelo,24109B,BAAL+DEEL VAN BETEKOM,BAAL+DEEL VAN BETEKOM,
24130,Zoutleeuw,Léau,24130A,ZOUTLEEUW,ZOUTLEEUW,
24130,Zoutleeuw,Léau,24130B,HELENBOS,HELENBOS,
24130,Zoutleeuw,Léau,24130C,HALLE-BOOIENHOVEN,HALLE-BOOIENHOVEN,
24130,Zoutleeuw,Léau,24130D,DORMAAL,DORMAAL,
24130,Zoutleeuw,Léau,24130E,BUDINGEN,BUDINGEN,
24133,Linter,Linter,24133A,LINTER-DRIESLINTER,LINTER-DRIESLINTER,
24133,Linter,Linter,24133B,LINTER-NEERLINTER,LINTER-NEERLINTER,
24133,Linter,Linter,24133C,ORSMAAL-GUSSENHOVEN,ORSMAAL-GUSSENHOVEN,
24133,Linter,Linter,24133D,ORSMAAL-MELKWEZER,ORSMAAL-MELKWEZER,
24133,Linter,Linter,24133E,ORSMAAL-NEERHESPEN,ORSMAAL-NEERHESPEN,
24133,Linter,Linter,24133F,ORSMAAL-OVERHESPEN,ORSMAAL-OVERHESPEN,
24133,Linter,Linter,24133G,ORSMAAL-WOMMERSOM,ORSMAAL-WOMMERSOM,
24134,Scherpenheuvel-Zichem,Montaigu-Zichem,24134A,SCHERPENHEUVEL,SCHERPENHEUVEL,
24134,Scherpenheuvel-Zichem,Montaigu-Zichem,24134B,ZICHEM,ZICHEM,
24134,Scherpenheuvel-Zichem,Montaigu-Zichem,24134C,MESSELBROEK,MESSELBROEK,
24134,Scherpenheuvel-Zichem,Montaigu-Zichem,24134D,TESTELT,TESTELT,
24134,Scherpenheuvel-Zichem,Montaigu-Zichem,24134E,AVERBODE,AVERBODE,
24134,Scherpenheuvel-Zichem,Montaigu-Zichem,24134F,DEEL KAGGEVINNE,DEEL KAGGEVINNE,
24135,Tielt-Winge,Tielt-Winge,24135A,TIELT,TIELT,
24135,Tielt-Winge,Tielt-Winge,24135B,MEENSEL,MEENSEL,
24135,Tielt-Winge,Tielt-Winge,24135C,SINT-JORIS-WINGE,SINT-JORIS-WINGE,
24135,Tielt-Winge,Tielt-Winge,24135D,HOUWAART,HOUWAART,
24137,Glabbeek,Glabbeek,24137A,GLABBEEK-ZUURBEMDE,GLABBEEK-ZUURBEMDE,
24137,Glabbeek,Glabbeek,24137B,ATTENRODE,ATTENRODE,
24137,Glabbeek,Glabbeek,24137C,BUNSBEEK*,BUNSBEEK*,
24137,Glabbeek,Glabbeek,24137D,KAPELLEN,KAPELLEN,
25005,Bevekom,Beauvechain,25005A,BEAUVECHAIN,BEAUVECHAIN,
25005,Bevekom,Beauvechain,25005B,L'ECLUSE,L'ECLUSE,
25005,Bevekom,Beauvechain,25005C,TOURINNES-LA-GROSSE,TOURINNES-LA-GROSSE,
25005,Bevekom,Beauvechain,25005D,NODEBAIS,NODEBAIS,
25005,Bevekom,Beauvechain,25005E,HAMME-MILLE & PARTIE DE BOSSUT GOTTECHAIN,HAMME-MILLE & PARTIE DE BOSSUT GOTTECHAIN,
25014,Eigenbrakel,Braine-l'Alleud,250141,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
25014,Eigenbrakel,Braine-l'Alleud,25014A,BRAINE-L'ALLEUD*,BRAINE-L'ALLEUD*,
25014,Eigenbrakel,Braine-l'Alleud,25014B,LILLOIS-WITTERZEE,LILLOIS-WITTERZEE,
25014,Eigenbrakel,Braine-l'Alleud,25014C,OPHAIN-BOIS-SEIGNEUR-ISAAC,OPHAIN-BOIS-SEIGNEUR-ISAAC,
25015,Kasteelbrakel,Braine-le-Château,25015A,BRAINE-LE-CHATEAU,BRAINE-LE-CHATEAU,
25015,Kasteelbrakel,Braine-le-Château,25015B,WAUTHIER-BRAINE,WAUTHIER-BRAINE,
25018,Chaumont-Gistoux,Chaumont-Gistoux,25018A,CHAUMONT-GISTOUX,CHAUMONT-GISTOUX,
25018,Chaumont-Gistoux,Chaumont-Gistoux,25018B,CORROY-LE-GRAND*,CORROY-LE-GRAND*,
25018,Chaumont-Gistoux,Chaumont-Gistoux,25018C,DION-LE-MONT,DION-LE-MONT,
25018,Chaumont-Gistoux,Chaumont-Gistoux,25018D,DION-LE-VAL,DION-LE-VAL,
25018,Chaumont-Gistoux,Chaumont-Gistoux,25018E,BONLEZ,BONLEZ,
25018,Chaumont-Gistoux,Chaumont-Gistoux,25018F,LONGUEVILLE,LONGUEVILLE,
25023,Court-Saint-Etienne,Court-Saint-Etienne,25023A,COURT-SAINT-ETIENNE,COURT-SAINT-ETIENNE,
25031,Genepien,Genappe,25031A,GENAPPE,GENAPPE,
25031,Genepien,Genappe,25031B,BAISY-THY*,BAISY-THY*,
25031,Genepien,Genappe,25031C,LOUPOIGNE,LOUPOIGNE,
25031,Genepien,Genappe,25031D,HOUTAIN-LE-VAL,HOUTAIN-LE-VAL,
25031,Genepien,Genappe,25031E,VIEUX-GENAPPE,VIEUX-GENAPPE,
25031,Genepien,Genappe,25031F,GLABAIS,GLABAIS,
25031,Genepien,Genappe,25031G,WAYS,WAYS,
25031,Genepien,Genappe,25031H,BOUSVAL,BOUSVAL,
25037,Graven,Grez-Doiceau,25037A,GREZ-DOICEAU,GREZ-DOICEAU,
25037,Graven,Grez-Doiceau,25037B,ARCHENNES,ARCHENNES,
25037,Graven,Grez-Doiceau,25037C,BIEZ,BIEZ,
25037,Graven,Grez-Doiceau,25037D,BOSSUT-GOTTECHAIN*,BOSSUT-GOTTECHAIN*,
25037,Graven,Grez-Doiceau,25037E,NETHEN,NETHEN,
25043,Incourt,Incourt,25043A,INCOURT,INCOURT,
25043,Incourt,Incourt,25043B,GLIMES,GLIMES,
25043,Incourt,Incourt,25043C,OPPREBAIS,OPPREBAIS,
25043,Incourt,Incourt,25043D,ROUX-MIROIR,ROUX-MIROIR,
25043,Incourt,Incourt,25043E,PIETREBAIS & PART DONGELBERG,PIETREBAIS & PART DONGELBERG,
25044,Itter,Ittre,25044A,ITTRE,ITTRE,
25044,Itter,Ittre,25044B,HAUT-ITTRE,HAUT-ITTRE,
25044,Itter,Ittre,25044C,VIRGINAL-SAMME*,VIRGINAL-SAMME*,
25048,Geldenaken,Jodoigne,25048A,JODOIGNE,JODOIGNE,
25048,Geldenaken,Jodoigne,25048B,JODOIGNE-SOUVERAINE,JODOIGNE-SOUVERAINE,
25048,Geldenaken,Jodoigne,25048C,JAUCHELETTE,JAUCHELETTE,
25048,Geldenaken,Jodoigne,25048D,DONGELBERG*,DONGELBERG*,
25048,Geldenaken,Jodoigne,25048E,LATHUY,LATHUY,
25048,Geldenaken,Jodoigne,25048F,MELIN,MELIN,
25048,Geldenaken,Jodoigne,25048G,SAINT-REMY-GEEST,SAINT-REMY-GEEST,
25048,Geldenaken,Jodoigne,25048H,ZETRUD-LUMAY,ZETRUD-LUMAY,
25048,Geldenaken,Jodoigne,25048J,SAINT-JEAN-GEEST,SAINT-JEAN-GEEST,
25048,Geldenaken,Jodoigne,25048K,PIETRAIN,PIETRAIN,
25050,Terhulpen,La Hulpe,25050A,LA HULPE,LA HULPE,
25068,Mont-Saint-Guibert,Mont-Saint-Guibert,25068A,MONT-SAINT-GUIBERT,MONT-SAINT-GUIBERT,
25068,Mont-Saint-Guibert,Mont-Saint-Guibert,25068B,CORBAIS,CORBAIS,
25068,Mont-Saint-Guibert,Mont-Saint-Guibert,25068C,HEVILLERS,HEVILLERS,
25072,Nijvel,Nivelles,25072A,NIVELLES,NIVELLES,
25072,Nijvel,Nivelles,25072B,BAULERS,BAULERS,
25072,Nijvel,Nivelles,25072C,THINES,THINES,
25072,Nijvel,Nivelles,25072D,MONSTREUX,MONSTREUX,
25072,Nijvel,Nivelles,25072E,BORNIVAL,BORNIVAL,
25084,Perwijs,Perwez,25084A,PERWEZ,PERWEZ,
25084,Perwijs,Perwez,25084B,THOREMBAIS-SAINT-TROND,THOREMBAIS-SAINT-TROND,
25084,Perwijs,Perwez,25084C,ORBAIS,ORBAIS,
25084,Perwijs,Perwez,25084D,MALEVES-SAINTE-MARIE-WASTINES,MALEVES-SAINTE-MARIE-WASTINES,
25084,Perwijs,Perwez,25084E,THOREMBAIS-LES BEGUINES,THOREMBAIS-LES BEGUINES,
25091,Rixensart,Rixensart,25091A,RIXENSART,RIXENSART,
25091,Rixensart,Rixensart,25091B,GENVAL,GENVAL,
25091,Rixensart,Rixensart,25091C,ROSIERES,ROSIERES,
25105,Tubeke,Tubize,25105A,TUBIZE,TUBIZE,
25105,Tubeke,Tubize,25105B,OISQUERCQ & PARTIE DE VIRGINAL-SAMME,OISQUERCQ & PARTIE DE VIRGINAL-SAMME,
25105,Tubeke,Tubize,25105C,CLABECQ,CLABECQ,
25105,Tubeke,Tubize,25105D,SAINTES*,SAINTES*,
25107,Villers-la-Ville,Villers-la-Ville,25107A,VILLERS-LA-VILLE,VILLERS-LA-VILLE,
25107,Villers-la-Ville,Villers-la-Ville,25107B,TILLY,TILLY,
25107,Villers-la-Ville,Villers-la-Ville,25107C,MELLERY & PARTIE DE GENTINNES,MELLERY & PARTIE DE GENTINNES,
25107,Villers-la-Ville,Villers-la-Ville,25107D,MARBAIS,MARBAIS,
25107,Villers-la-Ville,Villers-la-Ville,25107E,SART-DAMES-AVELINES,SART-DAMES-AVELINES,
25110,Waterloo,Waterloo,25110A,"WATERLOO + PARTIE DE BRAINE-L'ALLEUD, DE OHAIN","WATERLOO + PARTIE DE BRAINE-L'ALLEUD, DE OHAIN",
25112,Waver,Wavre,25112A,WAVRE*,WAVRE*,
25112,Waver,Wavre,25112B,BIERGES,BIERGES,
25112,Waver,Wavre,25112C,LIMAL*,LIMAL*,
25117,Chastre,Chastre,25117A,CHASTRE-VILLEROUX-BLANMONT,CHASTRE-VILLEROUX-BLANMONT,
25117,Chastre,Chastre,25117B,CORTIL-NOIRMONT,CORTIL-NOIRMONT,
25117,Chastre,Chastre,25117C,SAINT-GERY,SAINT-GERY,
25117,Chastre,Chastre,25117D,GENTINNES*,GENTINNES*,
25118,Hélécine,Hélécine,25118A,NEERHEYLISSEM,NEERHEYLISSEM,
25118,Hélécine,Hélécine,25118B,OPHEYLISSEM,OPHEYLISSEM,
25118,Hélécine,Hélécine,25118C,LINSMEAU,LINSMEAU,
25119,Lasne,Lasne,251191,MODIFICATION DE LIMITE COMMUNALE,MODIFICATION DE LIMITE COMMUNALE,
25119,Lasne,Lasne,25119A,LASNE-CHAPELLE-SAINT-LAMBERT,LASNE-CHAPELLE-SAINT-LAMBERT,
25119,Lasne,Lasne,25119B,COUTURE-SAINT-GERMAIN,COUTURE-SAINT-GERMAIN,
25119,Lasne,Lasne,25119C,MARANSART,MARANSART,
25119,Lasne,Lasne,25119D,OHAIN*,OHAIN*,
25119,Lasne,Lasne,25119E,PLANCENOIT,PLANCENOIT,
25120,Orp-Jauche,Orp-Jauche,25120A,ORP-LE-GRAND,ORP-LE-GRAND,
25120,Orp-Jauche,Orp-Jauche,25120B,JANDRAIN-JANDRENOUILLE,JANDRAIN-JANDRENOUILLE,
25120,Orp-Jauche,Orp-Jauche,25120C,JAUCHE,JAUCHE,
25120,Orp-Jauche,Orp-Jauche,25120D,FOLX-LES-CAVES,FOLX-LES-CAVES,
25120,Orp-Jauche,Orp-Jauche,25120E,ENINES,ENINES,
25120,Orp-Jauche,Orp-Jauche,25120F,MARILLES,MARILLES,
25120,Orp-Jauche,Orp-Jauche,25120G,NODUWEZ,NODUWEZ,
25121,Ottignies-Louvain-la-Neuve,Ottignies-Louvain-la-Neuve,25121A,OTTIGNIES,OTTIGNIES,
25121,Ottignies-Louvain-la-Neuve,Ottignies-Louvain-la-Neuve,25121B,CEROUX-MOUSTY*,CEROUX-MOUSTY*,
25121,Ottignies-Louvain-la-Neuve,Ottignies-Louvain-la-Neuve,25121C,LIMELETTE,LIMELETTE,
25121,Ottignies-Louvain-la-Neuve,Ottignies-Louvain-la-Neuve,25121D,"PARTIE DE LIMAL, DE CORROY- LE-GRAND, DE WAVRE","PARTIE DE LIMAL, DE CORROY- LE-GRAND, DE WAVRE",
25122,Ramillies,Ramillies,25122A,RAMILLIES-OFFUS,RAMILLIES-OFFUS,
25122,Ramillies,Ramillies,25122B,GRAND-ROSIERE-HOTTOMONT,GRAND-ROSIERE-HOTTOMONT,
25122,Ramillies,Ramillies,25122C,GEEST-GEROMPONT-PETIT-ROSIERE,GEEST-GEROMPONT-PETIT-ROSIERE,
25122,Ramillies,Ramillies,25122D,MONT-SAINT-ANDRE,MONT-SAINT-ANDRE,
25122,Ramillies,Ramillies,25122E,BOMAL,BOMAL,
25122,Ramillies,Ramillies,25122F,AUTRE-EGLISE,AUTRE-EGLISE,
25122,Ramillies,Ramillies,25122G,HUPPAYE,HUPPAYE,
25123,Rebecq,Rebecq,25123A,REBECQ-ROGNON,REBECQ-ROGNON,
25123,Rebecq,Rebecq,25123B,BIERGHES,BIERGHES,
25123,Rebecq,Rebecq,25123C,QUENAST,QUENAST,
25123,Rebecq,Rebecq,25123D,PARTIES DE SAINTES,PARTIES DE SAINTES,
25124,Walhain,Walhain,25124A,WALHAIN-SAINT-PAUL,WALHAIN-SAINT-PAUL,
25124,Walhain,Walhain,25124B,NIL-SAINT-VINCENT-SAINT-MARTIN,NIL-SAINT-VINCENT-SAINT-MARTIN,
25124,Walhain,Walhain,25124C,TOURINNES-SAINT-LAMBERT,TOURINNES-SAINT-LAMBERT,
31003,Beernem,Beernem,31003A,BEERNEM,BEERNEM,
31003,Beernem,Beernem,31003B,OEDELEM,OEDELEM,
31003,Beernem,Beernem,31003C,SINT-JORIS,SINT-JORIS,
31004,Blankenberge,Blankenberge,31004A,BLANKENBERGE,BLANKENBERGE,
31004,Blankenberge,Blankenberge,31004B,UITKERKE,UITKERKE,
31004,Blankenberge,Blankenberge,31004X,STRAND,STRAND,
31005,Brugge,Bruges,310051,WIJZIGING VAN GEMEENTEGRENS,WIJZIGING VAN GEMEENTEGRENS,
31005,Brugge,Bruges,310059,WIJZIGING VAN GEMEENTEGRENS,WIJZIGING VAN GEMEENTEGRENS,
31005,Brugge,Bruges,31005A,BRUGGE,BRUGGE,
31005,Brugge,Bruges,31005B,LISSEWEGE ( & ZEEBRUGGE ),LISSEWEGE ( & ZEEBRUGGE ),
31005,Brugge,Bruges,31005C,DUDZELE,DUDZELE,
31005,Brugge,Bruges,31005D,KOOLKERKE,KOOLKERKE,
31005,Brugge,Bruges,31005E,SINT-KRUIS*,SINT-KRUIS*,
31005,Brugge,Bruges,31005F,ASSEBROEK,ASSEBROEK,
31005,Brugge,Bruges,31005G,SINT-MICHIELS,SINT-MICHIELS,
31005,Brugge,Bruges,31005H,SINT-ANDRIES,SINT-ANDRIES,
31005,Brugge,Bruges,31005X,STRAND,STRAND,
31006,Damme,Damme,31006A,DAMME,DAMME,
31006,Damme,Damme,31006B,AFDELING 2 - SINT-KRUIS,AFDELING 2 - SINT-KRUIS,
31006,Damme,Damme,31006C,OOSTKERKE + HOEKE,OOSTKERKE + HOEKE,
31006,Damme,Damme,31006D,LAPSCHEURE,LAPSCHEURE,
31006,Damme,Damme,31006E,MOERKERKE,MOERKERKE,
31006,Damme,Damme,31006F,SIJSELE,SIJSELE,
31012,Jabbeke,Jabbeke,31012A,JABBEKE,JABBEKE,
31012,Jabbeke,Jabbeke,31012B,ZERKEGEM,ZERKEGEM,
31012,Jabbeke,Jabbeke,31012C,STALHILLE,STALHILLE,
31012,Jabbeke,Jabbeke,31012D,VARSENARE,VARSENARE,
31012,Jabbeke,Jabbeke,31012E,SNELLEGEM,SNELLEGEM,
31022,Oostkamp,Oostkamp,31022A,OOSTKAMP,OOSTKAMP,
31022,Oostkamp,Oostkamp,31022B,HERTSBERGE,HERTSBERGE,
31022,Oostkamp,Oostkamp,31022C,RUDDERVOORDE,RUDDERVOORDE,
31022,Oostkamp,Oostkamp,31022D,WAARDAMME,WAARDAMME,
31033,Torhout,Torhout,31033A,TORHOUT,TORHOUT,
31033,Torhout,Torhout,31033B,WIJNENDALE - DEEL AARTRIJKE + ICHTEGEM,WIJNENDALE - DEEL AARTRIJKE + ICHTEGEM,
31040,Zedelgem,Zedelgem,31040A,ZEDELGEM,ZEDELGEM,
31040,Zedelgem,Zedelgem,31040B,LOPPEM,LOPPEM,
31040,Zedelgem,Zedelgem,31040C,VELDEGEM,VELDEGEM,
31040,Zedelgem,Zedelgem,31040D,AARTRIJKE*,AARTRIJKE*,
31042,Zuienkerke,Zuienkerke,31042A,ZUIENKERKE,ZUIENKERKE,
31042,Zuienkerke,Zuienkerke,31042B,MEETKERKE,MEETKERKE,
31042,Zuienkerke,Zuienkerke,31042C,HOUTAVE,HOUTAVE,
31042,Zuienkerke,Zuienkerke,31042D,NIEUWMUNSTER*,NIEUWMUNSTER*,
31043,Knokke-Heist,Knokke-Heist,31043A,KNOKKE,KNOKKE,
31043,Knokke-Heist,Knokke-Heist,31043B,HEIST,HEIST,
31043,Knokke-Heist,Knokke-Heist,31043C,RAMSKAPELLE,RAMSKAPELLE,
31043,Knokke-Heist,Knokke-Heist,31043D,WESTKAPELLE,WESTKAPELLE,
31043,Knokke-Heist,Knokke-Heist,31043X,STRAND,STRAND,
32003,Diksmuide,Dixmude,32003A,DIKSMUIDE,DIKSMUIDE,
32003,Diksmuide,Dixmude,32003B,BEERST,BEERST,
32003,Diksmuide,Dixmude,32003C,KEIEM,KEIEM,
32003,Diksmuide,Dixmude,32003D,LEKE,LEKE,
32003,Diksmuide,Dixmude,32003E,VLADSLO,VLADSLO,
32003,Diksmuide,Dixmude,32003F,WOUMEN*,WOUMEN*,
32003,Diksmuide,Dixmude,32003G,NIEUWKAPELLE,NIEUWKAPELLE,
32003,Diksmuide,Dixmude,32003H,OUDEKAPELLE,OUDEKAPELLE,
32003,Diksmuide,Dixmude,32003J,SINT-JACOBS-KAPELLE,SINT-JACOBS-KAPELLE,
32003,Diksmuide,Dixmude,32003K,OOSTKERKE,OOSTKERKE,
32003,Diksmuide,Dixmude,32003L,LAMPERNISSE,LAMPERNISSE,
32003,Diksmuide,Dixmude,32003M,PERVIJZE,PERVIJZE,
32003,Diksmuide,Dixmude,32003N,STUIVEKENSKERKE,STUIVEKENSKERKE,
32006,Houthulst,Houthulst,32006A,HOUTHULST,HOUTHULST,
32006,Houthulst,Houthulst,32006B,MERKEM,MERKEM,
32006,Houthulst,Houthulst,32006C,DEEL WOUMEN - AFDELING 3,DEEL WOUMEN - AFDELING 3,
32006,Houthulst,Houthulst,32006D,KLERKEN,KLERKEN,
32010,Koekelare,Koekelare,32010A,KOEKELARE,KOEKELARE,
32010,Koekelare,Koekelare,32010B,BOVEKERKE,BOVEKERKE,
32010,Koekelare,Koekelare,32010C,ZANDE,ZANDE,
32011,Kortemark,Kortemark,32011A,KORTEMARK,KORTEMARK,
32011,Kortemark,Kortemark,32011B,HANDZAME,HANDZAME,
32011,Kortemark,Kortemark,32011C,WERKEN,WERKEN,
32011,Kortemark,Kortemark,32011D,ZARREN,ZARREN,
32030,Lo-Reninge,Lo-Reninge,32030A,LO,LO,
32030,Lo-Reninge,Lo-Reninge,32030B,POLLINKHOVE,POLLINKHOVE,
32030,Lo-Reninge,Lo-Reninge,32030C,RENINGE,RENINGE,
32030,Lo-Reninge,Lo-Reninge,32030D,NOORDSCHOTE,NOORDSCHOTE,
33011,Ieper,Ypres,33011A,IEPER,IEPER,
33011,Ieper,Ypres,33011B,BRIELEN,BRIELEN,
33011,Ieper,Ypres,33011C,SINT-JAN,SINT-JAN,
33011,Ieper,Ypres,33011D,BOEZINGE,BOEZINGE,
33011,Ieper,Ypres,33011E,ZUIDSCHOTE,ZUIDSCHOTE,
33011,Ieper,Ypres,33011F,ELVERDINGE,ELVERDINGE,
33011,Ieper,Ypres,33011G,VLAMERTINGE,VLAMERTINGE,
33011,Ieper,Ypres,33011H,DIKKEBUS,DIKKEBUS,
33011,Ieper,Ypres,33011J,VOORMEZELE,VOORMEZELE,
33011,Ieper,Ypres,33011K,HOLLEBEKE,HOLLEBEKE,
33011,Ieper,Ypres,33011L,ZILLEBEKE,ZILLEBEKE,
33016,Mesen,Messines,33016A,MESEN,MESEN,
33021,Poperinge,Poperinge,33021A,POPERINGE,POPERINGE,
33021,Poperinge,Poperinge,33021B,RENINGELST*,RENINGELST*,
33021,Poperinge,Poperinge,33021C,KROMBEKE,KROMBEKE,
33021,Poperinge,Poperinge,33021D,PROVEN,PROVEN,
33021,Poperinge,Poperinge,33021E,ROESBRUGGE-HARINGE,ROESBRUGGE-HARINGE,
33021,Poperinge,Poperinge,33021F,WATOU,WATOU,
33029,Wervik,Wervik,33029A,WERVIK,WERVIK,
33029,Wervik,Wervik,33029B,GELUWE,GELUWE,
33037,Zonnebeke,Zonnebeke,33037A,ZONNEBEKE*,ZONNEBEKE*,
33037,Zonnebeke,Zonnebeke,33037B,PASSENDALE,PASSENDALE,
33037,Zonnebeke,Zonnebeke,33037C,BESELARE,BESELARE,
33037,Zonnebeke,Zonnebeke,33037D,GELUVELD,GELUVELD,
33037,Zonnebeke,Zonnebeke,33037E,ZANDVOORDE,ZANDVOORDE,
33039,Heuvelland,Heuvelland,33039A,KEMMEL,KEMMEL,
33039,Heuvelland,Heuvelland,33039B,WIJTSCHATE,WIJTSCHATE,
33039,Heuvelland,Heuvelland,33039C,WULVERGEM,WULVERGEM,
