,YEAR_WEEK,NIS5,AGEGROUP,DOSE,CUMUL
76317,21W11,53068,85+,B,<10
76318,21W11,53070,0-17,A,<10
76319,21W11,53070,0-17,B,<10
76320,21W11,53070,18-34,A,311
76321,21W11,53070,18-34,B,128
76322,21W11,53070,35-44,A,301
76323,21W11,53070,35-44,B,139
76324,21W11,53070,45-54,A,359
76325,21W11,53070,45-54,B,160
76326,21W11,53070,55-64,A,357
76327,21W11,53070,55-64,B,155
76328,21W11,53070,65-74,A,596
76329,21W11,53070,65-74,B,94
76330,21W11,53070,75-84,A,768
76331,21W11,53070,75-84,B,113
76332,21W11,53070,85+,A,379
76333,21W11,53070,85+,B,206
76334,21W11,53082,0-17,A,<10
76335,21W11,53082,18-34,A,259
76336,21W11,53082,18-34,B,121
76337,21W11,53082,35-44,A,227
76338,21W11,53082,35-44,B,110
76339,21W11,53082,45-54,A,255
76340,21W11,53082,45-54,B,115
76341,21W11,53082,55-64,A,217
76342,21W11,53082,55-64,B,88
76343,21W11,53082,65-74,A,184
76344,21W11,53082,65-74,B,22
76345,21W11,53082,75-84,A,167
76346,21W11,53082,75-84,B,41
76347,21W11,53082,85+,A,157
76348,21W11,53082,85+,B,76
76349,21W11,53083,0-17,A,<10
76350,21W11,53083,18-34,A,82
76351,21W11,53083,18-34,B,34
76352,21W11,53083,35-44,A,77
76353,21W11,53083,35-44,B,29
76354,21W11,53083,45-54,A,119
76355,21W11,53083,45-54,B,43
76356,21W11,53083,55-64,A,103
76357,21W11,53083,55-64,B,32
76358,21W11,53083,65-74,A,71
76359,21W11,53083,65-74,B,<10
76360,21W11,53083,75-84,A,52
76361,21W11,53083,75-84,B,<10
76362,21W11,53083,85+,A,47
76363,21W11,53083,85+,B,<10
76364,21W11,53084,0-17,A,<10
76365,21W11,53084,18-34,A,154
76366,21W11,53084,18-34,B,61
76367,21W11,53084,35-44,A,143
76368,21W11,53084,35-44,B,71
76369,21W11,53084,45-54,A,186
76370,21W11,53084,45-54,B,78
76371,21W11,53084,55-64,A,142
76372,21W11,53084,55-64,B,59
76373,21W11,53084,65-74,A,395
76374,21W11,53084,65-74,B,33
76375,21W11,53084,75-84,A,143
76376,21W11,53084,75-84,B,39
76377,21W11,53084,85+,A,95
76378,21W11,53084,85+,B,64
76379,21W11,55004,0-17,A,<10
76380,21W11,55004,0-17,B,<10
76381,21W11,55004,18-34,A,281
76382,21W11,55004,18-34,B,108
76383,21W11,55004,35-44,A,290
76384,21W11,55004,35-44,B,133
76385,21W11,55004,45-54,A,367
76386,21W11,55004,45-54,B,166
76387,21W11,55004,55-64,A,350
76388,21W11,55004,55-64,B,150
76389,21W11,55004,65-74,A,914
76390,21W11,55004,65-74,B,58
76391,21W11,55004,75-84,A,572
76392,21W11,55004,75-84,B,85
76393,21W11,55004,85+,A,233
76394,21W11,55004,85+,B,122
76395,21W11,55035,18-34,A,166
76396,21W11,55035,18-34,B,77
76397,21W11,55035,35-44,A,138
76398,21W11,55035,35-44,B,78
76399,21W11,55035,45-54,A,187
76400,21W11,55035,45-54,B,82
76401,21W11,55035,55-64,A,190
76402,21W11,55035,55-64,B,81
76403,21W11,55035,65-74,A,549
76404,21W11,55035,65-74,B,29
76405,21W11,55035,75-84,A,207
76406,21W11,55035,75-84,B,15
76407,21W11,55035,85+,A,85
76408,21W11,55035,85+,B,44
76409,21W11,55040,0-17,A,<10
76410,21W11,55040,18-34,A,531
76411,21W11,55040,18-34,B,196
76412,21W11,55040,35-44,A,488
76413,21W11,55040,35-44,B,191
76414,21W11,55040,45-54,A,624
76415,21W11,55040,45-54,B,236
76416,21W11,55040,55-64,A,687
76417,21W11,55040,55-64,B,245
76418,21W11,55040,65-74,A,1622
76419,21W11,55040,65-74,B,130
76420,21W11,55040,75-84,A,746
76421,21W11,55040,75-84,B,171
76422,21W11,55040,85+,A,482
76423,21W11,55040,85+,B,305
76424,21W11,55050,0-17,A,<10
76425,21W11,55050,18-34,A,161
76426,21W11,55050,18-34,B,77
76427,21W11,55050,35-44,A,184
76428,21W11,55050,35-44,B,77
76429,21W11,55050,45-54,A,175
76430,21W11,55050,45-54,B,74
76431,21W11,55050,55-64,A,192
76432,21W11,55050,55-64,B,78
76433,21W11,55050,65-74,A,426
76434,21W11,55050,65-74,B,38
76435,21W11,55050,75-84,A,282
76436,21W11,55050,75-84,B,52
76437,21W11,55050,85+,A,161
76438,21W11,55050,85+,B,96
76439,21W11,55085,0-17,A,<10
76440,21W11,55085,0-17,B,<10
76441,21W11,55085,18-34,A,200
76442,21W11,55085,18-34,B,89
76443,21W11,55085,35-44,A,191
76444,21W11,55085,35-44,B,94
76445,21W11,55085,45-54,A,176
76446,21W11,55085,45-54,B,89
76447,21W11,55085,55-64,A,163
76448,21W11,55085,55-64,B,72
76449,21W11,55085,65-74,A,458
76450,21W11,55085,65-74,B,31
76451,21W11,55085,75-84,A,316
76452,21W11,55085,75-84,B,39
76453,21W11,55085,85+,A,162
76454,21W11,55085,85+,B,87
76455,21W11,55086,0-17,A,<10
76456,21W11,55086,18-34,A,325
76457,21W11,55086,18-34,B,162
76458,21W11,55086,35-44,A,316
76459,21W11,55086,35-44,B,170
76460,21W11,55086,45-54,A,332
76461,21W11,55086,45-54,B,177
76462,21W11,55086,55-64,A,354
76463,21W11,55086,55-64,B,181
76464,21W11,55086,65-74,A,313
76465,21W11,55086,65-74,B,92
76466,21W11,55086,75-84,A,145
76467,21W11,55086,75-84,B,78
76468,21W11,55086,85+,A,178
76469,21W11,55086,85+,B,114
76470,21W11,56001,18-34,A,157
76471,21W11,56001,18-34,B,86
76472,21W11,56001,35-44,A,143
76473,21W11,56001,35-44,B,56
76474,21W11,56001,45-54,A,177
76475,21W11,56001,45-54,B,78
76476,21W11,56001,55-64,A,162
76477,21W11,56001,55-64,B,54
76478,21W11,56001,65-74,A,82
76479,21W11,56001,65-74,B,32
76480,21W11,56001,75-84,A,71
76481,21W11,56001,75-84,B,49
76482,21W11,56001,85+,A,130
76483,21W11,56001,85+,B,108
76484,21W11,56005,0-17,A,<10
76485,21W11,56005,0-17,B,<10
76486,21W11,56005,18-34,A,100
76487,21W11,56005,18-34,B,36
76488,21W11,56005,35-44,A,101
76489,21W11,56005,35-44,B,39
76490,21W11,56005,45-54,A,122
76491,21W11,56005,45-54,B,59
76492,21W11,56005,55-64,A,94
76493,21W11,56005,55-64,B,42
76494,21W11,56005,65-74,A,42
76495,21W11,56005,65-74,B,19
76496,21W11,56005,75-84,A,53
76497,21W11,56005,75-84,B,23
76498,21W11,56005,85+,A,82
76499,21W11,56005,85+,B,52
76500,21W11,56016,0-17,A,<10
76501,21W11,56016,18-34,A,134
76502,21W11,56016,18-34,B,65
76503,21W11,56016,35-44,A,112
76504,21W11,56016,35-44,B,55
76505,21W11,56016,45-54,A,175
76506,21W11,56016,45-54,B,100
76507,21W11,56016,55-64,A,122
76508,21W11,56016,55-64,B,70
76509,21W11,56016,65-74,A,80
76510,21W11,56016,65-74,B,24
76511,21W11,56016,75-84,A,94
76512,21W11,56016,75-84,B,36
76513,21W11,56016,85+,A,125
76514,21W11,56016,85+,B,58
76515,21W11,56022,0-17,A,<10
76516,21W11,56022,18-34,A,189
76517,21W11,56022,18-34,B,72
76518,21W11,56022,35-44,A,129
76519,21W11,56022,35-44,B,65
76520,21W11,56022,45-54,A,163
76521,21W11,56022,45-54,B,77
76522,21W11,56022,55-64,A,153
76523,21W11,56022,55-64,B,49
76524,21W11,56022,65-74,A,83
76525,21W11,56022,65-74,B,22
76526,21W11,56022,75-84,A,88
76527,21W11,56022,75-84,B,40
76528,21W11,56022,85+,A,120
76529,21W11,56022,85+,B,76
76530,21W11,56029,0-17,A,<10
76531,21W11,56029,0-17,B,<10
76532,21W11,56029,18-34,A,63
76533,21W11,56029,18-34,B,31
76534,21W11,56029,35-44,A,43
76535,21W11,56029,35-44,B,21
76536,21W11,56029,45-54,A,51
76537,21W11,56029,45-54,B,29
76538,21W11,56029,55-64,A,54
76539,21W11,56029,55-64,B,35
76540,21W11,56029,65-74,A,31
76541,21W11,56029,65-74,B,14
76542,21W11,56029,75-84,A,32
76543,21W11,56029,75-84,B,16
76544,21W11,56029,85+,A,42
76545,21W11,56029,85+,B,19
76546,21W11,56044,0-17,A,<10
76547,21W11,56044,18-34,A,88
76548,21W11,56044,18-34,B,46
76549,21W11,56044,35-44,A,104
76550,21W11,56044,35-44,B,53
76551,21W11,56044,45-54,A,121
76552,21W11,56044,45-54,B,49
76553,21W11,56044,55-64,A,106
76554,21W11,56044,55-64,B,57
76555,21W11,56044,65-74,A,70
76556,21W11,56044,65-74,B,<10
76557,21W11,56044,75-84,A,35
76558,21W11,56044,75-84,B,21
76559,21W11,56044,85+,A,59
76560,21W11,56044,85+,B,38
76561,21W11,56049,0-17,A,<10
76562,21W11,56049,0-17,B,<10
76563,21W11,56049,18-34,A,67
76564,21W11,56049,18-34,B,26
76565,21W11,56049,35-44,A,66
76566,21W11,56049,35-44,B,28
76567,21W11,56049,45-54,A,62
76568,21W11,56049,45-54,B,19
76569,21W11,56049,55-64,A,76
76570,21W11,56049,55-64,B,21
76571,21W11,56049,65-74,A,46
76572,21W11,56049,65-74,B,<10
76573,21W11,56049,75-84,A,39
76574,21W11,56049,75-84,B,<10
76575,21W11,56049,85+,A,21
76576,21W11,56049,85+,B,<10
76577,21W11,56051,18-34,A,83
76578,21W11,56051,18-34,B,30
76579,21W11,56051,35-44,A,60
76580,21W11,56051,35-44,B,27
76581,21W11,56051,45-54,A,67
76582,21W11,56051,45-54,B,34
76583,21W11,56051,55-64,A,73
76584,21W11,56051,55-64,B,23
76585,21W11,56051,65-74,A,55
76586,21W11,56051,65-74,B,13
76587,21W11,56051,75-84,A,40
76588,21W11,56051,75-84,B,14
76589,21W11,56051,85+,A,47
76590,21W11,56051,85+,B,19
76591,21W11,56078,0-17,A,<10
76592,21W11,56078,18-34,A,267
76593,21W11,56078,18-34,B,119
76594,21W11,56078,35-44,A,223
76595,21W11,56078,35-44,B,92
76596,21W11,56078,45-54,A,271
76597,21W11,56078,45-54,B,106
76598,21W11,56078,55-64,A,263
76599,21W11,56078,55-64,B,112
76600,21W11,56078,65-74,A,199
76601,21W11,56078,65-74,B,24
76602,21W11,56078,75-84,A,109
76603,21W11,56078,75-84,B,34
76604,21W11,56078,85+,A,146
76605,21W11,56078,85+,B,74
76606,21W11,56086,18-34,A,241
76607,21W11,56086,18-34,B,105
76608,21W11,56086,35-44,A,200
76609,21W11,56086,35-44,B,93
76610,21W11,56086,45-54,A,267
76611,21W11,56086,45-54,B,107
76612,21W11,56086,55-64,A,316
76613,21W11,56086,55-64,B,149
76614,21W11,56086,65-74,A,196
76615,21W11,56086,65-74,B,29
76616,21W11,56086,75-84,A,160
76617,21W11,56086,75-84,B,50
76618,21W11,56086,85+,A,187
76619,21W11,56086,85+,B,128
76620,21W11,56088,0-17,A,<10
76621,21W11,56088,18-34,A,83
76622,21W11,56088,18-34,B,37
76623,21W11,56088,35-44,A,55
76624,21W11,56088,35-44,B,28
76625,21W11,56088,45-54,A,55
76626,21W11,56088,45-54,B,22
76627,21W11,56088,55-64,A,59
76628,21W11,56088,55-64,B,29
76629,21W11,56088,65-74,A,37
76630,21W11,56088,65-74,B,<10
76631,21W11,56088,75-84,A,30
76632,21W11,56088,75-84,B,11
76633,21W11,56088,85+,A,51
76634,21W11,56088,85+,B,18
76635,21W11,57003,18-34,A,132
76636,21W11,57003,18-34,B,69
76637,21W11,57003,35-44,A,131
76638,21W11,57003,35-44,B,66
76639,21W11,57003,45-54,A,135
76640,21W11,57003,45-54,B,80
76641,21W11,57003,55-64,A,128
76642,21W11,57003,55-64,B,68
76643,21W11,57003,65-74,A,96
76644,21W11,57003,65-74,B,39
76645,21W11,57003,75-84,A,224
76646,21W11,57003,75-84,B,32
76647,21W11,57003,85+,A,125
76648,21W11,57003,85+,B,71
76649,21W11,57018,0-17,A,<10
76650,21W11,57018,0-17,B,<10
76651,21W11,57018,18-34,A,104
76652,21W11,57018,18-34,B,45
76653,21W11,57018,35-44,A,86
76654,21W11,57018,35-44,B,47
76655,21W11,57018,45-54,A,118
76656,21W11,57018,45-54,B,60
76657,21W11,57018,55-64,A,91
76658,21W11,57018,55-64,B,47
76659,21W11,57018,65-74,A,56
76660,21W11,57018,65-74,B,18
76661,21W11,57018,75-84,A,135
76662,21W11,57018,75-84,B,32
76663,21W11,57018,85+,A,78
76664,21W11,57018,85+,B,40
76665,21W11,57027,0-17,A,10
76666,21W11,57027,0-17,B,<10
76667,21W11,57027,18-34,A,164
76668,21W11,57027,18-34,B,66
76669,21W11,57027,35-44,A,125
76670,21W11,57027,35-44,B,45
76671,21W11,57027,45-54,A,175
76672,21W11,57027,45-54,B,54
76673,21W11,57027,55-64,A,199
76674,21W11,57027,55-64,B,62
76675,21W11,57027,65-74,A,122
76676,21W11,57027,65-74,B,35
76677,21W11,57027,75-84,A,109
76678,21W11,57027,75-84,B,37
76679,21W11,57027,85+,A,187
76680,21W11,57027,85+,B,98
76681,21W11,57062,18-34,A,113
76682,21W11,57062,18-34,B,56
76683,21W11,57062,35-44,A,78
76684,21W11,57062,35-44,B,45
76685,21W11,57062,45-54,A,109
76686,21W11,57062,45-54,B,59
76687,21W11,57062,55-64,A,99
76688,21W11,57062,55-64,B,46
76689,21W11,57062,65-74,A,83
76690,21W11,57062,65-74,B,14
76691,21W11,57062,75-84,A,172
76692,21W11,57062,75-84,B,24
76693,21W11,57062,85+,A,85
76694,21W11,57062,85+,B,40
76695,21W11,57064,0-17,A,14
76696,21W11,57064,18-34,A,449
76697,21W11,57064,18-34,B,129
76698,21W11,57064,35-44,A,317
76699,21W11,57064,35-44,B,96
76700,21W11,57064,45-54,A,429
76701,21W11,57064,45-54,B,134
76702,21W11,57064,55-64,A,289
76703,21W11,57064,55-64,B,99
76704,21W11,57064,65-74,A,167
76705,21W11,57064,65-74,B,56
76706,21W11,57064,75-84,A,173
76707,21W11,57064,75-84,B,71
76708,21W11,57064,85+,A,203
76709,21W11,57064,85+,B,142
76710,21W11,57072,0-17,A,<10
76711,21W11,57072,18-34,A,82
76712,21W11,57072,18-34,B,39
76713,21W11,57072,35-44,A,90
76714,21W11,57072,35-44,B,45
76715,21W11,57072,45-54,A,91
76716,21W11,57072,45-54,B,46
76717,21W11,57072,55-64,A,94
76718,21W11,57072,55-64,B,48
76719,21W11,57072,65-74,A,70
76720,21W11,57072,65-74,B,10
76721,21W11,57072,75-84,A,148
76722,21W11,57072,75-84,B,<10
76723,21W11,57072,85+,A,70
76724,21W11,57072,85+,B,15
76725,21W11,57081,0-17,A,13
76726,21W11,57081,0-17,B,<10
76727,21W11,57081,18-34,A,1193
76728,21W11,57081,18-34,B,516
76729,21W11,57081,35-44,A,985
76730,21W11,57081,35-44,B,487
76731,21W11,57081,45-54,A,1291
76732,21W11,57081,45-54,B,643
76733,21W11,57081,55-64,A,1280
76734,21W11,57081,55-64,B,592
76735,21W11,57081,65-74,A,1093
76736,21W11,57081,65-74,B,325
76737,21W11,57081,75-84,A,2259
76738,21W11,57081,75-84,B,379
76739,21W11,57081,85+,A,1349
76740,21W11,57081,85+,B,672
76741,21W11,57093,18-34,A,143
76742,21W11,57093,18-34,B,68
76743,21W11,57093,35-44,A,151
76744,21W11,57093,35-44,B,83
76745,21W11,57093,45-54,A,170
76746,21W11,57093,45-54,B,89
76747,21W11,57093,55-64,A,137
76748,21W11,57093,55-64,B,76
76749,21W11,57093,65-74,A,117
76750,21W11,57093,65-74,B,48
76751,21W11,57093,75-84,A,232
76752,21W11,57093,75-84,B,39
76753,21W11,57093,85+,A,130
76754,21W11,57093,85+,B,65
76755,21W11,57094,0-17,A,<10
76756,21W11,57094,0-17,B,<10
76757,21W11,57094,18-34,A,238
76758,21W11,57094,18-34,B,93
76759,21W11,57094,35-44,A,243
76760,21W11,57094,35-44,B,102
76761,21W11,57094,45-54,A,260
76762,21W11,57094,45-54,B,116
76763,21W11,57094,55-64,A,236
76764,21W11,57094,55-64,B,105
76765,21W11,57094,65-74,A,160
76766,21W11,57094,65-74,B,33
76767,21W11,57094,75-84,A,360
76768,21W11,57094,75-84,B,40
76769,21W11,57094,85+,A,226
76770,21W11,57094,85+,B,87
76771,21W11,57095,18-34,A,61
76772,21W11,57095,18-34,B,31
76773,21W11,57095,35-44,A,67
76774,21W11,57095,35-44,B,39
76775,21W11,57095,45-54,A,77
76776,21W11,57095,45-54,B,37
76777,21W11,57095,55-64,A,47
76778,21W11,57095,55-64,B,23
76779,21W11,57095,65-74,A,29
76780,21W11,57095,65-74,B,14
76781,21W11,57095,75-84,A,100
76782,21W11,57095,75-84,B,14
76783,21W11,57095,85+,A,66
76784,21W11,57095,85+,B,37
76785,21W11,57096,0-17,A,<10
76786,21W11,57096,0-17,B,<10
76787,21W11,57096,18-34,A,971
76788,21W11,57096,18-34,B,416
76789,21W11,57096,35-44,A,837
76790,21W11,57096,35-44,B,359
76791,21W11,57096,45-54,A,1172
76792,21W11,57096,45-54,B,419
76793,21W11,57096,55-64,A,1097
76794,21W11,57096,55-64,B,340
76795,21W11,57096,65-74,A,1034
76796,21W11,57096,65-74,B,215
76797,21W11,57096,75-84,A,757
76798,21W11,57096,75-84,B,291
76799,21W11,57096,85+,A,1168
76800,21W11,57096,85+,B,571
76801,21W11,57097,0-17,A,<10
76802,21W11,57097,0-17,B,<10
76803,21W11,57097,18-34,A,234
76804,21W11,57097,18-34,B,124
76805,21W11,57097,35-44,A,192
76806,21W11,57097,35-44,B,99
76807,21W11,57097,45-54,A,265
76808,21W11,57097,45-54,B,128
76809,21W11,57097,55-64,A,212
76810,21W11,57097,55-64,B,99
76811,21W11,57097,65-74,A,133
76812,21W11,57097,65-74,B,85
76813,21W11,57097,75-84,A,213
76814,21W11,57097,75-84,B,152
76815,21W11,57097,85+,A,452
76816,21W11,57097,85+,B,307
76817,21W11,58001,0-17,A,<10
76818,21W11,58001,0-17,B,<10
76819,21W11,58001,18-34,A,1105
76820,21W11,58001,18-34,B,511
76821,21W11,58001,35-44,A,891
76822,21W11,58001,35-44,B,439
76823,21W11,58001,45-54,A,1120
76824,21W11,58001,45-54,B,498
76825,21W11,58001,55-64,A,1304
76826,21W11,58001,55-64,B,442
76827,21W11,58001,65-74,A,1185
76828,21W11,58001,65-74,B,184
76829,21W11,58001,75-84,A,683
76830,21W11,58001,75-84,B,232
76831,21W11,58001,85+,A,670
76832,21W11,58001,85+,B,442
76833,21W11,58002,0-17,A,<10
76834,21W11,58002,0-17,B,<10
76835,21W11,58002,18-34,A,589
76836,21W11,58002,18-34,B,277
76837,21W11,58002,35-44,A,506
76838,21W11,58002,35-44,B,240
76839,21W11,58002,45-54,A,580
76840,21W11,58002,45-54,B,235
76841,21W11,58002,55-64,A,641
76842,21W11,58002,55-64,B,193
76843,21W11,58002,65-74,A,476
76844,21W11,58002,65-74,B,98
76845,21W11,58002,75-84,A,391
76846,21W11,58002,75-84,B,135
76847,21W11,58002,85+,A,392
76848,21W11,58002,85+,B,201
76849,21W11,58003,0-17,A,<10
76850,21W11,58003,18-34,A,138
76851,21W11,58003,18-34,B,53
76852,21W11,58003,35-44,A,133
76853,21W11,58003,35-44,B,53
76854,21W11,58003,45-54,A,187
76855,21W11,58003,45-54,B,69
76856,21W11,58003,55-64,A,157
76857,21W11,58003,55-64,B,48
76858,21W11,58003,65-74,A,137
76859,21W11,58003,65-74,B,34
76860,21W11,58003,75-84,A,88
76861,21W11,58003,75-84,B,29
76862,21W11,58003,85+,A,70
76863,21W11,58003,85+,B,28
76864,21W11,58004,0-17,A,<10
76865,21W11,58004,18-34,A,263
76866,21W11,58004,18-34,B,114
76867,21W11,58004,35-44,A,202
76868,21W11,58004,35-44,B,106
76869,21W11,58004,45-54,A,284
76870,21W11,58004,45-54,B,126
76871,21W11,58004,55-64,A,296
76872,21W11,58004,55-64,B,127
76873,21W11,58004,65-74,A,224
76874,21W11,58004,65-74,B,73
76875,21W11,58004,75-84,A,183
76876,21W11,58004,75-84,B,118
76877,21W11,58004,85+,A,279
76878,21W11,58004,85+,B,232
76879,21W11,61003,0-17,A,<10
76880,21W11,61003,0-17,B,<10
76881,21W11,61003,18-34,A,220
76882,21W11,61003,18-34,B,119
76883,21W11,61003,35-44,A,203
76884,21W11,61003,35-44,B,114
76885,21W11,61003,45-54,A,217
76886,21W11,61003,45-54,B,116
76887,21W11,61003,55-64,A,170
76888,21W11,61003,55-64,B,86
76889,21W11,61003,65-74,A,271
76890,21W11,61003,65-74,B,35
76891,21W11,61003,75-84,A,250
76892,21W11,61003,75-84,B,61
76893,21W11,61003,85+,A,171
76894,21W11,61003,85+,B,82
76895,21W11,61010,18-34,A,57
76896,21W11,61010,18-34,B,22
76897,21W11,61010,35-44,A,43
76898,21W11,61010,35-44,B,16
76899,21W11,61010,45-54,A,49
76900,21W11,61010,45-54,B,24
76901,21W11,61010,55-64,A,45
76902,21W11,61010,55-64,B,25
76903,21W11,61010,65-74,A,51
76904,21W11,61010,65-74,B,<10
76905,21W11,61010,75-84,A,64
76906,21W11,61010,75-84,B,<10
76907,21W11,61010,85+,A,30
76908,21W11,61010,85+,B,<10
76909,21W11,61012,18-34,A,78
76910,21W11,61012,18-34,B,47
76911,21W11,61012,35-44,A,92
76912,21W11,61012,35-44,B,51
76913,21W11,61012,45-54,A,75
76914,21W11,61012,45-54,B,30
76915,21W11,61012,55-64,A,66
76916,21W11,61012,55-64,B,30
76917,21W11,61012,65-74,A,58
76918,21W11,61012,65-74,B,17
76919,21W11,61012,75-84,A,89
76920,21W11,61012,75-84,B,30
76921,21W11,61012,85+,A,55
76922,21W11,61012,85+,B,31
76923,21W11,61019,0-17,A,<10
76924,21W11,61019,18-34,A,63
76925,21W11,61019,18-34,B,36
76926,21W11,61019,35-44,A,69
76927,21W11,61019,35-44,B,39
76928,21W11,61019,45-54,A,75
76929,21W11,61019,45-54,B,33
76930,21W11,61019,55-64,A,75
76931,21W11,61019,55-64,B,31
76932,21W11,61019,65-74,A,67
76933,21W11,61019,65-74,B,11
76934,21W11,61019,75-84,A,114
76935,21W11,61019,75-84,B,14
76936,21W11,61019,85+,A,59
76937,21W11,61019,85+,B,19
76938,21W11,61024,0-17,A,<10
76939,21W11,61024,0-17,B,<10
76940,21W11,61024,18-34,A,46
76941,21W11,61024,18-34,B,22
76942,21W11,61024,35-44,A,49
76943,21W11,61024,35-44,B,22
76944,21W11,61024,45-54,A,55
76945,21W11,61024,45-54,B,28
76946,21W11,61024,55-64,A,40
76947,21W11,61024,55-64,B,19
76948,21W11,61024,65-74,A,70
76949,21W11,61024,65-74,B,10
76950,21W11,61024,75-84,A,80
76951,21W11,61024,75-84,B,<10
76952,21W11,61024,85+,A,40
76953,21W11,61024,85+,B,10
76954,21W11,61028,0-17,A,<10
76955,21W11,61028,0-17,B,<10
76956,21W11,61028,18-34,A,97
76957,21W11,61028,18-34,B,52
76958,21W11,61028,35-44,A,103
76959,21W11,61028,35-44,B,52
76960,21W11,61028,45-54,A,101
76961,21W11,61028,45-54,B,47
76962,21W11,61028,55-64,A,60
76963,21W11,61028,55-64,B,21
76964,21W11,61028,65-74,A,96
76965,21W11,61028,65-74,B,<10
76966,21W11,61028,75-84,A,70
76967,21W11,61028,75-84,B,<10
76968,21W11,61028,85+,A,30
76969,21W11,61028,85+,B,12
76970,21W11,61031,0-17,A,<10
76971,21W11,61031,0-17,B,<10
76972,21W11,61031,18-34,A,298
76973,21W11,61031,18-34,B,144
76974,21W11,61031,35-44,A,270
76975,21W11,61031,35-44,B,120
76976,21W11,61031,45-54,A,363
76977,21W11,61031,45-54,B,186
76978,21W11,61031,55-64,A,381
76979,21W11,61031,55-64,B,191
76980,21W11,61031,65-74,A,397
76981,21W11,61031,65-74,B,135
76982,21W11,61031,75-84,A,560
76983,21W11,61031,75-84,B,177
76984,21W11,61031,85+,A,444
76985,21W11,61031,85+,B,288
76986,21W11,61039,0-17,A,<10
76987,21W11,61039,18-34,A,86
76988,21W11,61039,18-34,B,41
76989,21W11,61039,35-44,A,114
76990,21W11,61039,35-44,B,58
76991,21W11,61039,45-54,A,86
76992,21W11,61039,45-54,B,43
76993,21W11,61039,55-64,A,77
76994,21W11,61039,55-64,B,32
76995,21W11,61039,65-74,A,59
76996,21W11,61039,65-74,B,10
76997,21W11,61039,75-84,A,41
76998,21W11,61039,75-84,B,<10
76999,21W11,61039,85+,A,17
77000,21W11,61039,85+,B,10
77001,21W11,61041,0-17,A,<10
77002,21W11,61041,0-17,B,<10
77003,21W11,61041,18-34,A,81
77004,21W11,61041,18-34,B,32
77005,21W11,61041,35-44,A,62
77006,21W11,61041,35-44,B,37
77007,21W11,61041,45-54,A,75
77008,21W11,61041,45-54,B,33
77009,21W11,61041,55-64,A,71
77010,21W11,61041,55-64,B,42
77011,21W11,61041,65-74,A,45
77012,21W11,61041,65-74,B,<10
77013,21W11,61041,75-84,A,35
77014,21W11,61041,75-84,B,<10
77015,21W11,61041,85+,A,22
77016,21W11,61041,85+,B,<10
77017,21W11,61043,0-17,A,<10
77018,21W11,61043,0-17,B,<10
77019,21W11,61043,18-34,A,124
77020,21W11,61043,18-34,B,53
77021,21W11,61043,35-44,A,96
77022,21W11,61043,35-44,B,55
77023,21W11,61043,45-54,A,171
77024,21W11,61043,45-54,B,86
77025,21W11,61043,55-64,A,144
77026,21W11,61043,55-64,B,63
77027,21W11,61043,65-74,A,134
77028,21W11,61043,65-74,B,28
77029,21W11,61043,75-84,A,126
77030,21W11,61043,75-84,B,30
77031,21W11,61043,85+,A,94
77032,21W11,61043,85+,B,64
77033,21W11,61048,18-34,A,32
77034,21W11,61048,18-34,B,21
77035,21W11,61048,35-44,A,54
77036,21W11,61048,35-44,B,21
77037,21W11,61048,45-54,A,33
77038,21W11,61048,45-54,B,15
77039,21W11,61048,55-64,A,75
77040,21W11,61048,55-64,B,31
77041,21W11,61048,65-74,A,36
77042,21W11,61048,65-74,B,<10
77043,21W11,61048,75-84,A,46
77044,21W11,61048,75-84,B,<10
77045,21W11,61048,85+,A,26
77046,21W11,61048,85+,B,<10
77047,21W11,61063,0-17,A,<10
77048,21W11,61063,18-34,A,77
77049,21W11,61063,18-34,B,40
77050,21W11,61063,35-44,A,75
77051,21W11,61063,35-44,B,43
77052,21W11,61063,45-54,A,74
77053,21W11,61063,45-54,B,36
77054,21W11,61063,55-64,A,77
77055,21W11,61063,55-64,B,32
77056,21W11,61063,65-74,A,73
77057,21W11,61063,65-74,B,10
77058,21W11,61063,75-84,A,63
77059,21W11,61063,75-84,B,<10
77060,21W11,61063,85+,A,37
77061,21W11,61063,85+,B,<10
77062,21W11,61068,0-17,A,<10
77063,21W11,61068,0-17,B,<10
77064,21W11,61068,18-34,A,106
77065,21W11,61068,18-34,B,52
77066,21W11,61068,35-44,A,92
77067,21W11,61068,35-44,B,45
77068,21W11,61068,45-54,A,99
77069,21W11,61068,45-54,B,55
77070,21W11,61068,55-64,A,106
77071,21W11,61068,55-64,B,51
77072,21W11,61068,65-74,A,76
77073,21W11,61068,65-74,B,13
77074,21W11,61068,75-84,A,90
77075,21W11,61068,75-84,B,25
77076,21W11,61068,85+,A,77
77077,21W11,61068,85+,B,44
77078,21W11,61072,0-17,A,<10
77079,21W11,61072,0-17,B,<10
77080,21W11,61072,18-34,A,200
77081,21W11,61072,18-34,B,96
77082,21W11,61072,35-44,A,162
77083,21W11,61072,35-44,B,90
77084,21W11,61072,45-54,A,228
77085,21W11,61072,45-54,B,121
77086,21W11,61072,55-64,A,230
77087,21W11,61072,55-64,B,113
77088,21W11,61072,65-74,A,218
77089,21W11,61072,65-74,B,47
77090,21W11,61072,75-84,A,305
77091,21W11,61072,75-84,B,76
77092,21W11,61072,85+,A,200
