,YEAR_WEEK,NIS5,AGEGROUP,DOSE,CUMUL
27884,21W06,13044,85+,A,24
27885,21W06,13044,85+,B,22
27886,21W06,13046,0-17,A,<10
27887,21W06,13046,0-17,B,<10
27888,21W06,13046,18-34,A,59
27889,21W06,13046,18-34,B,31
27890,21W06,13046,35-44,A,48
27891,21W06,13046,35-44,B,27
27892,21W06,13046,45-54,A,35
27893,21W06,13046,45-54,B,24
27894,21W06,13046,55-64,A,70
27895,21W06,13046,55-64,B,30
27896,21W06,13046,65-74,A,31
27897,21W06,13046,65-74,B,24
27898,21W06,13046,75-84,A,40
27899,21W06,13046,75-84,B,38
27900,21W06,13046,85+,A,46
27901,21W06,13046,85+,B,29
27902,21W06,13049,0-17,A,<10
27903,21W06,13049,0-17,B,<10
27904,21W06,13049,18-34,A,150
27905,21W06,13049,18-34,B,108
27906,21W06,13049,35-44,A,103
27907,21W06,13049,35-44,B,75
27908,21W06,13049,45-54,A,133
27909,21W06,13049,45-54,B,91
27910,21W06,13049,55-64,A,159
27911,21W06,13049,55-64,B,126
27912,21W06,13049,65-74,A,63
27913,21W06,13049,65-74,B,52
27914,21W06,13049,75-84,A,127
27915,21W06,13049,75-84,B,120
27916,21W06,13049,85+,A,201
27917,21W06,13049,85+,B,184
27918,21W06,13053,0-17,A,<10
27919,21W06,13053,0-17,B,<10
27920,21W06,13053,18-34,A,101
27921,21W06,13053,18-34,B,74
27922,21W06,13053,35-44,A,79
27923,21W06,13053,35-44,B,59
27924,21W06,13053,45-54,A,67
27925,21W06,13053,45-54,B,46
27926,21W06,13053,55-64,A,61
27927,21W06,13053,55-64,B,45
27928,21W06,13053,65-74,A,36
27929,21W06,13053,65-74,B,34
27930,21W06,13053,75-84,A,64
27931,21W06,13053,75-84,B,61
27932,21W06,13053,85+,A,116
27933,21W06,13053,85+,B,111
27934,21W06,21001,0-17,A,<10
27935,21W06,21001,0-17,B,<10
27936,21W06,21001,18-34,A,334
27937,21W06,21001,18-34,B,76
27938,21W06,21001,35-44,A,245
27939,21W06,21001,35-44,B,63
27940,21W06,21001,45-54,A,333
27941,21W06,21001,45-54,B,94
27942,21W06,21001,55-64,A,399
27943,21W06,21001,55-64,B,159
27944,21W06,21001,65-74,A,224
27945,21W06,21001,65-74,B,167
27946,21W06,21001,75-84,A,359
27947,21W06,21001,75-84,B,295
27948,21W06,21001,85+,A,649
27949,21W06,21001,85+,B,565
27950,21W06,21002,18-34,A,148
27951,21W06,21002,18-34,B,39
27952,21W06,21002,35-44,A,92
27953,21W06,21002,35-44,B,30
27954,21W06,21002,45-54,A,124
27955,21W06,21002,45-54,B,36
27956,21W06,21002,55-64,A,119
27957,21W06,21002,55-64,B,39
27958,21W06,21002,65-74,A,75
27959,21W06,21002,65-74,B,36
27960,21W06,21002,75-84,A,97
27961,21W06,21002,75-84,B,80
27962,21W06,21002,85+,A,217
27963,21W06,21002,85+,B,189
27964,21W06,21003,18-34,A,75
27965,21W06,21003,18-34,B,17
27966,21W06,21003,35-44,A,83
27967,21W06,21003,35-44,B,21
27968,21W06,21003,45-54,A,108
27969,21W06,21003,45-54,B,35
27970,21W06,21003,55-64,A,158
27971,21W06,21003,55-64,B,77
27972,21W06,21003,65-74,A,106
27973,21W06,21003,65-74,B,84
27974,21W06,21003,75-84,A,108
27975,21W06,21003,75-84,B,88
27976,21W06,21003,85+,A,145
27977,21W06,21003,85+,B,129
27978,21W06,21004,0-17,A,<10
27979,21W06,21004,0-17,B,<10
27980,21W06,21004,18-34,A,501
27981,21W06,21004,18-34,B,124
27982,21W06,21004,35-44,A,282
27983,21W06,21004,35-44,B,93
27984,21W06,21004,45-54,A,331
27985,21W06,21004,45-54,B,96
27986,21W06,21004,55-64,A,410
27987,21W06,21004,55-64,B,185
27988,21W06,21004,65-74,A,313
27989,21W06,21004,65-74,B,254
27990,21W06,21004,75-84,A,462
27991,21W06,21004,75-84,B,416
27992,21W06,21004,85+,A,882
27993,21W06,21004,85+,B,808
27994,21W06,21005,18-34,A,232
27995,21W06,21005,18-34,B,47
27996,21W06,21005,35-44,A,85
27997,21W06,21005,35-44,B,28
27998,21W06,21005,45-54,A,85
27999,21W06,21005,45-54,B,27
28000,21W06,21005,55-64,A,97
28001,21W06,21005,55-64,B,42
28002,21W06,21005,65-74,A,87
28003,21W06,21005,65-74,B,56
28004,21W06,21005,75-84,A,90
28005,21W06,21005,75-84,B,79
28006,21W06,21005,85+,A,168
28007,21W06,21005,85+,B,149
28008,21W06,21006,0-17,A,<10
28009,21W06,21006,18-34,A,87
28010,21W06,21006,18-34,B,23
28011,21W06,21006,35-44,A,73
28012,21W06,21006,35-44,B,26
28013,21W06,21006,45-54,A,83
28014,21W06,21006,45-54,B,31
28015,21W06,21006,55-64,A,126
28016,21W06,21006,55-64,B,66
28017,21W06,21006,65-74,A,105
28018,21W06,21006,65-74,B,88
28019,21W06,21006,75-84,A,217
28020,21W06,21006,75-84,B,188
28021,21W06,21006,85+,A,542
28022,21W06,21006,85+,B,460
28023,21W06,21007,0-17,A,<10
28024,21W06,21007,18-34,A,160
28025,21W06,21007,18-34,B,34
28026,21W06,21007,35-44,A,123
28027,21W06,21007,35-44,B,38
28028,21W06,21007,45-54,A,157
28029,21W06,21007,45-54,B,50
28030,21W06,21007,55-64,A,154
28031,21W06,21007,55-64,B,48
28032,21W06,21007,65-74,A,101
28033,21W06,21007,65-74,B,70
28034,21W06,21007,75-84,A,127
28035,21W06,21007,75-84,B,112
28036,21W06,21007,85+,A,196
28037,21W06,21007,85+,B,177
28038,21W06,21008,18-34,A,64
28039,21W06,21008,18-34,B,<10
28040,21W06,21008,35-44,A,55
28041,21W06,21008,35-44,B,14
28042,21W06,21008,45-54,A,68
28043,21W06,21008,45-54,B,18
28044,21W06,21008,55-64,A,98
28045,21W06,21008,55-64,B,35
28046,21W06,21008,65-74,A,52
28047,21W06,21008,65-74,B,35
28048,21W06,21008,75-84,A,78
28049,21W06,21008,75-84,B,72
28050,21W06,21008,85+,A,113
28051,21W06,21008,85+,B,102
28052,21W06,21009,18-34,A,337
28053,21W06,21009,18-34,B,62
28054,21W06,21009,35-44,A,144
28055,21W06,21009,35-44,B,26
28056,21W06,21009,45-54,A,128
28057,21W06,21009,45-54,B,17
28058,21W06,21009,55-64,A,182
28059,21W06,21009,55-64,B,38
28060,21W06,21009,65-74,A,142
28061,21W06,21009,65-74,B,54
28062,21W06,21009,75-84,A,162
28063,21W06,21009,75-84,B,105
28064,21W06,21009,85+,A,340
28065,21W06,21009,85+,B,248
28066,21W06,21010,0-17,A,<10
28067,21W06,21010,0-17,B,<10
28068,21W06,21010,18-34,A,184
28069,21W06,21010,18-34,B,43
28070,21W06,21010,35-44,A,121
28071,21W06,21010,35-44,B,33
28072,21W06,21010,45-54,A,159
28073,21W06,21010,45-54,B,39
28074,21W06,21010,55-64,A,181
28075,21W06,21010,55-64,B,78
28076,21W06,21010,65-74,A,98
28077,21W06,21010,65-74,B,78
28078,21W06,21010,75-84,A,206
28079,21W06,21010,75-84,B,191
28080,21W06,21010,85+,A,435
28081,21W06,21010,85+,B,410
28082,21W06,21011,18-34,A,57
28083,21W06,21011,18-34,B,<10
28084,21W06,21011,35-44,A,44
28085,21W06,21011,35-44,B,11
28086,21W06,21011,45-54,A,45
28087,21W06,21011,45-54,B,17
28088,21W06,21011,55-64,A,60
28089,21W06,21011,55-64,B,24
28090,21W06,21011,65-74,A,24
28091,21W06,21011,65-74,B,13
28092,21W06,21011,75-84,A,39
28093,21W06,21011,75-84,B,30
28094,21W06,21011,85+,A,75
28095,21W06,21011,85+,B,66
28096,21W06,21012,0-17,A,<10
28097,21W06,21012,0-17,B,<10
28098,21W06,21012,18-34,A,148
28099,21W06,21012,18-34,B,33
28100,21W06,21012,35-44,A,123
28101,21W06,21012,35-44,B,42
28102,21W06,21012,45-54,A,191
28103,21W06,21012,45-54,B,57
28104,21W06,21012,55-64,A,219
28105,21W06,21012,55-64,B,95
28106,21W06,21012,65-74,A,183
28107,21W06,21012,65-74,B,146
28108,21W06,21012,75-84,A,243
28109,21W06,21012,75-84,B,203
28110,21W06,21012,85+,A,423
28111,21W06,21012,85+,B,332
28112,21W06,21013,18-34,A,159
28113,21W06,21013,18-34,B,32
28114,21W06,21013,35-44,A,71
28115,21W06,21013,35-44,B,22
28116,21W06,21013,45-54,A,75
28117,21W06,21013,45-54,B,15
28118,21W06,21013,55-64,A,72
28119,21W06,21013,55-64,B,29
28120,21W06,21013,65-74,A,79
28121,21W06,21013,65-74,B,65
28122,21W06,21013,75-84,A,72
28123,21W06,21013,75-84,B,67
28124,21W06,21013,85+,A,99
28125,21W06,21013,85+,B,91
28126,21W06,21014,18-34,A,39
28127,21W06,21014,18-34,B,17
28128,21W06,21014,35-44,A,20
28129,21W06,21014,35-44,B,<10
28130,21W06,21014,45-54,A,23
28131,21W06,21014,45-54,B,<10
28132,21W06,21014,55-64,A,20
28133,21W06,21014,55-64,B,<10
28134,21W06,21014,65-74,A,27
28135,21W06,21014,65-74,B,23
28136,21W06,21014,75-84,A,22
28137,21W06,21014,75-84,B,18
28138,21W06,21014,85+,A,52
28139,21W06,21014,85+,B,49
28140,21W06,21015,18-34,A,273
28141,21W06,21015,18-34,B,65
28142,21W06,21015,35-44,A,170
28143,21W06,21015,35-44,B,47
28144,21W06,21015,45-54,A,198
28145,21W06,21015,45-54,B,79
28146,21W06,21015,55-64,A,240
28147,21W06,21015,55-64,B,114
28148,21W06,21015,65-74,A,179
28149,21W06,21015,65-74,B,134
28150,21W06,21015,75-84,A,187
28151,21W06,21015,75-84,B,168
28152,21W06,21015,85+,A,307
28153,21W06,21015,85+,B,286
28154,21W06,21016,0-17,A,<10
28155,21W06,21016,18-34,A,274
28156,21W06,21016,18-34,B,70
28157,21W06,21016,35-44,A,256
28158,21W06,21016,35-44,B,61
28159,21W06,21016,45-54,A,276
28160,21W06,21016,45-54,B,77
28161,21W06,21016,55-64,A,354
28162,21W06,21016,55-64,B,112
28163,21W06,21016,65-74,A,328
28164,21W06,21016,65-74,B,166
28165,21W06,21016,75-84,A,407
28166,21W06,21016,75-84,B,352
28167,21W06,21016,85+,A,845
28168,21W06,21016,85+,B,766
28169,21W06,21017,18-34,A,77
28170,21W06,21017,18-34,B,13
28171,21W06,21017,35-44,A,57
28172,21W06,21017,35-44,B,16
28173,21W06,21017,45-54,A,105
28174,21W06,21017,45-54,B,35
28175,21W06,21017,55-64,A,147
28176,21W06,21017,55-64,B,55
28177,21W06,21017,65-74,A,128
28178,21W06,21017,65-74,B,97
28179,21W06,21017,75-84,A,113
28180,21W06,21017,75-84,B,105
28181,21W06,21017,85+,A,172
28182,21W06,21017,85+,B,159
28183,21W06,21018,0-17,A,<10
28184,21W06,21018,18-34,A,377
28185,21W06,21018,18-34,B,110
28186,21W06,21018,35-44,A,139
28187,21W06,21018,35-44,B,52
28188,21W06,21018,45-54,A,117
28189,21W06,21018,45-54,B,36
28190,21W06,21018,55-64,A,180
28191,21W06,21018,55-64,B,60
28192,21W06,21018,65-74,A,125
28193,21W06,21018,65-74,B,72
28194,21W06,21018,75-84,A,156
28195,21W06,21018,75-84,B,150
28196,21W06,21018,85+,A,390
28197,21W06,21018,85+,B,407
28198,21W06,21019,18-34,A,159
28199,21W06,21019,18-34,B,42
28200,21W06,21019,35-44,A,95
28201,21W06,21019,35-44,B,26
28202,21W06,21019,45-54,A,100
28203,21W06,21019,45-54,B,33
28204,21W06,21019,55-64,A,165
28205,21W06,21019,55-64,B,49
28206,21W06,21019,65-74,A,82
28207,21W06,21019,65-74,B,37
28208,21W06,21019,75-84,A,94
28209,21W06,21019,75-84,B,71
28210,21W06,21019,85+,A,373
28211,21W06,21019,85+,B,333
28212,21W06,23002,0-17,A,<10
28213,21W06,23002,18-34,A,127
28214,21W06,23002,18-34,B,49
28215,21W06,23002,35-44,A,122
28216,21W06,23002,35-44,B,54
28217,21W06,23002,45-54,A,152
28218,21W06,23002,45-54,B,56
28219,21W06,23002,55-64,A,184
28220,21W06,23002,55-64,B,80
28221,21W06,23002,65-74,A,78
28222,21W06,23002,65-74,B,55
28223,21W06,23002,75-84,A,112
28224,21W06,23002,75-84,B,99
28225,21W06,23002,85+,A,238
28226,21W06,23002,85+,B,221
28227,21W06,23003,0-17,A,<10
28228,21W06,23003,0-17,B,<10
28229,21W06,23003,18-34,A,109
28230,21W06,23003,18-34,B,29
28231,21W06,23003,35-44,A,124
28232,21W06,23003,35-44,B,44
28233,21W06,23003,45-54,A,145
28234,21W06,23003,45-54,B,51
28235,21W06,23003,55-64,A,136
28236,21W06,23003,55-64,B,56
28237,21W06,23003,65-74,A,66
28238,21W06,23003,65-74,B,24
28239,21W06,23003,75-84,A,98
28240,21W06,23003,75-84,B,62
28241,21W06,23003,85+,A,190
28242,21W06,23003,85+,B,139
28243,21W06,23009,0-17,A,<10
28244,21W06,23009,0-17,B,<10
28245,21W06,23009,18-34,A,<10
28246,21W06,23009,18-34,B,<10
28247,21W06,23009,35-44,A,<10
28248,21W06,23009,35-44,B,<10
28249,21W06,23009,45-54,A,<10
28250,21W06,23009,45-54,B,<10
28251,21W06,23009,55-64,A,<10
28252,21W06,23009,55-64,B,<10
28253,21W06,23009,65-74,A,<10
28254,21W06,23009,75-84,A,<10
28255,21W06,23009,85+,A,<10
28256,21W06,23009,85+,B,<10
28257,21W06,23016,0-17,A,<10
28258,21W06,23016,0-17,B,<10
28259,21W06,23016,18-34,A,195
28260,21W06,23016,18-34,B,59
28261,21W06,23016,35-44,A,133
28262,21W06,23016,35-44,B,49
28263,21W06,23016,45-54,A,198
28264,21W06,23016,45-54,B,81
28265,21W06,23016,55-64,A,236
28266,21W06,23016,55-64,B,97
28267,21W06,23016,65-74,A,89
28268,21W06,23016,65-74,B,46
28269,21W06,23016,75-84,A,212
28270,21W06,23016,75-84,B,173
28271,21W06,23016,85+,A,436
28272,21W06,23016,85+,B,374
28273,21W06,23023,0-17,A,<10
28274,21W06,23023,18-34,A,45
28275,21W06,23023,18-34,B,16
28276,21W06,23023,35-44,A,25
28277,21W06,23023,35-44,B,12
28278,21W06,23023,45-54,A,32
28279,21W06,23023,45-54,B,19
28280,21W06,23023,55-64,A,26
28281,21W06,23023,55-64,B,12
28282,21W06,23023,65-74,A,13
28283,21W06,23023,65-74,B,<10
28284,21W06,23023,75-84,A,<10
28285,21W06,23023,75-84,B,<10
28286,21W06,23023,85+,A,23
28287,21W06,23023,85+,B,20
28288,21W06,23024,0-17,A,<10
28289,21W06,23024,0-17,B,<10
28290,21W06,23024,18-34,A,64
28291,21W06,23024,18-34,B,30
28292,21W06,23024,35-44,A,27
28293,21W06,23024,35-44,B,11
28294,21W06,23024,45-54,A,68
28295,21W06,23024,45-54,B,34
28296,21W06,23024,55-64,A,70
28297,21W06,23024,55-64,B,48
28298,21W06,23024,65-74,A,32
28299,21W06,23024,65-74,B,23
28300,21W06,23024,75-84,A,55
28301,21W06,23024,75-84,B,53
28302,21W06,23024,85+,A,103
28303,21W06,23024,85+,B,98
28304,21W06,23025,0-17,A,<10
28305,21W06,23025,0-17,B,<10
28306,21W06,23025,18-34,A,108
28307,21W06,23025,18-34,B,30
28308,21W06,23025,35-44,A,97
28309,21W06,23025,35-44,B,37
28310,21W06,23025,45-54,A,150
28311,21W06,23025,45-54,B,63
28312,21W06,23025,55-64,A,129
28313,21W06,23025,55-64,B,59
28314,21W06,23025,65-74,A,75
28315,21W06,23025,65-74,B,39
28316,21W06,23025,75-84,A,140
28317,21W06,23025,75-84,B,111
28318,21W06,23025,85+,A,332
28319,21W06,23025,85+,B,307
28320,21W06,23027,0-17,A,<10
28321,21W06,23027,0-17,B,<10
28322,21W06,23027,18-34,A,234
28323,21W06,23027,18-34,B,82
28324,21W06,23027,35-44,A,162
28325,21W06,23027,35-44,B,74
28326,21W06,23027,45-54,A,201
28327,21W06,23027,45-54,B,77
28328,21W06,23027,55-64,A,162
28329,21W06,23027,55-64,B,62
28330,21W06,23027,65-74,A,78
28331,21W06,23027,65-74,B,40
28332,21W06,23027,75-84,A,135
28333,21W06,23027,75-84,B,55
28334,21W06,23027,85+,A,336
28335,21W06,23027,85+,B,143
28336,21W06,23032,18-34,A,37
28337,21W06,23032,18-34,B,12
28338,21W06,23032,35-44,A,23
28339,21W06,23032,35-44,B,<10
28340,21W06,23032,45-54,A,39
28341,21W06,23032,45-54,B,20
28342,21W06,23032,55-64,A,39
28343,21W06,23032,55-64,B,21
28344,21W06,23032,65-74,A,12
28345,21W06,23032,65-74,B,<10
28346,21W06,23032,75-84,A,21
28347,21W06,23032,75-84,B,19
28348,21W06,23032,85+,A,49
28349,21W06,23032,85+,B,48
28350,21W06,23033,0-17,A,<10
28351,21W06,23033,0-17,B,<10
28352,21W06,23033,18-34,A,48
28353,21W06,23033,18-34,B,17
28354,21W06,23033,35-44,A,43
28355,21W06,23033,35-44,B,12
28356,21W06,23033,45-54,A,55
28357,21W06,23033,45-54,B,22
28358,21W06,23033,55-64,A,59
28359,21W06,23033,55-64,B,25
28360,21W06,23033,65-74,A,25
28361,21W06,23033,65-74,B,<10
28362,21W06,23033,75-84,A,32
28363,21W06,23033,75-84,B,25
28364,21W06,23033,85+,A,87
28365,21W06,23033,85+,B,81
28366,21W06,23038,0-17,A,<10
28367,21W06,23038,0-17,B,<10
28368,21W06,23038,18-34,A,61
28369,21W06,23038,18-34,B,32
28370,21W06,23038,35-44,A,52
28371,21W06,23038,35-44,B,29
28372,21W06,23038,45-54,A,53
28373,21W06,23038,45-54,B,38
28374,21W06,23038,55-64,A,54
28375,21W06,23038,55-64,B,38
28376,21W06,23038,65-74,A,15
28377,21W06,23038,65-74,B,13
28378,21W06,23038,75-84,A,33
28379,21W06,23038,75-84,B,28
28380,21W06,23038,85+,A,65
28381,21W06,23038,85+,B,58
28382,21W06,23039,0-17,A,<10
28383,21W06,23039,0-17,B,<10
28384,21W06,23039,18-34,A,54
28385,21W06,23039,18-34,B,27
28386,21W06,23039,35-44,A,44
28387,21W06,23039,35-44,B,26
28388,21W06,23039,45-54,A,60
28389,21W06,23039,45-54,B,29
28390,21W06,23039,55-64,A,32
28391,21W06,23039,55-64,B,26
28392,21W06,23039,65-74,A,22
28393,21W06,23039,65-74,B,18
28394,21W06,23039,75-84,A,47
28395,21W06,23039,75-84,B,43
28396,21W06,23039,85+,A,114
28397,21W06,23039,85+,B,113
28398,21W06,23044,0-17,A,<10
28399,21W06,23044,0-17,B,<10
28400,21W06,23044,18-34,A,54
28401,21W06,23044,18-34,B,30
28402,21W06,23044,35-44,A,51
28403,21W06,23044,35-44,B,20
28404,21W06,23044,45-54,A,61
28405,21W06,23044,45-54,B,35
28406,21W06,23044,55-64,A,49
28407,21W06,23044,55-64,B,26
28408,21W06,23044,65-74,A,32
28409,21W06,23044,65-74,B,27
28410,21W06,23044,75-84,A,66
28411,21W06,23044,75-84,B,63
28412,21W06,23044,85+,A,117
28413,21W06,23044,85+,B,107
28414,21W06,23045,0-17,A,<10
28415,21W06,23045,0-17,B,<10
28416,21W06,23045,18-34,A,123
28417,21W06,23045,18-34,B,46
28418,21W06,23045,35-44,A,93
28419,21W06,23045,35-44,B,37
28420,21W06,23045,45-54,A,97
28421,21W06,23045,45-54,B,37
28422,21W06,23045,55-64,A,126
28423,21W06,23045,55-64,B,40
28424,21W06,23045,65-74,A,30
28425,21W06,23045,65-74,B,15
28426,21W06,23045,75-84,A,76
28427,21W06,23045,75-84,B,63
28428,21W06,23045,85+,A,163
28429,21W06,23045,85+,B,148
28430,21W06,23047,0-17,A,<10
28431,21W06,23047,0-17,B,<10
28432,21W06,23047,18-34,A,60
28433,21W06,23047,18-34,B,23
28434,21W06,23047,35-44,A,43
28435,21W06,23047,35-44,B,15
28436,21W06,23047,45-54,A,67
28437,21W06,23047,45-54,B,23
28438,21W06,23047,55-64,A,54
28439,21W06,23047,55-64,B,20
28440,21W06,23047,65-74,A,20
28441,21W06,23047,65-74,B,<10
28442,21W06,23047,75-84,A,45
28443,21W06,23047,75-84,B,38
28444,21W06,23047,85+,A,113
28445,21W06,23047,85+,B,102
28446,21W06,23050,0-17,A,<10
28447,21W06,23050,0-17,B,<10
28448,21W06,23050,18-34,A,95
28449,21W06,23050,18-34,B,32
28450,21W06,23050,35-44,A,56
28451,21W06,23050,35-44,B,20
28452,21W06,23050,45-54,A,80
28453,21W06,23050,45-54,B,32
28454,21W06,23050,55-64,A,126
28455,21W06,23050,55-64,B,52
28456,21W06,23050,65-74,A,66
28457,21W06,23050,65-74,B,48
28458,21W06,23050,75-84,A,101
28459,21W06,23050,75-84,B,88
28460,21W06,23050,85+,A,223
28461,21W06,23050,85+,B,204
28462,21W06,23052,0-17,A,<10
28463,21W06,23052,0-17,B,<10
28464,21W06,23052,18-34,A,104
28465,21W06,23052,18-34,B,37
28466,21W06,23052,35-44,A,78
28467,21W06,23052,35-44,B,39
28468,21W06,23052,45-54,A,80
28469,21W06,23052,45-54,B,44
28470,21W06,23052,55-64,A,102
28471,21W06,23052,55-64,B,56
28472,21W06,23052,65-74,A,45
28473,21W06,23052,65-74,B,40
28474,21W06,23052,75-84,A,78
28475,21W06,23052,75-84,B,71
28476,21W06,23052,85+,A,169
28477,21W06,23052,85+,B,157
28478,21W06,23060,0-17,A,<10
28479,21W06,23060,0-17,B,<10
28480,21W06,23060,18-34,A,82
28481,21W06,23060,18-34,B,30
28482,21W06,23060,35-44,A,69
28483,21W06,23060,35-44,B,36
28484,21W06,23060,45-54,A,86
28485,21W06,23060,45-54,B,42
28486,21W06,23060,55-64,A,87
28487,21W06,23060,55-64,B,42
28488,21W06,23060,65-74,A,33
28489,21W06,23060,65-74,B,22
28490,21W06,23060,75-84,A,44
28491,21W06,23060,75-84,B,31
28492,21W06,23060,85+,A,85
28493,21W06,23060,85+,B,51
28494,21W06,23062,18-34,A,90
28495,21W06,23062,18-34,B,35
28496,21W06,23062,35-44,A,85
28497,21W06,23062,35-44,B,36
28498,21W06,23062,45-54,A,110
28499,21W06,23062,45-54,B,37
28500,21W06,23062,55-64,A,130
28501,21W06,23062,55-64,B,56
28502,21W06,23062,65-74,A,67
28503,21W06,23062,65-74,B,37
28504,21W06,23062,75-84,A,89
28505,21W06,23062,75-84,B,53
28506,21W06,23062,85+,A,151
28507,21W06,23062,85+,B,87
28508,21W06,23064,0-17,A,<10
28509,21W06,23064,0-17,B,<10
28510,21W06,23064,18-34,A,16
28511,21W06,23064,18-34,B,<10
28512,21W06,23064,35-44,A,25
28513,21W06,23064,35-44,B,10
28514,21W06,23064,45-54,A,37
28515,21W06,23064,45-54,B,16
28516,21W06,23064,55-64,A,34
28517,21W06,23064,55-64,B,18
28518,21W06,23064,65-74,A,13
28519,21W06,23064,65-74,B,11
28520,21W06,23064,75-84,A,35
28521,21W06,23064,75-84,B,31
28522,21W06,23064,85+,A,67
28523,21W06,23064,85+,B,65
28524,21W06,23077,0-17,A,<10
28525,21W06,23077,0-17,B,<10
28526,21W06,23077,18-34,A,120
28527,21W06,23077,18-34,B,45
28528,21W06,23077,35-44,A,134
28529,21W06,23077,35-44,B,51
28530,21W06,23077,45-54,A,150
28531,21W06,23077,45-54,B,50
28532,21W06,23077,55-64,A,192
28533,21W06,23077,55-64,B,69
28534,21W06,23077,65-74,A,54
28535,21W06,23077,65-74,B,34
28536,21W06,23077,75-84,A,91
28537,21W06,23077,75-84,B,60
28538,21W06,23077,85+,A,195
28539,21W06,23077,85+,B,112
28540,21W06,23081,18-34,A,45
28541,21W06,23081,18-34,B,17
28542,21W06,23081,35-44,A,39
28543,21W06,23081,35-44,B,14
28544,21W06,23081,45-54,A,40
28545,21W06,23081,45-54,B,19
28546,21W06,23081,55-64,A,67
28547,21W06,23081,55-64,B,41
28548,21W06,23081,65-74,A,20
28549,21W06,23081,65-74,B,15
28550,21W06,23081,75-84,A,34
28551,21W06,23081,75-84,B,31
28552,21W06,23081,85+,A,88
28553,21W06,23081,85+,B,83
28554,21W06,23086,0-17,A,<10
28555,21W06,23086,0-17,B,<10
28556,21W06,23086,18-34,A,91
28557,21W06,23086,18-34,B,56
28558,21W06,23086,35-44,A,60
28559,21W06,23086,35-44,B,44
28560,21W06,23086,45-54,A,88
28561,21W06,23086,45-54,B,41
28562,21W06,23086,55-64,A,91
28563,21W06,23086,55-64,B,57
28564,21W06,23086,65-74,A,39
28565,21W06,23086,65-74,B,39
28566,21W06,23086,75-84,A,113
28567,21W06,23086,75-84,B,104
28568,21W06,23086,85+,A,175
28569,21W06,23086,85+,B,166
28570,21W06,23088,0-17,A,<10
28571,21W06,23088,0-17,B,<10
28572,21W06,23088,18-34,A,156
28573,21W06,23088,18-34,B,46
28574,21W06,23088,35-44,A,126
28575,21W06,23088,35-44,B,55
28576,21W06,23088,45-54,A,164
28577,21W06,23088,45-54,B,84
28578,21W06,23088,55-64,A,170
28579,21W06,23088,55-64,B,94
28580,21W06,23088,65-74,A,80
28581,21W06,23088,65-74,B,67
28582,21W06,23088,75-84,A,137
28583,21W06,23088,75-84,B,131
28584,21W06,23088,85+,A,278
28585,21W06,23088,85+,B,272
28586,21W06,23094,0-17,A,<10
28587,21W06,23094,0-17,B,<10
28588,21W06,23094,18-34,A,128
28589,21W06,23094,18-34,B,39
28590,21W06,23094,35-44,A,96
28591,21W06,23094,35-44,B,30
28592,21W06,23094,45-54,A,125
28593,21W06,23094,45-54,B,41
28594,21W06,23094,55-64,A,145
28595,21W06,23094,55-64,B,52
28596,21W06,23094,65-74,A,73
28597,21W06,23094,65-74,B,26
28598,21W06,23094,75-84,A,119
28599,21W06,23094,75-84,B,62
28600,21W06,23094,85+,A,270
28601,21W06,23094,85+,B,146
28602,21W06,23096,0-17,A,<10
28603,21W06,23096,0-17,B,<10
28604,21W06,23096,18-34,A,120
28605,21W06,23096,18-34,B,60
28606,21W06,23096,35-44,A,96
28607,21W06,23096,35-44,B,42
28608,21W06,23096,45-54,A,94
28609,21W06,23096,45-54,B,47
28610,21W06,23096,55-64,A,139
28611,21W06,23096,55-64,B,80
28612,21W06,23096,65-74,A,46
28613,21W06,23096,65-74,B,32
28614,21W06,23096,75-84,A,112
28615,21W06,23096,75-84,B,101
28616,21W06,23096,85+,A,233
28617,21W06,23096,85+,B,207
28618,21W06,23097,0-17,A,<10
28619,21W06,23097,18-34,A,46
28620,21W06,23097,18-34,B,23
28621,21W06,23097,35-44,A,54
28622,21W06,23097,35-44,B,26
28623,21W06,23097,45-54,A,53
28624,21W06,23097,45-54,B,21
28625,21W06,23097,55-64,A,58
28626,21W06,23097,55-64,B,25
28627,21W06,23097,65-74,A,18
28628,21W06,23097,65-74,B,<10
28629,21W06,23097,75-84,A,29
28630,21W06,23097,75-84,B,21
28631,21W06,23097,85+,A,69
28632,21W06,23097,85+,B,62
28633,21W06,23098,0-17,A,<10
28634,21W06,23098,18-34,A,22
28635,21W06,23098,18-34,B,<10
28636,21W06,23098,35-44,A,25
28637,21W06,23098,35-44,B,10
28638,21W06,23098,45-54,A,33
28639,21W06,23098,45-54,B,13
28640,21W06,23098,55-64,A,27
28641,21W06,23098,55-64,B,<10
28642,21W06,23098,65-74,A,17
28643,21W06,23098,65-74,B,14
28644,21W06,23098,75-84,A,18
28645,21W06,23098,75-84,B,18
28646,21W06,23098,85+,A,70
28647,21W06,23098,85+,B,62
28648,21W06,23099,18-34,A,47
28649,21W06,23099,18-34,B,12
28650,21W06,23099,35-44,A,55
28651,21W06,23099,35-44,B,16
28652,21W06,23099,45-54,A,42
28653,21W06,23099,45-54,B,14
28654,21W06,23099,55-64,A,66
28655,21W06,23099,55-64,B,25
28656,21W06,23099,65-74,A,30
28657,21W06,23099,65-74,B,14
28658,21W06,23099,75-84,A,25
28659,21W06,23099,75-84,B,15
