CD_REFNIS,CD_SEX,CD_AGEGROUP,DT_DATE,NR_YEAR,MS_NUM_DEATH
4000,1,45-64,2012-03-14,2012,1
4000,1,45-64,2013-03-14,2013,5
4000,1,45-64,2014-03-14,2014,2
4000,1,45-64,2015-03-14,2015,2
4000,1,45-64,2016-03-14,2016,4
4000,1,45-64,2017-03-14,2017,2
4000,1,45-64,2018-03-14,2018,1
4000,1,45-64,2019-03-14,2019,4
4000,1,45-64,2020-03-14,2020,2
4000,1,65-74,2009-03-14,2009,3
4000,1,65-74,2010-03-14,2010,3
4000,1,65-74,2011-03-14,2011,3
4000,1,65-74,2012-03-14,2012,2
4000,1,65-74,2013-03-14,2013,5
4000,1,65-74,2014-03-14,2014,3
4000,1,65-74,2015-03-14,2015,4
4000,1,65-74,2016-03-14,2016,1
4000,1,65-74,2017-03-14,2017,1
4000,1,65-74,2018-03-14,2018,2
4000,1,65-74,2019-03-14,2019,2
4000,1,65-74,2020-03-14,2020,3
4000,1,75-84,2009-03-14,2009,5
4000,1,75-84,2011-03-14,2011,3
4000,1,75-84,2012-03-14,2012,3
4000,1,75-84,2013-03-14,2013,2
4000,1,75-84,2015-03-14,2015,1
4000,1,75-84,2016-03-14,2016,3
4000,1,75-84,2017-03-14,2017,2
4000,1,75-84,2018-03-14,2018,1
4000,1,75-84,2019-03-14,2019,3
4000,1,75-84,2020-03-14,2020,4
4000,1,85+,2009-03-14,2009,7
4000,1,85+,2010-03-14,2010,3
4000,1,85+,2011-03-14,2011,6
4000,1,85+,2012-03-14,2012,6
4000,1,85+,2013-03-14,2013,1
4000,1,85+,2014-03-14,2014,6
4000,1,85+,2015-03-14,2015,5
4000,1,85+,2016-03-14,2016,3
4000,1,85+,2017-03-14,2017,6
4000,1,85+,2018-03-14,2018,8
4000,1,85+,2019-03-14,2019,1
4000,1,85+,2020-03-14,2020,5
4000,2,25-44,2013-03-14,2013,1
4000,2,25-44,2014-03-14,2014,1
4000,2,45-64,2009-03-14,2009,1
4000,2,45-64,2010-03-14,2010,1
4000,2,45-64,2011-03-14,2011,2
4000,2,45-64,2012-03-14,2012,2
4000,2,45-64,2013-03-14,2013,2
4000,2,45-64,2015-03-14,2015,1
4000,2,45-64,2016-03-14,2016,1
4000,2,45-64,2017-03-14,2017,1
4000,2,45-64,2019-03-14,2019,2
4000,2,45-64,2020-03-14,2020,4
4000,2,65-74,2009-03-14,2009,1
4000,2,65-74,2010-03-14,2010,2
4000,2,65-74,2011-03-14,2011,4
4000,2,65-74,2012-03-14,2012,1
4000,2,65-74,2013-03-14,2013,2
4000,2,65-74,2016-03-14,2016,2
4000,2,65-74,2018-03-14,2018,1
4000,2,65-74,2019-03-14,2019,1
4000,2,65-74,2020-03-14,2020,1
4000,2,75-84,2009-03-14,2009,3
4000,2,75-84,2010-03-14,2010,4
4000,2,75-84,2011-03-14,2011,6
4000,2,75-84,2012-03-14,2012,5
4000,2,75-84,2013-03-14,2013,4
4000,2,75-84,2014-03-14,2014,4
4000,2,75-84,2015-03-14,2015,1
4000,2,75-84,2016-03-14,2016,3
4000,2,75-84,2017-03-14,2017,3
4000,2,75-84,2018-03-14,2018,6
4000,2,75-84,2019-03-14,2019,1
4000,2,75-84,2020-03-14,2020,4
4000,2,85+,2009-03-14,2009,10
4000,2,85+,2010-03-14,2010,6
4000,2,85+,2011-03-14,2011,5
4000,2,85+,2012-03-14,2012,11
4000,2,85+,2013-03-14,2013,8
4000,2,85+,2014-03-14,2014,7
4000,2,85+,2015-03-14,2015,6
4000,2,85+,2016-03-14,2016,5
4000,2,85+,2017-03-14,2017,3
4000,2,85+,2018-03-14,2018,11
4000,2,85+,2019-03-14,2019,10
4000,2,85+,2020-03-14,2020,5
2000,1,0-24,2009-03-15,2009,1
2000,1,0-24,2010-03-15,2010,2
2000,1,0-24,2011-03-15,2011,3
2000,1,0-24,2012-03-15,2012,2
2000,1,0-24,2014-03-15,2014,2
2000,1,0-24,2015-03-15,2015,1
2000,1,0-24,2016-03-15,2016,1
2000,1,0-24,2017-03-15,2017,2
2000,1,0-24,2019-03-15,2019,3
2000,1,25-44,2009-03-15,2009,1
2000,1,25-44,2010-03-15,2010,1
2000,1,25-44,2011-03-15,2011,2
2000,1,25-44,2013-03-15,2013,5
2000,1,25-44,2016-03-15,2016,3
2000,1,25-44,2017-03-15,2017,3
2000,1,25-44,2018-03-15,2018,2
2000,1,25-44,2019-03-15,2019,2
2000,1,25-44,2020-03-15,2020,3
2000,1,45-64,2009-03-15,2009,9
2000,1,45-64,2010-03-15,2010,16
2000,1,45-64,2011-03-15,2011,9
2000,1,45-64,2012-03-15,2012,21
2000,1,45-64,2013-03-15,2013,14
2000,1,45-64,2014-03-15,2014,13
2000,1,45-64,2015-03-15,2015,18
2000,1,45-64,2016-03-15,2016,14
2000,1,45-64,2017-03-15,2017,7
2000,1,45-64,2018-03-15,2018,17
2000,1,45-64,2019-03-15,2019,14
2000,1,45-64,2020-03-15,2020,14
2000,1,65-74,2009-03-15,2009,19
2000,1,65-74,2010-03-15,2010,21
2000,1,65-74,2011-03-15,2011,17
2000,1,65-74,2012-03-15,2012,14
2000,1,65-74,2013-03-15,2013,17
2000,1,65-74,2014-03-15,2014,22
2000,1,65-74,2015-03-15,2015,18
2000,1,65-74,2016-03-15,2016,10
2000,1,65-74,2017-03-15,2017,11
2000,1,65-74,2018-03-15,2018,11
2000,1,65-74,2019-03-15,2019,12
2000,1,65-74,2020-03-15,2020,11
2000,1,75-84,2009-03-15,2009,25
2000,1,75-84,2010-03-15,2010,26
2000,1,75-84,2011-03-15,2011,29
2000,1,75-84,2012-03-15,2012,38
2000,1,75-84,2013-03-15,2013,37
2000,1,75-84,2014-03-15,2014,29
2000,1,75-84,2015-03-15,2015,22
2000,1,75-84,2016-03-15,2016,26
2000,1,75-84,2017-03-15,2017,31
2000,1,75-84,2018-03-15,2018,25
2000,1,75-84,2019-03-15,2019,22
2000,1,75-84,2020-03-15,2020,29
2000,1,85+,2009-03-15,2009,22
2000,1,85+,2010-03-15,2010,12
2000,1,85+,2011-03-15,2011,27
2000,1,85+,2012-03-15,2012,29
2000,1,85+,2013-03-15,2013,19
2000,1,85+,2014-03-15,2014,24
2000,1,85+,2015-03-15,2015,28
2000,1,85+,2016-03-15,2016,33
2000,1,85+,2017-03-15,2017,26
2000,1,85+,2018-03-15,2018,42
2000,1,85+,2019-03-15,2019,40
2000,1,85+,2020-03-15,2020,30
2000,2,0-24,2009-03-15,2009,1
2000,2,0-24,2011-03-15,2011,1
2000,2,0-24,2012-03-15,2012,2
2000,2,0-24,2013-03-15,2013,1
2000,2,0-24,2017-03-15,2017,1
2000,2,0-24,2018-03-15,2018,1
2000,2,25-44,2009-03-15,2009,1
2000,2,25-44,2010-03-15,2010,1
2000,2,25-44,2011-03-15,2011,2
2000,2,25-44,2012-03-15,2012,1
2000,2,25-44,2014-03-15,2014,1
2000,2,25-44,2015-03-15,2015,2
2000,2,25-44,2017-03-15,2017,2
2000,2,25-44,2018-03-15,2018,1
2000,2,25-44,2019-03-15,2019,2
2000,2,45-64,2009-03-15,2009,8
2000,2,45-64,2010-03-15,2010,9
2000,2,45-64,2011-03-15,2011,6
2000,2,45-64,2012-03-15,2012,7
2000,2,45-64,2013-03-15,2013,10
2000,2,45-64,2014-03-15,2014,7
2000,2,45-64,2015-03-15,2015,10
2000,2,45-64,2016-03-15,2016,6
2000,2,45-64,2017-03-15,2017,8
2000,2,45-64,2018-03-15,2018,4
2000,2,45-64,2019-03-15,2019,13
2000,2,45-64,2020-03-15,2020,9
2000,2,65-74,2009-03-15,2009,12
2000,2,65-74,2010-03-15,2010,15
2000,2,65-74,2011-03-15,2011,6
2000,2,65-74,2012-03-15,2012,12
2000,2,65-74,2013-03-15,2013,11
2000,2,65-74,2014-03-15,2014,12
2000,2,65-74,2015-03-15,2015,8
2000,2,65-74,2016-03-15,2016,10
2000,2,65-74,2017-03-15,2017,6
2000,2,65-74,2018-03-15,2018,13
2000,2,65-74,2019-03-15,2019,14
2000,2,65-74,2020-03-15,2020,8
2000,2,75-84,2009-03-15,2009,17
2000,2,75-84,2010-03-15,2010,24
2000,2,75-84,2011-03-15,2011,30
2000,2,75-84,2012-03-15,2012,30
2000,2,75-84,2013-03-15,2013,32
2000,2,75-84,2014-03-15,2014,19
2000,2,75-84,2015-03-15,2015,37
2000,2,75-84,2016-03-15,2016,22
2000,2,75-84,2017-03-15,2017,20
2000,2,75-84,2018-03-15,2018,23
2000,2,75-84,2019-03-15,2019,19
2000,2,75-84,2020-03-15,2020,23
2000,2,85+,2009-03-15,2009,32
2000,2,85+,2010-03-15,2010,50
2000,2,85+,2011-03-15,2011,44
2000,2,85+,2012-03-15,2012,61
2000,2,85+,2013-03-15,2013,46
2000,2,85+,2014-03-15,2014,44
2000,2,85+,2015-03-15,2015,42
2000,2,85+,2016-03-15,2016,48
2000,2,85+,2017-03-15,2017,41
2000,2,85+,2018-03-15,2018,75
2000,2,85+,2019-03-15,2019,54
2000,2,85+,2020-03-15,2020,40
3000,1,0-24,2009-03-15,2009,1
3000,1,0-24,2011-03-15,2011,2
3000,1,0-24,2014-03-15,2014,1
3000,1,0-24,2018-03-15,2018,2
3000,1,0-24,2019-03-15,2019,1
3000,1,25-44,2009-03-15,2009,1
3000,1,25-44,2010-03-15,2010,2
3000,1,25-44,2011-03-15,2011,1
3000,1,25-44,2012-03-15,2012,2
3000,1,25-44,2013-03-15,2013,5
3000,1,25-44,2014-03-15,2014,3
3000,1,25-44,2015-03-15,2015,2
3000,1,25-44,2017-03-15,2017,4
3000,1,25-44,2018-03-15,2018,2
3000,1,25-44,2019-03-15,2019,1
3000,1,25-44,2020-03-15,2020,1
3000,1,45-64,2009-03-15,2009,6
3000,1,45-64,2010-03-15,2010,15
3000,1,45-64,2011-03-15,2011,20
3000,1,45-64,2012-03-15,2012,15
3000,1,45-64,2013-03-15,2013,10
3000,1,45-64,2014-03-15,2014,10
3000,1,45-64,2015-03-15,2015,7
3000,1,45-64,2016-03-15,2016,8
3000,1,45-64,2017-03-15,2017,9
3000,1,45-64,2018-03-15,2018,15
3000,1,45-64,2019-03-15,2019,11
3000,1,45-64,2020-03-15,2020,2
3000,1,65-74,2009-03-15,2009,11
3000,1,65-74,2010-03-15,2010,9
3000,1,65-74,2011-03-15,2011,13
3000,1,65-74,2012-03-15,2012,14
3000,1,65-74,2013-03-15,2013,14
3000,1,65-74,2014-03-15,2014,7
3000,1,65-74,2015-03-15,2015,11
3000,1,65-74,2016-03-15,2016,19
3000,1,65-74,2017-03-15,2017,14
3000,1,65-74,2018-03-15,2018,11
3000,1,65-74,2019-03-15,2019,16
3000,1,65-74,2020-03-15,2020,18
3000,1,75-84,2009-03-15,2009,19
3000,1,75-84,2010-03-15,2010,19
3000,1,75-84,2011-03-15,2011,18
3000,1,75-84,2012-03-15,2012,17
3000,1,75-84,2013-03-15,2013,13
3000,1,75-84,2014-03-15,2014,20
3000,1,75-84,2015-03-15,2015,11
3000,1,75-84,2016-03-15,2016,15
3000,1,75-84,2017-03-15,2017,11
3000,1,75-84,2018-03-15,2018,20
3000,1,75-84,2019-03-15,2019,10
3000,1,75-84,2020-03-15,2020,10
3000,1,85+,2009-03-15,2009,8
3000,1,85+,2010-03-15,2010,11
3000,1,85+,2011-03-15,2011,11
3000,1,85+,2012-03-15,2012,13
3000,1,85+,2013-03-15,2013,21
3000,1,85+,2014-03-15,2014,21
3000,1,85+,2015-03-15,2015,9
3000,1,85+,2016-03-15,2016,13
3000,1,85+,2017-03-15,2017,13
3000,1,85+,2018-03-15,2018,17
3000,1,85+,2019-03-15,2019,17
3000,1,85+,2020-03-15,2020,13
3000,2,0-24,2009-03-15,2009,1
3000,2,0-24,2015-03-15,2015,2
3000,2,0-24,2017-03-15,2017,1
3000,2,25-44,2010-03-15,2010,4
3000,2,25-44,2011-03-15,2011,1
3000,2,25-44,2012-03-15,2012,1
3000,2,25-44,2016-03-15,2016,1
3000,2,25-44,2017-03-15,2017,1
3000,2,25-44,2018-03-15,2018,1
3000,2,25-44,2019-03-15,2019,2
3000,2,45-64,2009-03-15,2009,4
3000,2,45-64,2010-03-15,2010,7
3000,2,45-64,2011-03-15,2011,12
3000,2,45-64,2012-03-15,2012,4
3000,2,45-64,2013-03-15,2013,9
3000,2,45-64,2014-03-15,2014,6
3000,2,45-64,2015-03-15,2015,4
3000,2,45-64,2016-03-15,2016,3
3000,2,45-64,2017-03-15,2017,2
3000,2,45-64,2018-03-15,2018,5
3000,2,45-64,2019-03-15,2019,5
3000,2,45-64,2020-03-15,2020,5
3000,2,65-74,2009-03-15,2009,5
3000,2,65-74,2010-03-15,2010,6
3000,2,65-74,2011-03-15,2011,3
3000,2,65-74,2012-03-15,2012,6
3000,2,65-74,2013-03-15,2013,8
3000,2,65-74,2014-03-15,2014,9
3000,2,65-74,2015-03-15,2015,6
3000,2,65-74,2016-03-15,2016,12
3000,2,65-74,2017-03-15,2017,10
3000,2,65-74,2018-03-15,2018,4
3000,2,65-74,2019-03-15,2019,9
3000,2,65-74,2020-03-15,2020,9
3000,2,75-84,2009-03-15,2009,9
3000,2,75-84,2010-03-15,2010,16
3000,2,75-84,2011-03-15,2011,15
3000,2,75-84,2012-03-15,2012,14
3000,2,75-84,2013-03-15,2013,7
3000,2,75-84,2014-03-15,2014,16
3000,2,75-84,2015-03-15,2015,15
3000,2,75-84,2016-03-15,2016,11
3000,2,75-84,2017-03-15,2017,11
3000,2,75-84,2018-03-15,2018,28
3000,2,75-84,2019-03-15,2019,19
3000,2,75-84,2020-03-15,2020,9
3000,2,85+,2009-03-15,2009,22
3000,2,85+,2010-03-15,2010,17
3000,2,85+,2011-03-15,2011,24
3000,2,85+,2012-03-15,2012,37
3000,2,85+,2013-03-15,2013,40
3000,2,85+,2014-03-15,2014,28
3000,2,85+,2015-03-15,2015,32
3000,2,85+,2016-03-15,2016,26
3000,2,85+,2017-03-15,2017,28
3000,2,85+,2018-03-15,2018,35
3000,2,85+,2019-03-15,2019,25
3000,2,85+,2020-03-15,2020,29
4000,1,0-24,2011-03-15,2011,1
4000,1,0-24,2013-03-15,2013,1
4000,1,0-24,2015-03-15,2015,1
4000,1,0-24,2018-03-15,2018,1
4000,1,25-44,2011-03-15,2011,1
4000,1,25-44,2012-03-15,2012,1
4000,1,25-44,2014-03-15,2014,1
4000,1,25-44,2015-03-15,2015,2
4000,1,25-44,2016-03-15,2016,1
4000,1,25-44,2020-03-15,2020,1
4000,1,45-64,2009-03-15,2009,5
4000,1,45-64,2010-03-15,2010,3
4000,1,45-64,2012-03-15,2012,2
4000,1,45-64,2013-03-15,2013,4
4000,1,45-64,2014-03-15,2014,5
4000,1,45-64,2015-03-15,2015,7
4000,1,45-64,2016-03-15,2016,2
4000,1,45-64,2017-03-15,2017,3
4000,1,45-64,2018-03-15,2018,3
4000,1,45-64,2019-03-15,2019,1
4000,1,45-64,2020-03-15,2020,1
4000,1,65-74,2009-03-15,2009,1
4000,1,65-74,2010-03-15,2010,6
4000,1,65-74,2011-03-15,2011,3
4000,1,65-74,2012-03-15,2012,7
4000,1,65-74,2014-03-15,2014,1
4000,1,65-74,2015-03-15,2015,1
4000,1,65-74,2016-03-15,2016,1
4000,1,65-74,2017-03-15,2017,1
4000,1,65-74,2018-03-15,2018,6
4000,1,65-74,2019-03-15,2019,3
4000,1,65-74,2020-03-15,2020,1
4000,1,75-84,2009-03-15,2009,4
4000,1,75-84,2011-03-15,2011,4
4000,1,75-84,2012-03-15,2012,3
4000,1,75-84,2013-03-15,2013,4
4000,1,75-84,2014-03-15,2014,2
4000,1,75-84,2015-03-15,2015,5
4000,1,75-84,2016-03-15,2016,5
4000,1,75-84,2017-03-15,2017,2
4000,1,75-84,2018-03-15,2018,5
4000,1,75-84,2019-03-15,2019,4
4000,1,75-84,2020-03-15,2020,4
4000,1,85+,2009-03-15,2009,2
4000,1,85+,2010-03-15,2010,2
4000,1,85+,2011-03-15,2011,1
4000,1,85+,2012-03-15,2012,9
4000,1,85+,2013-03-15,2013,6
4000,1,85+,2014-03-15,2014,4
4000,1,85+,2015-03-15,2015,3
4000,1,85+,2016-03-15,2016,3
4000,1,85+,2017-03-15,2017,7
4000,1,85+,2018-03-15,2018,5
4000,1,85+,2019-03-15,2019,7
4000,1,85+,2020-03-15,2020,2
4000,2,0-24,2012-03-15,2012,1
4000,2,25-44,2009-03-15,2009,1
4000,2,25-44,2011-03-15,2011,1
4000,2,25-44,2014-03-15,2014,1
4000,2,45-64,2009-03-15,2009,1
4000,2,45-64,2010-03-15,2010,1
4000,2,45-64,2012-03-15,2012,2
4000,2,45-64,2013-03-15,2013,1
4000,2,45-64,2014-03-15,2014,1
4000,2,45-64,2015-03-15,2015,5
4000,2,45-64,2017-03-15,2017,2
4000,2,45-64,2018-03-15,2018,2
4000,2,45-64,2020-03-15,2020,1
4000,2,65-74,2009-03-15,2009,1
4000,2,65-74,2010-03-15,2010,2
4000,2,65-74,2012-03-15,2012,1
4000,2,65-74,2013-03-15,2013,1
4000,2,65-74,2014-03-15,2014,2
4000,2,65-74,2015-03-15,2015,2
4000,2,65-74,2016-03-15,2016,3
4000,2,65-74,2017-03-15,2017,1
4000,2,65-74,2018-03-15,2018,1
4000,2,65-74,2019-03-15,2019,2
4000,2,65-74,2020-03-15,2020,1
4000,2,75-84,2009-03-15,2009,3
4000,2,75-84,2010-03-15,2010,3
4000,2,75-84,2011-03-15,2011,6
4000,2,75-84,2012-03-15,2012,5
4000,2,75-84,2013-03-15,2013,6
4000,2,75-84,2015-03-15,2015,4
4000,2,75-84,2016-03-15,2016,4
4000,2,75-84,2017-03-15,2017,4
4000,2,75-84,2018-03-15,2018,3
4000,2,75-84,2019-03-15,2019,2
4000,2,75-84,2020-03-15,2020,4
4000,2,85+,2009-03-15,2009,5
4000,2,85+,2010-03-15,2010,13
4000,2,85+,2011-03-15,2011,5
4000,2,85+,2012-03-15,2012,9
4000,2,85+,2013-03-15,2013,8
4000,2,85+,2014-03-15,2014,12
4000,2,85+,2015-03-15,2015,11
4000,2,85+,2016-03-15,2016,10
4000,2,85+,2017-03-15,2017,6
4000,2,85+,2018-03-15,2018,8
4000,2,85+,2019-03-15,2019,5
4000,2,85+,2020-03-15,2020,9
2000,1,0-24,2009-03-16,2009,1
2000,1,0-24,2010-03-16,2010,1
2000,1,0-24,2011-03-16,2011,1
2000,1,0-24,2012-03-16,2012,1
2000,1,0-24,2015-03-16,2015,1
2000,1,0-24,2016-03-16,2016,2
2000,1,0-24,2017-03-16,2017,3
2000,1,0-24,2020-03-16,2020,1
2000,1,25-44,2009-03-16,2009,5
2000,1,25-44,2010-03-16,2010,4
2000,1,25-44,2011-03-16,2011,4
2000,1,25-44,2012-03-16,2012,3
2000,1,25-44,2013-03-16,2013,4
2000,1,25-44,2014-03-16,2014,1
2000,1,25-44,2015-03-16,2015,3
2000,1,25-44,2016-03-16,2016,2
2000,1,25-44,2017-03-16,2017,1
2000,1,25-44,2019-03-16,2019,5
2000,1,25-44,2020-03-16,2020,1
2000,1,45-64,2009-03-16,2009,11
2000,1,45-64,2010-03-16,2010,12
2000,1,45-64,2011-03-16,2011,14
2000,1,45-64,2012-03-16,2012,16
2000,1,45-64,2013-03-16,2013,13
2000,1,45-64,2014-03-16,2014,13
2000,1,45-64,2015-03-16,2015,18
2000,1,45-64,2016-03-16,2016,9
2000,1,45-64,2017-03-16,2017,9
2000,1,45-64,2018-03-16,2018,15
2000,1,45-64,2019-03-16,2019,5
2000,1,45-64,2020-03-16,2020,5
2000,1,65-74,2009-03-16,2009,15
2000,1,65-74,2010-03-16,2010,15
2000,1,65-74,2011-03-16,2011,13
2000,1,65-74,2012-03-16,2012,17
2000,1,65-74,2013-03-16,2013,19
2000,1,65-74,2014-03-16,2014,14
2000,1,65-74,2015-03-16,2015,20
2000,1,65-74,2016-03-16,2016,21
2000,1,65-74,2017-03-16,2017,16
2000,1,65-74,2018-03-16,2018,18
2000,1,65-74,2019-03-16,2019,17
2000,1,65-74,2020-03-16,2020,20
2000,1,75-84,2009-03-16,2009,26
2000,1,75-84,2010-03-16,2010,26
2000,1,75-84,2011-03-16,2011,37
2000,1,75-84,2012-03-16,2012,33
2000,1,75-84,2013-03-16,2013,27
2000,1,75-84,2014-03-16,2014,25
2000,1,75-84,2015-03-16,2015,31
2000,1,75-84,2016-03-16,2016,28
2000,1,75-84,2017-03-16,2017,25
2000,1,75-84,2018-03-16,2018,33
2000,1,75-84,2019-03-16,2019,21
2000,1,75-84,2020-03-16,2020,27
2000,1,85+,2009-03-16,2009,12
2000,1,85+,2010-03-16,2010,21
2000,1,85+,2011-03-16,2011,14
2000,1,85+,2012-03-16,2012,32
2000,1,85+,2013-03-16,2013,28
2000,1,85+,2014-03-16,2014,29
2000,1,85+,2015-03-16,2015,30
2000,1,85+,2016-03-16,2016,34
2000,1,85+,2017-03-16,2017,29
2000,1,85+,2018-03-16,2018,35
2000,1,85+,2019-03-16,2019,38
2000,1,85+,2020-03-16,2020,28
2000,2,0-24,2012-03-16,2012,1
2000,2,0-24,2013-03-16,2013,1
2000,2,0-24,2016-03-16,2016,1
2000,2,25-44,2009-03-16,2009,1
2000,2,25-44,2010-03-16,2010,1
2000,2,25-44,2011-03-16,2011,1
2000,2,25-44,2013-03-16,2013,3
2000,2,25-44,2014-03-16,2014,1
2000,2,25-44,2015-03-16,2015,1
2000,2,25-44,2016-03-16,2016,2
2000,2,25-44,2018-03-16,2018,2
2000,2,25-44,2019-03-16,2019,5
2000,2,25-44,2020-03-16,2020,3
2000,2,45-64,2009-03-16,2009,2
2000,2,45-64,2010-03-16,2010,8
2000,2,45-64,2011-03-16,2011,9
2000,2,45-64,2012-03-16,2012,9
2000,2,45-64,2013-03-16,2013,9
2000,2,45-64,2014-03-16,2014,4
2000,2,45-64,2015-03-16,2015,7
2000,2,45-64,2016-03-16,2016,4
2000,2,45-64,2017-03-16,2017,11
2000,2,45-64,2018-03-16,2018,11
2000,2,45-64,2019-03-16,2019,8
2000,2,45-64,2020-03-16,2020,13
2000,2,65-74,2009-03-16,2009,9
2000,2,65-74,2010-03-16,2010,2
2000,2,65-74,2011-03-16,2011,9
2000,2,65-74,2012-03-16,2012,16
2000,2,65-74,2013-03-16,2013,4
2000,2,65-74,2014-03-16,2014,7
2000,2,65-74,2015-03-16,2015,9
2000,2,65-74,2016-03-16,2016,14
2000,2,65-74,2017-03-16,2017,12
2000,2,65-74,2018-03-16,2018,18
2000,2,65-74,2019-03-16,2019,8
2000,2,65-74,2020-03-16,2020,16
2000,2,75-84,2009-03-16,2009,24
2000,2,75-84,2010-03-16,2010,27
2000,2,75-84,2011-03-16,2011,25
2000,2,75-84,2012-03-16,2012,28
2000,2,75-84,2013-03-16,2013,27
2000,2,75-84,2014-03-16,2014,30
2000,2,75-84,2015-03-16,2015,23
2000,2,75-84,2016-03-16,2016,27
2000,2,75-84,2017-03-16,2017,23
2000,2,75-84,2018-03-16,2018,32
2000,2,75-84,2019-03-16,2019,22
2000,2,75-84,2020-03-16,2020,22
2000,2,85+,2009-03-16,2009,36
2000,2,85+,2010-03-16,2010,37
2000,2,85+,2011-03-16,2011,38
2000,2,85+,2012-03-16,2012,49
2000,2,85+,2013-03-16,2013,55
2000,2,85+,2014-03-16,2014,31
2000,2,85+,2015-03-16,2015,57
2000,2,85+,2016-03-16,2016,56
2000,2,85+,2017-03-16,2017,46
2000,2,85+,2018-03-16,2018,74
2000,2,85+,2019-03-16,2019,56
2000,2,85+,2020-03-16,2020,48
3000,1,0-24,2009-03-16,2009,1
3000,1,0-24,2013-03-16,2013,1
3000,1,0-24,2014-03-16,2014,1
3000,1,0-24,2017-03-16,2017,1
3000,1,0-24,2019-03-16,2019,1
3000,1,0-24,2020-03-16,2020,1
3000,1,25-44,2009-03-16,2009,4
3000,1,25-44,2010-03-16,2010,2
3000,1,25-44,2011-03-16,2011,1
3000,1,25-44,2012-03-16,2012,1
3000,1,25-44,2014-03-16,2014,2
3000,1,25-44,2015-03-16,2015,1
3000,1,25-44,2016-03-16,2016,1
3000,1,25-44,2017-03-16,2017,2
3000,1,25-44,2018-03-16,2018,1
3000,1,25-44,2020-03-16,2020,4
3000,1,45-64,2009-03-16,2009,18
3000,1,45-64,2010-03-16,2010,10
3000,1,45-64,2011-03-16,2011,10
3000,1,45-64,2012-03-16,2012,15
3000,1,45-64,2013-03-16,2013,11
3000,1,45-64,2014-03-16,2014,12
3000,1,45-64,2015-03-16,2015,10
3000,1,45-64,2016-03-16,2016,9
3000,1,45-64,2017-03-16,2017,11
3000,1,45-64,2018-03-16,2018,19
3000,1,45-64,2019-03-16,2019,12
3000,1,45-64,2020-03-16,2020,9
3000,1,65-74,2009-03-16,2009,15
3000,1,65-74,2010-03-16,2010,9
3000,1,65-74,2011-03-16,2011,15
3000,1,65-74,2012-03-16,2012,14
3000,1,65-74,2013-03-16,2013,14
3000,1,65-74,2014-03-16,2014,11
3000,1,65-74,2015-03-16,2015,17
3000,1,65-74,2016-03-16,2016,14
3000,1,65-74,2017-03-16,2017,13
3000,1,65-74,2018-03-16,2018,11
3000,1,65-74,2019-03-16,2019,13
3000,1,65-74,2020-03-16,2020,17
3000,1,75-84,2009-03-16,2009,14
3000,1,75-84,2010-03-16,2010,25
3000,1,75-84,2011-03-16,2011,13
3000,1,75-84,2012-03-16,2012,18
3000,1,75-84,2013-03-16,2013,17
3000,1,75-84,2014-03-16,2014,16
3000,1,75-84,2015-03-16,2015,12
3000,1,75-84,2016-03-16,2016,18
3000,1,75-84,2017-03-16,2017,14
3000,1,75-84,2018-03-16,2018,13
3000,1,75-84,2019-03-16,2019,10
3000,1,75-84,2020-03-16,2020,17
3000,1,85+,2009-03-16,2009,11
3000,1,85+,2010-03-16,2010,8
3000,1,85+,2011-03-16,2011,15
3000,1,85+,2012-03-16,2012,13
3000,1,85+,2013-03-16,2013,7
3000,1,85+,2014-03-16,2014,18
3000,1,85+,2015-03-16,2015,16
3000,1,85+,2016-03-16,2016,18
3000,1,85+,2017-03-16,2017,16
3000,1,85+,2018-03-16,2018,21
3000,1,85+,2019-03-16,2019,16
3000,1,85+,2020-03-16,2020,26
3000,2,0-24,2011-03-16,2011,1
3000,2,0-24,2012-03-16,2012,1
3000,2,25-44,2012-03-16,2012,1
3000,2,25-44,2013-03-16,2013,1
3000,2,25-44,2014-03-16,2014,1
3000,2,25-44,2015-03-16,2015,1
3000,2,25-44,2019-03-16,2019,2
3000,2,25-44,2020-03-16,2020,2
3000,2,45-64,2009-03-16,2009,7
3000,2,45-64,2010-03-16,2010,6
3000,2,45-64,2011-03-16,2011,7
3000,2,45-64,2012-03-16,2012,6
3000,2,45-64,2013-03-16,2013,6
3000,2,45-64,2014-03-16,2014,2
3000,2,45-64,2015-03-16,2015,4
3000,2,45-64,2016-03-16,2016,2
3000,2,45-64,2017-03-16,2017,7
3000,2,45-64,2018-03-16,2018,5
3000,2,45-64,2019-03-16,2019,6
3000,2,45-64,2020-03-16,2020,9
3000,2,65-74,2009-03-16,2009,14
3000,2,65-74,2010-03-16,2010,4
3000,2,65-74,2011-03-16,2011,3
3000,2,65-74,2012-03-16,2012,6
3000,2,65-74,2013-03-16,2013,8
3000,2,65-74,2014-03-16,2014,5
3000,2,65-74,2015-03-16,2015,5
3000,2,65-74,2016-03-16,2016,7
3000,2,65-74,2017-03-16,2017,5
3000,2,65-74,2018-03-16,2018,10
3000,2,65-74,2019-03-16,2019,8
3000,2,65-74,2020-03-16,2020,8
3000,2,75-84,2009-03-16,2009,22
3000,2,75-84,2010-03-16,2010,11
3000,2,75-84,2011-03-16,2011,11
3000,2,75-84,2012-03-16,2012,21
3000,2,75-84,2013-03-16,2013,20
