DATE,REGION,AGEGROUP,SEX,DOSE,COUNT
2021-01-30,Brussels,65-74,M,B,1
2021-01-30,Brussels,75-84,F,A,1
2021-01-30,Brussels,75-84,F,B,1
2021-01-30,Brussels,75-84,M,A,1
2021-01-30,Brussels,75-84,M,B,1
2021-01-30,Brussels,85+,F,A,3
2021-01-30,Brussels,85+,F,B,20
2021-01-30,Brussels,85+,M,A,1
2021-01-30,Brussels,85+,M,B,2
2021-01-30,Flanders,0-17,F,A,30
2021-01-30,Flanders,0-17,F,B,1
2021-01-30,Flanders,0-17,M,A,8
2021-01-30,Flanders,18-34,F,A,255
2021-01-30,Flanders,18-34,F,B,116
2021-01-30,Flanders,18-34,M,A,69
2021-01-30,Flanders,18-34,M,B,21
2021-01-30,Flanders,35-44,F,A,142
2021-01-30,Flanders,35-44,F,B,128
2021-01-30,Flanders,35-44,M,A,30
2021-01-30,Flanders,35-44,M,B,18
2021-01-30,Flanders,45-54,F,A,160
2021-01-30,Flanders,45-54,F,B,147
2021-01-30,Flanders,45-54,M,A,42
2021-01-30,Flanders,45-54,M,B,25
2021-01-30,Flanders,55-64,F,A,154
2021-01-30,Flanders,55-64,F,B,182
2021-01-30,Flanders,55-64,M,A,78
2021-01-30,Flanders,55-64,M,B,43
2021-01-30,Flanders,65-74,F,A,59
2021-01-30,Flanders,65-74,F,B,75
2021-01-30,Flanders,65-74,M,A,47
2021-01-30,Flanders,65-74,M,B,66
2021-01-30,Flanders,75-84,F,A,64
2021-01-30,Flanders,75-84,F,B,396
2021-01-30,Flanders,75-84,M,A,30
2021-01-30,Flanders,75-84,M,B,173
2021-01-30,Flanders,85+,F,A,157
2021-01-30,Flanders,85+,F,B,1037
2021-01-30,Flanders,85+,M,A,50
2021-01-30,Flanders,85+,M,B,320
2021-01-30,,35-44,M,A,1
2021-01-30,,65-74,F,A,1
2021-01-30,,85+,M,A,1
2021-01-30,Ostbelgien,18-34,M,A,1
2021-01-30,Wallonia,18-34,F,A,18
2021-01-30,Wallonia,18-34,F,B,10
2021-01-30,Wallonia,18-34,M,A,12
2021-01-30,Wallonia,18-34,M,B,4
2021-01-30,Wallonia,35-44,F,A,16
2021-01-30,Wallonia,35-44,F,B,2
2021-01-30,Wallonia,35-44,M,A,9
2021-01-30,Wallonia,35-44,M,B,3
2021-01-30,Wallonia,45-54,F,A,17
2021-01-30,Wallonia,45-54,F,B,6
2021-01-30,Wallonia,45-54,M,A,6
2021-01-30,Wallonia,45-54,M,B,3
2021-01-30,Wallonia,55-64,F,A,21
2021-01-30,Wallonia,55-64,F,B,5
2021-01-30,Wallonia,55-64,M,A,11
2021-01-30,Wallonia,55-64,M,B,2
2021-01-30,Wallonia,65-74,F,A,2
2021-01-30,Wallonia,65-74,F,B,4
2021-01-30,Wallonia,65-74,M,A,5
2021-01-30,Wallonia,65-74,M,B,5
2021-01-30,Wallonia,75-84,F,B,6
2021-01-30,Wallonia,75-84,M,A,1
2021-01-30,Wallonia,75-84,M,B,6
2021-01-30,Wallonia,85+,F,A,4
2021-01-30,Wallonia,85+,F,B,26
2021-01-30,Wallonia,85+,M,B,12
2021-01-31,Brussels,18-34,F,A,2
2021-01-31,Brussels,18-34,F,B,1
2021-01-31,Brussels,18-34,M,A,2
2021-01-31,Brussels,45-54,F,A,2
2021-01-31,Brussels,45-54,M,A,1
2021-01-31,Brussels,55-64,F,B,1
2021-01-31,Brussels,65-74,F,A,1
2021-01-31,Brussels,65-74,M,B,1
2021-01-31,Brussels,85+,F,B,1
2021-01-31,Flanders,18-34,F,A,97
2021-01-31,Flanders,18-34,F,B,5
2021-01-31,Flanders,18-34,M,A,22
2021-01-31,Flanders,18-34,M,B,2
2021-01-31,Flanders,35-44,F,A,51
2021-01-31,Flanders,35-44,F,B,2
2021-01-31,Flanders,35-44,M,A,24
2021-01-31,Flanders,35-44,M,B,3
2021-01-31,Flanders,45-54,F,A,62
2021-01-31,Flanders,45-54,F,B,9
2021-01-31,Flanders,45-54,M,A,17
2021-01-31,Flanders,45-54,M,B,2
2021-01-31,Flanders,55-64,F,A,62
2021-01-31,Flanders,55-64,F,B,4
2021-01-31,Flanders,55-64,M,A,33
2021-01-31,Flanders,55-64,M,B,5
2021-01-31,Flanders,65-74,F,A,18
2021-01-31,Flanders,65-74,F,B,4
2021-01-31,Flanders,65-74,M,A,10
2021-01-31,Flanders,65-74,M,B,6
2021-01-31,Flanders,75-84,F,A,33
2021-01-31,Flanders,75-84,F,B,33
2021-01-31,Flanders,75-84,M,A,15
2021-01-31,Flanders,75-84,M,B,14
2021-01-31,Flanders,85+,F,A,56
2021-01-31,Flanders,85+,F,B,119
2021-01-31,Flanders,85+,M,A,17
2021-01-31,Flanders,85+,M,B,35
2021-01-31,Ostbelgien,35-44,F,B,1
2021-01-31,Wallonia,18-34,F,A,3
2021-01-31,Wallonia,18-34,F,B,8
2021-01-31,Wallonia,18-34,M,B,4
2021-01-31,Wallonia,35-44,F,A,10
2021-01-31,Wallonia,35-44,F,B,7
2021-01-31,Wallonia,35-44,M,A,1
2021-01-31,Wallonia,35-44,M,B,4
2021-01-31,Wallonia,45-54,F,A,8
2021-01-31,Wallonia,45-54,F,B,13
2021-01-31,Wallonia,45-54,M,A,4
2021-01-31,Wallonia,45-54,M,B,5
2021-01-31,Wallonia,55-64,F,A,5
2021-01-31,Wallonia,55-64,F,B,13
2021-01-31,Wallonia,55-64,M,A,4
2021-01-31,Wallonia,55-64,M,B,10
2021-01-31,Wallonia,65-74,F,A,3
2021-01-31,Wallonia,65-74,F,B,5
2021-01-31,Wallonia,65-74,M,A,3
2021-01-31,Wallonia,65-74,M,B,7
2021-01-31,Wallonia,75-84,F,A,1
2021-01-31,Wallonia,75-84,F,B,1
2021-01-31,Wallonia,75-84,M,A,3
2021-01-31,Wallonia,75-84,M,B,3
2021-01-31,Wallonia,85+,M,A,1
2021-02-01,Brussels,18-34,F,A,20
2021-02-01,Brussels,18-34,M,A,16
2021-02-01,Brussels,35-44,F,A,10
2021-02-01,Brussels,35-44,F,B,1
2021-02-01,Brussels,35-44,M,A,5
2021-02-01,Brussels,35-44,M,B,1
2021-02-01,Brussels,45-54,F,A,16
2021-02-01,Brussels,45-54,F,B,2
2021-02-01,Brussels,45-54,M,A,11
2021-02-01,Brussels,55-64,F,A,27
2021-02-01,Brussels,55-64,F,B,1
2021-02-01,Brussels,55-64,M,A,25
2021-02-01,Brussels,65-74,F,A,16
2021-02-01,Brussels,65-74,M,A,25
2021-02-01,Brussels,75-84,F,A,1
2021-02-01,Brussels,75-84,M,A,5
2021-02-01,Brussels,85+,M,A,1
2021-02-01,Brussels,85+,M,B,1
2021-02-01,Flanders,0-17,F,A,5
2021-02-01,Flanders,0-17,M,A,1
2021-02-01,Flanders,18-34,F,A,570
2021-02-01,Flanders,18-34,F,B,181
2021-02-01,Flanders,18-34,M,A,217
2021-02-01,Flanders,18-34,M,B,33
2021-02-01,Flanders,35-44,F,A,401
2021-02-01,Flanders,35-44,F,B,178
2021-02-01,Flanders,35-44,M,A,142
2021-02-01,Flanders,35-44,M,B,21
2021-02-01,Flanders,45-54,F,A,391
2021-02-01,Flanders,45-54,F,B,208
2021-02-01,Flanders,45-54,M,A,115
2021-02-01,Flanders,45-54,M,B,61
2021-02-01,Flanders,55-64,F,A,391
2021-02-01,Flanders,55-64,F,B,182
2021-02-01,Flanders,55-64,M,A,171
2021-02-01,Flanders,55-64,M,B,85
2021-02-01,Flanders,65-74,F,A,70
2021-02-01,Flanders,65-74,F,B,97
2021-02-01,Flanders,65-74,M,A,78
2021-02-01,Flanders,65-74,M,B,75
2021-02-01,Flanders,75-84,F,A,140
2021-02-01,Flanders,75-84,F,B,483
2021-02-01,Flanders,75-84,M,A,67
2021-02-01,Flanders,75-84,M,B,211
2021-02-01,Flanders,85+,F,A,282
2021-02-01,Flanders,85+,F,B,1345
2021-02-01,Flanders,85+,M,A,93
2021-02-01,Flanders,85+,M,B,360
2021-02-01,,18-34,F,A,4
2021-02-01,,35-44,F,A,3
2021-02-01,,45-54,F,A,2
2021-02-01,,45-54,F,B,1
2021-02-01,,45-54,M,A,1
2021-02-01,,55-64,F,A,1
2021-02-01,,55-64,M,A,2
2021-02-01,,75-84,F,A,2
2021-02-01,,75-84,M,A,2
2021-02-01,,85+,F,A,8
2021-02-01,,85+,M,A,3
2021-02-01,Ostbelgien,18-34,F,B,2
2021-02-01,Ostbelgien,35-44,F,A,1
2021-02-01,Ostbelgien,45-54,F,B,1
2021-02-01,Ostbelgien,45-54,M,B,3
2021-02-01,Ostbelgien,55-64,F,B,2
2021-02-01,Ostbelgien,55-64,M,B,2
2021-02-01,Ostbelgien,65-74,F,B,5
2021-02-01,Ostbelgien,65-74,M,B,3
2021-02-01,Ostbelgien,75-84,F,B,26
2021-02-01,Ostbelgien,75-84,M,B,16
2021-02-01,Ostbelgien,85+,F,B,43
2021-02-01,Ostbelgien,85+,M,B,8
2021-02-01,Wallonia,18-34,F,A,95
2021-02-01,Wallonia,18-34,F,B,8
2021-02-01,Wallonia,18-34,M,A,43
2021-02-01,Wallonia,18-34,M,B,2
2021-02-01,Wallonia,35-44,F,A,93
2021-02-01,Wallonia,35-44,F,B,5
2021-02-01,Wallonia,35-44,M,A,42
2021-02-01,Wallonia,35-44,M,B,3
2021-02-01,Wallonia,45-54,F,A,107
2021-02-01,Wallonia,45-54,F,B,8
2021-02-01,Wallonia,45-54,M,A,32
2021-02-01,Wallonia,45-54,M,B,2
2021-02-01,Wallonia,55-64,F,A,107
2021-02-01,Wallonia,55-64,F,B,7
2021-02-01,Wallonia,55-64,M,A,33
2021-02-01,Wallonia,55-64,M,B,6
2021-02-01,Wallonia,65-74,F,A,10
2021-02-01,Wallonia,65-74,M,A,7
2021-02-01,Wallonia,65-74,M,B,1
2021-02-01,Wallonia,75-84,F,A,9
2021-02-01,Wallonia,75-84,F,B,1
2021-02-01,Wallonia,75-84,M,A,2
2021-02-01,Wallonia,75-84,M,B,1
2021-02-01,Wallonia,85+,F,A,10
2021-02-01,Wallonia,85+,F,B,10
2021-02-01,Wallonia,85+,M,A,4
2021-02-01,Wallonia,85+,M,B,1
2021-02-02,Brussels,18-34,F,A,63
2021-02-02,Brussels,18-34,F,B,7
2021-02-02,Brussels,18-34,M,A,40
2021-02-02,Brussels,18-34,M,B,7
2021-02-02,Brussels,35-44,F,A,39
2021-02-02,Brussels,35-44,F,B,5
2021-02-02,Brussels,35-44,M,A,19
2021-02-02,Brussels,35-44,M,B,5
2021-02-02,Brussels,45-54,F,A,61
2021-02-02,Brussels,45-54,F,B,10
2021-02-02,Brussels,45-54,M,A,38
2021-02-02,Brussels,45-54,M,B,9
2021-02-02,Brussels,55-64,F,A,102
2021-02-02,Brussels,55-64,F,B,25
2021-02-02,Brussels,55-64,M,A,67
2021-02-02,Brussels,55-64,M,B,27
2021-02-02,Brussels,65-74,F,A,34
2021-02-02,Brussels,65-74,F,B,44
2021-02-02,Brussels,65-74,M,A,36
2021-02-02,Brussels,65-74,M,B,28
2021-02-02,Brussels,75-84,F,A,9
2021-02-02,Brussels,75-84,F,B,118
2021-02-02,Brussels,75-84,M,A,17
2021-02-02,Brussels,75-84,M,B,61
2021-02-02,Brussels,85+,F,A,20
2021-02-02,Brussels,85+,F,B,315
2021-02-02,Brussels,85+,M,A,7
2021-02-02,Brussels,85+,M,B,94
2021-02-02,Flanders,0-17,F,A,11
2021-02-02,Flanders,0-17,F,B,2
2021-02-02,Flanders,18-34,F,A,1136
2021-02-02,Flanders,18-34,F,B,356
2021-02-02,Flanders,18-34,M,A,342
2021-02-02,Flanders,18-34,M,B,77
2021-02-02,Flanders,35-44,F,A,798
2021-02-02,Flanders,35-44,F,B,303
2021-02-02,Flanders,35-44,M,A,207
2021-02-02,Flanders,35-44,M,B,56
2021-02-02,Flanders,45-54,F,A,846
2021-02-02,Flanders,45-54,F,B,447
2021-02-02,Flanders,45-54,M,A,235
2021-02-02,Flanders,45-54,M,B,91
2021-02-02,Flanders,55-64,F,A,931
2021-02-02,Flanders,55-64,F,B,537
2021-02-02,Flanders,55-64,M,A,343
2021-02-02,Flanders,55-64,M,B,163
2021-02-02,Flanders,65-74,F,A,86
2021-02-02,Flanders,65-74,F,B,238
2021-02-02,Flanders,65-74,M,A,99
2021-02-02,Flanders,65-74,M,B,217
2021-02-02,Flanders,75-84,F,A,145
2021-02-02,Flanders,75-84,F,B,984
2021-02-02,Flanders,75-84,M,A,81
2021-02-02,Flanders,75-84,M,B,468
2021-02-02,Flanders,85+,F,A,384
2021-02-02,Flanders,85+,F,B,2410
2021-02-02,Flanders,85+,M,A,117
2021-02-02,Flanders,85+,M,B,741
2021-02-02,,18-34,F,A,18
2021-02-02,,18-34,F,B,9
2021-02-02,,18-34,M,A,4
2021-02-02,,18-34,M,B,3
2021-02-02,,35-44,F,A,17
2021-02-02,,35-44,F,B,16
2021-02-02,,35-44,M,A,4
2021-02-02,,35-44,M,B,3
2021-02-02,,45-54,F,A,15
2021-02-02,,45-54,F,B,22
2021-02-02,,45-54,M,A,9
2021-02-02,,45-54,M,B,5
2021-02-02,,55-64,F,A,4
2021-02-02,,55-64,F,B,7
2021-02-02,,55-64,M,A,5
2021-02-02,,55-64,M,B,3
2021-02-02,,65-74,F,A,6
2021-02-02,,65-74,F,B,4
2021-02-02,,65-74,M,A,1
2021-02-02,,65-74,M,B,1
2021-02-02,,75-84,F,A,13
2021-02-02,,75-84,F,B,5
2021-02-02,,75-84,M,A,7
2021-02-02,,75-84,M,B,4
2021-02-02,,85+,F,A,33
2021-02-02,,85+,F,B,22
2021-02-02,,85+,M,A,5
2021-02-02,,85+,M,B,7
2021-02-02,Ostbelgien,18-34,F,B,2
2021-02-02,Ostbelgien,35-44,F,A,1
2021-02-02,Ostbelgien,35-44,F,B,3
2021-02-02,Ostbelgien,35-44,M,B,1
2021-02-02,Ostbelgien,45-54,F,B,6
2021-02-02,Ostbelgien,45-54,M,B,1
2021-02-02,Ostbelgien,55-64,F,B,5
2021-02-02,Ostbelgien,55-64,M,B,3
2021-02-02,Ostbelgien,65-74,F,A,10
2021-02-02,Ostbelgien,65-74,F,B,3
2021-02-02,Ostbelgien,65-74,M,A,4
2021-02-02,Ostbelgien,65-74,M,B,5
2021-02-02,Ostbelgien,75-84,F,A,24
2021-02-02,Ostbelgien,75-84,F,B,13
2021-02-02,Ostbelgien,75-84,M,A,15
2021-02-02,Ostbelgien,75-84,M,B,1
2021-02-02,Ostbelgien,85+,F,A,72
2021-02-02,Ostbelgien,85+,F,B,27
2021-02-02,Ostbelgien,85+,M,A,12
2021-02-02,Ostbelgien,85+,M,B,7
2021-02-02,Wallonia,0-17,F,B,3
2021-02-02,Wallonia,0-17,M,B,1
2021-02-02,Wallonia,18-34,F,A,398
2021-02-02,Wallonia,18-34,F,B,280
2021-02-02,Wallonia,18-34,M,A,163
2021-02-02,Wallonia,18-34,M,B,83
2021-02-02,Wallonia,35-44,F,A,452
2021-02-02,Wallonia,35-44,F,B,274
2021-02-02,Wallonia,35-44,M,A,135
2021-02-02,Wallonia,35-44,M,B,90
2021-02-02,Wallonia,45-54,F,A,444
2021-02-02,Wallonia,45-54,F,B,338
2021-02-02,Wallonia,45-54,M,A,161
2021-02-02,Wallonia,45-54,M,B,121
2021-02-02,Wallonia,55-64,F,A,442
2021-02-02,Wallonia,55-64,F,B,305
2021-02-02,Wallonia,55-64,M,A,188
2021-02-02,Wallonia,55-64,M,B,202
2021-02-02,Wallonia,65-74,F,A,96
2021-02-02,Wallonia,65-74,F,B,298
2021-02-02,Wallonia,65-74,M,A,88
2021-02-02,Wallonia,65-74,M,B,249
2021-02-02,Wallonia,75-84,F,A,158
2021-02-02,Wallonia,75-84,F,B,693
2021-02-02,Wallonia,75-84,M,A,71
2021-02-02,Wallonia,75-84,M,B,283
2021-02-02,Wallonia,85+,F,A,266
2021-02-02,Wallonia,85+,F,B,1628
2021-02-02,Wallonia,85+,M,A,85
2021-02-02,Wallonia,85+,M,B,332
2021-02-03,Brussels,0-17,F,A,1
2021-02-03,Brussels,0-17,F,B,1
2021-02-03,Brussels,18-34,F,A,180
2021-02-03,Brussels,18-34,F,B,32
2021-02-03,Brussels,18-34,M,A,72
2021-02-03,Brussels,18-34,M,B,22
2021-02-03,Brussels,35-44,F,A,136
2021-02-03,Brussels,35-44,F,B,48
2021-02-03,Brussels,35-44,M,A,43
2021-02-03,Brussels,35-44,M,B,26
2021-02-03,Brussels,45-54,F,A,155
2021-02-03,Brussels,45-54,F,B,78
2021-02-03,Brussels,45-54,M,A,72
2021-02-03,Brussels,45-54,M,B,41
2021-02-03,Brussels,55-64,F,A,138
2021-02-03,Brussels,55-64,F,B,106
2021-02-03,Brussels,55-64,M,A,84
2021-02-03,Brussels,55-64,M,B,96
2021-02-03,Brussels,65-74,F,A,33
2021-02-03,Brussels,65-74,F,B,143
2021-02-03,Brussels,65-74,M,A,37
2021-02-03,Brussels,65-74,M,B,137
2021-02-03,Brussels,75-84,F,A,18
2021-02-03,Brussels,75-84,F,B,458
2021-02-03,Brussels,75-84,M,A,13
2021-02-03,Brussels,75-84,M,B,189
2021-02-03,Brussels,85+,F,A,51
2021-02-03,Brussels,85+,F,B,1139
2021-02-03,Brussels,85+,M,A,14
2021-02-03,Brussels,85+,M,B,277
2021-02-03,Flanders,0-17,F,A,24
2021-02-03,Flanders,0-17,F,B,1
2021-02-03,Flanders,0-17,M,A,6
2021-02-03,Flanders,0-17,M,B,1
2021-02-03,Flanders,18-34,F,A,966
2021-02-03,Flanders,18-34,F,B,497
2021-02-03,Flanders,18-34,M,A,271
2021-02-03,Flanders,18-34,M,B,99
2021-02-03,Flanders,35-44,F,A,658
2021-02-03,Flanders,35-44,F,B,394
2021-02-03,Flanders,35-44,M,A,181
2021-02-03,Flanders,35-44,M,B,104
2021-02-03,Flanders,45-54,F,A,717
2021-02-03,Flanders,45-54,F,B,536
2021-02-03,Flanders,45-54,M,A,194
2021-02-03,Flanders,45-54,M,B,114
2021-02-03,Flanders,55-64,F,A,608
2021-02-03,Flanders,55-64,F,B,540
2021-02-03,Flanders,55-64,M,A,230
2021-02-03,Flanders,55-64,M,B,225
2021-02-03,Flanders,65-74,F,A,107
2021-02-03,Flanders,65-74,F,B,314
2021-02-03,Flanders,65-74,M,A,107
2021-02-03,Flanders,65-74,M,B,302
2021-02-03,Flanders,75-84,F,A,101
2021-02-03,Flanders,75-84,F,B,1428
2021-02-03,Flanders,75-84,M,A,56
2021-02-03,Flanders,75-84,M,B,660
2021-02-03,Flanders,85+,F,A,128
2021-02-03,Flanders,85+,F,B,3545
2021-02-03,Flanders,85+,M,A,58
2021-02-03,Flanders,85+,M,B,1012
2021-02-03,,18-34,F,A,13
2021-02-03,,18-34,F,B,15
2021-02-03,,18-34,M,A,5
2021-02-03,,18-34,M,B,4
2021-02-03,,35-44,F,A,7
2021-02-03,,35-44,F,B,5
2021-02-03,,35-44,M,A,4
2021-02-03,,35-44,M,B,3
2021-02-03,,45-54,F,A,3
2021-02-03,,45-54,F,B,8
2021-02-03,,45-54,M,A,8
2021-02-03,,45-54,M,B,3
2021-02-03,,55-64,F,A,2
2021-02-03,,55-64,F,B,3
2021-02-03,,55-64,M,A,3
2021-02-03,,55-64,M,B,2
2021-02-03,,65-74,F,A,3
2021-02-03,,65-74,F,B,1
2021-02-03,,65-74,M,A,1
2021-02-03,,65-74,M,B,1
2021-02-03,,75-84,F,A,3
2021-02-03,,75-84,F,B,3
2021-02-03,,75-84,M,B,1
2021-02-03,,85+,F,A,7
2021-02-03,,85+,F,B,9
2021-02-03,,85+,M,A,1
2021-02-03,,85+,M,B,2
2021-02-03,Ostbelgien,18-34,F,A,14
2021-02-03,Ostbelgien,18-34,M,A,3
2021-02-03,Ostbelgien,18-34,M,B,1
2021-02-03,Ostbelgien,35-44,F,A,14
2021-02-03,Ostbelgien,35-44,F,B,1
2021-02-03,Ostbelgien,35-44,M,A,2
2021-02-03,Ostbelgien,45-54,F,A,28
2021-02-03,Ostbelgien,45-54,F,B,4
2021-02-03,Ostbelgien,45-54,M,A,1
2021-02-03,Ostbelgien,55-64,F,A,18
2021-02-03,Ostbelgien,55-64,F,B,1
2021-02-03,Ostbelgien,55-64,M,A,3
2021-02-03,Ostbelgien,65-74,F,A,1
2021-02-03,Ostbelgien,65-74,F,B,1
2021-02-03,Ostbelgien,65-74,M,A,2
2021-02-03,Ostbelgien,75-84,M,A,2
2021-02-03,Ostbelgien,75-84,M,B,1
2021-02-03,Ostbelgien,85+,F,B,1
2021-02-03,Ostbelgien,85+,M,B,1
2021-02-03,Wallonia,0-17,F,A,3
2021-02-03,Wallonia,0-17,F,B,2
2021-02-03,Wallonia,0-17,M,A,2
2021-02-03,Wallonia,0-17,M,B,2
2021-02-03,Wallonia,18-34,F,A,520
2021-02-03,Wallonia,18-34,F,B,430
2021-02-03,Wallonia,18-34,M,A,193
2021-02-03,Wallonia,18-34,M,B,152
2021-02-03,Wallonia,35-44,F,A,474
2021-02-03,Wallonia,35-44,F,B,414
2021-02-03,Wallonia,35-44,M,A,194
2021-02-03,Wallonia,35-44,M,B,142
2021-02-03,Wallonia,45-54,F,A,547
2021-02-03,Wallonia,45-54,F,B,490
2021-02-03,Wallonia,45-54,M,A,234
2021-02-03,Wallonia,45-54,M,B,171
2021-02-03,Wallonia,55-64,F,A,509
2021-02-03,Wallonia,55-64,F,B,435
2021-02-03,Wallonia,55-64,M,A,226
2021-02-03,Wallonia,55-64,M,B,268
2021-02-03,Wallonia,65-74,F,A,155
2021-02-03,Wallonia,65-74,F,B,388
2021-02-03,Wallonia,65-74,M,A,119
2021-02-03,Wallonia,65-74,M,B,332
2021-02-03,Wallonia,75-84,F,A,189
2021-02-03,Wallonia,75-84,F,B,841
2021-02-03,Wallonia,75-84,M,A,107
2021-02-03,Wallonia,75-84,M,B,342
2021-02-03,Wallonia,85+,F,A,188
2021-02-03,Wallonia,85+,F,B,1871
2021-02-03,Wallonia,85+,M,A,72
2021-02-03,Wallonia,85+,M,B,389
2021-02-04,Brussels,18-34,F,A,95
2021-02-04,Brussels,18-34,F,B,31
2021-02-04,Brussels,18-34,M,A,68
2021-02-04,Brussels,18-34,M,B,19
2021-02-04,Brussels,35-44,F,A,72
2021-02-04,Brussels,35-44,F,B,28
2021-02-04,Brussels,35-44,M,A,44
2021-02-04,Brussels,35-44,M,B,20
2021-02-04,Brussels,45-54,F,A,84
2021-02-04,Brussels,45-54,F,B,48
2021-02-04,Brussels,45-54,M,A,47
2021-02-04,Brussels,45-54,M,B,38
2021-02-04,Brussels,55-64,F,A,104
2021-02-04,Brussels,55-64,F,B,75
2021-02-04,Brussels,55-64,M,A,61
2021-02-04,Brussels,55-64,M,B,68
2021-02-04,Brussels,65-74,F,A,34
2021-02-04,Brussels,65-74,F,B,104
2021-02-04,Brussels,65-74,M,A,35
2021-02-04,Brussels,65-74,M,B,106
2021-02-04,Brussels,75-84,F,A,13
2021-02-04,Brussels,75-84,F,B,261
2021-02-04,Brussels,75-84,M,A,8
2021-02-04,Brussels,75-84,M,B,90
2021-02-04,Brussels,85+,F,A,29
2021-02-04,Brussels,85+,F,B,681
2021-02-04,Brussels,85+,M,A,12
2021-02-04,Brussels,85+,M,B,175
2021-02-04,Flanders,0-17,F,A,21
2021-02-04,Flanders,0-17,F,B,4
2021-02-04,Flanders,0-17,M,A,4
2021-02-04,Flanders,0-17,M,B,3
2021-02-04,Flanders,18-34,F,A,759
2021-02-04,Flanders,18-34,F,B,650
2021-02-04,Flanders,18-34,M,A,248
2021-02-04,Flanders,18-34,M,B,150
2021-02-04,Flanders,35-44,F,A,595
2021-02-04,Flanders,35-44,F,B,582
2021-02-04,Flanders,35-44,M,A,150
2021-02-04,Flanders,35-44,M,B,111
2021-02-04,Flanders,45-54,F,A,720
2021-02-04,Flanders,45-54,F,B,706
2021-02-04,Flanders,45-54,M,A,179
2021-02-04,Flanders,45-54,M,B,159
2021-02-04,Flanders,55-64,F,A,524
2021-02-04,Flanders,55-64,F,B,814
2021-02-04,Flanders,55-64,M,A,189
2021-02-04,Flanders,55-64,M,B,320
2021-02-04,Flanders,65-74,F,A,82
2021-02-04,Flanders,65-74,F,B,523
2021-02-04,Flanders,65-74,M,A,72
2021-02-04,Flanders,65-74,M,B,490
2021-02-04,Flanders,75-84,F,A,96
2021-02-04,Flanders,75-84,F,B,1915
2021-02-04,Flanders,75-84,M,A,63
2021-02-04,Flanders,75-84,M,B,846
2021-02-04,Flanders,85+,F,A,188
2021-02-04,Flanders,85+,F,B,4765
2021-02-04,Flanders,85+,M,A,63
2021-02-04,Flanders,85+,M,B,1335
2021-02-04,,18-34,F,A,12
2021-02-04,,18-34,F,B,11
2021-02-04,,18-34,M,A,6
2021-02-04,,18-34,M,B,3
2021-02-04,,35-44,F,A,9
2021-02-04,,35-44,F,B,20
2021-02-04,,35-44,M,A,4
2021-02-04,,35-44,M,B,4
2021-02-04,,45-54,F,A,13
2021-02-04,,45-54,F,B,10
2021-02-04,,45-54,M,A,3
2021-02-04,,45-54,M,B,7
2021-02-04,,55-64,F,A,5
2021-02-04,,55-64,F,B,5
2021-02-04,,55-64,M,A,2
2021-02-04,,65-74,F,A,1
2021-02-04,,65-74,F,B,2
2021-02-04,,65-74,M,A,1
2021-02-04,,65-74,M,B,2
2021-02-04,,75-84,F,A,2
2021-02-04,,75-84,F,B,4
2021-02-04,,75-84,M,A,2
2021-02-04,,75-84,M,B,2
2021-02-04,,85+,F,A,3
2021-02-04,,85+,F,B,10
2021-02-04,,85+,M,A,2
2021-02-04,,85+,M,B,3
2021-02-04,Ostbelgien,0-17,F,A,1
2021-02-04,Ostbelgien,18-34,F,A,42
2021-02-04,Ostbelgien,18-34,F,B,6
2021-02-04,Ostbelgien,18-34,M,A,15
2021-02-04,Ostbelgien,18-34,M,B,1
2021-02-04,Ostbelgien,35-44,F,A,47
2021-02-04,Ostbelgien,35-44,F,B,5
2021-02-04,Ostbelgien,35-44,M,A,19
2021-02-04,Ostbelgien,35-44,M,B,6
2021-02-04,Ostbelgien,45-54,F,A,52
2021-02-04,Ostbelgien,45-54,F,B,7
2021-02-04,Ostbelgien,45-54,M,A,21
2021-02-04,Ostbelgien,55-64,F,A,45
2021-02-04,Ostbelgien,55-64,F,B,8
2021-02-04,Ostbelgien,55-64,M,A,34
2021-02-04,Ostbelgien,55-64,M,B,5
2021-02-04,Ostbelgien,65-74,F,A,13
2021-02-04,Ostbelgien,65-74,F,B,1
2021-02-04,Ostbelgien,65-74,M,A,8
2021-02-04,Ostbelgien,65-74,M,B,2
2021-02-04,Ostbelgien,75-84,F,A,8
2021-02-04,Ostbelgien,75-84,F,B,7
2021-02-04,Ostbelgien,75-84,M,A,4
2021-02-04,Ostbelgien,75-84,M,B,2
2021-02-04,Ostbelgien,85+,F,A,2
2021-02-04,Ostbelgien,85+,F,B,6
2021-02-04,Ostbelgien,85+,M,A,2
2021-02-04,Ostbelgien,85+,M,B,4
2021-02-04,Wallonia,0-17,F,A,14
2021-02-04,Wallonia,0-17,F,B,4
2021-02-04,Wallonia,0-17,M,A,5
2021-02-04,Wallonia,0-17,M,B,6
2021-02-04,Wallonia,18-34,F,A,611
2021-02-04,Wallonia,18-34,F,B,508
2021-02-04,Wallonia,18-34,M,A,239
2021-02-04,Wallonia,18-34,M,B,181
2021-02-04,Wallonia,35-44,F,A,508
2021-02-04,Wallonia,35-44,F,B,483
2021-02-04,Wallonia,35-44,M,A,187
2021-02-04,Wallonia,35-44,M,B,131
2021-02-04,Wallonia,45-54,F,A,558
2021-02-04,Wallonia,45-54,F,B,618
2021-02-04,Wallonia,45-54,M,A,213
2021-02-04,Wallonia,45-54,M,B,177
