Geography;Immigrated after 1980;Number of habitants;% of habitants older than 65;Active population;Unemployed;Foreigners;European Foreigners;Non European Foreigners;Older than 20 with high degree;Married;Registered Partnership;Commuter;Born abroad;Born Europe;Born non-europe;Ratio female male;Self employed;Number of households;One person households;Couple without children;Couple with children;One parent households;Percentage employees;Percentage younger than 15;Ageing percentage;Population density;Average household size;Percentage of population that moved in 2;Percentage of between 15 and 65 years ol;Number of buildings;Percentage of Buildings where owner live;Percentage of Buildings with one housing;Percentage of Buildings built after 2001;Percentage of Buildings built after 1991;Percentage of Buildings built before 191;Employment rate between 15 and 64;Employment rate between 20 and 64;Average age of population; 
53028;0,0805;21189;0,158;0,6198;0,1715;0,0974;0,0809;0,0165;0,1983;0,4423;0,0302;0,211;0,1155;0,0784;0,0371;111,8688;0,0879;9343;0,3422;0,2232;0,2459;0,1599;0,902;0,18;0,2386;816,55;2,25;0,1173;0,662;9149;0,6841;0,8971;0,0542;0,0833;0,5908;0,5135;0,559;40,458006112; 
53039;0,0969;6778;0,1536;0,6217;0,1688;0,0919;0,067;0,0249;0,2078;0,4854;0,0247;0,2004;0,1564;0,0903;0,0661;109,8452;0,1168;2834;0,314;0,2262;0,2844;0,1433;0,8718;0,1787;0,23;260,75;2,36;0,0898;0,6677;2766;0,698;0,9422;0,0647;0,115;0,3955;0,5168;0,5635;40,356412846; 
53083;0,0684;5031;0,1624;0,6605;0,1127;0,0523;0,0499;0,0024;0,3066;0,4669;0,032;0,1513;0,0839;0,0753;0,0085;101,9671;0,1498;2129;0,3039;0,2395;0,2987;0,1282;0,8333;0,1644;0,2412;115,24;2,35;0,0845;0,6732;2090;0,8305;0,9536;0,0565;0,11;0,5694;0,5861;0,6388;41,346795641; 
53044;0,1366;10043;0,1388;0,6491;0,0609;0,1246;0,0698;0,0548;0,372;0,5307;0,0449;0,2515;0,1419;0,0754;0,0665;108,4908;0,1382;3990;0,2516;0,2536;0,3401;0,1256;0,844;0,1938;0,208;173,58;2,5;0,0947;0,6674;3886;0,7825;0,9557;0,1065;0,2172;0,3788;0,6096;0,6657;39,645780106; 
53046;0,0998;4250;0,1492;0,6817;0,073;0,0767;0,0285;0,0482;0,3075;0,4957;0,0561;0,2798;0,0981;0,0381;0,06;105,8111;0,1455;1755;0,2855;0,2536;0,3014;0,1316;0,8318;0,1885;0,2252;86;2,41;0,1096;0,6624;1707;0,7535;0,9297;0,0908;0,1629;0,6098;0,632;0,6959;39,499646877; 
53053;0,1623;92721;0,157;0,5954;0,1712;0,1477;0,1012;0,0465;0,2835;0,4117;0,0282;0,2353;0,1837;0,0981;0,0857;108,0952;0,1126;44460;0,4351;0,1922;0,1963;0,1497;0,8777;0,1672;0,2324;632,78;2,05;0,152;0,6757;41750;0,5653;0,7107;0,0496;0,0923;0,4517;0,4935;0,5348;40,277062227; 
53065;0,1011;18989;0,1593;0,584;0,2119;0,1607;0,1325;0,0282;0,1583;0,46;0,0208;0,2119;0,1708;0,1105;0,0603;109,8;0,0859;8126;0,3301;0,207;0,2651;0,1654;0,9045;0,1787;0,2405;1713,98;2,31;0,1068;0,6621;7985;0,6751;0,9435;0,0308;0,0671;0,4873;0,4602;0,5022;40,313195251; 
53068;0,1165;6688;0,1672;0,6136;0,1789;0,1246;0,1076;0,0171;0,1962;0,4347;0,0157;0,2027;0,1881;0,144;0,0441;109,3271;0,118;2888;0,3442;0,2143;0,2548;0,1527;0,8664;0,1734;0,2535;315,11;2,27;0,1232;0,6594;2796;0,6714;0,9109;0,0397;0,0762;0,4682;0,5039;0,5462;40,878381733; 
53084;0,0672;7829;0,1685;0,686;0,0819;0,0482;0,0423;0,0059;0,2963;0,4887;0,0338;0,1815;0,0811;0,064;0,0171;108,1074;0,1381;3233;0,2914;0,2462;0,3152;0,1197;0,8488;0,17;0,2547;120,16;2,37;0,093;0,6615;3150;0,7989;0,9381;0,0787;0,1514;0,5349;0,6299;0,6868;41,491893073; 
53070;0,0775;22987;0,1761;0,6314;0,1413;0,0983;0,0826;0,0157;0,2506;0,4467;0,0264;0,193;0,1157;0,0858;0,0299;110,7352;0,1142;10162;0,3517;0,2325;0,2415;0,1493;0,8727;0,1643;0,2671;327,56;2,2;0,1032;0,6595;9824;0,625;0,8347;0,0728;0,1295;0,3025;0,5421;0,5897;41,970725317; 
54000;0,2267;73067;0,1778;0,6568;0,1162;0,2107;0,2009;0,0098;0,1878;0,5038;0,0324;0,3212;0,2633;0,2329;0,0305;106,6258;0,1177;31675;0,338;0,257;0,271;0,1078;0,8641;0,1824;0,278;722,21;2,29;0,1146;0,6397;30327;0,6713;0,8816;0,0672;0,124;0,1899;0,5804;0,6329;40,818085889; 
54010;0,256;17810;0,1921;0,6542;0,1;0,2582;0,2534;0,0048;0,1657;0,5282;0,029;0,3938;0,3117;0,2968;0,0149;106,1104;0,1284;7418;0,3044;0,2742;0,2858;0,1051;0,8422;0,173;0,3026;291,52;2,34;0,1003;0,6349;7253;0,67;0,9209;0,058;0,1104;0,0128;0,5888;0,6453;41,823424328; 
54007;0,2172;55257;0,1732;0,6576;0,1213;0,1954;0,184;0,0114;0,1947;0,4958;0,0335;0,2975;0,2477;0,2123;0,0355;106,7924;0,1142;24257;0,3482;0,2517;0,2665;0,1085;0,8713;0,1855;0,2701;1378,7;2,27;0,1192;0,6413;23074;0,6717;0,8692;0,0701;0,1282;0,2455;0,5778;0,6289;40,49405314; 
55000;0,0933;184411;0,16;0,6441;0,1348;0,1121;0,0918;0,0203;0,2383;0,4781;0,0347;0,3876;0,1292;0,0823;0,0469;106,6021;0,1163;76670;0,3121;0,2378;0,2895;0,1301;0,8707;0,1801;0,2424;356,45;2,37;0,1077;0,6599;74418;0,6867;0,8493;0,0699;0,1373;0,4651;0,5573;0,6086;40,30438219; 
55004;0,1045;21313;0,1493;0,6706;0,1043;0,0727;0,0552;0,0176;0,2992;0,4766;0,0381;0,6019;0,1074;0,0548;0,0526;106,0222;0,125;8687;0,3103;0,237;0,3044;0,1219;0,8607;0,1872;0,225;251,69;2,42;0,1028;0,6635;8326;0,6964;0,8179;0,0723;0,1649;0,4313;0,6007;0,661;39,620499305; 
55050;0,0662;10633;0,1558;0,6853;0,1049;0,0416;0,0333;0,0083;0,2608;0,4639;0,0486;0,439;0,0666;0,0415;0,0251;105,6275;0,1123;4315;0,2839;0,2561;0,3075;0,1214;0,8759;0,1968;0,2407;305,8;2,44;0,1098;0,6473;4220;0,7381;0,9019;0,0967;0,1457;0,573;0,6134;0,6683;39,505870076; 
55010;0,0936;13006;0,1603;0,7022;0,0843;0,0516;0,0395;0,0121;0,3008;0,4873;0,0442;0,6428;0,0867;0,0408;0,0458;105,7586;0,1331;5336;0,2952;0,2566;0,3019;0,1169;0,8534;0,1906;0,247;320,4;2,42;0,1317;0,6491;5199;0,668;0,7778;0,1539;0,2641;0,2539;0,643;0,699;39,904634922; 
55022;0,1003;78296;0,1629;0,6135;0,1884;0,1763;0,1501;0,0261;0,1794;0,4772;0,0245;0,2606;0,18;0,1249;0,0551;106,9571;0,0994;33486;0,3352;0,219;0,2702;0,142;0,891;0,1757;0,2462;1218,78;2,32;0,1101;0,6615;32442;0,6359;0,8268;0,0533;0,1019;0,4777;0,4979;0,5408;40,401181896; 
55035;0,07;8282;0,1587;0,6732;0,1078;0,0709;0,0564;0,0145;0,3023;0,5063;0,0357;0,2888;0,086;0,0562;0,0298;104,8986;0,1399;3407;0,2809;0,2639;0,3064;0,1174;0,8422;0,1756;0,2383;193,52;2,42;0,1021;0,6658;3356;0,7445;0,899;0,0703;0,1487;0,4937;0,6007;0,6516;40,730847879; 
55023;0,0727;18412;0,1699;0,6657;0,1022;0,0416;0,0332;0,0084;0,2028;0,4549;0,0454;0,4234;0,0697;0,0389;0,0307;106,3663;0,1102;7677;0,3087;0,2526;0,2876;0,1227;0,8754;0,1804;0,2615;254,7;2,37;0,1027;0,6497;7525;0,7734;0,9257;0,051;0,108;0,5298;0,5977;0,6549;40,835756192; 
55039;0,0537;8160;0,148;0,6852;0,07;0,0383;0,0286;0,0097;0,3414;0,5355;0,046;0,5267;0,061;0,0325;0,0286;100,8368;0,1555;3124;0,227;0,2753;0,364;0,1044;0,8272;0,1847;0,2219;120,56;2,6;0,0732;0,6673;3067;0,8338;0,9394;0,0841;0,2237;0,4291;0,6373;0,7082;40,309516774; 
55040;0,1079;26309;0,1587;0,6326;0,1013;0,0966;0,0692;0,0274;0,2986;0,473;0,041;0,331;0,1187;0,0692;0,0495;109,4165;0,128;10638;0,2983;0,2509;0,2984;0,1265;0,8557;0,1756;0,2383;238,52;2,4;0,1082;0,6658;10283;0,7028;0,8611;0,0764;0,1514;0,4695;0,5685;0,6244;40,582945165; 
56000;0,0705;150284;0,1693;0,6446;0,1357;0,0762;0,0645;0,0117;0,2348;0,4766;0,0342;0,209;0,0981;0,0734;0,0247;105,7445;0,132;63509;0,318;0,2454;0,2801;0,1283;0,8524;0,1725;0,2571;160,95;2,33;0,1074;0,6583;61723;0,7043;0,8961;0,0552;0,1121;0,5281;0,5571;0,6063;41,135516465; 
56001;0,0637;11763;0,1777;0,6214;0,1641;0,1021;0,0815;0,0207;0,1865;0,4717;0,0302;0,2202;0,112;0,0752;0,0367;107,6434;0,1097;4997;0,3264;0,2359;0,275;0,1303;0,8818;0,1696;0,2722;690,94;2,3;0,1073;0,6527;4848;0,7207;0,8762;0,0526;0,1089;0,5431;0,5194;0,5617;41,526013235; 
56005;0,0697;7084;0,1632;0,6613;0,1197;0,041;0,0263;0,0147;0,2454;0,4754;0,0347;0,168;0,0687;0,0439;0,0248;104,2087;0,1558;2978;0,3348;0,23;0,277;0,132;0,815;0,1911;0,2527;76,19;2,32;0,1184;0,6457;2827;0,6438;0,8921;0,0573;0,1273;0,5833;0,5822;0,6399;40,090077914; 
56011;0,062;32946;0,1825;0,6384;0,1572;0,0997;0,0883;0,0114;0,2015;0,4703;0,0328;0,2092;0,109;0,0852;0,0238;109,7403;0,1182;14264;0,3249;0,2457;0,2656;0,132;0,8687;0,1639;0,2792;543,12;2,28;0,1082;0,6536;13966;0,6809;0,8879;0,0505;0,0919;0,4759;0,5381;0,5822;41,885311908; 
56016;0,0922;9871;0,1757;0,6333;0,1317;0,0431;0,0325;0,0105;0,2229;0,4587;0,0303;0,2025;0,0919;0,0677;0,0242;103,4419;0,1594;4297;0,3737;0,2234;0,2553;0,1271;0,8199;0,1757;0,2708;50,08;2,26;0,1064;0,6487;4146;0,639;0,8823;0,048;0,1047;0,5743;0,5499;0,6065;40,898285503; 
56022;0,0977;9752;0,1618;0,6433;0,1691;0,0787;0,071;0,0077;0,1928;0,457;0,0372;0,1846;0,1188;0,104;0,0149;104,8739;0,1095;4176;0,3374;0,2289;0,2718;0,1348;0,8744;0,1851;0,2478;220,5;2,31;0,1191;0,6531;4022;0,703;0,9433;0,0363;0,0634;0,6395;0,5345;0,5807;40,022418387; 
56085;0,0657;7727;0,1442;0,6583;0,1208;0,051;0,0381;0,0129;0,2704;0,4858;0,0376;0,1926;0,0716;0,0474;0,0242;103,0215;0,1416;3179;0,3045;0,2359;0,3098;0,1252;0,8418;0,1869;0,2155;106,25;2,41;0,1051;0,669;3077;0,7631;0,9201;0,0526;0,1186;0,4995;0,5788;0,6277;39,73395525; 
56029;0,0707;3777;0,1657;0,6247;0,1439;0,0275;0,0222;0,0053;0,196;0,4879;0,0309;0,2625;0,0606;0,0426;0,018;98,2677;0,1812;1618;0,343;0,2596;0,275;0,1007;0,7897;0,1774;0,2523;43,9;2,29;0,1311;0,6569;1508;0,7173;0,9284;0,1386;0,2261;0,5696;0,5349;0,5811;41,072170306; 
56086;0,0488;13384;0,1787;0,679;0,0756;0,0373;0,033;0,0043;0,3777;0,5075;0,0383;0,222;0,0619;0,0404;0,0215;106,225;0,1677;5579;0,2746;0,2859;0,2958;0,1197;0,8177;0,1532;0,2675;293,02;2,37;0,09;0,6681;5493;0,7853;0,9265;0,0614;0,1615;0,3284;0,6277;0,6862;42,875450321; 
56044;0,0432;5695;0,1508;0,6849;0,0871;0,0351;0,0279;0,0072;0,2921;0,478;0,0467;0,2051;0,0585;0,0369;0,0216;104,9298;0,1127;2335;0,2831;0,257;0,3165;0,1156;0,8737;0,1749;0,2237;177,5;2,4;0,0934;0,6743;2286;0,7685;0,9038;0,0796;0,1448;0,5367;0,6253;0,6791;40,891912346; 
56049;0,0733;4283;0,1279;0,6458;0,1407;0,0535;0,0376;0,0159;0,2177;0,4926;0,0454;0,1839;0,0782;0,0551;0,0231;99,2093;0,123;1738;0,2785;0,233;0,3239;0,1438;0,8592;0,1938;0,1886;141,62;2,46;0,1067;0,6783;1682;0,7214;0,9394;0,0577;0,104;0,6641;0,5549;0,613;38,367814249; 
56051;0,1232;5274;0,1657;0,6123;0,1535;0,0592;0,0561;0,003;0,1721;0,4618;0,0311;0,1893;0,1375;0,1278;0,0097;102,2239;0,1573;2216;0,3348;0,2315;0,287;0,1218;0,8213;0,1887;0,2567;61,63;2,37;0,1094;0,6456;2160;0,6829;0,9162;0,0495;0,0912;0,6796;0,5184;0,5676;39,799565877; 
56087;0,0823;19203;0,1664;0,6282;0,1613;0,1539;0,1336;0,0203;0,1919;0,4672;0,0278;0,2501;0,1494;0,114;0,0354;107,7347;0,1037;7783;0,3096;0,2238;0,2881;0,1447;0,8873;0,1794;0,2544;948,01;2,37;0,1178;0,6542;7635;0,7138;0,8623;0,0466;0,1044;0,6107;0,5269;0,5728;40,538285897; 
56088;0,0756;4884;0,1618;0,6573;0,1306;0,0377;0,0316;0,0062;0,2198;0,4877;0,0336;0,1874;0,078;0,0616;0,0164;100,4926;0,1501;2058;0,3037;0,2614;0,2818;0,1215;0,8321;0,1822;0,2466;66,93;2,38;0,1149;0,656;2009;0,6952;0,892;0,0702;0,1035;0,7083;0,5715;0,6224;40,4030772; 
56078;0,0581;14641;0,1686;0,6546;0,1027;0,0417;0,0323;0,0094;0,2965;0,4917;0,0382;0,1959;0,0701;0,0456;0,0245;104,1411;0,1384;6291;0,3084;0,2761;0,2755;0,1144;0,8433;0,1578;0,2502;192,21;2,31;0,0932;0,6737;6064;0,6789;0,8851;0,0577;0,1252;0,4311;0,5873;0,6382;42,120507136; 
57000;0,1285;145430;0,1694;0,6528;0,106;0,0971;0,0878;0,0093;0,2575;0,4574;0,0384;0,2016;0,1371;0,1113;0,0257;104,1954;0,1299;62717;0,3479;0,2376;0,2718;0,1161;0,8508;0,1704;0,2566;239,38;2,26;0,1085;0,6602;60821;0,6633;0,8273;0,0552;0,1097;0,4212;0,5836;0,6368;41,090386892; 
57003;0,0809;7667;0,1733;0,6598;0,113;0,0552;0,0502;0,005;0,1954;0,4613;0,0417;0,1698;0,0899;0,0724;0,0175;105,1097;0,0944;3281;0,3209;0,246;0,2856;0,124;0,8912;0,183;0,2693;246,27;2,31;0,1113;0,6437;3191;0,6724;0,9373;0,0442;0,0881;0,513;0,5852;0,6401;40,652437799; 
57093;0,0914;7865;0,1636;0,6884;0,0789;0,075;0,0708;0,0042;0,2568;0,4975;0,04;0,1422;0,1138;0,103;0,0108;102,863;0,1306;3131;0,2807;0,2478;0,3481;0,0958;0,8389;0,1855;0,2514;170,58;2,46;0,0927;0,6509;3044;0,7682;0,9589;0,0572;0,1084;0,5591;0,6341;0,6931;40,161301006; 
57018;0,0775;5496;0,1563;0,7061;0,0636;0,0497;0,0462;0,0035;0,2734;0,5064;0,0461;0,2356;0,071;0,06;0,0109;100,2186;0,1634;2161;0,2628;0,2508;0,3623;0,0925;0,8045;0,1869;0,238;81,86;2,5;0,0882;0,6568;2114;0,7944;0,9456;0,0601;0,1282;0,5388;0,6612;0,7231;40,083580466; 
57027;0,2713;10037;0,1568;0,6721;0,0992;0,2731;0,2689;0,0042;0,2119;0,5171;0,0367;0,3203;0,3203;0,3058;0,0145;104,0455;0,1147;4054;0,2805;0,2634;0,3108;0,1209;0,8662;0,1828;0,2375;316,11;2,42;0,0943;0,6604;4019;0,7279;0,9629;0,0654;0,1398;0,2864;0,6055;0,6642;40,4505504; 
57094;0,0718;13535;0,1743;0,6737;0,097;0,0383;0,0321;0,0063;0,245;0,4609;0,0478;0,2233;0,0703;0,0485;0,0218;105,5117;0,1237;5751;0,3259;0,2488;0,2841;0,1149;0,858;0,1687;0,2653;184,07;2,3;0,1025;0,657;5612;0,7114;0,8772;0,0661;0,1262;0,4009;0,6083;0,6657;41,426564398; 
57095;0,0527;3528;0,1584;0,7235;0,0568;0,0312;0,0272;0,004;0,2561;0,5437;0,0426;0,5038;0,0564;0,0417;0,0147;99,5475;0,1578;1396;0,2629;0,283;0,3617;0,0716;0,8188;0,1927;0,2442;131,01;2,48;0,0675;0,6488;1372;0,8313;0,9687;0,0816;0,1924;0,3506;0,6824;0,7392;40,16050711; 
57062;0,1164;5464;0,1757;0,6826;0,0762;0,0933;0,0871;0,0062;0,253;0,5158;0,0391;0,2022;0,1212;0,1067;0,0145;103,1227;0,1578;2229;0,2777;0,2732;0,3185;0,1072;0,8157;0,1837;0,2743;166,04;2,41;0,1007;0,6406;2175;0,748;0,9255;0,0768;0,1379;0,3977;0,6306;0,6967;41,088879423; 
57064;0,1216;17108;0,1568;0,6254;0,1289;0,1086;0,0996;0,0091;0,2262;0,447;0,038;0,1563;0,155;0,1318;0,0231;105,4275;0,1209;7134;0,3315;0,2232;0,2802;0,1301;0,861;0,1839;0,2379;282,5;2,33;0,1174;0,6592;6959;0,707;0,8944;0,0595;0,1111;0,5465;0,5448;0,5966;39,914104269; 
57072;0,0967;5138;0,1571;0,6834;0,0824;0,0679;0,0652;0,0027;0,2197;0,5191;0,042;0,1406;0,0981;0,0882;0,0099;103,5658;0,1089;2128;0,2721;0,289;0,3177;0,0912;0,8755;0,1728;0,2344;216,61;2,41;0,0786;0,6701;2097;0,7955;0,9609;0,082;0,1311;0,4378;0,6271;0,6741;41,025661369; 
57081;0,1412;69592;0,1756;0,6359;0,1167;0,097;0,0838;0,0133;0,2822;0,4292;0,0354;0,1843;0,1404;0,1053;0,0351;104,4058;0,1341;31452;0,3936;0,2247;0,2369;0,1197;0,8487;0,1589;0,2638;325,58;2,15;0,1176;0,6655;30238;0,5918;0,7287;0,0468;0,0961;0,3861;0,5617;0,6115;41,691254178; 
51000;0,0726;84571;0,165;0,6751;0,1017;0,0481;0,0386;0,0096;0,2556;0,469;0,047;0,2876;0,0763;0,0515;0,0247;105,1947;0,1295;35321;0,3075;0,2462;0,298;0,118;0,8529;0,1792;0,2516;173,52;2,37;0,1041;0,6558;34427;0,741;0,8924;0,0779;0,149;0,4984;0,6064;0,6613;40,703937775; 
51004;0,0693;28332;0,1692;0,6792;0,0988;0,0334;0,0233;0,0101;0,2743;0,4546;0,0504;0,3233;0,0632;0,0345;0,0287;106,6672;0,113;12160;0,3264;0,2431;0,2814;0,1215;0,8715;0,1763;0,2585;223,18;2,31;0,1083;0,6545;11833;0,692;0,8239;0,0976;0,2055;0,4527;0,6121;0,6675;40,910568489; 
51008;0,0812;13761;0,1567;0,6583;0,1135;0,0555;0,049;0,0065;0,2386;0,4447;0,0471;0,187;0,089;0,0677;0,0213;105,6643;0,1293;5807;0,322;0,2388;0,281;0,1262;0,8559;0,1799;0,2363;223,58;2,32;0,1101;0,6633;5661;0,7256;0,9288;0,0512;0,1007;0,5139;0,5836;0,6341;40,266661842; 
51009;0,1;11729;0,1511;0,6404;0,1504;0,1102;0,0991;0,0111;0,1973;0,4742;0,0324;0,184;0,1408;0,1114;0,0293;106,1698;0,1176;4894;0,3053;0,2274;0,2957;0,1349;0,8713;0,178;0,2252;270,11;2,38;0,1022;0,6709;4795;0,7357;0,9237;0,0609;0,1151;0,5185;0,544;0,593;40,182518199; 
51012;0,0971;3490;0,1387;0,6645;0,0935;0,0619;0,0249;0,037;0,2275;0,4621;0,0618;0,3016;0,0811;0,0344;0,0467;101,7341;0,1065;1457;0,3205;0,2244;0,3034;0,1208;0,8678;0,202;0,2103;122,87;2,39;0,1269;0,6593;1376;0,7412;0,9164;0,0719;0,1141;0,6563;0,6023;0,6615;38,670267209; 
51014;0,0528;6625;0,1574;0,6975;0,0814;0,0326;0,0204;0,0122;0,2576;0,4771;0,0681;0,262;0,053;0,0341;0,0189;103,4705;0,1154;2629;0,2598;0,2598;0,3431;0,1103;0,8674;0,1884;0,2407;141,21;2,48;0,0968;0,6542;2576;0,7654;0,9344;0,1126;0,1735;0,4798;0,6407;0,6953;40,083269022; 
51017;0,058;5877;0,1856;0,6835;0,0732;0,0274;0,0233;0,0041;0,2846;0,5013;0,0339;0,3971;0,0502;0,0323;0,0179;105,2742;0,1694;2399;0,2784;0,2714;0,3114;0,1055;0,807;0,1713;0,2887;131,49;2,43;0,0851;0,643;2347;0,8162;0,9314;0,0712;0,1261;0,4734;0,6335;0,6943;42,231264582; 
51019;0,068;3410;0,193;0,6703;0,0888;0,032;0,027;0,005;0,273;0,4903;0,0376;0,4543;0,0572;0,0372;0,0199;105,5455;0,1569;1365;0,2967;0,2484;0,3084;0,1084;0,8238;0,1666;0,3013;148,25;2,43;0,1205;0,6405;1331;0,805;0,9219;0,0706;0,1247;0,5642;0,6108;0,6802;42,535933512; 
51065;0,0553;11347;0,1725;0,71;0,0796;0,0323;0,0277;0,0046;0,2746;0,5034;0,0467;0,3168;0,0582;0,0423;0,0159;101,9758;0,1667;4610;0,2829;0,2692;0,3278;0,0937;0,8075;0,1821;0,2672;100,91;2,45;0,0906;0,6455;4508;0,8225;0,933;0,0657;0,1131;0,5333;0,6535;0,7095;40,903555173; 
60000;0,1361;1082136;0,1676;0,6412;0,1283;0,1096;0,0746;0,0349;0,259;0,4692;0,0333;0,1792;0,1641;0,086;0,0782;105,0793;0,1284;481992;0,3813;0,222;0,2533;0,1196;0,8582;0,1718;0,2538;280,18;2,22;0,122;0,6606;444895;0,6357;0,7317;0,0638;0,1284;0,3428;0,5589;0,6079;40,644583548; 
61000;0,0723;109199;0,1529;0,6741;0,1044;0,0405;0,0279;0,0126;0,2876;0,469;0,0443;0,2382;0,0786;0,0415;0,0371;104,0035;0,1267;45589;0,3157;0,2424;0,2965;0,1188;0,8572;0,1816;0,2297;165,61;2,37;0,1158;0,6655;43285;0,7361;0,8493;0,0817;0,1518;0,4596;0,6037;0,6601;39,978133452; 
61003;0,0659;13727;0,1587;0,6613;0,1314;0,0379;0,0293;0,0086;0,2097;0,4652;0,0353;0,1949;0,0796;0,05;0,0296;105,7404;0,0778;5778;0,3093;0,2589;0,2738;0,1319;0,9121;0,1839;0,2414;497,21;2,34;0,1196;0,6574;5654;0,7124;0,8615;0,0697;0,1136;0,4411;0,5745;0,6233;40,276629033; 
61079;0,0539;4080;0,1512;0,715;0,0691;0,0299;0,0235;0,0064;0,324;0,5125;0,0443;0,1391;0,064;0,0404;0,0235;101,0843;0,1439;1679;0,2781;0,2734;0,3317;0,0965;0,8392;0,1789;0,2258;110,03;2,43;0,0811;0,6699;1629;0,7933;0,9245;0,0638;0,1283;0,531;0,6656;0,7281;40,399732897; 
61010;0,0694;2998;0,1404;0,7174;0,0609;0,021;0,0167;0,0043;0,3616;0,4987;0,053;0,4499;0,061;0,031;0,03;99,2027;0,1445;1174;0,2666;0,2504;0,3552;0,0988;0,8451;0,1951;0,2113;92,05;2,53;0,0897;0,6644;1120;0,8636;0,9241;0,092;0,1679;0,6027;0,6737;0,7338;39,35612018; 
61012;0,0555;4435;0,154;0,7165;0,0688;0,0278;0,0248;0,0029;0,3127;0,4918;0,0564;0,2759;0,0523;0,0363;0,016;102,9748;0,1575;1716;0,2675;0,2523;0,3666;0,0921;0,8116;0,1962;0,237;56,05;2,54;0,0981;0,6498;1669;0,8033;0,9509;0,0809;0,1534;0,559;0,6672;0,7304;39,395514983; 
61080;0,0684;5762;0,1465;0,6362;0,1377;0,0592;0,0493;0,0099;0,1741;0,4715;0,0343;0,1412;0,0988;0,064;0,0347;105,3457;0,0862;2473;0,317;0,2487;0,2636;0,1419;0,9024;0,1899;0,2207;207,7;2,32;0,1047;0,6637;2407;0,6707;0,9078;0,0532;0,0827;0,3926;0,5486;0,5967;39,533088328; 
61019;0,0575;4713;0,1619;0,6923;0,0722;0,0255;0,0212;0,0042;0,3116;0,4944;0,0519;0,2013;0,0524;0,0291;0,0233;100,2124;0,1702;1967;0,3086;0,2593;0,3183;0,0956;0,8056;0,1761;0,2446;82,83;2,38;0,0895;0,662;1874;0,8062;0,9039;0,103;0,1852;0,3298;0,6423;0,7038;40,835005573; 
61024;0,0686;3806;0,1726;0,6467;0,1064;0,0392;0,0268;0,0124;0,2373;0,4772;0,0413;0,1891;0,067;0,0378;0,0292;103,5294;0,1364;1637;0,3256;0,2474;0,2773;0,1179;0,8414;0,1781;0,2659;136,9;2,33;0,1153;0,6492;1570;0,7555;0,8732;0,0809;0,1408;0,393;0,5779;0,6362;41,061531721; 
61031;0,1285;21204;0,1753;0,6388;0,1684;0,0669;0,0306;0,0363;0,2662;0,3998;0,0344;0,2574;0,1246;0,0435;0,0811;106,5861;0,1221;9987;0,4387;0,2032;0,2017;0,1308;0,8625;0,1647;0,2656;444,12;2,07;0,1713;0,66;8859;0,5751;0,6638;0,0696;0,1202;0,463;0,5312;0,578;40,91273148; 
61028;0,0533;4949;0,1202;0,6972;0,0778;0,023;0,0152;0,0079;0,34;0,4732;0,0648;0,4991;0,0527;0,0283;0,0244;104,8427;0,1206;1899;0,2438;0,2322;0,3718;0,1122;0,8692;0,2059;0,1784;129,16;2,62;0,1081;0,6739;1840;0,8495;0,9147;0,1248;0,2022;0,5499;0,6429;0,7017;37,733549025; 
61039;0,0456;5242;0,1333;0,685;0,0961;0,0433;0,0372;0,0061;0,284;0,4715;0,0569;0,2573;0,0666;0,0473;0,0193;100,4589;0,1177;2140;0,2734;0,2486;0,3299;0,1173;0,8716;0,1829;0,195;174,73;2,44;0,0879;0,6837;2093;0,7827;0,9107;0,0769;0,128;0,5528;0,6191;0,6784;39,148529131; 
61041;0,0519;3952;0,129;0,7063;0,0706;0,0364;0,0296;0,0068;0,3288;0,4997;0,0446;0,2314;0,061;0,04;0,021;101,3245;0,1491;1594;0,2867;0,2409;0,3381;0,1104;0,8343;0,2014;0,1927;97,89;2,48;0,1156;0,6695;1510;0,8108;0,9066;0,0748;0,1603;0,4934;0,6565;0,7186;38,4337345; 
61043;0,0569;5744;0,1485;0,6686;0,0534;0,038;0,0348;0,0031;0,4202;0,5068;0,0438;0,161;0,0669;0,0461;0,0207;104,7772;0,1945;2177;0,2347;0,2724;0,3702;0,0974;0,7878;0,1591;0,2145;160,02;2,56;0,0883;0,6924;2120;0,8586;0,9297;0,1038;0,2514;0,3406;0,6329;0,7027;41,368790729; 
61048;0,0463;2721;0,1492;0,6943;0,0966;0,025;0,0151;0,0099;0,3023;0,5053;0,0306;0,1746;0,0522;0,0257;0,0265;99,1947;0,1533;1104;0,2645;0,2491;0,3487;0,1141;0,8118;0,1716;0,2197;67,66;2,49;0,1143;0,6792;1081;0,7505;0,8936;0,0805;0,1508;0,5125;0,6272;0,6905;39,776728583; 
61081;0,0584;2587;0,1303;0,6973;0,0634;0,0305;0,0232;0,0073;0,3846;0,4939;0,0426;0,173;0,0642;0,0417;0,0224;102,4257;0,1488;967;0,2327;0,2492;0,3826;0,1138;0,8183;0,1968;0,1936;69,7;2,63;0,0893;0,673;921;0,7971;0,937;0,1325;0,2313;0,4821;0,6531;0,7184;38,738042664; 
