from,to,tunnel,volume
2020-03-02 11:00:00,2020-03-02 12:00:00,Tun Montg - Cambre,873
2020-03-02 12:00:00,2020-03-02 13:00:00,Tun Montg - Cambre,818
2020-03-02 13:00:00,2020-03-02 14:00:00,Tun Montg - Cambre,928
2020-03-02 14:00:00,2020-03-02 15:00:00,Tun Montg - Cambre,832
2020-03-02 15:00:00,2020-03-02 16:00:00,Tun Montg - Cambre,1090
2020-03-02 16:00:00,2020-03-02 17:00:00,Tun Montg - Cambre,1341
2020-03-02 17:00:00,2020-03-02 18:00:00,Tun Montg - Cambre,1500
2020-03-02 18:00:00,2020-03-02 19:00:00,Tun Montg - Cambre,1637
2020-03-02 19:00:00,2020-03-02 20:00:00,Tun Montg - Cambre,1234
2020-03-02 20:00:00,2020-03-02 21:00:00,Tun Montg - Cambre,650
2020-03-02 21:00:00,2020-03-02 22:00:00,Tun Montg - Cambre,346
2020-03-02 22:00:00,2020-03-02 23:00:00,Tun Montg - Cambre,343
2020-03-02 23:00:00,2020-03-03 00:00:00,Tun Montg - Cambre,202
2020-03-03 00:00:00,2020-03-03 01:00:00,Tun Montg - Cambre,13
2020-03-03 01:00:00,2020-03-03 02:00:00,Tun Montg - Cambre,5
2020-03-03 02:00:00,2020-03-03 03:00:00,Tun Montg - Cambre,43
2020-03-03 03:00:00,2020-03-03 04:00:00,Tun Montg - Cambre,33
2020-03-03 04:00:00,2020-03-03 05:00:00,Tun Montg - Cambre,69
2020-03-03 05:00:00,2020-03-03 06:00:00,Tun Montg - Cambre,199
2020-03-03 06:00:00,2020-03-03 07:00:00,Tun Montg - Cambre,711
2020-03-03 07:00:00,2020-03-03 08:00:00,Tun Montg - Cambre,1254
2020-03-03 08:00:00,2020-03-03 09:00:00,Tun Montg - Cambre,1526
2020-03-03 09:00:00,2020-03-03 10:00:00,Tun Montg - Cambre,1353
2020-03-03 10:00:00,2020-03-03 11:00:00,Tun Montg - Cambre,1004
2020-03-03 11:00:00,2020-03-03 12:00:00,Tun Montg - Cambre,865
2020-03-03 12:00:00,2020-03-03 13:00:00,Tun Montg - Cambre,923
2020-03-03 13:00:00,2020-03-03 14:00:00,Tun Montg - Cambre,863
2020-03-03 14:00:00,2020-03-03 15:00:00,Tun Montg - Cambre,876
2020-03-03 15:00:00,2020-03-03 16:00:00,Tun Montg - Cambre,1042
2020-03-03 16:00:00,2020-03-03 17:00:00,Tun Montg - Cambre,1321
2020-03-03 17:00:00,2020-03-03 18:00:00,Tun Montg - Cambre,1537
2020-03-03 18:00:00,2020-03-03 19:00:00,Tun Montg - Cambre,1665
2020-03-03 19:00:00,2020-03-03 20:00:00,Tun Montg - Cambre,1376
2020-03-03 20:00:00,2020-03-03 21:00:00,Tun Montg - Cambre,616
2020-03-03 21:00:00,2020-03-03 22:00:00,Tun Montg - Cambre,377
2020-03-03 22:00:00,2020-03-03 23:00:00,Tun Montg - Cambre,382
2020-03-03 23:00:00,2020-03-04 00:00:00,Tun Montg - Cambre,246
2020-03-04 00:00:00,2020-03-04 01:00:00,Tun Montg - Cambre,98
2020-03-04 01:00:00,2020-03-04 02:00:00,Tun Montg - Cambre,60
2020-03-04 02:00:00,2020-03-04 03:00:00,Tun Montg - Cambre,36
2020-03-04 03:00:00,2020-03-04 04:00:00,Tun Montg - Cambre,26
2020-03-04 04:00:00,2020-03-04 05:00:00,Tun Montg - Cambre,67
2020-03-04 05:00:00,2020-03-04 06:00:00,Tun Montg - Cambre,197
2020-03-04 06:00:00,2020-03-04 07:00:00,Tun Montg - Cambre,706
2020-03-04 07:00:00,2020-03-04 08:00:00,Tun Montg - Cambre,1257
2020-03-04 08:00:00,2020-03-04 09:00:00,Tun Montg - Cambre,1564
2020-03-04 09:00:00,2020-03-04 10:00:00,Tun Montg - Cambre,1220
2020-03-04 10:00:00,2020-03-04 11:00:00,Tun Montg - Cambre,939
2020-03-04 11:00:00,2020-03-04 12:00:00,Tun Montg - Cambre,962
2020-03-04 12:00:00,2020-03-04 13:00:00,Tun Montg - Cambre,1088
2020-03-04 13:00:00,2020-03-04 14:00:00,Tun Montg - Cambre,948
2020-03-04 14:00:00,2020-03-04 15:00:00,Tun Montg - Cambre,935
2020-03-04 15:00:00,2020-03-04 16:00:00,Tun Montg - Cambre,1007
2020-03-04 16:00:00,2020-03-04 17:00:00,Tun Montg - Cambre,1254
2020-03-04 17:00:00,2020-03-04 18:00:00,Tun Montg - Cambre,1492
2020-03-04 18:00:00,2020-03-04 19:00:00,Tun Montg - Cambre,1565
2020-03-04 19:00:00,2020-03-04 20:00:00,Tun Montg - Cambre,1129
2020-03-04 20:00:00,2020-03-04 21:00:00,Tun Montg - Cambre,690
2020-03-04 21:00:00,2020-03-04 22:00:00,Tun Montg - Cambre,412
2020-03-04 22:00:00,2020-03-04 23:00:00,Tun Montg - Cambre,354
2020-03-04 23:00:00,2020-03-05 00:00:00,Tun Montg - Cambre,246
2020-03-05 00:00:00,2020-03-05 01:00:00,Tun Montg - Cambre,150
2020-03-05 01:00:00,2020-03-05 02:00:00,Tun Montg - Cambre,64
2020-03-05 02:00:00,2020-03-05 03:00:00,Tun Montg - Cambre,38
2020-03-05 03:00:00,2020-03-05 04:00:00,Tun Montg - Cambre,31
2020-03-05 04:00:00,2020-03-05 05:00:00,Tun Montg - Cambre,69
2020-03-05 05:00:00,2020-03-05 06:00:00,Tun Montg - Cambre,222
2020-03-05 06:00:00,2020-03-05 07:00:00,Tun Montg - Cambre,758
2020-03-05 07:00:00,2020-03-05 08:00:00,Tun Montg - Cambre,1289
2020-03-05 08:00:00,2020-03-05 09:00:00,Tun Montg - Cambre,1618
2020-03-05 09:00:00,2020-03-05 10:00:00,Tun Montg - Cambre,1266
2020-03-05 10:00:00,2020-03-05 11:00:00,Tun Montg - Cambre,974
2020-03-05 11:00:00,2020-03-05 12:00:00,Tun Montg - Cambre,990
2020-03-05 12:00:00,2020-03-05 13:00:00,Tun Montg - Cambre,939
2020-03-05 13:00:00,2020-03-05 14:00:00,Tun Montg - Cambre,969
2020-03-05 14:00:00,2020-03-05 15:00:00,Tun Montg - Cambre,927
2020-03-05 15:00:00,2020-03-05 16:00:00,Tun Montg - Cambre,1205
2020-03-05 16:00:00,2020-03-05 17:00:00,Tun Montg - Cambre,1369
2020-03-05 17:00:00,2020-03-05 18:00:00,Tun Montg - Cambre,1572
2020-03-05 18:00:00,2020-03-05 19:00:00,Tun Montg - Cambre,1643
2020-03-05 19:00:00,2020-03-05 20:00:00,Tun Montg - Cambre,1461
2020-03-05 20:00:00,2020-03-05 21:00:00,Tun Montg - Cambre,714
2020-03-05 21:00:00,2020-03-05 22:00:00,Tun Montg - Cambre,418
2020-03-05 22:00:00,2020-03-05 23:00:00,Tun Montg - Cambre,449
2020-03-05 23:00:00,2020-03-06 00:00:00,Tun Montg - Cambre,302
2020-03-06 00:00:00,2020-03-06 01:00:00,Tun Montg - Cambre,170
2020-03-06 01:00:00,2020-03-06 02:00:00,Tun Montg - Cambre,66
2020-03-06 02:00:00,2020-03-06 03:00:00,Tun Montg - Cambre,54
2020-03-06 03:00:00,2020-03-06 04:00:00,Tun Montg - Cambre,43
2020-03-06 04:00:00,2020-03-06 05:00:00,Tun Montg - Cambre,73
2020-03-06 05:00:00,2020-03-06 06:00:00,Tun Montg - Cambre,219
2020-03-06 06:00:00,2020-03-06 07:00:00,Tun Montg - Cambre,679
2020-03-06 07:00:00,2020-03-06 08:00:00,Tun Montg - Cambre,1240
2020-03-06 08:00:00,2020-03-06 09:00:00,Tun Montg - Cambre,1567
2020-03-06 09:00:00,2020-03-06 10:00:00,Tun Montg - Cambre,1216
2020-03-06 10:00:00,2020-03-06 11:00:00,Tun Montg - Cambre,930
2020-03-06 11:00:00,2020-03-06 12:00:00,Tun Montg - Cambre,975
2020-03-06 12:00:00,2020-03-06 13:00:00,Tun Montg - Cambre,925
2020-03-06 13:00:00,2020-03-06 14:00:00,Tun Montg - Cambre,980
2020-03-06 14:00:00,2020-03-06 15:00:00,Tun Montg - Cambre,1033
2020-03-06 15:00:00,2020-03-06 16:00:00,Tun Montg - Cambre,1317
2020-03-06 16:00:00,2020-03-06 17:00:00,Tun Montg - Cambre,1513
2020-03-06 17:00:00,2020-03-06 18:00:00,Tun Montg - Cambre,1526
2020-03-06 18:00:00,2020-03-06 19:00:00,Tun Montg - Cambre,1431
2020-03-06 19:00:00,2020-03-06 20:00:00,Tun Montg - Cambre,1194
2020-03-06 20:00:00,2020-03-06 21:00:00,Tun Montg - Cambre,750
2020-03-06 21:00:00,2020-03-06 22:00:00,Tun Montg - Cambre,462
2020-03-06 22:00:00,2020-03-06 23:00:00,Tun Montg - Cambre,367
2020-03-06 23:00:00,2020-03-07 00:00:00,Tun Montg - Cambre,347
2020-03-07 00:00:00,2020-03-07 01:00:00,Tun Montg - Cambre,245
2020-03-07 01:00:00,2020-03-07 02:00:00,Tun Montg - Cambre,124
2020-03-07 02:00:00,2020-03-07 03:00:00,Tun Montg - Cambre,86
2020-03-07 03:00:00,2020-03-07 04:00:00,Tun Montg - Cambre,55
2020-03-07 04:00:00,2020-03-07 05:00:00,Tun Montg - Cambre,82
2020-03-07 05:00:00,2020-03-07 06:00:00,Tun Montg - Cambre,120
2020-03-07 06:00:00,2020-03-07 07:00:00,Tun Montg - Cambre,211
2020-03-07 07:00:00,2020-03-07 08:00:00,Tun Montg - Cambre,331
2020-03-07 08:00:00,2020-03-07 09:00:00,Tun Montg - Cambre,600
2020-03-07 09:00:00,2020-03-07 10:00:00,Tun Montg - Cambre,717
2020-03-07 10:00:00,2020-03-07 11:00:00,Tun Montg - Cambre,820
2020-03-07 11:00:00,2020-03-07 12:00:00,Tun Montg - Cambre,883
2020-03-07 12:00:00,2020-03-07 13:00:00,Tun Montg - Cambre,947
2020-03-07 13:00:00,2020-03-07 14:00:00,Tun Montg - Cambre,956
2020-03-07 14:00:00,2020-03-07 15:00:00,Tun Montg - Cambre,916
2020-03-07 15:00:00,2020-03-07 16:00:00,Tun Montg - Cambre,931
2020-03-07 16:00:00,2020-03-07 17:00:00,Tun Montg - Cambre,985
2020-03-07 17:00:00,2020-03-07 18:00:00,Tun Montg - Cambre,1032
2020-03-07 18:00:00,2020-03-07 19:00:00,Tun Montg - Cambre,1146
2020-03-07 19:00:00,2020-03-07 20:00:00,Tun Montg - Cambre,1159
2020-03-07 20:00:00,2020-03-07 21:00:00,Tun Montg - Cambre,556
2020-03-07 21:00:00,2020-03-07 22:00:00,Tun Montg - Cambre,362
2020-03-07 22:00:00,2020-03-07 23:00:00,Tun Montg - Cambre,352
2020-03-07 23:00:00,2020-03-08 00:00:00,Tun Montg - Cambre,363
2020-03-08 00:00:00,2020-03-08 01:00:00,Tun Montg - Cambre,289
2020-03-08 01:00:00,2020-03-08 02:00:00,Tun Montg - Cambre,209
2020-03-08 02:00:00,2020-03-08 03:00:00,Tun Montg - Cambre,130
2020-03-08 03:00:00,2020-03-08 04:00:00,Tun Montg - Cambre,85
2020-03-08 04:00:00,2020-03-08 05:00:00,Tun Montg - Cambre,67
2020-03-08 05:00:00,2020-03-08 06:00:00,Tun Montg - Cambre,83
2020-03-08 06:00:00,2020-03-08 07:00:00,Tun Montg - Cambre,101
2020-03-08 07:00:00,2020-03-08 08:00:00,Tun Montg - Cambre,111
2020-03-08 08:00:00,2020-03-08 09:00:00,Tun Montg - Cambre,237
2020-03-08 09:00:00,2020-03-08 10:00:00,Tun Montg - Cambre,379
2020-03-08 10:00:00,2020-03-08 11:00:00,Tun Montg - Cambre,482
2020-03-08 11:00:00,2020-03-08 12:00:00,Tun Montg - Cambre,599
2020-03-08 12:00:00,2020-03-08 13:00:00,Tun Montg - Cambre,719
2020-03-08 13:00:00,2020-03-08 14:00:00,Tun Montg - Cambre,724
2020-03-08 14:00:00,2020-03-08 15:00:00,Tun Montg - Cambre,713
2020-03-08 15:00:00,2020-03-08 16:00:00,Tun Montg - Cambre,823
2020-03-08 16:00:00,2020-03-08 17:00:00,Tun Montg - Cambre,797
2020-03-08 17:00:00,2020-03-08 18:00:00,Tun Montg - Cambre,872
2020-03-08 18:00:00,2020-03-08 19:00:00,Tun Montg - Cambre,910
2020-03-08 19:00:00,2020-03-08 20:00:00,Tun Montg - Cambre,776
2020-03-08 20:00:00,2020-03-08 21:00:00,Tun Montg - Cambre,616
2020-03-08 21:00:00,2020-03-08 22:00:00,Tun Montg - Cambre,417
2020-03-08 22:00:00,2020-03-08 23:00:00,Tun Montg - Cambre,333
2020-03-08 23:00:00,2020-03-09 00:00:00,Tun Montg - Cambre,186
2020-03-09 00:00:00,2020-03-09 01:00:00,Tun Montg - Cambre,112
2020-03-09 01:00:00,2020-03-09 02:00:00,Tun Montg - Cambre,54
2020-03-09 02:00:00,2020-03-09 03:00:00,Tun Montg - Cambre,38
2020-03-09 03:00:00,2020-03-09 04:00:00,Tun Montg - Cambre,21
2020-03-09 04:00:00,2020-03-09 05:00:00,Tun Montg - Cambre,51
2020-03-09 05:00:00,2020-03-09 06:00:00,Tun Montg - Cambre,229
2020-03-09 06:00:00,2020-03-09 07:00:00,Tun Montg - Cambre,718
2020-03-09 07:00:00,2020-03-09 08:00:00,Tun Montg - Cambre,1345
2020-03-09 08:00:00,2020-03-09 09:00:00,Tun Montg - Cambre,1626
2020-03-09 09:00:00,2020-03-09 10:00:00,Tun Montg - Cambre,1268
2020-03-09 10:00:00,2020-03-09 11:00:00,Tun Montg - Cambre,892
2020-03-09 11:00:00,2020-03-09 12:00:00,Tun Montg - Cambre,876
2020-03-09 12:00:00,2020-03-09 13:00:00,Tun Montg - Cambre,921
2020-03-09 13:00:00,2020-03-09 14:00:00,Tun Montg - Cambre,983
2020-03-09 14:00:00,2020-03-09 15:00:00,Tun Montg - Cambre,843
2020-03-09 15:00:00,2020-03-09 16:00:00,Tun Montg - Cambre,1035
2020-03-09 16:00:00,2020-03-09 17:00:00,Tun Montg - Cambre,1280
2020-03-09 17:00:00,2020-03-09 18:00:00,Tun Montg - Cambre,1522
2020-03-09 18:00:00,2020-03-09 19:00:00,Tun Montg - Cambre,1536
2020-03-09 19:00:00,2020-03-09 20:00:00,Tun Montg - Cambre,989
2020-03-09 20:00:00,2020-03-09 21:00:00,Tun Montg - Cambre,553
2020-03-09 21:00:00,2020-03-09 22:00:00,Tun Montg - Cambre,318
2020-03-09 22:00:00,2020-03-09 23:00:00,Tun Montg - Cambre,231
2020-03-09 23:00:00,2020-03-10 00:00:00,Tun Montg - Cambre,161
2020-03-10 00:00:00,2020-03-10 01:00:00,Tun Montg - Cambre,69
2020-03-10 01:00:00,2020-03-10 02:00:00,Tun Montg - Cambre,55
2020-03-10 02:00:00,2020-03-10 03:00:00,Tun Montg - Cambre,39
2020-03-10 03:00:00,2020-03-10 04:00:00,Tun Montg - Cambre,28
2020-03-10 04:00:00,2020-03-10 05:00:00,Tun Montg - Cambre,55
2020-03-10 05:00:00,2020-03-10 06:00:00,Tun Montg - Cambre,221
2020-03-10 06:00:00,2020-03-10 07:00:00,Tun Montg - Cambre,588
2020-03-10 07:00:00,2020-03-10 08:00:00,Tun Montg - Cambre,1150
2020-03-10 08:00:00,2020-03-10 09:00:00,Tun Montg - Cambre,1631
2020-03-10 09:00:00,2020-03-10 10:00:00,Tun Montg - Cambre,1362
2020-03-10 10:00:00,2020-03-10 11:00:00,Tun Montg - Cambre,850
2020-03-10 11:00:00,2020-03-10 12:00:00,Tun Montg - Cambre,923
2020-03-10 12:00:00,2020-03-10 13:00:00,Tun Montg - Cambre,895
2020-03-10 13:00:00,2020-03-10 14:00:00,Tun Montg - Cambre,894
2020-03-10 14:00:00,2020-03-10 15:00:00,Tun Montg - Cambre,896
2020-03-10 15:00:00,2020-03-10 16:00:00,Tun Montg - Cambre,1094
2020-03-10 16:00:00,2020-03-10 17:00:00,Tun Montg - Cambre,1319
2020-03-10 17:00:00,2020-03-10 18:00:00,Tun Montg - Cambre,1573
2020-03-10 18:00:00,2020-03-10 19:00:00,Tun Montg - Cambre,1474
2020-03-10 19:00:00,2020-03-10 20:00:00,Tun Montg - Cambre,1046
2020-03-10 20:00:00,2020-03-10 21:00:00,Tun Montg - Cambre,606
2020-03-10 21:00:00,2020-03-10 22:00:00,Tun Montg - Cambre,320
2020-03-10 22:00:00,2020-03-10 23:00:00,Tun Montg - Cambre,289
2020-03-10 23:00:00,2020-03-11 00:00:00,Tun Montg - Cambre,178
2020-03-11 00:00:00,2020-03-11 01:00:00,Tun Montg - Cambre,73
2020-03-11 01:00:00,2020-03-11 02:00:00,Tun Montg - Cambre,56
2020-03-11 02:00:00,2020-03-11 03:00:00,Tun Montg - Cambre,29
2020-03-11 03:00:00,2020-03-11 04:00:00,Tun Montg - Cambre,25
2020-03-11 04:00:00,2020-03-11 05:00:00,Tun Montg - Cambre,48
2020-03-11 05:00:00,2020-03-11 06:00:00,Tun Montg - Cambre,202
2020-03-11 06:00:00,2020-03-11 07:00:00,Tun Montg - Cambre,687
2020-03-11 07:00:00,2020-03-11 08:00:00,Tun Montg - Cambre,1212
2020-03-11 08:00:00,2020-03-11 09:00:00,Tun Montg - Cambre,1598
2020-03-11 09:00:00,2020-03-11 10:00:00,Tun Montg - Cambre,1444
2020-03-11 10:00:00,2020-03-11 11:00:00,Tun Montg - Cambre,874
2020-03-11 11:00:00,2020-03-11 12:00:00,Tun Montg - Cambre,967
2020-03-11 12:00:00,2020-03-11 13:00:00,Tun Montg - Cambre,1028
2020-03-11 13:00:00,2020-03-11 14:00:00,Tun Montg - Cambre,993
2020-03-11 14:00:00,2020-03-11 15:00:00,Tun Montg - Cambre,949
2020-03-11 15:00:00,2020-03-11 16:00:00,Tun Montg - Cambre,1004
2020-03-11 16:00:00,2020-03-11 17:00:00,Tun Montg - Cambre,1128
2020-03-11 17:00:00,2020-03-11 18:00:00,Tun Montg - Cambre,1455
2020-03-11 18:00:00,2020-03-11 19:00:00,Tun Montg - Cambre,1418
2020-03-11 19:00:00,2020-03-11 20:00:00,Tun Montg - Cambre,1091
2020-03-11 20:00:00,2020-03-11 21:00:00,Tun Montg - Cambre,577
2020-03-11 21:00:00,2020-03-11 22:00:00,Tun Montg - Cambre,283
2020-03-11 22:00:00,2020-03-11 23:00:00,Tun Montg - Cambre,276
2020-03-11 23:00:00,2020-03-12 00:00:00,Tun Montg - Cambre,200
2020-03-12 00:00:00,2020-03-12 01:00:00,Tun Montg - Cambre,111
2020-03-12 01:00:00,2020-03-12 02:00:00,Tun Montg - Cambre,45
2020-03-12 02:00:00,2020-03-12 03:00:00,Tun Montg - Cambre,25
2020-03-12 03:00:00,2020-03-12 04:00:00,Tun Montg - Cambre,26
2020-03-12 04:00:00,2020-03-12 05:00:00,Tun Montg - Cambre,54
2020-03-12 05:00:00,2020-03-12 06:00:00,Tun Montg - Cambre,217
2020-03-12 06:00:00,2020-03-12 07:00:00,Tun Montg - Cambre,652
2020-03-12 07:00:00,2020-03-12 08:00:00,Tun Montg - Cambre,1299
2020-03-12 08:00:00,2020-03-12 09:00:00,Tun Montg - Cambre,1710
2020-03-12 09:00:00,2020-03-12 10:00:00,Tun Montg - Cambre,1297
2020-03-12 10:00:00,2020-03-12 11:00:00,Tun Montg - Cambre,887
2020-03-12 11:00:00,2020-03-12 12:00:00,Tun Montg - Cambre,877
2020-03-12 12:00:00,2020-03-12 13:00:00,Tun Montg - Cambre,926
2020-03-12 13:00:00,2020-03-12 14:00:00,Tun Montg - Cambre,886
2020-03-12 14:00:00,2020-03-12 15:00:00,Tun Montg - Cambre,852
2020-03-12 15:00:00,2020-03-12 16:00:00,Tun Montg - Cambre,1027
2020-03-12 16:00:00,2020-03-12 17:00:00,Tun Montg - Cambre,1306
2020-03-12 17:00:00,2020-03-12 18:00:00,Tun Montg - Cambre,1514
2020-03-12 18:00:00,2020-03-12 19:00:00,Tun Montg - Cambre,1444
2020-03-12 19:00:00,2020-03-12 20:00:00,Tun Montg - Cambre,1044
2020-03-12 20:00:00,2020-03-12 21:00:00,Tun Montg - Cambre,506
2020-03-12 21:00:00,2020-03-12 22:00:00,Tun Montg - Cambre,292
2020-03-12 22:00:00,2020-03-12 23:00:00,Tun Montg - Cambre,251
2020-03-12 23:00:00,2020-03-13 00:00:00,Tun Montg - Cambre,174
2020-03-13 00:00:00,2020-03-13 01:00:00,Tun Montg - Cambre,99
2020-03-13 01:00:00,2020-03-13 02:00:00,Tun Montg - Cambre,82
2020-03-13 02:00:00,2020-03-13 03:00:00,Tun Montg - Cambre,43
2020-03-13 03:00:00,2020-03-13 04:00:00,Tun Montg - Cambre,30
2020-03-13 04:00:00,2020-03-13 05:00:00,Tun Montg - Cambre,63
2020-03-13 05:00:00,2020-03-13 06:00:00,Tun Montg - Cambre,202
2020-03-13 06:00:00,2020-03-13 07:00:00,Tun Montg - Cambre,665
2020-03-13 07:00:00,2020-03-13 08:00:00,Tun Montg - Cambre,1156
2020-03-13 08:00:00,2020-03-13 09:00:00,Tun Montg - Cambre,1397
2020-03-13 09:00:00,2020-03-13 10:00:00,Tun Montg - Cambre,909
2020-03-13 10:00:00,2020-03-13 11:00:00,Tun Montg - Cambre,826
2020-03-13 11:00:00,2020-03-13 12:00:00,Tun Montg - Cambre,841
2020-03-13 12:00:00,2020-03-13 13:00:00,Tun Montg - Cambre,902
2020-03-13 13:00:00,2020-03-13 14:00:00,Tun Montg - Cambre,947
2020-03-13 14:00:00,2020-03-13 15:00:00,Tun Montg - Cambre,947
2020-03-13 15:00:00,2020-03-13 16:00:00,Tun Montg - Cambre,1097
2020-03-13 16:00:00,2020-03-13 17:00:00,Tun Montg - Cambre,1154
2020-03-13 17:00:00,2020-03-13 18:00:00,Tun Montg - Cambre,1279
2020-03-13 18:00:00,2020-03-13 19:00:00,Tun Montg - Cambre,1194
2020-03-13 19:00:00,2020-03-13 20:00:00,Tun Montg - Cambre,910
2020-03-13 20:00:00,2020-03-13 21:00:00,Tun Montg - Cambre,554
2020-03-13 21:00:00,2020-03-13 22:00:00,Tun Montg - Cambre,335
2020-03-13 22:00:00,2020-03-13 23:00:00,Tun Montg - Cambre,279
2020-03-13 23:00:00,2020-03-14 00:00:00,Tun Montg - Cambre,229
2020-03-14 00:00:00,2020-03-14 01:00:00,Tun Montg - Cambre,187
2020-03-14 01:00:00,2020-03-14 02:00:00,Tun Montg - Cambre,106
2020-03-14 02:00:00,2020-03-14 03:00:00,Tun Montg - Cambre,67
2020-03-14 03:00:00,2020-03-14 04:00:00,Tun Montg - Cambre,47
2020-03-14 04:00:00,2020-03-14 05:00:00,Tun Montg - Cambre,65
2020-03-14 05:00:00,2020-03-14 06:00:00,Tun Montg - Cambre,107
2020-03-14 06:00:00,2020-03-14 07:00:00,Tun Montg - Cambre,183
2020-03-14 07:00:00,2020-03-14 08:00:00,Tun Montg - Cambre,213
2020-03-14 08:00:00,2020-03-14 09:00:00,Tun Montg - Cambre,345
2020-03-14 09:00:00,2020-03-14 10:00:00,Tun Montg - Cambre,395
2020-03-14 10:00:00,2020-03-14 11:00:00,Tun Montg - Cambre,523
2020-03-14 11:00:00,2020-03-14 12:00:00,Tun Montg - Cambre,563
2020-03-14 12:00:00,2020-03-14 13:00:00,Tun Montg - Cambre,564
2020-03-14 13:00:00,2020-03-14 14:00:00,Tun Montg - Cambre,564
2020-03-14 14:00:00,2020-03-14 15:00:00,Tun Montg - Cambre,633
2020-03-14 15:00:00,2020-03-14 16:00:00,Tun Montg - Cambre,601
2020-03-14 16:00:00,2020-03-14 17:00:00,Tun Montg - Cambre,630
2020-03-14 17:00:00,2020-03-14 18:00:00,Tun Montg - Cambre,567
2020-03-14 18:00:00,2020-03-14 19:00:00,Tun Montg - Cambre,546
2020-03-14 19:00:00,2020-03-14 20:00:00,Tun Montg - Cambre,535
2020-03-14 20:00:00,2020-03-14 21:00:00,Tun Montg - Cambre,368
2020-03-14 21:00:00,2020-03-14 22:00:00,Tun Montg - Cambre,231
2020-03-14 22:00:00,2020-03-14 23:00:00,Tun Montg - Cambre,208
2020-03-14 23:00:00,2020-03-15 00:00:00,Tun Montg - Cambre,185
2020-03-15 00:00:00,2020-03-15 01:00:00,Tun Montg - Cambre,150
2020-03-15 01:00:00,2020-03-15 02:00:00,Tun Montg - Cambre,98
2020-03-15 02:00:00,2020-03-15 03:00:00,Tun Montg - Cambre,61
2020-03-15 03:00:00,2020-03-15 04:00:00,Tun Montg - Cambre,27
2020-03-15 04:00:00,2020-03-15 05:00:00,Tun Montg - Cambre,23
2020-03-15 05:00:00,2020-03-15 06:00:00,Tun Montg - Cambre,38
2020-03-15 06:00:00,2020-03-15 07:00:00,Tun Montg - Cambre,108
2020-03-15 07:00:00,2020-03-15 08:00:00,Tun Montg - Cambre,88
2020-03-15 08:00:00,2020-03-15 09:00:00,Tun Montg - Cambre,110
2020-03-15 09:00:00,2020-03-15 10:00:00,Tun Montg - Cambre,194
2020-03-15 10:00:00,2020-03-15 11:00:00,Tun Montg - Cambre,275
2020-03-15 11:00:00,2020-03-15 12:00:00,Tun Montg - Cambre,417
2020-03-15 12:00:00,2020-03-15 13:00:00,Tun Montg - Cambre,450
2020-03-15 13:00:00,2020-03-15 14:00:00,Tun Montg - Cambre,403
2020-03-15 14:00:00,2020-03-15 15:00:00,Tun Montg - Cambre,482
2020-03-15 15:00:00,2020-03-15 16:00:00,Tun Montg - Cambre,514
2020-03-15 16:00:00,2020-03-15 17:00:00,Tun Montg - Cambre,526
2020-03-15 17:00:00,2020-03-15 18:00:00,Tun Montg - Cambre,542
2020-03-15 18:00:00,2020-03-15 19:00:00,Tun Montg - Cambre,567
2020-03-15 19:00:00,2020-03-15 20:00:00,Tun Montg - Cambre,361
2020-03-15 20:00:00,2020-03-15 21:00:00,Tun Montg - Cambre,364
2020-03-15 21:00:00,2020-03-15 22:00:00,Tun Montg - Cambre,82
2020-03-15 22:00:00,2020-03-15 23:00:00,Tun Montg - Cambre,72
2020-03-15 23:00:00,2020-03-16 00:00:00,Tun Montg - Cambre,116
2020-03-16 00:00:00,2020-03-16 01:00:00,Tun Montg - Cambre,63
2020-03-16 01:00:00,2020-03-16 02:00:00,Tun Montg - Cambre,36
2020-03-16 02:00:00,2020-03-16 03:00:00,Tun Montg - Cambre,21
2020-03-16 03:00:00,2020-03-16 04:00:00,Tun Montg - Cambre,19
2020-03-16 04:00:00,2020-03-16 05:00:00,Tun Montg - Cambre,49
2020-03-16 05:00:00,2020-03-16 06:00:00,Tun Montg - Cambre,211
2020-03-16 06:00:00,2020-03-16 07:00:00,Tun Montg - Cambre,560
2020-03-16 07:00:00,2020-03-16 08:00:00,Tun Montg - Cambre,949
2020-03-16 08:00:00,2020-03-16 09:00:00,Tun Montg - Cambre,994
2020-03-16 09:00:00,2020-03-16 10:00:00,Tun Montg - Cambre,784
2020-03-16 10:00:00,2020-03-16 11:00:00,Tun Montg - Cambre,647
2020-03-16 11:00:00,2020-03-16 12:00:00,Tun Montg - Cambre,688
2020-03-16 12:00:00,2020-03-16 13:00:00,Tun Montg - Cambre,757
2020-03-16 13:00:00,2020-03-16 14:00:00,Tun Montg - Cambre,755
2020-03-16 14:00:00,2020-03-16 15:00:00,Tun Montg - Cambre,720
2020-03-16 15:00:00,2020-03-16 16:00:00,Tun Montg - Cambre,754
2020-03-16 16:00:00,2020-03-16 17:00:00,Tun Montg - Cambre,873
2020-03-16 17:00:00,2020-03-16 18:00:00,Tun Montg - Cambre,933
2020-03-16 18:00:00,2020-03-16 19:00:00,Tun Montg - Cambre,911
2020-03-16 19:00:00,2020-03-16 20:00:00,Tun Montg - Cambre,565
2020-03-16 20:00:00,2020-03-16 21:00:00,Tun Montg - Cambre,345
2020-03-16 21:00:00,2020-03-16 22:00:00,Tun Montg - Cambre,160
