,NIS5,WEEK,name,CASES,POP,CASES_PER_1000HABITANT
8164,25018,4,Chaumont-Gistoux,6,,
17351,53053,4,Mons,150,,
8217,25023,4,Court-Saint-Etienne,16,,
16935,52074,4,Aiseau-Presles,11,,
8480,25048,4,Jodoigne,48,,
16987,52075,4,Les Bons Villers,16,,
17039,53014,4,Boussu,23,,
8429,25044,4,Ittre,29,,
17092,53020,4,Dour,11,,
28239,91059,4,Hamois,7,,
8376,25043,4,Incourt,5,,
25970,81013,4,Martelange,2,,
17145,53028,4,Frameries,56,,
8323,25037,4,Grez-Doiceau,17,,
17198,53039,4,Hensies,3,,
8270,25031,4,Genappe,45,,
17250,53044,4,Jurbise,7,,
25919,81004,4,Aubange,23,,
17303,53046,4,Lens,4,,
28292,91064,4,Havelange,1,,
9320,25123,4,Rebecq,4,,
24139,71037,4,Lummen,26,,
14925,44085,4,Lievegem,16,,
638,11023,4,Kapellen (Anvers),36,,
321,11009,4,Brecht,19,,
1270,11052,4,Wommelgem,32,,
1218,11050,4,Wijnegem,5,,
1482,11056,4,Zwijndrecht,20,,
533,11021,4,Hove (Anvers),3,,
2221,13001,4,Arendonk,5,,
109,11004,4,Boechout,5,,
1429,11055,4,Zoersel,24,,
1692,12007,4,Bornem,13,,
1640,12005,4,Bonheiden,7,,
2115,12040,4,Willebroek,11,,
1745,12009,4,Duffel,26,,
2168,12041,4,Puurs-Sint-Amands,41,,
955,11037,4,Rumst,7,,
2062,12035,4,Sint-Katelijne-Waver,11,,
56,11002,4,Anvers,870,,
1957,12026,4,Nijlen,47,,
1113,11040,4,Schoten,36,,
1535,11057,4,Malle,10,,
1904,12025,4,Malines,110,,
427,11016,4,Essen,19,,
744,11025,4,Lint,14,,
215,11007,4,Borsbeek,4,,
1588,12002,4,Berlaar,17,,
3,11001,4,Aartselaar,19,,
1008,11038,4,Schelle,2,,
268,11008,4,Brasschaat,31,,
1323,11053,4,Wuustwezel,47,,
850,11030,4,Niel,8,,
1798,12014,4,Heist-op-den-Berg,40,,
902,11035,4,Ranst,11,,
691,11024,4,Kontich,13,,
1060,11039,4,Schilde,20,,
162,11005,4,Boom,18,,
585,11022,4,Kalmthout,15,,
1851,12021,4,Lierre,61,,
2010,12029,4,Putte,8,,
480,11018,4,Hemiksem,14,,
374,11013,4,Edegem,6,,
797,11029,4,Mortsel,15,,
1166,11044,4,Stabroek,20,,
1376,11054,4,Zandhoven,10,,
6359,23104,5,Lennik,2,,
639,11023,5,Kapellen (Anvers),43,,
21532,63001,5,AmblÃ¨ve,3,,
11265,35005,5,Gistel,14,,
21881,63035,5,Herve,4,,
12001,37002,5,Dentergem,6,,
27471,85007,5,Chiny,28,,
17662,53084,5,QuÃ©vy,5,,
27178,84043,5,NeufchÃ¢teau (NeufchÃ¢teau),3,,
16618,52018,5,Farciennes,6,,
8534,25050,5,La Hulpe,35,,
12053,37007,5,Meulebeke,24,,
13984,43014,5,Sint-Laureins,3,,
28240,91059,5,Hamois,6,,
2951,13021,5,Meerhout,5,,
24818,72030,5,Peer,7,,
24871,72037,5,Hamont-Achel,41,,
23269,64034,5,Hannut,15,,
3321,13037,5,Rijkevorsel,5,,
29038,92094,5,Namur,179,,
14034,43018,5,Zelzate,19,,
22332,63061,5,Raeren,5,,
8008,25005,5,Beauvechain,15,,
6719,24014,5,Boortmeerbeek,4,,
15138,45060,5,Kluisbergen,11,,
6570,24008,5,Bekkevoort,10,,
24712,72020,5,Lommel,59,,
14717,44073,5,Wachtebeke,4,,
21581,63003,5,Aubel,2,,
23221,64029,5,Geer,4,,
4268,21013,5,Saint-Gilles,66,,
26368,82037,5,Gouvy,6,,
13147,41081,5,Zottegem,28,,
2687,13013,5,Herselt,5,,
26567,83028,5,Hotton,1,,
8218,25023,5,Court-Saint-Etienne,10,,
10338,33029,5,Wervik,26,,
11475,35014,5,Oudenburg,5,,
10285,33021,5,Poperinge,10,,
7811,24133,5,Linter,2,,
26121,82005,5,Bertogne,3,,
16565,52015,5,Courcelles,47,,
24765,72021,5,Maaseik,21,,
15639,46020,5,Sint-Gillis-Waas,35,,
5673,23077,5,Sint-Pieters-Leeuw,54,,
17820,55040,5,Soignies,17,,
19144,57097,5,Comines-Warneton,21,,
28532,91141,5,Yvoir,20,,
5991,23097,5,Roosdaal,6,,
7027,24041,5,Hoegaarden,2,,
163,11005,5,Boom,6,,
17767,55035,5,Le Roeulx,6,,
5256,23044,5,Liedekerke,11,,
4692,23003,5,Beersel,53,,
19964,61063,5,Verlaine,5,,
28933,92054,5,Gesves,3,,
7498,24086,5,Oud-Heverlee,3,,
2635,13012,5,Herenthout,15,,
1589,12002,5,Berlaar,9,,
20688,62032,5,Esneux,5,,
26903,84009,5,Bertrix,6,,
19513,61012,5,Clavier,2,,
24088,71034,5,Bourg-LÃ©opold,6,,
28583,91142,5,HastiÃ¨re,3,,
9997,32006,5,Houthulst,48,,
12208,37012,5,Ruiselede,3,,
13094,41063,5,Sint-Lievens-Houtem,3,,
19091,57096,5,Mouscron,101,,
18186,56022,5,Erquelinnes,13,,
26663,83034,5,Marche-en-Famenne,12,,
12156,37011,5,Pittem,6,,
25029,72041,5,Dilsen-Stokkem,18,,
21480,62122,5,Trooz,4,,
16671,52021,5,Fleurus,31,,
10050,32010,5,Koekelare,11,,
2582,13011,5,Herentals,17,,
29507,93010,5,Cerfontaine,2,,
19040,57095,5,Mont-de-lâEnclus,2,,
25082,72042,5,Oudsbergen,17,,
17405,53065,5,Quaregnon,36,,
27801,85045,5,Virton,3,,
8640,25072,5,Nivelles,37,,
26068,82003,5,Bastogne,4,,
14086,44012,5,De Pinte,5,,
11064,34041,5,Wevelgem,70,,
1061,11039,5,Schilde,11,,
9945,32003,5,Dixmude,49,,
20014,61068,5,Villers-Le-Bouillet,3,,
28390,91103,5,Onhaye,6,,
3372,13040,5,Turnhout,27,,
57,11002,5,Anvers,819,,
18381,56051,5,Momignies,2,,
1430,11055,5,Zoersel,17,,
6149,23100,5,Linkebeek,5,,
2116,12040,5,Willebroek,18,,
12105,37010,5,Oostrozebeke,4,,
27373,84075,5,Wellin,5,,
17251,53044,5,Jurbise,5,,
11011,34040,5,Waregem,47,,
23721,71004,5,Beringen,38,,
24924,72038,5,Hechtel-Eksel,3,,
10153,32030,5,Lo-Reninge,2,,
4003,21008,5,Ganshoren,24,,
534,11021,5,Hove (Anvers),4,,
216,11007,5,Borsbeek,15,,
4785,23016,5,Dilbeek,66,,
13412,42008,5,Hamme (Termonde),76,,
4942,23025,5,Grimbergen,59,,
5468,23052,5,Merchtem,10,,
22085,63046,5,Limbourg,1,,
13620,42025,5,Wetteren,21,,
4586,21019,5,Woluwe-Saint-Pierre,59,,
20481,62015,5,Beyne-Heusay,5,,
20845,62060,5,Juprelle,10,,
26767,83044,5,Rendeux,1,,
7760,24130,5,LÃ©au,3,,
3685,21002,5,Auderghem,40,,
23128,64023,5,Donceel,2,,
8587,25068,5,Mont-Saint-Guibert,3,,
10101,32011,5,Kortemark,25,,
29195,92114,5,Sombreffe,5,,
29247,92137,5,Sambreville,37,,
5938,23096,5,Zemst,10,,
15586,46014,5,Lokeren,48,,
7183,24048,5,Keerbergen,5,,
24976,72039,5,Houthalen-Helchteren,28,,
16104,51017,5,Ellezelles,2,,
27905,85047,5,Rouvroy,2,,
10201,33011,5,Ypres,44,,
8481,25048,5,Jodoigne,47,,
1219,11050,5,Wijnegem,7,,
15692,46021,5,Saint-Nicolas (Saint-Nicolas),130,,
10698,34009,5,Deerlijk,28,,
1746,12009,5,Duffel,10,,
27518,85009,5,Etalle,5,,
18580,57003,5,Antoing,21,,
19866,61043,5,Nandrin,4,,
24400,71067,5,Zutendaal,7,,
1536,11057,5,Malle,15,,
15032,45041,5,Renaix,8,,
29755,93088,5,Walcourt,19,,
11684,36008,5,Izegem,17,,
6667,24011,5,Bierbeek,4,,
28293,91064,5,Havelange,5,,
16301,51068,5,Silly,17,,
18335,56049,5,Merbes-le-ChÃ¢teau,4,,
10751,34013,5,Harelbeke,34,,
20740,62038,5,FlÃ©ron,4,,
15798,46025,5,Tamise,39,,
16353,51069,5,Lessines,6,,
18482,56086,5,Ham-sur-Heure-Nalinnes,38,,
27619,85024,5,Meix-devant-Virton,4,,
11579,36006,5,Hooglede,11,,
11737,36010,5,Ledegem,17,,
24448,71069,5,Ham,3,,
7912,24135,5,Tielt-Winge,4,,
26856,83055,5,Manhay,13,,
15745,46024,5,Stekene,25,,
10857,34023,5,Kuurne,16,,
13777,43002,5,Assenede,15,,
19302,58003,5,Estinnes,7,,
15085,45059,5,Brakel,27,,
8377,25043,5,Incourt,4,,
27949,91005,5,AnhÃ©e,3,,
10645,34003,5,Avelgem,11,,
3215,13035,5,Ravels,7,,
13306,42004,5,Buggenhout,32,,
23520,64074,5,Waremme,5,,
4374,21015,5,Schaerbeek,170,,
2846,13017,5,Kasterlee,4,,
3897,21006,5,Evere,65,,
19408,61003,5,Amay,5,,
27329,84068,5,Tellin,2,,
18085,56005,5,Beaumont,12,,
21775,63020,5,Dison,3,,
13359,42006,5,Termonde,202,,
15851,51004,5,Ath,10,,
28431,91114,5,Rochefort,12,,
16248,51067,5,Enghien,5,,
6096,23099,5,Kraainem,12,,
17458,53068,5,QuiÃ©vrain,2,,
18534,56088,5,Sivry-Rance,1,,
24294,71057,5,Tessenderlo,5,,
7961,24137,5,Glabbeek,4,,
4321,21014,5,Saint-Josse-ten-Noode,33,,
23573,64075,5,Wasseiges,1,,
24347,71066,5,Zonhoven,5,,
7286,24055,5,Kortenberg,2,,
19816,61041,5,Modave,3,,
14873,44084,5,Aalter,12,,
4838,23023,5,Gammerages,51,,
3162,13031,5,Oud-Turnhout,3,,
2899,13019,5,Lille,5,,
8324,25037,5,Grez-Doiceau,10,,
22184,63049,5,Malmedy,18,,
8271,25031,5,Genappe,11,,
13672,42026,5,Wichelen,9,,
7130,24045,5,Huldenberg,4,,
22137,63048,5,Lontzen,4,,
24241,71053,5,Saint-Trond,107,,
5362,23047,5,Machelen (Hal-Vilvorde),27,,
29454,92142,5,Gembloux,63,,
19355,58004,5,Morlanwelz,21,,
10804,34022,5,Courtrai,105,,
26316,82036,5,Vaux-sur-SÃ»re,2,,
11632,36007,5,Ingelmunster,25,,
22280,63058,5,Pepinster,6,,
23471,64065,5,Saint-Georges-sur-Meuse,4,,
6043,23098,5,Drogenbos,7,,
23322,64047,5,Lincent,4,,
4889,23024,5,Gooik,5,,
10958,34027,5,Menin,43,,
2740,13014,5,Hoogstraten,16,,
20533,62022,5,Chaudfontaine,9,,
20792,62051,5,Herstal,67,,
27754,85039,5,Tintigny,2,,
11895,36015,5,Roulers,79,,
8430,25044,5,Ittre,12,,
7861,24134,5,Montaigu-Zichem,5,,
3950,21007,5,Forest (Bruxelles-Capitale),103,,
10495,33040,5,Langemark-Poelkapelle,26,,
11527,35029,5,De Haan,5,,
24607,72004,5,Bree,12,,
28829,92045,5,Floreffe,14,,
798,11029,5,Mortsel,14,,
29608,93018,5,Doische,2,,
27228,84050,5,Paliseul,2,,
1483,11056,5,Zwijndrecht,22,,
10391,33037,5,Zonnebeke,7,,
24140,71037,5,Lummen,6,,
19196,58001,5,La LouviÃ¨re,97,,
7339,24059,5,Landen,21,,
13200,41082,5,Erpe-Mere,13,,
23669,71002,5,As,4,,
6253,23102,5,Wemmel,28,,
24660,72018,5,Kinrooi,15,,
16724,52022,5,Fontaine-lâEvÃªque,31,,
19461,61010,5,Burdinne,1,,
10444,33039,5,Heuvelland,2,,
19917,61048,5,Ouffet,1,,
13931,43010,5,Maldegem,25,,
3268,13036,5,Retie,5,,
11948,36019,5,Staden,19,,
16512,52012,5,ChÃ¢telet,53,,
13881,43007,5,Kaprijke,1,,
16459,52011,5,Charleroi,321,,
7078,24043,5,Holsbeek,4,,
1905,12025,5,Malines,78,,
14820,44083,5,Deinze,20,,
4639,23002,5,Asse,41,,
11842,36012,5,Moorslede,29,,
6615,24009,5,Bertem,10,,
851,11030,5,Niel,9,,
10592,34002,5,Anzegem,17,,
2793,13016,5,Hulshout,10,,
3738,21003,5,Berchem-Sainte-Agathe,33,,
10907,34025,5,Lendelede,4,,
19249,58002,5,Binche,39,,
23619,64076,5,Faimes,2,,
11790,36011,5,Lichtervelde,9,,
13828,43005,5,Eeklo,15,,
21828,63023,5,Eupen,8,,
13253,42003,5,Berlare,18,,
10546,33041,5,Vleteren,2,,
16196,51065,5,Frasnes-lez-Anvaing,12,,
23418,64063,5,Remicourt,2,,
27278,84059,5,Saint-Hubert,4,,
14767,44081,5,Zulte,24,,
26214,82014,5,Houffalize,8,,
24554,72003,5,Bocholt,5,,
18236,56029,5,Froidchapelle,1,,
24193,71045,5,Nieuwerkerken (Hasselt),5,,
16406,52010,5,Chapelle-lez-Herlaimont,10,,
21725,63013,5,Butgenbach,3,,
6306,23103,5,Wezembeek-Oppem,25,,
110,11004,5,Boechout,8,,
27036,84029,5,Herbeumont,3,,
21676,63012,5,Bullange,1,,
22236,63057,5,Olne,3,,
24501,71070,5,Heusden-Zolder,42,,
428,11016,5,Essen,14,,
26169,82009,5,Fauvillers,2,,
28482,91120,5,Somme-Leuze,6,,
2063,12035,5,Sint-Katelijne-Waver,3,,
11422,35013,5,Ostende,190,,
1009,11038,5,Schelle,3,,
14350,44034,5,Lochristi,15,,
9374,25124,5,Walhain,14,,
22738,63084,5,Welkenraedt,5,,
745,11025,5,Lint,6,,
6517,24007,5,Begijnendijk,3,,
6465,24001,5,Aarschot,19,,
16008,51012,5,Brugelette,4,,
26716,83040,5,Nassogne,5,,
11212,35002,5,Bredene,21,,
956,11037,5,Rumst,3,,
18783,57064,5,PÃ©ruwelz,22,,
12621,38016,5,Nieuport,11,,
7445,24066,5,Lubbeek,3,,
28674,92003,5,Andenne,10,,
7236,24054,5,Kortenaken,3,,
25663,73098,5,Wellen,3,,
22486,63073,5,Stavelot,3,,
5573,23062,5,Overijse,21,,
5100,23033,5,Hoeilaart,7,,
18733,57062,5,Pecq,10,,
15240,45062,5,Horebeke,3,,
7551,24094,5,Rotselaar,8,,
26264,82032,5,Vielsalm,4,,
8905,25110,5,Waterloo,46,,
1693,12007,5,Bornem,4,,
22689,63080,5,Waimes,11,,
23880,71017,5,Gingelom,9,,
9321,25123,5,Rebecq,5,,
20375,62009,5,Aywaille,5,,
15956,51009,5,Bernissart,5,,
20635,62027,5,Dalhem,4,,
21004,62093,5,Saint-Nicolas (LiÃ¨ge),30,,
29351,92140,5,Jemeppe-sur-Sambre,20,,
22791,63086,5,Trois-Ponts,4,,
13517,42011,5,Lebbeke,36,,
5626,23064,5,Pepingen,5,,
25610,73083,5,Tongres,6,,
21216,62108,5,VisÃ©,39,,
16988,52075,5,Les Bons Villers,3,,
12882,41024,5,Haaltert,12,,
19715,61031,5,Huy,8,,
25557,73066,5,Riemst,3,,
5153,23038,5,Kampenhout,5,,
15533,46013,5,Kruibeke,4,,
1167,11044,5,Stabroek,17,,
11170,34043,5,Espierres-Helchin,3,,
18136,56016,5,Chimay,3,,
3476,13046,5,Vosselaar,4,,
15376,45065,5,Zwalin,11,,
16936,52074,5,Aiseau-Presles,17,,
27420,84077,5,Libramont-Chevigny,6,,
3632,21001,5,Anderlecht,159,,
4109,21010,5,Jette,60,,
20269,62003,5,Ans,25,,
7603,24104,5,Tervuren,23,,
1799,12014,5,Heist-op-den-Berg,35,,
17979,55086,5,Manage,49,,
23774,71011,5,Diepenbeek,26,,
17040,53014,5,Boussu,33,,
12568,38014,5,Koksijde,26,,
28146,91034,5,Dinant,10,,
23932,71020,5,Halen,4,,
2222,13001,5,Arendonk,3,,
8852,25107,5,Villers-la-Ville,12,,
2375,13004,5,Beerse,7,,
20221,61081,5,Tinlot,1,,
5726,23081,5,Steenokkerzeel,12,,
22836,63087,5,Burg-Reuland,8,,
28093,91030,5,Ciney,18,,
8059,25014,5,Braine-lâAlleud,33,,
9427,31003,5,Beernem,10,,
18835,57072,5,Rumes,5,,
3528,13049,5,Westerlo,5,,
2322,13003,5,Balen,19,,
21163,62100,5,Sprimont,5,,
22583,63076,5,Theux,4,,
17199,53039,5,Hensies,5,,
9111,25119,5,Lasne,22,,
15279,45063,5,Lierde,12,,
4162,21011,5,Koekelberg,36,,
12829,41018,5,Grammont,121,,
481,11018,5,Hemiksem,6,,
25818,81001,5,Arlon,73,,
322,11009,5,Brecht,11,,
27128,84035,5,Libin,5,,
6200,23101,5,Rhode-Saint-GenÃ¨se,27,,
21110,62099,5,Soumagne,5,,
13465,42010,5,Laarne,6,,
4480,21017,5,Watermael-Boitsfort,40,,
2275,13002,5,Baerle-Duc,3,,
25871,81003,5,Attert,4,,
8112,25015,5,Braine-le-ChÃ¢teau,14,,
12776,41011,5,Denderleeuw,17,,
1324,11053,5,Wuustwezel,26,,
28001,91013,5,Beauraing,13,,
25920,81004,5,Aubange,31,,
19665,61028,5,HÃ©ron,5,,
9011,25117,5,Chastre,4,,
3580,13053,5,Laakdal,7,,
903,11035,5,Ranst,10,,
20322,62006,5,Awans,7,,
14455,44043,5,Merelbeke,20,,
18630,57018,5,Celles (Tournai),6,,
23827,71016,5,Genk,115,,
29300,92138,5,Fernelmont,4,,
3056,13025,5,Mol,30,,
28727,92006,5,Assesse,5,,
9062,25118,5,HÃ©lÃ©cine,25,,
1377,11054,5,Zandhoven,4,,
6822,24020,5,Diest,5,,
25504,73042,5,Lanaken,48,,
29143,92101,5,Profondeville,4,,
14403,44040,5,Melle,21,,
1958,12026,5,Nijlen,24,,
5415,23050,5,Meise,9,,
9269,25122,5,Ramillies,11,,
22037,63045,5,Lierneux,3,,
28985,92087,5,Mettet,26,,
17093,53020,5,Dour,16,,
4744,23009,5,BiÃ©vÃ¨ne,4,,
14979,45035,5,Audenarde,22,,
25715,73107,5,Maasmechelen,56,,
12673,38025,5,Furnes,14,,
5779,23086,5,Ternat,10,,
25971,81013,5,Martelange,1,,
14559,44048,5,Nazareth,21,,
6875,24028,5,Geetbets,11,,
21984,63040,5,La Calamine,4,,
15328,45064,5,Maarkedal,10,,
18681,57027,5,Estaimpuis,10,,
19616,61024,5,Hamoir,3,,
29091,92097,5,Ohey,2,,
27852,85046,5,Habay,31,,
12723,41002,5,Alost (Alost),104,,
8958,25112,5,Wavre,42,,
9164,25120,5,Orp-Jauche,9,,
18283,56044,5,Lobbes,4,,
11318,35006,5,Ichtegem,5,,
22537,63075,5,Stoumont,3,,
21057,62096,5,Seraing,51,,
9216,25121,5,Ottignies-Louvain-la-Neuve,27,,
14508,44045,5,Moerbeke (Gand),4,,
26469,83012,5,Durbuy,5,,
269,11008,5,Brasschaat,14,,
25768,73109,5,Fourons,5,,
22636,63079,5,Verviers,32,,
17146,53028,5,Frameries,52,,
586,11022,5,Kalmthout,22,,
27569,85011,5,Florenville,4,,
9479,31004,5,Blankenberge,6,,
5205,23039,5,Kapelle-op-den-Bos,2,,
12363,37018,5,Wingene,21,,
25293,73009,5,Looz,5,,
9742,31033,5,Torhout,7,,
6412,23105,5,Affligem,20,,
8165,25018,5,Chaumont-Gistoux,5,,
18987,57094,5,Leuze-en-Hainaut,12,,
17562,53082,5,Colfontaine,27,,
17873,55050,5,Ecaussinnes,6,,
9795,31040,5,Zedelgem,21,,
29703,93056,5,Philippeville,23,,
4056,21009,5,Ixelles,119,,
12312,37017,5,Wielsbeke,28,,
4427,21016,5,Uccle,112,,
3844,21005,5,Etterbeek,85,,
25240,73006,5,Bilzen,11,,
14664,44064,5,Sint-Martens-Latem,3,,
16053,51014,5,ChiÃ¨vres,18,,
5885,23094,5,Zaventem,23,,
14191,44019,5,Evergem,38,,
4,11001,5,Aartselaar,11,,
17615,53083,5,Honnelles,7,,
8746,25091,5,Rixensart,36,,
2478,13008,5,Geel,34,,
27709,85034,5,Saint-LÃ©ger (Virton),5,,
14244,44020,5,Gavere,10,,
21374,62120,5,FlÃ©malle,17,,
11117,34042,5,Zwevegem,30,,
15904,51008,5,Beloeil,7,,
3425,13044,5,Vorselaar,4,,
16830,52048,5,Montigny-le-Tilleul,5,,
23983,71022,5,Hasselt,102,,
5309,23045,5,Londerzeel,13,,
9689,31022,5,Oostkamp,26,,
20119,61079,5,Anthisnes,3,,
19563,61019,5,FerriÃ¨res,2,,
29807,93090,5,Viroinval,3,,
22980,64008,5,Berloz,3,,
8693,25084,5,Perwez (Nivelles),4,,
9892,31043,5,Knokke-Heist,20,,
2011,12029,5,Putte,16,,
3791,21004,5,Bruxelles,219,,
20067,61072,5,Wanze,12,,
6974,24038,5,Herent,14,,
29404,92141,5,La BruyÃ¨re,14,,
14926,44085,5,Lievegem,32,,
17509,53070,5,Saint-Ghislain,31,,
25135,72043,5,Pelt,56,,
375,11013,5,Edegem,9,,
7392,24062,5,Louvain,125,,
21427,62121,5,NeuprÃ©,10,,
7709,24109,5,Tremelo,4,,
18032,56001,5,Anderlues,12,,
13041,41048,5,Ninove,44,,
4995,23027,5,Hal (Hal-Vilvorde),65,,
27661,85026,5,Musson,6,,
1271,11052,5,Wommelgem,9,,
24036,71024,5,Herck-la-Ville,5,,
15480,46003,5,Beveren (Saint-Nicolas),44,,
20898,62063,5,LiÃ¨ge,228,,
5521,23060,5,Opwijk,26,,
22384,63067,5,Saint-Vith,6,,
26520,83013,5,ErezÃ©e,1,,
16777,52025,5,Gerpinnes,23,,
17304,53046,5,Lens,2,,
3109,13029,5,Olen,5,,
25188,73001,5,Alken,9,,
14138,44013,5,Destelbergen,6,,
9847,31042,5,Zuienkerke,3,,
12260,37015,5,Tielt (Tielt),12,,
2531,13010,5,Grobbendonk,3,,
28196,91054,5,Gedinne,3,,
29556,93014,5,Couvin,5,,
23027,64015,5,Braives,10,,
17352,53053,5,Mons,101,,
12988,41034,5,Lede,24,,
18935,57093,5,Brunehaut,5,,
22881,63088,5,PlombiÃ¨res,2,,
28880,92048,5,Fosses-la-Ville,5,,
12935,41027,5,Herzele,16,,
4215,21012,5,Molenbeek-Saint-Jean,133,,
15427,45068,5,Kruisem,6,,
1114,11040,5,Schoten,42,,
21269,62118,5,GrÃ¢ce-Hollogne,23,,
5048,23032,5,Herne,5,,
15189,45061,5,Wortegem-Petegem,3,,
1852,12021,5,Lierre,31,,
18882,57081,5,Tournai,145,,
6921,24033,5,Haacht,4,,
12468,38002,5,Alveringem,4,,
25400,73032,5,Hoeselt,3,,
9584,31006,5,Damme,10,,
20169,61080,5,Engis,5,,
2428,13006,5,Dessel,5,,
28776,92035,5,EghezÃ©e,5,,
1641,12005,5,Bonheiden,6,,
9531,31005,5,Bruges,111,,
29651,93022,5,Florennes,18,,
26811,83049,5,Tenneville,2,,
14297,44021,5,Gand,404,,
20428,62011,5,Bassenge,4,,
6772,24016,5,Boutersem,3,,
25452,73040,5,Kortessem,4,,
5832,23088,5,Vilvorde,45,,
17926,55085,5,Seneffe,8,,
12518,38008,5,La Panne,6,,
21933,63038,5,Jalhay,1,,
692,11024,5,Kontich,3,,
28343,91072,5,Houyet,9,,
8799,25105,5,Tubize,41,,
13569,42023,5,Waasmunster,14,,
26018,81015,5,Messancy,24,,
13724,42028,5,Zele,41,,
21322,62119,5,Blegny,5,,
4533,21018,5,Woluwe-Saint-Lambert,72,,
25346,73022,5,Heers,2,,
26418,82038,5,Sainte-Ode,1,,
16883,52055,5,Pont-Ã -Celles,27,,
22931,63089,5,Thimister-Clermont,3,,
22433,63072,5,Spa,4,,
18430,56078,5,Thuin,6,,
7656,24107,5,Tirlemont,30,,
27079,84033,5,LÃ©glise,3,,
14611,44052,5,Oosterzele,13,,
9636,31012,5,Jabbeke,6,,
17714,55004,5,Braine-le-Comte,11,,
12416,37020,5,Ardooie,18,,
3003,13023,5,Merksplas,3,,
11370,35011,5,Middelkerke,43,,
2169,12041,5,Puurs-Sint-Amands,47,,
20951,62079,5,Oupeye,15,,
8009,25005,6,Beauvechain,4,,
18187,56022,6,Erquelinnes,7,,
22086,63046,6,Limbourg,1,,
15905,51008,6,Beloeil,10,,
11423,35013,6,Ostende,135,,
29508,93010,6,Cerfontaine,3,,
29455,92142,6,Gembloux,39,,
3110,13029,6,Olen,4,,
13413,42008,6,Hamme (Termonde),43,,
28344,91072,6,Houyet,4,,
11476,35014,6,Oudenburg,5,,
19666,61028,6,HÃ©ron,4,,
19716,61031,6,Huy,19,,
23620,64076,6,Faimes,2,,
23670,71002,6,As,7,,
18535,56088,6,Sivry-Rance,1,,
17510,53070,6,Saint-Ghislain,23,,
20585,62026,6,Comblain-au-Pont,1,,
6616,24009,6,Bertem,3,,
17715,55004,6,Braine-le-Comte,12,,
6254,23102,6,Wemmel,12,,
26568,83028,6,Hotton,1,,
23775,71011,6,Diepenbeek,12,,
7237,24054,6,Kortenaken,2,,
11528,35029,6,De Haan,12,,
11319,35006,6,Ichtegem,13,,
11580,36006,6,Hooglede,6,,
11371,35011,6,Middelkerke,37,,
8060,25014,6,Braine-lâAlleud,23,,
29704,93056,6,Philippeville,18,,
23722,71004,6,Beringen,49,,
482,11018,6,Hemiksem,6,,
746,11025,6,Lint,1,,
3792,21004,6,Bruxelles,168,,
26812,83049,6,Tenneville,2,,
4375,21015,6,Schaerbeek,198,,
26954,84010,6,Bouillon,2,,
5522,23060,6,Opwijk,8,,
22038,63045,6,Lierneux,2,,
3163,13031,6,Oud-Turnhout,7,,
29196,92114,6,Sombreffe,5,,
1484,11056,6,Zwijndrecht,18,,
15957,51009,6,Bernissart,6,,
14980,45035,6,Audenarde,38,,
4693,23003,6,Beersel,40,,
6360,23104,6,Lennik,3,,
7962,24137,6,Glabbeek,2,,
26419,82038,6,Sainte-Ode,2,,
22434,63072,6,Spa,5,,
4534,21018,6,Woluwe-Saint-Lambert,79,,
12417,37020,6,Ardooie,5,,
15190,45061,6,Wortegem-Petegem,2,,
12936,41027,6,Herzele,11,,
12469,38002,6,Alveringem,2,,
15428,45068,6,Kruisem,6,,
22882,63088,6,PlombiÃ¨res,1,,
20170,61080,6,Engis,1,,
20429,62011,6,Bassenge,5,,
12519,38008,6,La Panne,4,,
29652,93022,6,Florennes,10,,
3633,21001,6,Anderlecht,149,,
15377,45065,6,Zwalin,9,,
3477,13046,6,Vosselaar,4,,
12883,41024,6,Haaltert,28,,
270,11008,6,Brasschaat,17,,
7657,24107,6,Tirlemont,27,,
12989,41034,6,Lede,16,,
3426,13044,6,Vorselaar,4,,
7710,24109,6,Tremelo,4,,
7393,24062,6,Louvain,81,,
15481,46003,6,Beveren (Saint-Nicolas),42,,
20068,61072,6,Wanze,4,,
23028,64015,6,Braives,7,,
28197,91054,6,Gedinne,5,,
12261,37015,6,Tielt (Tielt),31,,
26521,83013,6,ErezÃ©e,2,,
1168,11044,6,Stabroek,16,,
22385,63067,6,Saint-Vith,11,,
27710,85034,6,Saint-LÃ©ger (Virton),1,,
12313,37017,6,Wielsbeke,19,,
17563,53082,6,Colfontaine,15,,
5310,23045,6,Londerzeel,29,,
12364,37018,6,Wingene,5,,
4428,21016,6,Uccle,108,,
20120,61079,6,Anthisnes,3,,
6413,23105,6,Affligem,6,,
27662,85026,6,Musson,8,,
7604,24104,6,Tervuren,5,,
1800,12014,6,Heist-op-den-Berg,56,,
22837,63087,6,Burg-Reuland,11,,
587,11022,6,Kalmthout,18,,
22637,63079,6,Verviers,26,,
26470,83012,6,Durbuy,4,,
22538,63075,6,Stoumont,1,,
12724,41002,6,Alost (Alost),124,,
4481,21017,6,Watermael-Boitsfort,30,,
18284,56044,6,Lobbes,6,,
29144,92101,6,Profondeville,8,,
28986,92087,6,Mettet,16,,
12830,41018,6,Grammont,34,,
15280,45063,6,Lierde,4,,
22584,63076,6,Theux,4,,
12777,41011,6,Denderleeuw,31,,
17353,53053,6,Mons,84,,
20323,62006,6,Awans,5,,
7499,24086,6,Oud-Heverlee,4,,
