,NIS5,WEEK,name,CASES,POP,CASES_PER_1000HABITANT
13059,41048,23,Ninove,8,,
1607,12002,23,Berlaar,5,,
26585,83028,23,Hotton,1,,
18500,56086,23,Ham-sur-Heure-Nalinnes,3,,
18050,56001,23,Anderlues,6,,
6009,23097,23,Roosdaal,3,,
9654,31012,23,Jabbeke,4,,
13899,43007,23,Kaprijke,2,,
21128,62099,23,Soumagne,3,,
11545,35029,23,De Haan,1,,
2496,13008,23,Geel,5,,
10303,33021,23,Poperinge,1,,
29003,92087,23,Mettet,3,,
21181,62100,23,Sprimont,5,,
13846,43005,23,Eeklo,2,,
10462,33039,23,Heuvelland,1,,
8448,25044,23,Ittre,3,,
6167,23100,23,Linkebeek,4,,
181,11005,23,Boom,8,,
7096,24043,23,Holsbeek,5,,
16636,52018,23,Farciennes,8,,
13112,41063,23,Sint-Lievens-Houtem,4,,
25258,73006,23,Bilzen,18,,
17838,55040,23,Soignies,5,,
13795,43002,23,Assenede,3,,
21234,62108,23,VisÃ©,7,,
11597,36006,23,Hooglede,4,,
21950,63038,23,Jalhay,3,,
24994,72039,23,Houthalen-Helchteren,34,,
23436,64063,23,Remicourt,1,,
2081,12035,23,Sint-Katelijne-Waver,4,,
29213,92114,23,Sombreffe,4,,
17370,53053,23,Mons,46,,
19320,58003,23,Estinnes,2,,
9080,25118,23,HÃ©lÃ©cine,3,,
3233,13035,23,Ravels,2,,
9707,31022,23,Oostkamp,1,,
13218,41082,23,Erpe-Mere,3,,
11650,36007,23,Ingelmunster,3,,
7304,24055,23,Kortenberg,5,,
23191,64025,23,Fexhe-le-Haut-Clocher,1,,
25938,81004,23,Aubange,3,,
15974,51009,23,Bernissart,5,,
25047,72041,23,Dilsen-Stokkem,6,,
15922,51008,23,Beloeil,5,,
21599,63003,23,Aubel,2,,
21742,63013,23,Butgenbach,2,,
17322,53046,23,Lens,1,,
29669,93022,23,Florennes,3,,
26386,82037,23,Gouvy,2,,
5171,23038,23,Kampenhout,2,,
13483,42010,23,Laarne,1,,
2549,13010,23,Grobbendonk,2,,
26139,82005,23,Bertogne,1,,
75,11002,23,Anvers,401,,
4907,23024,23,Gooik,3,,
2758,13014,23,Hoogstraten,53,,
13271,42003,23,Berlare,4,,
21549,63001,23,AmblÃ¨ve,1,,
3915,21006,23,Evere,36,,
28258,91059,23,Hamois,3,,
5691,23077,23,Sint-Pieters-Leeuw,21,,
28500,91120,23,Somme-Leuze,1,,
7879,24134,23,Montaigu-Zichem,3,,
6218,23101,23,Rhode-Saint-GenÃ¨se,6,,
25100,72042,23,Oudsbergen,3,,
16530,52012,23,ChÃ¢telet,19,,
13377,42006,23,Termonde,24,,
9813,31040,23,Zedelgem,3,,
657,11023,23,Kapellen (Anvers),15,,
18598,57003,23,Antoing,2,,
11860,36012,23,Moorslede,4,,
3339,13037,23,Rijkevorsel,5,,
28601,91142,23,HastiÃ¨re,1,,
19162,57097,23,Comines-Warneton,2,,
21646,63004,23,Baelen,2,,
7254,24054,23,Kortenaken,2,,
24572,72003,23,Bocholt,1,,
28794,92035,23,EghezÃ©e,3,,
13324,42004,23,Buggenhout,3,,
11808,36011,23,Lichtervelde,2,,
10356,33029,23,Wervik,4,,
13430,42008,23,Hamme (Termonde),11,,
1711,12007,23,Bornem,5,,
11755,36010,23,Ledegem,5,,
3862,21005,23,Etterbeek,31,,
25153,72043,23,Pelt,13,,
3286,13036,23,Retie,2,,
6271,23102,23,Wemmel,3,,
21392,62120,23,FlÃ©malle,18,,
17111,53020,23,Dour,9,,
13638,42025,23,Wetteren,6,,
28019,91013,23,Beauraing,1,,
23340,64047,23,Lincent,1,,
5380,23047,23,Machelen (Hal-Vilvorde),15,,
25206,73001,23,Alken,2,,
29369,92140,23,Jemeppe-sur-Sambre,22,,
27391,84075,23,Wellin,1,,
22,11001,23,Aartselaar,5,,
26681,83034,23,Marche-en-Famenne,5,,
5486,23052,23,Merchtem,4,,
24519,71070,23,Heusden-Zolder,22,,
1448,11055,23,Zoersel,2,,
21846,63023,23,Eupen,6,,
13690,42026,23,Wichelen,2,,
19267,58002,23,Binche,9,,
21340,62119,23,Blegny,6,,
7148,24045,23,Huldenberg,1,,
27146,84035,23,Libin,2,,
19109,57096,23,Mouscron,8,,
11702,36008,23,Izegem,6,,
27967,91005,23,AnhÃ©e,5,,
19214,58001,23,La LouviÃ¨re,57,,
21498,62122,23,Trooz,3,,
10409,33037,23,Zonnebeke,3,,
9760,31033,23,Torhout,6,,
11913,36015,23,Roulers,31,,
23287,64034,23,Hannut,4,,
9863,31042,23,Zuienkerke,2,,
29574,93014,23,Couvin,4,,
4021,21008,23,Ganshoren,13,,
7201,24048,23,Keerbergen,4,,
1342,11053,23,Wuustwezel,5,,
2600,13011,23,Herentals,6,,
23095,64021,23,CrisnÃ©e,3,,
16583,52015,23,Courcelles,21,,
8711,25084,23,Perwez (Nivelles),4,,
13587,42023,23,Waasmunster,4,,
15869,51004,23,Ath,5,,
21445,62121,23,NeuprÃ©,5,,
18552,56088,23,Sivry-Rance,1,,
17785,55035,23,Le Roeulx,2,,
21793,63020,23,Dison,2,,
13535,42011,23,Lebbeke,11,,
3968,21007,23,Forest (Bruxelles-Capitale),31,,
29525,93010,23,Cerfontaine,2,,
8764,25091,23,Rixensart,8,,
6430,23105,23,Affligem,6,,
9339,25123,23,Rebecq,3,,
20340,62006,23,Awans,5,,
11029,34040,23,Waregem,5,,
763,11025,23,Lint,1,,
10663,34003,23,Avelgem,3,,
14785,44081,23,Zulte,4,,
23950,71020,23,Halen,6,,
17633,53083,23,Honnelles,1,,
20287,62003,23,Ans,9,,
16848,52048,23,Montigny-le-Tilleul,1,,
6685,24011,23,Bierbeek,1,,
24312,71057,23,Tessenderlo,3,,
24001,71022,23,Hasselt,14,,
14838,44083,23,Deinze,5,,
28692,92003,23,Andenne,6,,
4710,23003,23,Beersel,24,,
10976,34027,23,Menin,9,,
5850,23088,23,Vilvorde,16,,
4498,21017,23,Watermael-Boitsfort,12,,
18103,56005,23,Beaumont,2,,
8236,25023,23,Court-Saint-Etienne,4,,
25628,73083,23,Tongres,16,,
14891,44084,23,Aalter,7,,
9287,25122,23,Ramillies,2,,
19733,61031,23,Huy,5,,
18253,56029,23,Froidchapelle,3,,
14735,44073,23,Wachtebeke,2,,
29109,92097,23,Ohey,5,,
1870,12021,23,Lierre,16,,
29721,93056,23,Philippeville,2,,
23845,71016,23,Genk,36,,
17476,53068,23,QuiÃ©vrain,2,,
29161,92101,23,Profondeville,1,,
9392,25124,23,Walhain,3,,
5274,23044,23,Liedekerke,4,,
26186,82009,23,Fauvillers,1,,
14629,44052,23,Oosterzele,6,,
816,11029,23,Mortsel,4,,
20446,62011,23,Bassenge,10,,
340,11009,23,Brecht,5,,
1554,11057,23,Malle,3,,
23898,71017,23,Gingelom,2,,
15445,45068,23,Kruisem,3,,
6737,24014,23,Boortmeerbeek,2,,
2393,13004,23,Beerse,4,,
11082,34041,23,Wevelgem,6,,
17006,52075,23,Les Bons Villers,1,,
14682,44064,23,Sint-Martens-Latem,5,,
8183,25018,23,Chaumont-Gistoux,4,,
29825,93090,23,Viroinval,2,,
19683,61028,23,HÃ©ron,2,,
20393,62009,23,Aywaille,9,,
18301,56044,23,Lobbes,4,,
25575,73066,23,Riemst,9,,
4445,21016,23,Uccle,50,,
3021,13023,23,Merksplas,6,,
20187,61080,23,Engis,3,,
20499,62015,23,Beyne-Heusay,3,,
24054,71024,23,Herck-la-Ville,5,,
6633,24009,23,Bertem,3,,
15103,45059,23,Brakel,4,,
19982,61063,23,Verlaine,3,,
18204,56022,23,Erquelinnes,3,,
19834,61041,23,Modave,2,,
10822,34022,23,Courtrai,32,,
25681,73098,23,Wellen,3,,
446,11016,23,Essen,18,,
4604,21019,23,Woluwe-Saint-Pierre,24,,
17580,53082,23,Colfontaine,7,,
29265,92137,23,Sambreville,7,,
287,11008,23,Brasschaat,5,,
28449,91114,23,Rochefort,6,,
27196,84043,23,NeufchÃ¢teau (NeufchÃ¢teau),2,,
19935,61048,23,Ouffet,4,,
2917,13019,23,Lille,5,,
24210,71045,23,Nieuwerkerken (Hasselt),4,,
26921,84009,23,Bertrix,1,,
1185,11044,23,Stabroek,4,,
5327,23045,23,Londerzeel,7,,
25733,73107,23,Maasmechelen,8,,
6535,24007,23,Begijnendijk,2,,
9182,25120,23,Orp-Jauche,2,,
15207,45061,23,Wortegem-Petegem,4,,
10769,34013,23,Harelbeke,7,,
19884,61043,23,Nandrin,2,,
28847,92045,23,Floreffe,3,,
4657,23002,23,Asse,8,,
2340,13003,23,Balen,8,,
6586,24008,23,Bekkevoort,2,,
24158,71037,23,Lummen,4,,
10925,34025,23,Lendelede,1,,
18154,56016,23,Chimay,4,,
8923,25110,23,Waterloo,8,,
14944,44085,23,Lievegem,5,,
29472,92142,23,Gembloux,12,,
26874,83055,23,Manhay,1,,
20136,61079,23,Anthisnes,2,,
8342,25037,23,Grez-Doiceau,6,,
5591,23062,23,Overijse,7,,
2969,13021,23,Meerhout,3,,
10716,34009,23,Deerlijk,3,,
14997,45035,23,Audenarde,7,,
24106,71034,23,Bourg-LÃ©opold,3,,
6483,24001,23,Aarschot,3,,
16901,52055,23,Pont-Ã -Celles,10,,
17527,53070,23,Saint-Ghislain,8,,
20085,61072,23,Wanze,3,,
4551,21018,23,Woluwe-Saint-Lambert,45,,
19784,61039,23,Marchin,1,,
15297,45063,23,Lierde,2,,
15050,45041,23,Renaix,6,,
20032,61068,23,Villers-Le-Bouillet,4,,
9234,25121,23,Ottignies-Louvain-la-Neuve,19,,
24259,71053,23,Saint-Trond,15,,
234,11007,23,Borsbeek,6,,
8289,25031,23,Genappe,2,,
27725,85034,23,Saint-LÃ©ger (Virton),1,,
15346,45064,23,Maarkedal,3,,
14577,44048,23,Nazareth,1,,
11135,34042,23,Zwevegem,3,,
25988,81013,23,Martelange,2,,
8026,25005,23,Beauvechain,3,,
5223,23039,23,Kapelle-op-den-Bos,3,,
14104,44012,23,De Pinte,1,,
2811,13016,23,Hulshout,1,,
20969,62079,23,Oupeye,11,,
23590,64075,23,Wasseiges,1,,
25363,73022,23,Heers,2,,
19426,61003,23,Amay,3,,
15657,46020,23,Sint-Gillis-Waas,3,,
20916,62063,23,LiÃ¨ge,142,,
14156,44013,23,Destelbergen,7,,
11388,35011,23,Middelkerke,5,,
29318,92138,23,Fernelmont,1,,
4233,21012,23,Molenbeek-Saint-Jean,92,,
23636,64076,23,Faimes,1,,
18399,56051,23,Momignies,1,,
2445,13006,23,Dessel,2,,
24418,71067,23,Zutendaal,3,,
14209,44019,23,Evergem,9,,
5797,23086,23,Ternat,5,,
5903,23094,23,Zaventem,22,,
20863,62060,23,Juprelle,5,,
23687,71002,23,As,4,,
19479,61010,23,Burdinne,2,,
27870,85046,23,Habay,1,,
8817,25105,23,Tubize,7,,
9549,31005,23,Bruges,47,,
4803,23016,23,Dilbeek,11,,
6992,24038,23,Herent,4,,
710,11024,23,Kontich,4,,
23488,64065,23,Saint-Georges-sur-Meuse,2,,
25785,73109,23,Fourons,1,,
24466,71069,23,Ham,1,,
13949,43010,23,Maldegem,7,,
18448,56078,23,Thuin,4,,
19373,58004,23,Morlanwelz,5,,
21075,62096,23,Seraing,23,,
2187,12041,23,Puurs-Sint-Amands,4,,
11493,35014,23,Oudenburg,1,,
25311,73009,23,Looz,3,,
7045,24041,23,Hoegaarden,1,,
23538,64074,23,Waremme,5,,
17732,55004,23,Braine-le-Comte,6,,
29056,92094,23,Namur,7,,
14002,43014,23,Sint-Laureins,3,,
9602,31006,23,Damme,3,,
28898,92048,23,Fosses-la-Ville,4,,
4180,21011,23,Koekelberg,13,,
15710,46021,23,Saint-Nicolas (Saint-Nicolas),27,,
1764,12009,23,Duffel,4,,
16689,52021,23,Fleurus,10,,
26734,83040,23,Nassogne,4,,
3180,13031,23,Oud-Turnhout,9,,
6324,23103,23,Wezembeek-Oppem,8,,
499,11018,23,Hemiksem,7,,
21022,62093,23,Saint-Nicolas (LiÃ¨ge),18,,
11440,35013,23,Ostende,28,,
6939,24033,23,Haacht,4,,
11336,35006,23,Ichtegem,2,,
9129,25119,23,Lasne,5,,
8395,25043,23,Incourt,3,,
6377,23104,23,Lennik,3,,
4339,21014,23,Saint-Josse-ten-Noode,8,,
8130,25015,23,Braine-le-ChÃ¢teau,5,,
19581,61019,23,FerriÃ¨res,4,,
26970,84010,23,Bouillon,3,,
6840,24020,23,Diest,5,,
9445,31003,23,Beernem,1,,
20601,62026,23,Comblain-au-Pont,3,,
27438,84077,23,Libramont-Chevigny,3,,
14473,44043,23,Merelbeke,5,,
10610,34002,23,Anzegem,3,,
15498,46003,23,Beveren (Saint-Nicolas),7,,
1237,11050,23,Wijnegem,2,,
20551,62022,23,Chaudfontaine,6,,
23792,71011,23,Diepenbeek,5,,
25522,73042,23,Lanaken,8,,
14525,44045,23,Moerbeke (Gand),2,,
3074,13025,23,Mol,6,,
8870,25107,23,Villers-la-Ville,5,,
2864,13017,23,Kasterlee,3,,
4392,21015,23,Schaerbeek,96,,
2029,12029,23,Putte,3,,
16795,52025,23,Gerpinnes,5,,
27819,85045,23,Virton,2,,
5539,23060,23,Opwijk,3,,
19631,61024,23,Hamoir,3,,
6788,24016,23,Boutersem,1,,
14421,44040,23,Melle,1,,
17058,53014,23,Boussu,6,,
24365,71066,23,Zonhoven,5,,
17680,53084,23,QuÃ©vy,2,,
8077,25014,23,Braine-lâAlleud,17,,
14262,44020,23,Gavere,1,,
15604,46014,23,Lokeren,15,,
20810,62051,23,Herstal,30,,
25418,73032,23,Hoeselt,16,,
16742,52022,23,Fontaine-lâEvÃªque,18,,
8976,25112,23,Wavre,20,,
17423,53065,23,Quaregnon,7,,
4286,21013,23,Saint-Gilles,38,,
10564,33041,23,Vleteren,1,,
9497,31004,23,Blankenberge,3,,
3127,13029,23,Olen,4,,
921,11035,23,Ranst,4,,
14315,44021,23,Gand,127,,
20758,62038,23,FlÃ©ron,5,,
11283,35005,23,Gistel,1,,
19531,61012,23,Clavier,4,,
23739,71004,23,Beringen,15,,
1501,11056,23,Zwijndrecht,5,,
28361,91072,23,Houyet,2,,
14368,44034,23,Lochristi,4,,
20706,62032,23,Esneux,3,,
25470,73040,23,Kortessem,3,,
15551,46013,23,Kruibeke,4,,
26282,82032,23,Vielsalm,5,,
20653,62027,23,Dalhem,1,,
18352,56049,23,Merbes-le-ChÃ¢teau,1,,
11230,35002,23,Bredene,2,,
22002,63040,23,La Calamine,1,,
16319,51068,23,Silly,3,,
28164,91034,23,Dinant,3,,
16954,52074,23,Aiseau-Presles,6,,
22899,63088,23,PlombiÃ¨res,2,,
2705,13013,23,Herselt,3,,
24783,72021,23,Maaseik,9,,
7516,24086,23,Oud-Heverlee,2,,
12639,38016,23,Nieuport,3,,
22153,63048,23,Lontzen,1,,
7410,24062,23,Louvain,29,,
3703,21002,23,Auderghem,7,,
17997,55086,23,Manage,6,,
17891,55050,23,Ecaussinnes,3,,
869,11030,23,Niel,3,,
5118,23033,23,Hoeilaart,2,,
12586,38014,23,Koksijde,2,,
12226,37012,23,Ruiselede,1,,
10219,33011,23,Ypres,6,,
18801,57064,23,PÃ©ruwelz,7,,
1079,11039,23,Schilde,6,,
7463,24066,23,Lubbeek,4,,
5433,23050,23,Meise,2,,
27536,85009,23,Etalle,1,,
1923,12025,23,Malines,28,,
551,11021,23,Hove (Anvers),2,,
5744,23081,23,Steenokkerzeel,7,,
12953,41027,23,Herzele,1,,
8499,25048,23,Jodoigne,5,,
22555,63075,23,Stoumont,1,,
12794,41011,23,Denderleeuw,12,,
24836,72030,23,Peer,1,,
12381,37018,23,Wingene,3,,
22948,63089,23,Thimister-Clermont,2,,
17944,55085,23,Seneffe,12,,
10015,32006,23,Houthulst,5,,
12174,37011,23,Pittem,2,,
28111,91030,23,Ciney,3,,
2653,13012,23,Herenthout,1,,
24730,72020,23,Lommel,6,,
5066,23032,23,Herne,1,,
16371,51069,23,Lessines,4,,
22402,63067,23,Saint-Vith,4,,
12900,41024,23,Haaltert,3,,
12123,37010,23,Oostrozebeke,2,,
12071,37007,23,Meulebeke,3,,
6114,23099,23,Kraainem,15,,
1976,12026,23,Nijlen,2,,
3443,13044,23,Vorselaar,2,,
22654,63079,23,Verviers,28,,
393,11013,23,Edegem,6,,
3650,21001,23,Anderlecht,76,,
26487,83012,23,Durbuy,5,,
3756,21003,23,Berchem-Sainte-Agathe,18,,
29773,93088,23,Walcourt,5,,
22055,63045,23,Lierneux,3,,
24678,72018,23,Kinrooi,1,,
18900,57081,23,Tournai,24,,
3598,13053,23,Laakdal,4,,
12278,37015,23,Tielt (Tielt),10,,
7621,24104,23,Tervuren,10,,
7569,24094,23,Rotselaar,2,,
2240,13001,23,Arendonk,2,,
22756,63084,23,Welkenraedt,3,,
24942,72038,23,Hechtel-Eksel,2,,
28550,91141,23,Yvoir,2,,
17269,53044,23,Jurbise,6,,
7776,24130,23,LÃ©au,5,,
18953,57093,23,Brunehaut,5,,
17164,53028,23,Frameries,4,,
12330,37017,23,Wielsbeke,2,,
3809,21004,23,Bruxelles,138,,
22706,63080,23,Waimes,1,,
22298,63058,23,Pepinster,2,,
22504,63073,23,Stavelot,1,,
24889,72037,23,Hamont-Achel,1,,
128,11004,23,Boechout,3,,
12691,38025,23,Furnes,1,,
27246,84050,23,Paliseul,1,,
1395,11054,23,Zandhoven,2,,
2134,12040,23,Willebroek,20,,
12847,41018,23,Grammont,18,,
5013,23027,23,Hal (Hal-Vilvorde),8,,
10169,32030,23,Lo-Reninge,1,,
22103,63046,23,Limbourg,1,,
19058,57095,23,Mont-de-lâEnclus,1,,
16266,51067,23,Enghien,3,,
8605,25068,23,Mont-Saint-Guibert,4,,
7727,24109,23,Tremelo,3,,
3546,13049,23,Westerlo,3,,
10119,32011,23,Kortemark,5,,
25836,81001,23,Arlon,5,,
1026,11038,23,Schelle,2,,
16214,51065,23,Frasnes-lez-Anvaing,1,,
22601,63076,23,Theux,4,,
10068,32010,23,Koekelare,2,,
6061,23098,23,Drogenbos,5,,
26537,83013,23,ErezÃ©e,1,,
17217,53039,23,Hensies,5,,
3494,13046,23,Vosselaar,5,,
22350,63061,23,Raeren,1,,
12741,41002,23,Alost (Alost),72,,
22451,63072,23,Spa,2,,
18751,57062,23,Pecq,1,,
7674,24107,23,Tirlemont,15,,
13006,41034,23,Lede,1,,
28951,92054,23,Gesves,1,,
22853,63087,23,Burg-Reuland,1,,
12434,37020,23,Ardooie,6,,
8552,25050,23,La Hulpe,2,,
22202,63049,23,Malmedy,5,,
26086,82003,23,Bastogne,4,,
27052,84029,23,Herbeumont,2,,
19005,57094,23,Leuze-en-Hainaut,4,,
26436,82038,23,Sainte-Ode,4,,
16424,52010,23,Chapelle-lez-Herlaimont,3,,
16121,51017,23,Ellezelles,1,,
604,11022,23,Kalmthout,18,,
11083,34041,24,Wevelgem,5,,
3075,13025,24,Mol,5,,
8184,25018,24,Chaumont-Gistoux,2,,
27820,85045,24,Virton,3,,
29670,93022,24,Florennes,4,,
10513,33040,24,Langemark-Poelkapelle,1,,
3969,21007,24,Forest (Bruxelles-Capitale),9,,
21288,62118,24,GrÃ¢ce-Hollogne,4,,
15446,45068,24,Kruisem,1,,
500,11018,24,Hemiksem,3,,
3651,21001,24,Anderlecht,71,,
6738,24014,24,Boortmeerbeek,1,,
18901,57081,24,Tournai,6,,
18051,56001,24,Anderlues,3,,
15817,46025,24,Tamise,4,,
3181,13031,24,Oud-Turnhout,1,,
14683,44064,24,Sint-Martens-Latem,3,,
12901,41024,24,Haaltert,3,,
8871,25107,24,Villers-la-Ville,4,,
10120,32011,24,Kortemark,2,,
4804,23016,24,Dilbeek,22,,
22757,63084,24,Welkenraedt,2,,
14526,44045,24,Moerbeke (Gand),1,,
16372,51069,24,Lessines,1,,
7675,24107,24,Tirlemont,3,,
15923,51008,24,Beloeil,1,,
6219,23101,24,Rhode-Saint-GenÃ¨se,2,,
21694,63012,24,Bullange,1,,
29266,92137,24,Sambreville,4,,
4393,21015,24,Schaerbeek,51,,
23386,64056,24,Oreye,2,,
17323,53046,24,Lens,1,,
11136,34042,24,Zwevegem,4,,
24943,72038,24,Hechtel-Eksel,2,,
7517,24086,24,Oud-Heverlee,2,,
26335,82036,24,Vaux-sur-SÃ»re,1,,
1924,12025,24,Malines,20,,
25523,73042,24,Lanaken,5,,
4855,23023,24,Gammerages,3,,
21023,62093,24,Saint-Nicolas (LiÃ¨ge),9,,
22452,63072,24,Spa,1,,
817,11029,24,Mortsel,8,,
9393,25124,24,Walhain,1,,
552,11021,24,Hove (Anvers),1,,
21647,63004,24,Baelen,2,,
14052,43018,24,Zelzate,3,,
19163,57097,24,Comines-Warneton,3,,
24573,72003,24,Bocholt,1,,
23846,71016,24,Genk,15,,
975,11037,24,Rumst,2,,
14630,44052,24,Oosterzele,1,,
5275,23044,24,Liedekerke,3,,
6325,23103,24,Wezembeek-Oppem,5,,
658,11023,24,Kapellen (Anvers),5,,
26828,83049,24,Tenneville,1,,
9814,31040,24,Zedelgem,3,,
7255,24054,24,Kortenaken,2,,
24837,72030,24,Peer,1,,
1977,12026,24,Nijlen,6,,
17007,52075,24,Les Bons Villers,2,,
2865,13017,24,Kasterlee,4,,
16796,52025,24,Gerpinnes,3,,
6993,24038,24,Herent,8,,
5540,23060,24,Opwijk,2,,
13378,42006,24,Termonde,10,,
711,11024,24,Kontich,2,,
2394,13004,24,Beerse,3,,
13743,42028,24,Zele,5,,
12587,38014,24,Koksijde,1,,
25939,81004,24,Aubange,2,,
13431,42008,24,Hamme (Termonde),15,,
14578,44048,24,Nazareth,3,,
341,11009,24,Brecht,5,,
19632,61024,24,Hamoir,1,,
11809,36011,24,Lichtervelde,3,,
16531,52012,24,ChÃ¢telet,9,,
11441,35013,24,Ostende,11,,
20500,62015,24,Beyne-Heusay,2,,
28795,92035,24,EghezÃ©e,4,,
20447,62011,24,Bassenge,1,,
29722,93056,24,Philippeville,2,,
1396,11054,24,Zandhoven,4,,
7777,24130,24,LÃ©au,4,,
24679,72018,24,Kinrooi,2,,
2550,13010,24,Grobbendonk,2,,
11703,36008,24,Izegem,6,,
25419,73032,24,Hoeselt,3,,
16743,52022,24,Fontaine-lâEvÃªque,5,,
17424,53065,24,Quaregnon,4,,
4234,21012,24,Molenbeek-Saint-Jean,47,,
7149,24045,24,Huldenberg,2,,
4287,21013,24,Saint-Gilles,20,,
17786,55035,24,Le Roeulx,4,,
22203,63049,24,Malmedy,3,,
21446,62121,24,NeuprÃ©,3,,
20759,62038,24,FlÃ©ron,4,,
11389,35011,24,Middelkerke,7,,
3128,13029,24,Olen,4,,
16215,51065,24,Frasnes-lez-Anvaing,3,,
14316,44021,24,Gand,75,,
922,11035,24,Ranst,3,,
16425,52010,24,Chapelle-lez-Herlaimont,2,,
18400,56051,24,Momignies,3,,
11284,35005,24,Gistel,3,,
13691,42026,24,Wichelen,1,,
8818,25105,24,Tubize,13,,
8712,25084,24,Perwez (Nivelles),3,,
10016,32006,24,Houthulst,1,,
16584,52015,24,Courcelles,14,,
15870,51004,24,Ath,3,,
14157,44013,24,Destelbergen,8,,
9130,25119,24,Lasne,4,,
19532,61012,24,Clavier,2,,
1502,11056,24,Zwijndrecht,5,,
9550,31005,24,Bruges,25,,
26785,83044,24,Rendeux,1,,
8606,25068,24,Mont-Saint-Guibert,1,,
6272,23102,24,Wemmel,3,,
24520,71070,24,Heusden-Zolder,15,,
5904,23094,24,Zaventem,7,,
26437,82038,24,Sainte-Ode,1,,
20864,62060,24,Juprelle,3,,
22806,63086,24,Trois-Ponts,1,,
28952,92054,24,Gesves,1,,
27247,84050,24,Paliseul,1,,
23,11001,24,Aartselaar,1,,
28213,91054,24,Gedinne,1,,
25207,73001,24,Alken,1,,
6940,24033,24,Haacht,2,,
12848,41018,24,Grammont,13,,
27871,85046,24,Habay,1,,
7930,24135,24,Tielt-Winge,1,,
22351,63061,24,Raeren,1,,
23688,71002,24,As,2,,
13639,42025,24,Wetteren,3,,
10069,32010,24,Koekelare,2,,
5381,23047,24,Machelen (Hal-Vilvorde),2,,
2446,13006,24,Dessel,1,,
8396,25043,24,Incourt,2,,
20811,62051,24,Herstal,20,,
26682,83034,24,Marche-en-Famenne,4,,
5014,23027,24,Hal (Hal-Vilvorde),4,,
21393,62120,24,FlÃ©malle,5,,
23637,64076,24,Faimes,1,,
8078,25014,24,Braine-lâAlleud,7,,
14263,44020,24,Gavere,2,,
5487,23052,24,Merchtem,3,,
15605,46014,24,Lokeren,12,,
605,11022,24,Kalmthout,3,,
8977,25112,24,Wavre,6,,
5957,23096,24,Zemst,4,,
6378,23104,24,Lennik,3,,
19427,61003,24,Amay,5,,
4340,21014,24,Saint-Josse-ten-Noode,8,,
11651,36007,24,Ingelmunster,2,,
394,11013,24,Edegem,6,,
8131,25015,24,Braine-le-ChÃ¢teau,1,,
24731,72020,24,Lommel,3,,
19582,61019,24,FerriÃ¨res,3,,
25154,72043,24,Pelt,4,,
9708,31022,24,Oostkamp,5,,
11756,36010,24,Ledegem,1,,
6841,24020,24,Diest,2,,
9446,31003,24,Beernem,1,,
20602,62026,24,Comblain-au-Pont,1,,
1555,11057,24,Malle,5,,
14474,44043,24,Merelbeke,1,,
20970,62079,24,Oupeye,8,,
2759,13014,24,Hoogstraten,12,,
2812,13016,24,Hulshout,2,,
6115,23099,24,Kraainem,1,,
12124,37010,24,Oostrozebeke,1,,
4908,23024,24,Gooik,2,,
17892,55050,24,Ecaussinnes,4,,
3757,21003,24,Berchem-Sainte-Agathe,7,,
15499,46003,24,Beveren (Saint-Nicolas),8,,
4075,21009,24,Ixelles,59,,
10611,34002,24,Anzegem,3,,
14105,44012,24,De Pinte,1,,
20552,62022,24,Chaudfontaine,3,,
14422,44040,24,Melle,2,,
25364,73022,24,Heers,2,,
24366,71066,24,Zonhoven,10,,
12279,37015,24,Tielt (Tielt),4,,
20707,62032,24,Esneux,1,,
7202,24048,24,Keerbergen,1,,
28362,91072,24,Houyet,1,,
23740,71004,24,Beringen,13,,
7464,24066,24,Lubbeek,5,,
19268,58002,24,Binche,7,,
14369,44034,24,Lochristi,2,,
4022,21008,24,Ganshoren,6,,
23288,64034,24,Hannut,6,,
12227,37012,24,Ruiselede,2,,
12640,38016,24,Nieuport,1,,
1027,11038,24,Schelle,1,,
15552,46013,24,Kruibeke,1,,
19215,58001,24,La LouviÃ¨re,26,,
23793,71011,24,Diepenbeek,2,,
20917,62063,24,LiÃ¨ge,70,,
10410,33037,24,Zonnebeke,4,,
26283,82032,24,Vielsalm,4,,
10220,33011,24,Ypres,5,,
21499,62122,24,Trooz,2,,
21341,62119,24,Blegny,1,,
3287,13036,24,Retie,1,,
3704,21002,24,Auderghem,9,,
20654,62027,24,Dalhem,4,,
13536,42011,24,Lebbeke,3,,
870,11030,24,Niel,2,,
18353,56049,24,Merbes-le-ChÃ¢teau,2,,
2654,13012,24,Herenthout,1,,
15658,46020,24,Sint-Gillis-Waas,3,,
11231,35002,24,Bredene,1,,
9761,31033,24,Torhout,3,,
29826,93090,24,Viroinval,2,,
25576,73066,24,Riemst,3,,
26140,82005,24,Bertogne,1,,
24467,71069,24,Ham,2,,
20086,61072,24,Wanze,1,,
16902,52055,24,Pont-Ã -Celles,7,,
9911,31043,24,Knokke-Heist,2,,
17528,53070,24,Saint-Ghislain,3,,
9081,25118,24,HÃ©lÃ©cine,1,,
23046,64015,24,Braives,7,,
7411,24062,24,Louvain,17,,
4961,23025,24,Grimbergen,17,,
4552,21018,24,Woluwe-Saint-Lambert,16,,
8765,25091,24,Rixensart,2,,
7358,24059,24,Landen,4,,
24784,72021,24,Maaseik,2,,
15051,45041,24,Renaix,4,,
