,Date,Age,Location
817,2020-01-11,75,Péronnes-Lez-Antoing
818,2020-01-11,89,Verviers
819,2020-01-11,93,Diepenbeek
820,2020-01-11,94,Flobecq
821,2020-01-11,86,Oelegem
822,2020-01-11,86,Bury
823,2020-01-11,88,Bree
824,2020-01-11,87,Tongerlo
825,2020-01-11,93,Perwez
826,2020-01-11,85,Auby-Sur-Semois
827,2020-01-11,88,Mourcourt
828,2020-01-11,66,Bastogne
829,2020-01-11,93,Mechelen
830,2020-01-11,87,Brecht
831,2020-01-11,89,Vezin
832,2020-01-10,82,Ciney
833,2020-01-10,91,Mechelen-Aan-De-Maas
834,2020-01-10,91,Neeroeteren
835,2020-01-10,87,Leuze-En-Hainaut
836,2020-01-10,84,Beloeil
837,2020-01-10,83,Schulen
838,2020-01-10,89,Alken
839,2020-01-10,89,Berchem
840,2020-01-10,85,Tournai
841,2020-01-10,96,Malmedy
842,2020-01-10,86,Saint-Servais
843,2020-01-10,67,Gellik
844,2020-01-10,67,-
845,2020-01-10,75,Genk
846,2020-01-10,16,Hasselt
847,2020-01-10,97,Hoeilaart
848,2020-01-10,86,Vaux-Et-Borset
849,2020-01-10,82,Zonhoven
850,2020-01-10,90,Tournai
851,2020-01-10,84,Brasmenil
852,2020-01-10,86,Koersel
853,2020-01-10,69,Ath
854,2020-01-10,73,Péruwelz
855,2020-01-10,75,Tournai
856,2020-01-10,87,Namur
857,2020-01-10,95,Alken
858,2020-01-10,94,Grez-Doiceau
859,2020-01-10,97,Herk-De-Stad
860,2020-01-10,87,Herve
861,2020-01-10,82,Vielsalm
862,2020-01-10,68,Alken
863,2020-01-10,89,Bastogne
864,2020-01-10,83,Leuven
865,2020-01-10,83,Dottignies
866,2020-01-10,58,La Louvière
867,2020-01-10,92,Kortenberg
868,2020-01-10,85,Maasmechelen
869,2020-01-10,92,Lanaken
870,2020-01-09,91,Achel
871,2020-01-09,84,Jemelle
872,2020-01-09,79,Sint-Truiden
873,2020-01-09,86,Neerpelt
874,2020-01-09,88,Bléharies
875,2020-01-09,89,Neerharen
876,2020-01-09,91,Varsenare
877,2020-01-09,81,Kortrijk
878,2020-01-09,77,Neeroeteren
879,2020-01-09,95,Péruwelz
880,2020-01-09,68,Hamont
881,2020-01-09,87,-
882,2020-01-09,86,Tournai
883,2020-01-09,69,Villers-Saint-Amand
884,2020-01-09,80,Hérinnes
885,2020-01-09,89,Mechelen-Aan-De-Maas
886,2020-01-09,92,Antoing
887,2020-01-09,90,Moustier-Sur-Sambre
888,2020-01-09,89,Custinne
889,2020-01-09,91,Hasselt
890,2020-01-09,74,Maasmechelen
891,2020-01-09,85,Bastogne
892,2020-01-09,85,Zonhoven
893,2020-01-09,97,Hasselt
894,2020-01-09,75,Sint-Truiden
895,2020-01-09,82,Hamont
896,2020-01-09,73,Jambes
897,2020-01-09,92,Namur
898,2020-01-09,88,Berchem
899,2020-01-09,71,Malonne
900,2020-01-09,72,Jemeppe-Sur-Sambre
901,2020-01-09,96,Vliermaal
902,2020-01-09,93,Alken
903,2020-01-09,72,Rumst
904,2020-01-09,88,Stevoort
905,2020-01-09,80,Alken
906,2020-01-09,72,Neeroeteren
907,2020-01-09,92,Beringen
908,2020-01-09,71,Ranst
909,2020-01-09,65,Gent
910,2020-01-09,90,Berchem
911,2020-01-09,95,Hasselt
912,2020-01-09,77,Koksijde
913,2020-01-09,96,Tournai
914,2020-01-09,88,Boechout
915,2020-01-09,88,Opglabbeek
916,2020-01-08,95,Waasmunster
917,2020-01-08,69,Molenbeersel
918,2020-01-08,70,Taintignies
919,2020-01-08,66,Zepperen
920,2020-01-08,55,Verviers
921,2020-01-08,71,Hérinnes
922,2020-01-08,72,Neeroeteren
923,2020-01-08,81,Boom
924,2020-01-08,64,Hasselt
925,2020-01-08,68,Ethe
926,2020-01-08,61,Sint-Truiden
927,2020-01-08,96,Tongeren
928,2020-01-08,90,Zolder
929,2020-01-08,94,Froyennes
930,2020-01-08,72,Bastogne
931,2020-01-08,74,Namur
932,2020-01-08,81,Wegnez
933,2020-01-08,79,Wépion
934,2020-01-08,93,Bouillon
935,2020-01-08,90,Waltwilder
936,2020-01-08,87,Millen
937,2020-01-08,88,Genk
938,2020-01-08,97,Houthalen
939,2020-01-08,90,Nives
940,2020-01-08,67,Tournai
941,2020-01-08,86,Bilzen
942,2020-01-08,91,-
943,2020-01-08,87,Genk
944,2020-01-08,74,Herentals
945,2020-01-08,78,Sint-Truiden
946,2020-01-08,93,Vichte
947,2020-01-08,87,Incourt
948,2020-01-08,50,Rotem
949,2020-01-08,91,Mariakerke
950,2020-01-08,92,Eke
951,2020-01-08,71,Brugge
952,2020-01-08,91,Gent
953,2020-01-08,82,Helchteren
954,2020-01-07,86,Dinant
955,2020-01-07,77,Paal
956,2020-01-07,77,Nismes
957,2020-01-07,75,Mechelen-Aan-De-Maas
958,2020-01-07,61,Leuze-En-Hainaut
959,2020-01-07,86,Diepenbeek
960,2020-01-07,81,Grimbergen
961,2020-01-07,86,-
962,2020-01-07,87,Ciney
963,2020-01-07,86,Wannebecq
964,2020-01-07,83,Tongeren
965,2020-01-07,86,Jambes
966,2020-01-07,60,Tongeren
967,2020-01-07,86,Sint-Truiden
968,2020-01-07,89,Ath
969,2020-01-07,95,Wellen
970,2020-01-07,87,-
971,2020-01-07,87,Ciney
972,2020-01-07,89,Velaine-Sur-Sambre
973,2020-01-07,74,Rutten
974,2020-01-07,79,Tournai
975,2020-01-07,79,Tournai
976,2020-01-07,88,Bertogne
977,2020-01-07,88,Aubel
978,2020-01-07,97,Tinlot
979,2020-01-07,81,Hasselt
980,2020-01-07,71,Molenbeersel
981,2020-01-07,72,Clavier
982,2020-01-07,54,Nijlen
983,2020-01-07,85,Zonhoven
984,2020-01-07,91,Vaulx
985,2020-01-06,48,Diepenbeek
986,2020-01-06,84,Lanaken
987,2020-01-06,86,Theux
988,2020-01-06,81,Fosses-La-Ville
989,2020-01-06,81,Leuze-En-Hainaut
990,2020-01-06,91,Kinrooi
991,2020-01-06,64,Opglabbeek
992,2020-01-06,91,Brunehaut
993,2020-01-06,78,Grandmetz
994,2020-01-06,86,Malonne
995,2020-01-06,70,Wiers
996,2020-01-06,66,Jambes
997,2020-01-06,85,Saint-Mard
998,2020-01-06,72,Oostende
999,2020-01-06,96,Aye
1000,2020-01-06,83,Chièvres
1001,2020-01-06,40,Houdremont
1002,2020-01-06,82,Bruyelle
1003,2020-01-06,94,Bree
1004,2020-01-06,60,Sint-Huibrechts-Lille
1005,2020-01-06,78,Lommel
1006,2020-01-06,92,Sint-Truiden
1007,2020-01-06,87,Velm
1008,2020-01-06,89,Saint-Hubert
1009,2020-01-06,93,Frasnes-Lez-Buissenal
1010,2020-01-06,94,Velm
1011,2020-01-06,86,Welkenraedt
1012,2020-01-06,69,Profondeville
1013,2020-01-06,84,Hasselt
1014,2020-01-06,84,Hechtel
1015,2020-01-06,74,Genk
1016,2020-01-06,73,Winenne
1017,2020-01-06,92,Eksel
1018,2020-01-06,69,Boorsem
1019,2020-01-06,92,Antwerpen
1020,2020-01-06,93,Eke
1021,2020-01-06,77,Molenbeersel
1022,2020-01-06,95,Genk
1023,2020-01-06,62,Jambes
1024,2020-01-05,87,Vesqueville
1025,2020-01-05,91,-
1026,2020-01-05,91,Sint-Andries
1027,2020-01-05,52,-
1028,2020-01-05,94,Isières
1029,2020-01-05,66,Jambes
1030,2020-01-05,82,Bastogne
1031,2020-01-05,79,Alken
1032,2020-01-05,84,Wijchmaal
1033,2020-01-05,84,Deinze
1034,2020-01-05,81,Namur
1035,2020-01-05,95,Jemeppe-Sur-Sambre
1036,2020-01-05,82,Avin
1037,2020-01-05,85,Alken
1038,2020-01-05,66,Hertain
1039,2020-01-05,94,Waha
1040,2020-01-05,44,Lanaken
1041,2020-01-05,82,Hannut
1042,2020-01-05,86,Merksplas
1043,2020-01-05,91,Thieulain
1044,2020-01-05,91,Vaux-Sur-Sûre
1045,2020-01-05,73,Fauvillers
1046,2020-01-05,93,Ensival
1047,2020-01-05,99,Tournai
1048,2020-01-05,61,-
1049,2020-01-05,88,Lanaken
1050,2020-01-05,86,Ruiselede
1051,2020-01-05,75,Kleine-Brogel
1052,2020-01-05,91,Champlon
1053,2020-01-05,93,-
1054,2020-01-05,80,Bocholt
1055,2020-01-05,82,Neeroeteren
1056,2020-01-05,94,Aalst
1057,2020-01-05,72,Hasselt
1058,2020-01-05,80,Auvelais
1059,2020-01-05,80,Tournai
1060,2020-01-05,75,Kapellen
1061,2020-01-05,92,Thisnes
1062,2020-01-05,86,Gistel
1063,2020-01-05,71,Bioul
1064,2020-01-05,56,Opglabbeek
1065,2020-01-05,92,Hasselt
1066,2020-01-04,83,Vaulx
1067,2020-01-04,91,Tournai
1068,2020-01-04,83,Bree
1069,2020-01-04,90,Baillonville
1070,2020-01-04,66,Neeroeteren
1071,2020-01-04,85,Bazel
1072,2020-01-04,83,Alken
1073,2020-01-04,83,Brugge
1074,2020-01-04,85,Beclers
1075,2020-01-04,64,Namur
1076,2020-01-04,83,Kuurne
1077,2020-01-04,72,Kessel
1078,2020-01-04,84,Wegnez
1079,2020-01-04,85,Linkhout
1080,2020-01-04,71,Léglise
1081,2020-01-04,63,Jambes
1082,2020-01-04,89,Barvaux-Sur-Ourthe
1083,2020-01-04,91,Tournai
1084,2020-01-04,94,Jambes
1085,2020-01-04,83,-
1086,2020-01-04,63,Wellen
1087,2020-01-04,90,Liege
1088,2020-01-04,77,Knokke
1089,2020-01-04,92,Herk-De-Stad
1090,2020-01-04,66,Overijse
1091,2020-01-04,66,Vlimmeren
1092,2020-01-04,83,Neeroeteren
1093,2020-01-04,87,Spalbeek
1094,2020-01-04,90,Bocholt
1095,2020-01-03,84,Belgrade
1096,2020-01-03,84,Belgrade
1097,2020-01-03,68,Tessenderlo
1098,2020-01-03,72,Zwijnaarde
1099,2020-01-03,75,Jambes
1100,2020-01-03,90,Ere
1101,2020-01-03,81,Lauwe
1102,2020-01-03,84,Fontenoille
1103,2020-01-03,90,Barvaux-Sur-Ourthe
1104,2020-01-03,88,Villers-Saint-Amand
1105,2020-01-03,61,Brugge
1106,2020-01-03,86,Bree
1107,2020-01-03,83,Diepenbeek
1108,2020-01-03,87,Zonhoven
1109,2020-01-03,68,Koersel
1110,2020-01-03,98,Brugge
1111,2020-01-03,90,Achel
1112,2020-01-03,71,Zolder
1113,2020-01-03,45,Andenne
1114,2020-01-03,87,Neeroeteren
1115,2020-01-03,-1,Zichen-Zussen-Bolder
1116,2020-01-03,91,Overpelt
1117,2020-01-03,89,Borgloon
1118,2020-01-03,94,Balegem
1119,2020-01-03,80,Saint-Nicolas
1120,2020-01-03,18,Hasselt
1121,2020-01-03,81,-
1122,2020-01-03,87,Lanaken
1123,2020-01-03,96,Neerpelt
1124,2020-01-03,93,Maaseik
1125,2020-01-03,77,Paifve
1126,2020-01-02,81,Lanaken
1127,2020-01-02,88,Mariakerke
1128,2020-01-02,89,Kaulille
1129,2020-01-02,92,Kortrijk
1130,2020-01-02,74,Zonhoven
1131,2020-01-02,89,Kortrijk
1132,2020-01-02,80,Schilde
1133,2020-01-02,75,Bouvignes-Sur-Meuse
1134,2020-01-02,80,Waha
1135,2020-01-02,84,Wegnez
1136,2020-01-02,80,Hollain
1137,2020-01-02,84,Lanklaar
1138,2020-01-02,81,Tongeren
1139,2020-01-02,95,Leuze-En-Hainaut
1140,2020-01-02,91,Mechelen
1141,2020-01-02,66,Durbuy
1142,2020-01-02,88,Baelen
1143,2020-01-02,88,Oostham
1144,2020-01-02,82,Berbroek
1145,2020-01-02,90,Namur
1146,2020-01-02,95,Tongeren
1147,2020-01-02,87,Verviers
1148,2020-01-02,79,Rekem
1149,2020-01-02,90,As
1150,2020-01-02,76,Érezée
1151,2020-01-02,87,-
1152,2020-01-02,81,Genk
1153,2020-01-02,88,Genk
1154,2020-01-02,46,Leignon
1155,2020-01-02,91,La Glanerie
1156,2020-01-02,89,Oostakker
1157,2020-01-02,79,Froidfontaine
1158,2020-01-02,75,Diepenbeek
1159,2020-01-02,94,Genk
1160,2020-01-02,76,Neerpelt
1161,2020-01-02,75,Brecht
1162,2020-01-02,90,Jabbeke
1163,2020-01-02,48,Gaurain-Ramecroix
1164,2020-01-02,70,Sint-Kruis
1165,2020-01-02,83,Turnhout
1166,2020-01-01,75,Evergem
1167,2020-01-01,94,Falaën
1168,2020-01-01,81,Leuze-En-Hainaut
1169,2020-01-01,120,Sint-Truiden
1170,2020-01-01,67,Heusden
1171,2020-01-01,96,Philippine
1172,2020-01-01,93,Wevelgem
1173,2020-01-01,81,Wilrijk
1174,2020-01-01,61,Froidmont
1175,2020-01-01,87,Herk-De-Stad
1176,2020-01-01,89,Ranst
1177,2020-01-01,76,'s Herenelderen
1178,2020-01-01,66,Hasselt
1179,2020-01-01,92,Tongeren
1180,2020-01-01,84,Haversin
1181,2020-01-01,90,Hasselt
1182,2020-01-01,77,Genk
1183,2020-01-01,90,Hoeselt
1184,2020-01-01,96,Sint-Truiden
1185,2020-01-01,94,Boorsem
1186,2020-01-01,92,Maubray
1187,2020-01-01,61,Bellevaux
1188,2020-01-01,91,Sint-Eloois-Vijve
1189,2020-01-01,93,Wépion
1190,2020-01-01,120,-
1191,2020-01-01,83,Stabroek
1192,2020-01-01,96,Mielen-Boven-Aalst
1193,2020-01-01,59,Overpelt
1194,2020-01-01,95,-
1195,2020-01-01,83,Deurne
1196,2020-01-01,120,Antwerpen
1197,2020-01-01,120,-
1198,2020-01-01,88,Kinrooi
1199,2020-01-01,58,Genk
1200,2020-01-01,90,Calonne
1201,2020-01-01,83,Vliermaal
1202,2020-02-29,92,Stokkem
1203,2020-02-29,75,Hannut
1204,2020-02-29,62,Sint-Truiden
1205,2020-02-29,94,Wijnegem
1206,2020-02-29,49,Wanze
1207,2020-02-29,90,Peer
1208,2020-02-29,63,Meeuwen
1209,2020-02-29,86,Bastogne
1210,2020-02-29,88,Schilde
1211,2020-02-29,89,Ieper
1212,2020-02-29,60,Saint-Léger
1213,2020-02-29,99,-
1214,2020-02-29,94,Kalmthout
1215,2020-02-29,93,Lanaken
1216,2020-02-29,78,Herk-De-Stad
1217,2020-02-29,74,Marchin
1218,2020-02-29,72,Neeroeteren
1219,2020-02-29,83,Hasselt
1220,2020-02-29,96,Zonhoven
1221,2020-02-29,83,Temploux
1222,2020-02-29,89,Spalbeek
1223,2020-02-29,67,Bruxelles
1224,2020-02-29,96,Stokrooie
1225,2020-02-29,87,Herk-De-Stad
1226,2020-02-29,80,Tournai
1227,2020-02-29,90,Kortrijk
1228,2020-02-29,81,Sint-Truiden
1229,2020-02-29,88,Jambes
1230,2020-02-29,77,Warcoing
1231,2020-02-29,47,Maasmechelen
1232,2020-02-29,90,Lanaken
1233,2020-02-29,97,Ath
1234,2020-02-29,74,Genk
1235,2020-02-29,81,Verviers
1236,2020-02-29,88,Geel
1237,2020-02-29,79,Hasselt
1238,2020-02-29,51,Hamont
1239,2020-02-29,84,Oudenaarde
1240,2020-02-29,82,Mouscron
1241,2020-02-29,97,Vliermaal
1242,2020-02-29,81,Overpelt
1243,2020-02-29,95,Hasselt
1244,2020-02-29,72,Ophoven
1245,2020-02-29,80,Verviers
1246,2020-02-28,80,Koersel
1247,2020-02-28,90,Herk-De-Stad
1248,2020-02-28,97,Neerpelt
1249,2020-02-28,80,Neeroeteren
1250,2020-02-28,59,Gesves
1251,2020-02-28,81,Marloie
1252,2020-02-28,91,Werchter
1253,2020-02-28,78,Ramegnies-Chin
1254,2020-02-28,88,Bouge
1255,2020-02-28,70,Mol
1256,2020-02-28,78,Namur
1257,2020-02-28,86,Brecht
1258,2020-02-28,79,Beverlo
1259,2020-02-28,96,Dinant
1260,2020-02-28,90,Champion
1261,2020-02-28,83,Waremme
1262,2020-02-28,89,Scherpenheuvel
1263,2020-02-28,83,-
1264,2020-02-28,91,Sovet
1265,2020-02-28,93,Sovet
1266,2020-02-28,21,Varsenare
1267,2020-02-28,63,Châtillon
1268,2020-02-28,79,Zutendaal
1269,2020-02-28,76,Lommel
1270,2020-02-28,67,Hasselt
1271,2020-02-28,82,Amay
1272,2020-02-28,79,Oeudeghien
1273,2020-02-28,64,Maaseik
1274,2020-02-28,87,Tournai
1275,2020-02-27,72,Zolder
1276,2020-02-27,63,Tongeren
1277,2020-02-27,93,Mouscron
1278,2020-02-27,82,Jambes
1279,2020-02-27,81,Alken
1280,2020-02-27,82,Espierres
1281,2020-02-27,89,Gerdingen
1282,2020-02-27,81,Mourcourt
1283,2020-02-27,75,Mechelen
1284,2020-02-27,87,Aalter
1285,2020-02-27,91,Gaurain-Ramecroix
1286,2020-02-27,92,Wielsbeke
1287,2020-02-27,92,Vichte
1288,2020-02-27,94,Zomergem
1289,2020-02-27,95,Kortrijk
1290,2020-02-27,67,Neeroeteren
1291,2020-02-27,99,Ellezelles
1292,2020-02-27,85,Grand-Leez
1293,2020-02-27,93,Wellen
1294,2020-02-27,80,Genk
1295,2020-02-27,83,Houthalen
1296,2020-02-27,88,Malonne
1297,2020-02-27,89,Varsenare
1298,2020-02-27,96,Eksel
1299,2020-02-27,89,Chièvres
1300,2020-02-27,91,Leuze-En-Hainaut
1301,2020-02-27,52,-
1302,2020-02-27,83,Genk
1303,2020-02-27,87,-
1304,2020-02-27,88,Flobecq
1305,2020-02-27,82,Genk
1306,2020-02-27,33,Rotem
1307,2020-02-27,64,Bellem
1308,2020-02-27,93,Lommel
1309,2020-02-26,72,Wépion
1310,2020-02-26,94,-
1311,2020-02-26,93,Leuven
1312,2020-02-26,93,Villers-Devant-Orval
1313,2020-02-26,85,-
1314,2020-02-26,72,Namur
1315,2020-02-26,85,Gingelom
1316,2020-02-26,75,Maaseik
1317,2020-02-26,80,Meldert
1318,2020-02-26,65,Lanaken
1319,2020-02-26,89,Gentbrugge
1320,2020-02-26,88,Zevergem
1321,2020-02-26,94,Tournai
1322,2020-02-26,72,Sovet
1323,2020-02-26,80,-
1324,2020-02-26,89,Nil-Saint-Vincent-Saint-Martin
1325,2020-02-26,89,Schoten
1326,2020-02-26,77,Namêche
1327,2020-02-26,90,Essen
1328,2020-02-26,81,Eksel
1329,2020-02-26,87,Genk
1330,2020-02-26,86,-
1331,2020-02-26,77,Vezon
1332,2020-02-26,90,Malmedy
1333,2020-02-26,79,Verviers
1334,2020-02-26,79,Beringen
1335,2020-02-26,81,Tongeren
1336,2020-02-26,95,Nijlen
1337,2020-02-26,81,Overpelt
1338,2020-02-26,58,Peer
1339,2020-02-26,88,Genk
1340,2020-02-26,63,Lamorteau
1341,2020-02-26,91,Roosdaal
1342,2020-02-26,90,Berchem
1343,2020-02-26,80,Péruwelz
1344,2020-02-26,87,Diepenbeek
1345,2020-02-26,88,Schoten
1346,2020-02-26,90,-
1347,2020-02-25,79,Brugge
1348,2020-02-25,76,Macon
1349,2020-02-25,80,Beverst
1350,2020-02-25,81,Hasselt
1351,2020-02-25,87,Kuurne
1352,2020-02-25,74,Sleidinge
1353,2020-02-25,83,Koersel
1354,2020-02-25,100,Amonines
1355,2020-02-25,85,Overpelt
1356,2020-02-25,96,Kapellen
1357,2020-02-25,97,Gembloux
1358,2020-02-25,96,Rhisnes
1359,2020-02-25,81,Taintignies
1360,2020-02-25,86,La Roche-En-Ardenne
1361,2020-02-25,72,Bree
1362,2020-02-25,71,Deux-Acren
1363,2020-02-25,75,Bande
1364,2020-02-25,66,Oeudeghien
1365,2020-02-25,77,Malmedy
1366,2020-02-25,74,Oudenaarde
1367,2020-02-25,66,Heusy
1368,2020-02-25,91,Bastogne
1369,2020-02-25,85,Bon-Secours
1370,2020-02-25,67,Froidmont
1371,2020-02-25,62,Houthalen
1372,2020-02-25,93,Genk
1373,2020-02-25,97,Blegny
1374,2020-02-25,74,Pepinster
1375,2020-02-25,76,Tongeren
1376,2020-02-25,95,Néchin
1377,2020-02-25,72,Herseaux
1378,2020-02-25,91,Pepinster
1379,2020-02-25,64,Herk-De-Stad
1380,2020-02-25,84,Malonne
1381,2020-02-25,91,Pecq
1382,2020-02-25,89,Jambes
1383,2020-02-24,92,Mol
1384,2020-02-24,96,Libramont-Chevigny
1385,2020-02-24,86,Deurne
1386,2020-02-24,84,Herk-De-Stad
1387,2020-02-24,86,Rumes
1388,2020-02-24,73,Molenbaix
1389,2020-02-24,64,Asse
1390,2020-02-24,81,Porcheresse
1391,2020-02-24,88,Rumes
1392,2020-02-24,58,Herenthout
1393,2020-02-24,92,Nieuwpoort
1394,2020-02-24,71,-
1395,2020-02-24,75,Ath
1396,2020-02-24,85,Haltinne
1397,2020-02-24,89,Alken
1398,2020-02-24,93,-
1399,2020-02-24,60,Velaine-Sur-Sambre
1400,2020-02-24,72,Ophoven
1401,2020-02-24,83,As
1402,2020-02-24,72,Asse
1403,2020-02-24,91,Heusy
1404,2020-02-24,39,Wasmes-Audemez-Briffœil
1405,2020-02-24,75,Ouffet
1406,2020-02-24,91,Heusden
1407,2020-02-24,91,Wellen
1408,2020-02-24,92,Jambes
1409,2020-02-24,33,Maubray
1410,2020-02-24,70,Wijchmaal
1411,2020-02-24,96,Zelem
1412,2020-02-24,87,Diepenbeek
1413,2020-02-24,83,Stramproy
1414,2020-02-24,81,Overpelt
1415,2020-02-24,66,Sint-Truiden
1416,2020-02-24,57,Wommelgem
1417,2020-02-24,81,Hechtel
1418,2020-02-24,88,Schellebelle
1419,2020-02-24,85,Merksem
1420,2020-02-24,80,Schilde
1421,2020-02-24,86,Berlare
1422,2020-02-23,85,Villers-La-Loue
1423,2020-02-23,90,Zottegem
1424,2020-02-23,-1,Laeken
1425,2020-02-23,87,Athus
1426,2020-02-23,83,Ben-Ahin
1427,2020-02-23,86,Gent
1428,2020-02-23,93,-
1429,2020-02-23,93,Hérinnes
1430,2020-02-23,90,Kain
1431,2020-02-23,90,Huy
1432,2020-02-23,81,Zandhoven
1433,2020-02-23,95,Neerpelt
1434,2020-02-23,84,Saint-Denis
1435,2020-02-23,85,Fosses-La-Ville
1436,2020-02-23,73,Maaseik
1437,2020-02-23,86,Florennes
1438,2020-02-23,98,Ghoy
1439,2020-02-23,74,Lanaken
1440,2020-02-23,75,Nadrin
1441,2020-02-23,88,Hoeselt
1442,2020-02-23,88,Libramont-Chevigny
1443,2020-02-23,72,Ollignies
1444,2020-02-23,94,Sart-En-Fagne
1445,2020-02-23,68,Orcq
1446,2020-02-23,94,Herenthout
1447,2020-02-23,91,-
1448,2020-02-23,85,Tienen
1449,2020-02-23,72,Diepenbeek
1450,2020-02-23,85,Sint-Michiels
1451,2020-02-23,90,Rongy
1452,2020-02-23,89,Genk
1453,2020-02-23,91,Hasselt
1454,2020-02-23,88,Leuven
1455,2020-02-23,90,Zottegem
1456,2020-02-23,88,Velm
1457,2020-02-23,64,Kontich
1458,2020-02-23,76,Brugge
1459,2020-02-23,84,Neeroeteren
1460,2020-02-23,91,Denderleeuw
1461,2020-02-23,82,Tielt
1462,2020-02-23,49,Waregem
1463,2020-02-23,84,Hove
1464,2020-02-22,71,Pondrôme
1465,2020-02-22,85,Genk
1466,2020-02-22,91,Assenede
1467,2020-02-22,87,Jambes
1468,2020-02-22,71,-
1469,2020-02-22,66,Villers-Saint-Amand
1470,2020-02-22,63,As
1471,2020-02-22,94,Mortsel
1472,2020-02-22,67,Hasselt
1473,2020-02-22,84,Riemst
1474,2020-02-22,77,Heers
1475,2020-02-22,83,Membach
1476,2020-02-22,75,Kallo
1477,2020-02-22,57,Franc-Waret
1478,2020-02-22,79,Blandain
1479,2020-02-22,81,Maasmechelen
1480,2020-02-22,85,Willemeau
1481,2020-02-22,84,-
1482,2020-02-22,95,Aye
1483,2020-02-22,98,Tongerlo
1484,2020-02-22,71,Genk
1485,2020-02-22,88,Vedrin
1486,2020-02-22,91,Buzenol
1487,2020-02-22,84,Herk-De-Stad
1488,2020-02-22,90,Peer
1489,2020-02-22,95,Juseret
1490,2020-02-22,79,Ochamps
1491,2020-02-22,84,Lummen
1492,2020-02-22,65,Koersel
1493,2020-02-22,85,Velm
1494,2020-02-22,92,Borgloon
1495,2020-02-22,65,Ciney
1496,2020-02-22,71,Tessenderlo
1497,2020-02-22,78,Beringen
1498,2020-02-22,80,Lummen
1499,2020-02-22,61,Namur
1500,2020-02-21,39,Antwerpen
1501,2020-02-21,73,Helchteren
1502,2020-02-21,86,Gavere
1503,2020-02-21,89,Flémalle
1504,2020-02-21,74,Dilsen-Stokkem
1505,2020-02-21,87,Ciney
1506,2020-02-21,91,Vaux-Sur-Sûre
1507,2020-02-21,71,Dilsen-Stokkem
1508,2020-02-21,90,Chapelle-À-Wattines
1509,2020-02-21,89,Sint-Truiden
1510,2020-02-21,96,Ramegnies-Chin
1511,2020-02-21,97,Wiesme
1512,2020-02-21,85,Ath
1513,2020-02-21,66,Theux
1514,2020-02-21,91,Ciney
1515,2020-02-21,90,Hérinnes
1516,2020-02-21,120,-
1517,2020-02-21,72,Aalst
1518,2020-02-21,59,Dilbeek
1519,2020-02-21,79,Mechelen-Aan-De-Maas
1520,2020-02-21,91,Verviers
1521,2020-02-21,87,-
1522,2020-02-21,80,Havelange
1523,2020-02-21,80,Froidmont
1524,2020-02-21,86,Blandain
1525,2020-02-21,89,-
1526,2020-02-21,63,Meeuwen
1527,2020-02-21,90,Sint-Truiden
1528,2020-02-21,75,Genk
1529,2020-02-21,84,Kozen
1530,2020-02-21,95,Rotem
1531,2020-02-21,92,Herk-De-Stad
1532,2020-02-21,72,Diepenbeek
1533,2020-02-21,90,Meslin-L'évêque
1534,2020-02-21,81,Ernage
1535,2020-02-21,57,Zonhoven
1536,2020-02-20,27,Denée
1537,2020-02-20,91,Blaton
1538,2020-02-20,89,Woluwe-Saint-Lambert
1539,2020-02-20,57,As
1540,2020-02-20,90,Brugge
1541,2020-02-20,84,Vliermaal
1542,2020-02-20,95,Deurne
1543,2020-02-20,54,Oudsbergen
1544,2020-02-20,85,Wavre
1545,2020-02-20,50,Bois-De-Villers
1546,2020-02-20,64,Tournai
1547,2020-02-20,78,Mazy
1548,2020-02-20,91,Lier
1549,2020-02-20,89,Izier
1550,2020-02-20,85,Kontich
1551,2020-02-20,71,Neerharen
1552,2020-02-20,73,Peer
1553,2020-02-20,71,Genk
1554,2020-02-20,87,Tongerlo
1555,2020-02-20,96,Pecq
1556,2020-02-20,79,Maffle
1557,2020-02-20,66,Terwagne
1558,2020-02-20,89,Yvoir
1559,2020-02-20,94,Wijnegem
1560,2020-02-20,73,'s Herenelderen
1561,2020-02-20,96,Bruxelles
1562,2020-02-20,91,Theux
1563,2020-02-20,69,Hasselt
1564,2020-02-20,16,Les Bulles
1565,2020-02-20,78,Genk
1566,2020-02-20,96,Dison
1567,2020-02-20,60,Linkhout
1568,2020-02-20,80,Kain
1569,2020-02-20,93,Brustem
1570,2020-02-20,90,Lommel
1571,2020-02-20,87,Hasselt
1572,2020-02-20,95,Diest
1573,2020-02-20,86,Boechout
1574,2020-02-20,82,Eupen
1575,2020-02-20,91,Cornesse
1576,2020-02-20,76,Vosselaar
1577,2020-02-20,83,-
1578,2020-02-20,84,Antwerpen
1579,2020-02-20,75,Verviers
1580,2020-02-20,94,Roeselare
1581,2020-02-20,87,Maasmechelen
1582,2020-02-19,87,Wilrijk
1583,2020-02-19,91,Namur
1584,2020-02-19,93,Chiny
1585,2020-02-19,97,Genk
1586,2020-02-19,66,Belgrade
1587,2020-02-19,89,Rekem
1588,2020-02-19,82,Kortrijk
1589,2020-02-19,32,-
1590,2020-02-19,76,Zonhoven
1591,2020-02-19,79,As
1592,2020-02-19,71,Balen
1593,2020-02-19,89,Peer
1594,2020-02-19,74,Astene
1595,2020-02-19,56,Aalst
1596,2020-02-19,68,Belgrade
1597,2020-02-19,86,Koksijde
