YEAR_WEEK,NIS5,AGEGROUP,CUMUL,AgeGroup,COUNT,percent
21W33,24059,85+,480,85+,506,94.86166007905139
21W33,24062,0-17,4973,0-17,17626,28.214002042437308
21W33,24062,35-44,12070,35-44,13637,88.50920290386449
21W33,24062,45-54,10472,45-54,11369,92.11012402146187
21W33,24062,55-64,10289,55-64,10923,94.19573377277305
21W33,24062,65-74,8091,65-74,8304,97.43497109826589
21W33,24062,75-84,5110,75-84,5263,97.09291278738363
21W33,24062,85+,2976,85+,3154,94.3563728598605
21W33,24066,0-17,978,0-17,2779,35.19251529327096
21W33,24066,35-44,1682,35-44,1737,96.8336211859528
21W33,24066,45-54,1860,45-54,1974,94.22492401215806
21W33,24066,55-64,2125,55-64,2183,97.34310581768209
21W33,24066,65-74,1718,65-74,1762,97.50283768444949
21W33,24066,75-84,1129,75-84,1091,103.48304307974335
21W33,24066,85+,405,85+,442,91.6289592760181
21W33,24086,0-17,813,0-17,2266,35.87819947043248
21W33,24086,35-44,1282,35-44,1362,94.12628487518356
21W33,24086,45-54,1461,45-54,1515,96.43564356435644
21W33,24086,55-64,1562,55-64,1655,94.38066465256797
21W33,24086,65-74,1271,65-74,1271,100.0
21W33,24086,75-84,794,75-84,768,103.38541666666667
21W33,24086,85+,255,85+,278,91.72661870503597
21W33,24094,0-17,1166,0-17,3420,34.09356725146199
21W33,24094,35-44,2065,35-44,2201,93.82099045888232
21W33,24094,45-54,2257,45-54,2394,94.27736006683375
21W33,24094,55-64,2472,55-64,2514,98.32935560859188
21W33,24094,65-74,1765,65-74,1757,100.45532157085943
21W33,24094,75-84,1016,75-84,1047,97.03915950334289
21W33,24094,85+,534,85+,565,94.51327433628319
21W33,24104,0-17,1328,0-17,5244,25.32418001525553
21W33,24104,35-44,2612,35-44,3044,85.80814717477004
21W33,24104,45-54,3050,45-54,3412,89.39038686987104
21W33,24104,55-64,2718,55-64,2857,95.1347567378369
21W33,24104,65-74,1927,65-74,2075,92.86746987951807
21W33,24104,75-84,1366,75-84,1454,93.9477303988996
21W33,24104,85+,660,85+,702,94.01709401709402
21W33,24107,0-17,2182,0-17,6852,31.844716870986574
21W33,24107,35-44,4259,35-44,4600,92.58695652173913
21W33,24107,45-54,4442,45-54,4775,93.0261780104712
21W33,24107,55-64,4674,55-64,4804,97.2939217318901
21W33,24107,65-74,3981,65-74,4016,99.12848605577689
21W33,24107,75-84,2498,75-84,2529,98.77421905891657
21W33,24107,85+,1140,85+,1230,92.6829268292683
21W33,24109,0-17,998,0-17,2566,38.89321901792673
21W33,24109,35-44,1676,35-44,1738,96.43268124280783
21W33,24109,45-54,2154,45-54,2356,91.42614601018676
21W33,24109,55-64,2378,55-64,2447,97.18022067838169
21W33,24109,65-74,1789,65-74,1758,101.76336746302617
21W33,24109,75-84,1050,75-84,1091,96.24197983501375
21W33,24109,85+,483,85+,472,102.33050847457628
21W33,24130,0-17,572,0-17,1565,36.54952076677316
21W33,24130,35-44,994,35-44,1079,92.12233549582947
21W33,24130,45-54,1252,45-54,1300,96.3076923076923
21W33,24130,55-64,1256,55-64,1289,97.43987587276959
21W33,24130,65-74,995,65-74,1006,98.9065606361829
21W33,24130,75-84,605,75-84,602,100.4983388704319
21W33,24130,85+,262,85+,289,90.65743944636678
21W33,24133,0-17,438,0-17,1325,33.056603773584904
21W33,24133,35-44,813,35-44,871,93.34098737083812
21W33,24133,45-54,1093,45-54,1140,95.87719298245614
21W33,24133,55-64,1031,55-64,1059,97.35599622285174
21W33,24133,65-74,778,65-74,805,96.64596273291926
21W33,24133,75-84,496,75-84,504,98.41269841269842
21W33,24133,85+,236,85+,244,96.72131147540983
21W33,24134,0-17,1388,0-17,3816,36.37316561844864
21W33,24134,35-44,2764,35-44,2977,92.8451461202553
21W33,24134,45-54,3105,45-54,3324,93.4115523465704
21W33,24134,55-64,3335,55-64,3408,97.85798122065728
21W33,24134,65-74,2890,65-74,2902,99.58649207443143
21W33,24134,75-84,1800,75-84,1888,95.33898305084746
21W33,24134,85+,803,85+,815,98.52760736196319
21W33,24135,0-17,737,0-17,2046,36.02150537634409
21W33,24135,35-44,1326,35-44,1425,93.05263157894737
21W33,24135,45-54,1473,45-54,1553,94.8486799742434
21W33,24135,55-64,1598,55-64,1674,95.4599761051374
21W33,24135,65-74,1202,65-74,1214,99.01153212520593
21W33,24135,75-84,699,75-84,691,101.15774240231549
21W33,24135,85+,299,85+,338,88.46153846153847
21W33,24137,0-17,384,0-17,990,38.78787878787879
21W33,24137,35-44,576,35-44,627,91.86602870813397
21W33,24137,45-54,787,45-54,831,94.70517448856799
21W33,24137,55-64,771,55-64,771,100.0
21W33,24137,65-74,604,65-74,607,99.50576606260296
21W33,24137,75-84,328,75-84,354,92.65536723163842
21W33,24137,85+,196,85+,189,103.70370370370371
21W33,25005,0-17,411,0-17,1576,26.078680203045685
21W33,25005,35-44,696,35-44,868,80.18433179723502
21W33,25005,45-54,878,45-54,1043,84.18024928092042
21W33,25005,55-64,988,55-64,1055,93.64928909952607
21W33,25005,65-74,719,65-74,768,93.61979166666667
21W33,25005,75-84,363,75-84,375,96.8
21W33,25005,85+,129,85+,151,85.43046357615894
21W33,25014,0-17,1872,0-17,7964,23.505775991963837
21W33,25014,35-44,4331,35-44,5079,85.27269147469974
21W33,25014,45-54,5007,45-54,5804,86.26809097174363
21W33,25014,55-64,4771,55-64,5188,91.96222050886662
21W33,25014,65-74,4133,65-74,4427,93.35893381522476
21W33,25014,75-84,2420,75-84,2589,93.47238315952104
21W33,25014,85+,943,85+,1069,88.2132834424696
21W33,25015,0-17,471,0-17,2165,21.755196304849886
21W33,25015,35-44,1060,35-44,1391,76.20416966211359
21W33,25015,45-54,1337,45-54,1600,83.5625
21W33,25015,55-64,1383,55-64,1487,93.00605245460659
21W33,25015,65-74,991,65-74,1066,92.96435272045028
21W33,25015,75-84,540,75-84,581,92.94320137693632
21W33,25015,85+,231,85+,264,87.5
21W33,25018,0-17,522,0-17,2267,23.026025584472873
21W33,25018,35-44,1009,35-44,1299,77.67513471901462
21W33,25018,45-54,1409,45-54,1751,80.46830382638493
21W33,25018,55-64,1570,55-64,1790,87.70949720670392
21W33,25018,65-74,1219,65-74,1321,92.2785768357305
21W33,25018,75-84,623,75-84,658,94.68085106382979
21W33,25018,85+,209,85+,246,84.95934959349593
21W33,25023,0-17,494,0-17,2309,21.394543092247726
21W33,25023,35-44,996,35-44,1255,79.36254980079681
21W33,25023,45-54,1320,45-54,1558,84.72400513478819
21W33,25023,55-64,1234,55-64,1408,87.64204545454545
21W33,25023,65-74,946,65-74,1047,90.35339063992359
21W33,25023,75-84,474,75-84,504,94.04761904761905
21W33,25023,85+,175,85+,211,82.93838862559242
21W33,25031,0-17,699,0-17,3348,20.878136200716845
21W33,25031,35-44,1578,35-44,2044,77.20156555772994
21W33,25031,45-54,1913,45-54,2227,85.90031432420297
21W33,25031,55-64,1898,55-64,2146,88.44361602982292
21W33,25031,65-74,1456,65-74,1576,92.38578680203045
21W33,25031,75-84,731,75-84,784,93.23979591836735
21W33,25031,85+,294,85+,366,80.32786885245902
21W33,25037,0-17,642,0-17,2844,22.573839662447256
21W33,25037,35-44,1319,35-44,1672,78.88755980861244
21W33,25037,45-54,1579,45-54,1826,86.47316538882804
21W33,25037,55-64,1854,55-64,2048,90.52734375
21W33,25037,65-74,1366,65-74,1463,93.36978810663021
21W33,25037,75-84,712,75-84,801,88.88888888888889
21W33,25037,85+,341,85+,385,88.57142857142857
21W33,25043,0-17,254,0-17,1234,20.583468395461914
21W33,25043,35-44,568,35-44,727,78.1292984869326
21W33,25043,45-54,668,45-54,805,82.98136645962732
21W33,25043,55-64,727,55-64,770,94.41558441558442
21W33,25043,65-74,470,65-74,550,85.45454545454545
21W33,25043,75-84,232,75-84,245,94.6938775510204
21W33,25043,85+,91,85+,114,79.82456140350877
21W33,25044,0-17,361,0-17,1445,24.982698961937718
21W33,25044,35-44,756,35-44,960,78.75
21W33,25044,45-54,885,45-54,1044,84.77011494252874
21W33,25044,55-64,789,55-64,895,88.15642458100558
21W33,25044,65-74,627,65-74,694,90.34582132564842
21W33,25044,75-84,355,75-84,392,90.56122448979592
21W33,25044,85+,224,85+,265,84.52830188679245
21W33,25048,0-17,724,0-17,3008,24.069148936170212
21W33,25048,35-44,1519,35-44,1816,83.6453744493392
21W33,25048,45-54,1750,45-54,2030,86.20689655172414
21W33,25048,55-64,1734,55-64,1915,90.54830287206266
21W33,25048,65-74,1391,65-74,1469,94.69026548672566
21W33,25048,75-84,711,75-84,767,92.69882659713168
21W33,25048,85+,318,85+,383,83.02872062663185
21W33,25050,0-17,308,0-17,1474,20.895522388059703
21W33,25050,35-44,730,35-44,855,85.38011695906432
21W33,25050,45-54,962,45-54,1106,86.98010849909583
21W33,25050,55-64,921,55-64,1011,91.0979228486647
21W33,25050,65-74,716,65-74,802,89.27680798004988
21W33,25050,75-84,535,75-84,581,92.08261617900172
21W33,25050,85+,252,85+,304,82.89473684210526
21W33,25068,0-17,367,0-17,1739,21.104082806210467
21W33,25068,35-44,796,35-44,990,80.4040404040404
21W33,25068,45-54,947,45-54,1082,87.52310536044362
21W33,25068,55-64,847,55-64,1000,84.7
21W33,25068,65-74,717,65-74,728,98.48901098901099
21W33,25068,75-84,298,75-84,326,91.41104294478528
21W33,25068,85+,168,85+,201,83.58208955223881
21W33,25072,0-17,1284,0-17,5451,23.555310952118877
21W33,25072,35-44,3112,35-44,3797,81.95944166447195
21W33,25072,45-54,3238,45-54,3768,85.93418259023355
21W33,25072,55-64,3315,55-64,3695,89.71583220568336
21W33,25072,65-74,3025,65-74,3287,92.02920596288409
21W33,25072,75-84,1755,75-84,1852,94.76241900647948
21W33,25072,85+,836,85+,941,88.84165781083954
21W33,25084,0-17,488,0-17,2047,23.839765510503174
21W33,25084,35-44,1023,35-44,1286,79.54898911353033
21W33,25084,45-54,1156,45-54,1347,85.82034149962881
21W33,25084,55-64,1073,55-64,1163,92.26139294926914
21W33,25084,65-74,863,65-74,905,95.35911602209944
21W33,25084,75-84,470,75-84,487,96.50924024640658
21W33,25084,85+,185,85+,195,94.87179487179488
21W33,25091,0-17,959,0-17,4632,20.703799654576855
21W33,25091,35-44,2280,35-44,2684,84.9478390461997
21W33,25091,45-54,2687,45-54,3186,84.33772755806655
21W33,25091,55-64,2750,55-64,3089,89.025574619618
21W33,25091,65-74,2273,65-74,2452,92.69983686786297
21W33,25091,75-84,1525,75-84,1649,92.48029108550637
21W33,25091,85+,736,85+,855,86.08187134502924
21W33,25105,0-17,1121,0-17,5941,18.86887729338495
21W33,25105,35-44,2840,35-44,3512,80.86560364464692
21W33,25105,45-54,3234,45-54,3788,85.37486800422387
21W33,25105,55-64,2984,55-64,3290,90.69908814589665
21W33,25105,65-74,2450,65-74,2668,91.82908545727136
21W33,25105,75-84,1349,75-84,1448,93.16298342541437
21W33,25105,85+,519,85+,632,82.12025316455696
21W33,25107,0-17,589,0-17,2419,24.348904505994213
21W33,25107,35-44,1169,35-44,1505,77.67441860465117
21W33,25107,45-54,1280,45-54,1482,86.3697705802969
21W33,25107,55-64,1291,55-64,1458,88.54595336076818
21W33,25107,65-74,965,65-74,1068,90.35580524344569
21W33,25107,75-84,442,75-84,494,89.47368421052632
21W33,25107,85+,182,85+,224,81.25
21W33,25110,0-17,1329,0-17,5844,22.741273100616016
21W33,25110,35-44,2878,35-44,3486,82.5588066551922
21W33,25110,45-54,3572,45-54,4213,84.7851887016378
21W33,25110,55-64,3715,55-64,4099,90.63186142961698
21W33,25110,65-74,3233,65-74,3592,90.00556792873051
21W33,25110,75-84,2192,75-84,2386,91.86923721709975
21W33,25110,85+,1108,85+,1223,90.59689288634506
21W33,25112,0-17,1348,0-17,6820,19.765395894428153
21W33,25112,35-44,3329,35-44,4114,80.91881380651434
21W33,25112,45-54,3977,45-54,4700,84.61702127659575
21W33,25112,55-64,4121,55-64,4628,89.04494382022472
21W33,25112,65-74,3683,65-74,3928,93.76272912423626
21W33,25112,75-84,2145,75-84,2356,91.04414261460101
21W33,25112,85+,1009,85+,1173,86.01875532821825
21W33,25117,0-17,416,0-17,1783,23.331463825014023
21W33,25117,35-44,756,35-44,978,77.30061349693251
21W33,25117,45-54,955,45-54,1095,87.21461187214612
21W33,25117,55-64,890,55-64,1039,85.65928777670837
21W33,25117,65-74,766,65-74,799,95.86983729662077
21W33,25117,75-84,311,75-84,316,98.41772151898734
21W33,25117,85+,121,85+,128,94.53125
21W33,25118,0-17,203,0-17,856,23.714953271028037
21W33,25118,35-44,381,35-44,497,76.65995975855131
21W33,25118,45-54,447,45-54,522,85.63218390804597
21W33,25118,55-64,426,55-64,453,94.03973509933775
21W33,25118,65-74,311,65-74,329,94.52887537993921
21W33,25118,75-84,153,75-84,181,84.5303867403315
21W33,25118,85+,80,85+,88,90.9090909090909
21W33,25119,0-17,609,0-17,2782,21.890726096333573
21W33,25119,35-44,1118,35-44,1475,75.79661016949153
21W33,25119,45-54,1869,45-54,2284,81.83012259194396
21W33,25119,55-64,1815,55-64,2058,88.19241982507289
21W33,25119,65-74,1547,65-74,1722,89.83739837398375
21W33,25119,75-84,918,75-84,977,93.9611054247697
21W33,25119,85+,302,85+,368,82.06521739130434
21W33,25120,0-17,478,0-17,1967,24.300965937976613
21W33,25120,35-44,953,35-44,1250,76.24
21W33,25120,45-54,1099,45-54,1294,84.93044822256569
21W33,25120,55-64,1073,55-64,1176,91.24149659863946
21W33,25120,65-74,811,65-74,905,89.61325966850829
21W33,25120,75-84,397,75-84,418,94.97607655502392
21W33,25120,85+,188,85+,219,85.84474885844749
21W33,25121,0-17,1117,0-17,5688,19.637834036568215
21W33,25121,35-44,2955,35-44,3570,82.77310924369748
21W33,25121,45-54,3030,45-54,3787,80.01056245048851
21W33,25121,55-64,3462,55-64,3961,87.40217116889674
21W33,25121,65-74,2843,65-74,3079,92.33517375771355
21W33,25121,75-84,1685,75-84,1759,95.79306424104605
21W33,25121,85+,728,85+,822,88.56447688564477
21W33,25122,0-17,336,0-17,1466,22.919508867667123
21W33,25122,35-44,688,35-44,868,79.26267281105991
21W33,25122,45-54,803,45-54,933,86.06645230439443
21W33,25122,55-64,758,55-64,866,87.52886836027713
21W33,25122,65-74,574,65-74,610,94.09836065573771
21W33,25122,75-84,265,75-84,311,85.20900321543408
21W33,25122,85+,131,85+,163,80.3680981595092
21W33,25123,0-17,584,0-17,2453,23.80758255197717
21W33,25123,35-44,1165,35-44,1510,77.1523178807947
21W33,25123,45-54,1336,45-54,1569,85.1497769279796
21W33,25123,55-64,1332,55-64,1491,89.33601609657947
21W33,25123,65-74,1058,65-74,1128,93.79432624113475
21W33,25123,75-84,483,75-84,529,91.30434782608695
21W33,25123,85+,199,85+,221,90.04524886877829
21W33,25124,0-17,448,0-17,1761,25.440090857467347
21W33,25124,35-44,815,35-44,1009,80.77304261645193
21W33,25124,45-54,973,45-54,1033,94.19167473378509
21W33,25124,55-64,833,55-64,918,90.74074074074075
21W33,25124,65-74,634,65-74,642,98.75389408099689
21W33,25124,75-84,282,75-84,316,89.24050632911393
21W33,25124,85+,139,85+,174,79.88505747126437
21W33,31003,0-17,1067,0-17,2954,36.120514556533514
21W33,31003,35-44,1949,35-44,2034,95.82104228121928
21W33,31003,45-54,1998,45-54,2107,94.82676791646891
21W33,31003,55-64,2259,55-64,2339,96.57973492945703
21W33,31003,65-74,1797,65-74,1815,99.00826446280992
21W33,31003,75-84,1049,75-84,1035,101.35265700483092
21W33,31003,85+,478,85+,533,89.68105065666042
21W33,31004,0-17,762,0-17,2664,28.603603603603602
21W33,31004,35-44,1800,35-44,2028,88.75739644970415
21W33,31004,45-54,2289,45-54,2528,90.54588607594937
21W33,31004,55-64,3457,55-64,3606,95.86799778147532
21W33,31004,65-74,3510,65-74,3540,99.15254237288136
21W33,31004,75-84,2098,75-84,2139,98.08321645628799
21W33,31004,85+,805,85+,859,93.71362048894063
21W33,31005,0-17,6309,0-17,19577,32.22659242989222
21W33,31005,35-44,12746,35-44,14136,90.16694963214488
21W33,31005,45-54,14649,45-54,16128,90.8296130952381
21W33,31005,55-64,16063,55-64,16777,95.74417357096024
21W33,31005,65-74,13553,65-74,13885,97.60893050054015
21W33,31005,75-84,9359,75-84,9720,96.28600823045268
21W33,31005,85+,4658,85+,4892,95.21668029435814
21W33,31006,0-17,625,0-17,1946,32.11716341212744
21W33,31006,35-44,1177,35-44,1203,97.83873649210308
21W33,31006,45-54,1321,45-54,1425,92.70175438596492
21W33,31006,55-64,1793,55-64,1897,94.51765946230891
21W33,31006,65-74,1342,65-74,1324,101.3595166163142
21W33,31006,75-84,739,75-84,770,95.97402597402598
21W33,31006,85+,430,85+,463,92.87257019438445
21W33,31012,0-17,900,0-17,2387,37.70423125261835
21W33,31012,35-44,1505,35-44,1603,93.88646288209607
21W33,31012,45-54,1880,45-54,2013,93.39294585196224
21W33,31012,55-64,2140,55-64,2151,99.488609948861
21W33,31012,65-74,1649,65-74,1655,99.63746223564955
21W33,31012,75-84,1087,75-84,1074,101.21042830540037
21W33,31012,85+,468,85+,474,98.73417721518987
21W33,31022,0-17,1619,0-17,4590,35.272331154684096
21W33,31022,35-44,2771,35-44,2972,93.23687752355316
21W33,31022,45-54,3130,45-54,3349,93.46073454762616
21W33,31022,55-64,3087,55-64,3143,98.21826280623608
21W33,31022,65-74,2611,65-74,2691,97.02712746191007
21W33,31022,75-84,1758,75-84,1711,102.7469316189363
21W33,31022,85+,726,85+,785,92.48407643312102
21W33,31033,0-17,1266,0-17,3785,33.44782034346103
21W33,31033,35-44,2379,35-44,2533,93.92025266482432
21W33,31033,45-54,2594,45-54,2756,94.12191582002903
21W33,31033,55-64,2858,55-64,2945,97.0458404074703
21W33,31033,65-74,2238,65-74,2275,98.37362637362638
21W33,31033,75-84,1542,75-84,1554,99.22779922779922
21W33,31033,85+,701,85+,722,97.09141274238227
21W33,31040,0-17,1492,0-17,4281,34.851670170520904
21W33,31040,35-44,2539,35-44,2709,93.72462163159838
21W33,31040,45-54,3032,45-54,3285,92.29832572298325
21W33,31040,55-64,3262,55-64,3279,99.48154925282098
21W33,31040,65-74,2496,65-74,2520,99.04761904761905
21W33,31040,75-84,1623,75-84,1659,97.83001808318264
21W33,31040,85+,656,85+,668,98.20359281437126
21W33,31042,0-17,149,0-17,435,34.252873563218394
21W33,31042,35-44,261,35-44,282,92.55319148936171
21W33,31042,45-54,381,45-54,419,90.9307875894988
21W33,31042,55-64,436,55-64,463,94.16846652267819
21W33,31042,65-74,360,65-74,370,97.29729729729729
21W33,31042,75-84,182,75-84,183,99.4535519125683
21W33,31042,85+,63,85+,59,106.77966101694915
21W33,31043,0-17,1180,0-17,3595,32.82336578581363
21W33,31043,35-44,2147,35-44,2571,83.50836250486192
21W33,31043,45-54,3928,45-54,4378,89.72133394243947
21W33,31043,55-64,5481,55-64,5846,93.7564146424906
21W33,31043,65-74,5763,65-74,6017,95.77862722286854
21W33,31043,75-84,4037,75-84,4080,98.94607843137256
21W33,31043,85+,1689,85+,1803,93.67720465890183
21W33,32003,0-17,1067,0-17,3190,33.44827586206897
21W33,32003,35-44,1810,35-44,1957,92.48850281042412
21W33,32003,45-54,2123,45-54,2333,90.99871410201457
21W33,32003,55-64,2329,55-64,2341,99.48739854762921
21W33,32003,65-74,1711,65-74,1759,97.27117680500284
21W33,32003,75-84,1249,75-84,1285,97.19844357976653
21W33,32003,85+,578,85+,610,94.75409836065573
21W33,32006,0-17,654,0-17,2063,31.701405719825498
21W33,32006,35-44,1246,35-44,1344,92.70833333333333
21W33,32006,45-54,1320,45-54,1388,95.10086455331412
21W33,32006,55-64,1266,55-64,1302,97.23502304147465
21W33,32006,65-74,886,65-74,920,96.30434782608695
21W33,32006,75-84,577,75-84,594,97.13804713804714
21W33,32006,85+,355,85+,391,90.79283887468031
21W33,32010,0-17,514,0-17,1672,30.741626794258373
21W33,32010,35-44,1046,35-44,1109,94.31920649233544
21W33,32010,45-54,1092,45-54,1153,94.70945359930616
21W33,32010,55-64,1249,55-64,1308,95.48929663608563
21W33,32010,65-74,938,65-74,915,102.51366120218579
21W33,32010,75-84,578,75-84,629,91.89189189189189
21W33,32010,85+,289,85+,329,87.8419452887538
21W33,32011,0-17,812,0-17,2474,32.821341956346
21W33,32011,35-44,1449,35-44,1549,93.54422207876048
21W33,32011,45-54,1584,45-54,1687,93.8944872554831
21W33,32011,55-64,1701,55-64,1712,99.35747663551402
21W33,32011,65-74,1357,65-74,1369,99.12344777209643
21W33,32011,75-84,860,75-84,894,96.19686800894854
21W33,32011,85+,447,85+,473,94.5031712473573
21W33,32030,0-17,203,0-17,693,29.292929292929294
21W33,32030,35-44,334,35-44,366,91.2568306010929
21W33,32030,45-54,406,45-54,450,90.22222222222223
21W33,32030,55-64,450,55-64,438,102.73972602739725
21W33,32030,65-74,279,65-74,290,96.20689655172414
21W33,32030,75-84,215,75-84,228,94.29824561403508
21W33,32030,85+,121,85+,137,88.32116788321167
21W33,33011,0-17,2060,0-17,6261,32.90209231752116
21W33,33011,35-44,3651,35-44,3956,92.29019211324571
21W33,33011,45-54,4217,45-54,4597,91.73373939525777
21W33,33011,55-64,4933,55-64,5109,96.55509884517518
21W33,33011,65-74,4012,65-74,4091,98.06893180151552
21W33,33011,75-84,2644,75-84,2701,97.88967049241022
21W33,33011,85+,1333,85+,1422,93.74120956399437
21W33,33016,0-17,77,0-17,252,30.555555555555557
21W33,33016,35-44,132,35-44,164,80.48780487804878
21W33,33016,45-54,91,45-54,101,90.0990099009901
21W33,33016,55-64,103,55-64,130,79.23076923076923
21W33,33016,65-74,97,65-74,100,97.0
21W33,33016,75-84,54,75-84,70,77.14285714285714
21W33,33016,85+,15,85+,16,93.75
21W33,33021,0-17,1334,0-17,3768,35.403397027600846
21W33,33021,35-44,2090,35-44,2313,90.35884133160398
21W33,33021,45-54,2467,45-54,2653,92.9890689785149
21W33,33021,55-64,2630,55-64,2676,98.28101644245142
21W33,33021,65-74,2254,65-74,2304,97.82986111111111
21W33,33021,75-84,1521,75-84,1553,97.93947198969737
21W33,33021,85+,690,85+,762,90.55118110236221
21W33,33029,0-17,1220,0-17,3960,30.80808080808081
21W33,33029,35-44,2121,35-44,2406,88.15461346633417
21W33,33029,45-54,2164,45-54,2390,90.5439330543933
21W33,33029,55-64,2310,55-64,2412,95.77114427860697
21W33,33029,65-74,2057,65-74,2113,97.34973970657832
21W33,33029,75-84,1306,75-84,1332,98.04804804804805
21W33,33029,85+,661,85+,697,94.83500717360114
21W33,33037,0-17,872,0-17,2533,34.4255823134623
21W33,33037,35-44,1444,35-44,1571,91.91597708465945
21W33,33037,45-54,1726,45-54,1804,95.67627494456762
21W33,33037,55-64,1616,55-64,1622,99.63008631319359
21W33,33037,65-74,1152,65-74,1188,96.96969696969697
21W33,33037,75-84,807,75-84,825,97.81818181818181
21W33,33037,85+,409,85+,428,95.5607476635514
21W33,33039,0-17,511,0-17,1545,33.07443365695793
21W33,33039,35-44,815,35-44,927,87.91801510248112
21W33,33039,45-54,1005,45-54,1118,89.89266547406082
21W33,33039,55-64,1134,55-64,1226,92.49592169657423
21W33,33039,65-74,824,65-74,863,95.48088064889919
21W33,33039,75-84,459,75-84,473,97.04016913319239
21W33,33039,85+,220,85+,253,86.95652173913044
21W33,33040,0-17,592,0-17,1577,37.53963221306278
21W33,33040,35-44,923,35-44,985,93.70558375634518
21W33,33040,45-54,1055,45-54,1105,95.47511312217195
21W33,33040,55-64,1049,55-64,1070,98.03738317757009
21W33,33040,65-74,756,65-74,743,101.74966352624496
21W33,33040,75-84,501,75-84,491,102.0366598778004
21W33,33040,85+,247,85+,279,88.5304659498208
21W33,33041,0-17,284,0-17,824,34.46601941747573
21W33,33041,35-44,412,35-44,429,96.03729603729603
21W33,33041,45-54,465,45-54,508,91.53543307086615
21W33,33041,55-64,474,55-64,473,100.21141649048626
21W33,33041,65-74,334,65-74,339,98.52507374631269
21W33,33041,75-84,236,75-84,274,86.13138686131387
21W33,33041,85+,114,85+,120,95.0
21W33,34002,0-17,1047,0-17,2937,35.648621041879466
21W33,34002,35-44,1790,35-44,1935,92.50645994832041
21W33,34002,45-54,1956,45-54,2103,93.00998573466477
21W33,34002,55-64,1896,55-64,1938,97.83281733746131
21W33,34002,65-74,1564,65-74,1543,101.36098509397279
21W33,34002,75-84,973,75-84,1005,96.81592039800995
21W33,34002,85+,448,85+,471,95.11677282377919
21W33,34003,0-17,622,0-17,1988,31.287726358148895
21W33,34003,35-44,1188,35-44,1312,90.54878048780488
21W33,34003,45-54,1267,45-54,1383,91.61243673174259
21W33,34003,55-64,1376,55-64,1403,98.07555238774056
21W33,34003,65-74,1020,65-74,1050,97.14285714285714
21W33,34003,75-84,651,75-84,647,100.61823802163833
21W33,34003,85+,361,85+,375,96.26666666666667
21W33,34009,0-17,760,0-17,2345,32.40938166311301
21W33,34009,35-44,1444,35-44,1482,97.43589743589743
21W33,34009,45-54,1497,45-54,1637,91.44777031154551
21W33,34009,55-64,1617,55-64,1611,100.37243947858472
21W33,34009,65-74,1154,65-74,1160,99.48275862068965
21W33,34009,75-84,882,75-84,905,97.45856353591161
21W33,34009,85+,358,85+,380,94.21052631578948
21W33,34013,0-17,1497,0-17,5429,27.574138883772335
21W33,34013,35-44,3303,35-44,3606,91.5973377703827
21W33,34013,45-54,3390,45-54,3689,91.89482244510708
21W33,34013,55-64,3967,55-64,4093,96.92157341803079
21W33,34013,65-74,3076,65-74,3136,98.08673469387755
21W33,34013,75-84,1918,75-84,1990,96.38190954773869
21W33,34013,85+,737,85+,800,92.125
21W33,34022,0-17,3952,0-17,14944,26.445396145610278
21W33,34022,35-44,8297,35-44,9332,88.90912987569652
21W33,34022,45-54,8418,45-54,9533,88.3037868456939
21W33,34022,55-64,9651,55-64,10214,94.48795770511063
21W33,34022,65-74,7482,65-74,7831,95.54335333929255
21W33,34022,75-84,5460,75-84,5735,95.2048823016565
21W33,34022,85+,2822,85+,3013,93.66080318619316
21W33,34023,0-17,813,0-17,2727,29.812981298129813
21W33,34023,35-44,1535,35-44,1639,93.65466748017083
21W33,34023,45-54,1679,45-54,1820,92.25274725274726
21W33,34023,55-64,1786,55-64,1832,97.48908296943232
21W33,34023,65-74,1406,65-74,1487,94.55279085406859
21W33,34023,75-84,1002,75-84,1013,98.91411648568608
21W33,34023,85+,430,85+,475,90.52631578947368
21W33,34025,0-17,364,0-17,1078,33.76623376623377
21W33,34025,35-44,676,35-44,734,92.09809264305177
21W33,34025,45-54,727,45-54,767,94.78487614080835
21W33,34025,55-64,756,55-64,782,96.67519181585678
21W33,34025,65-74,649,65-74,669,97.01046337817638
21W33,34025,75-84,449,75-84,442,101.58371040723982
21W33,34025,85+,229,85+,235,97.44680851063829
21W33,34027,0-17,1873,0-17,6895,27.164612037708483
21W33,34027,35-44,3553,35-44,4169,85.22427440633246
21W33,34027,45-54,3985,45-54,4546,87.65948086229652
21W33,34027,55-64,4141,55-64,4333,95.56888991460882
21W33,34027,65-74,3364,65-74,3560,94.49438202247191
21W33,34027,75-84,2278,75-84,2360,96.52542372881356
21W33,34027,85+,1111,85+,1204,92.27574750830564
21W33,34040,0-17,2168,0-17,6997,30.984707731885095
21W33,34040,35-44,4241,35-44,4622,91.75681523150152
21W33,34040,45-54,4766,45-54,5177,92.06103921189879
21W33,34040,55-64,5367,55-64,5510,97.40471869328493
21W33,34040,65-74,4227,65-74,4286,98.623425104993
21W33,34040,75-84,2849,75-84,2862,99.54577218728163
21W33,34040,85+,1153,85+,1185,97.29957805907173
21W33,34041,0-17,1913,0-17,6174,30.98477486232588
21W33,34041,35-44,3547,35-44,3837,92.44201198853271
21W33,34041,45-54,3804,45-54,4061,93.67150948042354
