ds,start_name,end_name,travel_counts
2020-12-28,germany,france,7459
2020-12-28,portugal,france,4162
2020-12-28,tunisia,france,1151
2020-12-28,italy,france,4941
2020-12-28,andorra,france,1111
2020-12-28,united states,costa rica,1894
2020-12-28,kosovo,serbia,2694
2020-12-28,united states,nigeria,4427
2020-12-28,france,belgium,25633
2020-12-28,spain,belgium,1394
2020-12-28,united kingdom,united arab emirates,2633
2020-12-28,united kingdom,belgium,1126
2020-12-28,luxembourg,belgium,2638
2020-12-28,egypt,united arab emirates,1325
2020-12-28,india,united arab emirates,6323
2020-12-28,netherlands,belgium,19866
2020-12-28,poland,belgium,1359
2020-12-28,germany,belgium,4784
2020-12-28,serbia,belgium,1203
2020-12-28,philippines,united arab emirates,1909
2020-12-28,bangladesh,united arab emirates,1231
2020-12-28,pakistan,united arab emirates,3574
2020-12-28,united states,el salvador,1848
2020-12-28,india,nepal,16162
2020-12-28,slovakia,hungary,2276
2020-12-28,switzerland,france,12934
2020-12-28,united kingdom,france,4101
2020-12-28,spain,france,12279
2020-12-28,belgium,france,19467
2020-12-28,italy,spain,1092
2020-12-28,india,bhutan,3385
2020-12-28,turkey,bulgaria,1252
2020-12-28,united states,canada,5487
2020-12-28,romania,bulgaria,1550
2020-12-28,argentina,paraguay,2310
2020-12-28,philippines,canada,1166
2020-12-28,greece,bulgaria,1117
2020-12-28,united states,puerto rico,8486
2020-12-28,saudi arabia,jordan,1050
2020-12-28,united states,dominican republic,6523
2020-12-28,philippines,burkina faso,12999
2020-12-28,albania,kosovo,2564
2020-12-28,czech republic,austria,2283
2020-12-28,united states,guatemala,1674
2020-12-28,hungary,austria,12109
2020-12-28,india,pakistan,5122
2020-12-28,slovakia,austria,2888
2020-12-28,poland,austria,1069
2020-12-28,algeria,egypt,1338
2020-12-28,united arab emirates,pakistan,2856
2020-12-28,slovenia,austria,3440
2020-12-28,united states,mexico,76579
2020-12-28,sweden,denmark,3528
2020-12-28,germany,denmark,2730
2020-12-28,france,portugal,4047
2020-12-28,france,netherlands,3211
2020-12-28,belgium,netherlands,17325
2020-12-28,czech republic,slovakia,3169
2020-12-28,kosovo,albania,1707
2020-12-28,romania,austria,1224
2020-12-28,romania,hungary,2518
2020-12-28,bolivia,argentina,1544
2020-12-28,paraguay,argentina,2321
2020-12-28,india,saudi arabia,1184
2020-12-28,jordan,saudi arabia,1031
2020-12-28,united states,the bahamas,1170
2020-12-28,togo,ghana,1109
2020-12-28,ghana,togo,1359
2020-12-28,philippines,ghana,6355
2020-12-28,serbia,kosovo,2535
2020-12-28,italy,san marino,2575
2020-12-28,thailand,cambodia,8385
2020-12-28,vietnam,cambodia,5191
2020-12-28,brazil,paraguay,11386
2020-12-28,cambodia,vietnam,5193
2020-12-28,japan,vietnam,1153
2020-12-28,brazil,vietnam,1201
2020-12-28,bangladesh,vietnam,1050
2020-12-28,india,vietnam,1523
2020-12-28,laos,vietnam,12919
2020-12-28,portugal,spain,8984
2020-12-28,germany,spain,1922
2020-12-28,thailand,indonesia,2018
2020-12-28,india,indonesia,3142
2020-12-28,malaysia,indonesia,6483
2020-12-28,taiwan,indonesia,3490
2020-12-28,south korea,indonesia,1084
2020-12-28,kuwait,iraq,2234
2020-12-28,turkey,iraq,1806
2020-12-28,brazil,uruguay,3478
2020-12-28,algeria,iraq,1428
2020-12-28,austria,switzerland,1573
2020-12-28,philippines,saudi arabia,3413
2020-12-28,brazil,colombia,1955
2020-12-28,united kingdom,ireland,6571
2020-12-28,spain,portugal,6147
2020-12-28,italy,united kingdom,1369
2020-12-28,iraq,turkey,2333
2020-12-28,germany,turkey,1955
2020-12-28,greece,turkey,1772
2020-12-28,armenia,turkey,1111
2020-12-28,bulgaria,turkey,3494
2020-12-28,france,turkey,1100
2020-12-28,united states,turkey,1033
2020-12-28,norway,sweden,1363
2020-12-28,argentina,chile,1380
2020-12-28,guatemala,el salvador,1762
2020-12-28,honduras,el salvador,1399
2020-12-28,philippines,qatar,1002
2020-12-28,benin,nigeria,1010
2020-12-28,india,qatar,1119
2020-12-28,bosnia and herzegovina,serbia,1508
2020-12-28,belgium,serbia,1180
2020-12-28,germany,poland,6390
2020-12-28,netherlands,poland,1319
2020-12-28,czech republic,poland,1982
2020-12-28,brazil,portugal,1756
2020-12-28,greece,albania,1002
2020-12-28,poland,slovakia,1029
2020-12-28,poland,netherlands,4752
2020-12-28,germany,netherlands,18967
2020-12-28,switzerland,portugal,1252
2020-12-28,hungary,slovakia,2045
2020-12-28,united kingdom,netherlands,1413
2020-12-28,spain,netherlands,1037
2020-12-28,poland,denmark,1695
2020-12-28,brazil,bolivia,1735
2020-12-28,france,switzerland,32558
2020-12-28,united states,colombia,3574
2020-12-28,united states,germany,1323
2020-12-28,romania,germany,3417
2020-12-28,switzerland,germany,4960
2020-12-28,luxembourg,germany,2583
2020-12-28,indonesia,india,3215
2020-12-28,nepal,india,18360
2020-12-28,burkina faso,philippines,12209
2020-12-28,india,philippines,1890
2020-12-28,netherlands,germany,15805
2020-12-28,poland,germany,31483
2020-12-28,moldova,romania,1835
2020-12-28,germany,romania,2066
2020-12-28,mali,philippines,1928
2020-12-28,japan,philippines,1430
2020-12-28,united arab emirates,india,5080
2020-12-28,united arab emirates,philippines,1712
2020-12-28,bulgaria,romania,1531
2020-12-28,bulgaria,greece,1447
2020-12-28,croatia,germany,1483
2020-12-28,canada,philippines,1336
2020-12-28,canada,india,1079
2020-12-28,philippines,mali,1785
2020-12-28,philippines,india,1670
2020-12-28,denmark,germany,2182
2020-12-28,ghana,philippines,6731
2020-12-28,pakistan,india,4328
2020-12-28,vietnam,india,1483
2020-12-28,italy,germany,2287
2020-12-28,bangladesh,india,16147
2020-12-28,united states,jamaica,1787
2020-12-28,united states,india,1867
2020-12-28,united states,philippines,2367
2020-12-28,hungary,romania,1745
2020-12-28,portugal,switzerland,1243
2020-12-28,ecuador,colombia,4093
2020-12-28,liechtenstein,switzerland,1103
2020-12-28,argentina,bolivia,1940
2020-12-28,germany,switzerland,11306
2020-12-28,peru,bolivia,1535
2020-12-28,italy,switzerland,8696
2020-12-28,france,tunisia,1573
2020-12-28,laos,thailand,14715
2020-12-28,switzerland,liechtenstein,1138
2020-12-28,malaysia,thailand,4750
2020-12-28,indonesia,thailand,1823
2020-12-28,burkina faso,thailand,1014
2020-12-28,cambodia,thailand,8593
2020-12-28,indonesia,malaysia,5941
2020-12-28,france,germany,10685
2020-12-28,belgium,germany,4887
2020-12-28,turkey,germany,1607
2020-12-28,turkey,greece,1520
2020-12-28,austria,germany,6705
2020-12-28,qatar,india,1346
2020-12-28,qatar,philippines,1338
2020-12-28,spain,germany,2274
2020-12-28,haiti,jamaica,2062
2020-12-28,bhutan,india,3329
2020-12-28,czech republic,germany,6770
2020-12-28,united kingdom,germany,1239
2020-12-28,saudi arabia,philippines,3429
2020-12-28,saudi arabia,india,1281
2020-12-28,hungary,germany,3568
2020-12-28,france,romania,1239
2020-12-28,estonia,finland,3343
2020-12-28,germany,austria,6401
2020-12-28,iraq,kuwait,2169
2020-12-28,serbia,hungary,1008
2020-12-28,vietnam,bangladesh,1073
2020-12-28,austria,hungary,1947
2020-12-28,sweden,finland,1397
2020-12-28,poland,sweden,1491
2020-12-28,denmark,sweden,2745
2020-12-28,germany,sweden,1226
2020-12-28,finland,sweden,1890
2020-12-28,india,bangladesh,16017
2020-12-28,france,united kingdom,4148
2020-12-28,spain,united kingdom,4822
2020-12-28,united states,united kingdom,1153
2020-12-28,netherlands,united kingdom,1535
2020-12-28,poland,united kingdom,1296
2020-12-28,germany,united kingdom,1092
2020-12-28,united arab emirates,united kingdom,1600
2020-12-28,portugal,united kingdom,1281
2020-12-28,peru,ecuador,1128
2020-12-29,colombia,ecuador,4433
2020-12-29,indonesia,india,3387
2020-12-29,saudi arabia,jordan,1119
2020-12-29,philippines,burkina faso,12176
2020-12-29,peru,ecuador,1199
2020-12-29,germany,sweden,1031
2020-12-29,sweden,finland,1523
2020-12-29,slovakia,czech republic,4036
2020-12-29,croatia,bosnia and herzegovina,2052
2020-12-29,jamaica,haiti,2064
2020-12-29,guatemala,honduras,1029
2020-12-29,netherlands,germany,15796
2020-12-29,germany,czech republic,3341
2020-12-29,sweden,germany,1218
2020-12-29,haiti,jamaica,2083
2020-12-29,canada,philippines,1189
2020-12-29,bhutan,india,3297
2020-12-29,bulgaria,romania,1418
2020-12-29,turkey,greece,1520
2020-12-29,turkey,germany,1352
2020-12-29,philippines,india,1924
2020-12-29,philippines,mali,1850
2020-12-29,romania,germany,2539
2020-12-29,germany,austria,6420
2020-12-29,poland,germany,15509
2020-12-29,romania,hungary,2218
2020-12-29,austria,romania,1382
2020-12-29,denmark,germany,2545
2020-12-29,japan,philippines,1525
2020-12-29,saudi arabia,pakistan,1533
2020-12-29,india,saudi arabia,1130
2020-12-29,italy,austria,1348
2020-12-29,philippines,japan,1686
2020-12-29,bolivia,argentina,1882
2020-12-29,paraguay,argentina,2279
2020-12-29,united states,guatemala,1812
2020-12-29,el salvador,guatemala,1504
2020-12-29,vietnam,japan,1266
2020-12-29,united states,el salvador,1724
2020-12-29,argentina,paraguay,2495
2020-12-29,philippines,canada,1126
2020-12-29,romania,bulgaria,1802
2020-12-29,ecuador,united states,1890
2020-12-29,colombia,united states,3471
2020-12-29,thailand,laos,13740
2020-12-29,saudi arabia,egypt,1539
2020-12-29,philippines,united states,2778
2020-12-29,el salvador,united states,1462
2020-12-29,dominican republic,united states,3730
2020-12-29,india,united states,1628
2020-12-29,jamaica,united states,1262
2020-12-29,mexico,united states,105021
2020-12-29,bangladesh,india,15170
2020-12-29,philippines,qatar,1040
2020-12-29,brazil,uruguay,3988
2020-12-29,algeria,iraq,1306
2020-12-29,kuwait,iraq,2327
2020-12-29,czech republic,austria,1134
2020-12-29,algeria,egypt,1445
2020-12-29,romania,austria,1466
2020-12-29,guatemala,united states,1602
2020-12-29,spain,germany,1180
2020-12-29,luxembourg,france,7201
2020-12-29,italy,romania,1113
2020-12-29,vietnam,brazil,1111
2020-12-29,united states,the bahamas,1065
2020-12-29,greece,turkey,1365
2020-12-29,iraq,turkey,2402
2020-12-29,brazil,paraguay,10324
2020-12-29,greece,bulgaria,1481
2020-12-29,turkey,bulgaria,2892
2020-12-29,united states,canada,8490
2020-12-29,indonesia,thailand,1865
2020-12-29,albania,kosovo,1434
2020-12-29,serbia,kosovo,2182
2020-12-29,united arab emirates,pakistan,2785
2020-12-29,hungary,austria,4752
2020-12-29,united states,brazil,2266
2020-12-29,slovakia,austria,2348
2020-12-29,canada,united states,10895
2020-12-29,brazil,united states,1665
2020-12-29,nigeria,united states,4996
2020-12-29,united kingdom,united states,1035
2020-12-29,peru,united states,1327
2020-12-29,costa rica,united states,1187
2020-12-29,puerto rico,united states,7461
2020-12-29,vietnam,laos,10452
2020-12-29,turkey,iraq,2337
2020-12-29,india,pakistan,4643
2020-12-29,honduras,el salvador,1283
2020-12-29,guatemala,el salvador,1674
2020-12-29,india,nepal,16985
2020-12-29,slovenia,austria,1684
2020-12-29,italy,germany,2814
2020-12-29,paraguay,brazil,10414
2020-12-29,colombia,brazil,1770
2020-12-29,nepal,india,17800
2020-12-29,india,philippines,1869
2020-12-29,pakistan,india,4694
2020-12-29,luxembourg,germany,3232
2020-12-29,ghana,philippines,6487
2020-12-29,united states,costa rica,1646
2020-12-29,kosovo,serbia,2138
2020-12-29,thailand,malaysia,4070
2020-12-29,san marino,italy,1987
2020-12-29,switzerland,italy,3942
2020-12-29,croatia,slovenia,1520
2020-12-29,austria,slovenia,1457
2020-12-29,austria,italy,1262
2020-12-29,portugal,brazil,2060
2020-12-29,italy,slovenia,1142
2020-12-29,germany,italy,2314
2020-12-29,netherlands,united kingdom,2071
2020-12-29,united arab emirates,united kingdom,1418
2020-12-29,nigeria,benin,1046
2020-12-29,poland,united kingdom,1796
2020-12-29,spain,united kingdom,3988
2020-12-29,france,united kingdom,4656
2020-12-29,ireland,united kingdom,7094
2020-12-29,germany,united kingdom,1623
2020-12-29,ghana,togo,1237
2020-12-29,thailand,cambodia,8119
2020-12-29,vietnam,cambodia,4866
2020-12-29,sweden,norway,2171
2020-12-29,slovenia,italy,1357
2020-12-29,brazil,argentina,2371
2020-12-29,austria,germany,6357
2020-12-29,south korea,indonesia,1010
2020-12-29,italy,san marino,2092
2020-12-29,cambodia,thailand,8125
2020-12-29,malaysia,thailand,3851
2020-12-29,switzerland,liechtenstein,1037
2020-12-29,laos,thailand,13629
2020-12-29,france,tunisia,1243
2020-12-29,argentina,brazil,2524
2020-12-29,algeria,tunisia,1061
2020-12-29,france,andorra,1367
2020-12-29,france,spain,12086
2020-12-29,united kingdom,spain,1161
2020-12-29,portugal,spain,6743
2020-12-29,germany,luxembourg,3169
2020-12-29,iraq,algeria,1273
2020-12-29,germany,spain,1951
2020-12-29,united states,peru,1250
2020-12-29,uruguay,brazil,3879
2020-12-29,pakistan,united arab emirates,3358
2020-12-29,bosnia and herzegovina,serbia,1357
2020-12-29,belgium,serbia,1002
2020-12-29,italy,united kingdom,1134
2020-12-29,belgium,united kingdom,1264
2020-12-29,portugal,united kingdom,1119
2020-12-29,united states,united kingdom,1287
2020-12-29,bolivia,brazil,1728
2020-12-29,india,bangladesh,15952
2020-12-29,germany,belgium,5353
2020-12-29,india,united arab emirates,6718
2020-12-29,bangladesh,united arab emirates,1210
2020-12-29,philippines,united arab emirates,1680
2020-12-29,egypt,united arab emirates,1321
2020-12-29,netherlands,belgium,16955
2020-12-29,estonia,finland,1533
2020-12-29,united states,mexico,81614
2020-12-29,egypt,algeria,1279
2020-12-29,netherlands,poland,1340
2020-12-29,india,bhutan,3238
2020-12-29,indonesia,malaysia,5966
2020-12-29,united kingdom,france,3488
2020-12-29,italy,france,5032
2020-12-29,bosnia and herzegovina,croatia,2113
2020-12-29,netherlands,france,4229
2020-12-29,italy,spain,1340
2020-12-29,tunisia,france,1226
2020-12-29,switzerland,france,16002
2020-12-29,poland,france,1361
2020-12-29,spain,france,10645
2020-12-29,slovenia,croatia,1292
2020-12-29,germany,france,10298
2020-12-29,united states,puerto rico,8188
2020-12-29,belgium,france,19580
2020-12-29,indonesia,taiwan,3037
2020-12-29,belgium,spain,1292
2020-12-29,bolivia,peru,1636
2020-12-29,france,switzerland,18568
2020-12-29,brazil,colombia,1636
2020-12-29,brazil,bolivia,1819
2020-12-29,argentina,bolivia,2039
2020-12-29,germany,hungary,1485
2020-12-29,iraq,kuwait,2045
2020-12-29,france,luxembourg,7594
2020-12-29,vietnam,bangladesh,1079
2020-12-29,austria,hungary,3644
2020-12-29,saudi arabia,bangladesh,1063
2020-12-29,czech republic,poland,2163
2020-12-29,germany,poland,8524
2020-12-29,belgium,luxembourg,3864
2020-12-29,ecuador,peru,1218
2020-12-29,slovakia,hungary,2129
2020-12-29,ecuador,colombia,4355
2020-12-29,portugal,france,3196
2020-12-29,united states,colombia,3360
2020-12-29,greece,albania,1088
2020-12-29,czech republic,slovakia,3095
2020-12-29,poland,czech republic,2421
2020-12-29,serbia,bosnia and herzegovina,1445
2020-12-29,el salvador,honduras,1359
2020-12-29,romania,moldova,2526
2020-12-29,belgium,netherlands,16712
2020-12-29,norway,sweden,2001
2020-12-29,poland,sweden,1224
2020-12-29,finland,sweden,1646
2020-12-29,luxembourg,belgium,3658
2020-12-29,france,belgium,19417
2020-12-29,united kingdom,united arab emirates,2388
2020-12-29,serbia,belgium,1058
2020-12-29,denmark,sweden,2673
2020-12-29,poland,netherlands,2434
2020-12-29,spain,portugal,5798
2020-12-29,france,portugal,3028
2020-12-29,peru,bolivia,1019
2020-12-29,malaysia,indonesia,6367
2020-12-29,philippines,indonesia,1014
2020-12-29,thailand,indonesia,2104
2020-12-29,taiwan,indonesia,3026
2020-12-29,germany,denmark,2465
2020-12-29,sweden,denmark,3009
2020-12-29,bulgaria,turkey,2333
2020-12-29,united states,dominican republic,6014
2020-12-29,cambodia,vietnam,4853
2020-12-29,india,vietnam,1567
2020-12-29,japan,vietnam,1243
2020-12-29,laos,vietnam,11046
2020-12-29,germany,netherlands,15765
2020-12-29,france,netherlands,2906
2020-12-29,united states,nigeria,4542
2020-12-29,philippines,saudi arabia,3536
2020-12-29,germany,turkey,1443
2020-12-29,qatar,india,1063
2020-12-29,india,indonesia,3068
2020-12-29,united kingdom,ireland,6088
2020-12-29,romania,italy,1006
2020-12-29,france,italy,3948
2020-12-29,united states,ecuador,2276
2020-12-29,togo,ghana,1178
2020-12-29,united states,philippines,2556
2020-12-29,philippines,ghana,6296
2020-12-29,austria,slovakia,1510
2020-12-29,united kingdom,netherlands,1512
2020-12-29,brazil,portugal,2050
2020-12-29,germany,switzerland,6747
2020-12-29,italy,switzerland,6647
2020-12-29,moldova,romania,1598
2020-12-29,kosovo,albania,1481
2020-12-29,united states,jamaica,1630
2020-12-29,hungary,slovakia,1896
2020-12-29,united states,germany,1058
2020-12-29,united states,india,1523
2020-12-29,vietnam,india,1397
2020-12-29,france,germany,9131
2020-12-29,switzerland,germany,5019
2020-12-29,belgium,germany,5124
2020-12-29,hungary,germany,2033
2020-12-29,hungary,romania,2106
2020-12-29,mali,philippines,1672
2020-12-29,united arab emirates,philippines,2003
2020-12-29,united arab emirates,india,5177
2020-12-29,czech republic,germany,4127
2020-12-29,germany,romania,2465
2020-12-29,saudi arabia,india,1726
2020-12-29,burkina faso,philippines,13058
2020-12-29,saudi arabia,philippines,4116
2020-12-30,germany,czech republic,4238
2020-12-30,austria,italy,1317
2020-12-30,austria,slovenia,1661
2020-12-30,croatia,slovenia,1575
2020-12-30,san marino,italy,2058
2020-12-30,spain,italy,1142
2020-12-30,italy,slovenia,1390
2020-12-30,france,italy,4110
2020-12-30,serbia,bosnia and herzegovina,1680
2020-12-30,poland,czech republic,2228
2020-12-30,germany,bosnia and herzegovina,1088
2020-12-30,germany,italy,2434
2020-12-30,switzerland,italy,5172
2020-12-30,sweden,finland,1434
2020-12-30,guatemala,honduras,1147
2020-12-30,india,indonesia,3081
2020-12-30,malaysia,indonesia,6434
2020-12-30,thailand,indonesia,1917
2020-12-30,estonia,finland,1025
2020-12-30,philippines,kuwait,1124
2020-12-30,germany,hungary,1913
2020-12-30,romania,hungary,2171
2020-12-30,austria,hungary,4622
2020-12-30,philippines,burkina faso,12665
2020-12-30,chile,argentina,1065
2020-12-30,saudi arabia,jordan,1241
2020-12-30,bosnia and herzegovina,slovenia,1058
2020-12-30,paraguay,brazil,10452
2020-12-30,ecuador,peru,1208
2020-12-30,slovenia,austria,1336
2020-12-30,united states,dominican republic,6380
2020-12-30,bosnia and herzegovina,croatia,2396
2020-12-30,peru,ecuador,1376
2020-12-30,colombia,ecuador,4183
2020-12-30,united states,costa rica,1550
2020-12-30,bosnia and herzegovina,serbia,1399
2020-12-30,philippines,ghana,6609
2020-12-30,ghana,togo,1201
2020-12-30,brazil,vietnam,1109
2020-12-30,france,luxembourg,7104
2020-12-30,bolivia,peru,1214
2020-12-30,germany,luxembourg,3276
2020-12-30,portugal,brazil,1789
2020-12-30,belgium,luxembourg,3648
2020-12-30,peru,united states,1254
2020-12-30,puerto rico,united states,7004
2020-12-30,vietnam,laos,10626
2020-12-30,costa rica,united states,1357
2020-12-30,germany,sweden,1172
2020-12-30,denmark,sweden,2321
2020-12-30,finland,sweden,1634
2020-12-30,norway,sweden,1993
2020-12-30,germany,poland,12749
2020-12-30,switzerland,france,17321
2020-12-30,czech republic,poland,2621
2020-12-30,netherlands,poland,1590
2020-12-30,egypt,algeria,1338
2020-12-30,india,nepal,17669
2020-12-30,hungary,austria,4156
2020-12-30,finland,estonia,1174
2020-12-30,italy,austria,1380
2020-12-30,india,pakistan,4549
2020-12-30,germany,austria,6951
2020-12-30,czech republic,austria,1025
2020-12-30,saudi arabia,egypt,2216
2020-12-30,saudi arabia,pakistan,1229
2020-12-30,romania,austria,1554
2020-12-30,algeria,egypt,1296
2020-12-30,slovakia,austria,2098
2020-12-30,united arab emirates,pakistan,2720
2020-12-30,kosovo,albania,1428
2020-12-30,france,netherlands,3347
2020-12-30,thailand,laos,13241
2020-12-30,france,portugal,2997
2020-12-30,germany,netherlands,16000
2020-12-30,spain,portugal,6453
2020-12-30,czech republic,slovakia,3068
2020-12-30,united kingdom,netherlands,1949
2020-12-30,brazil,portugal,1901
2020-12-30,austria,slovakia,2281
2020-12-30,poland,netherlands,1922
2020-12-30,belgium,netherlands,16888
2020-12-30,croatia,bosnia and herzegovina,2495
2020-12-30,indonesia,south korea,1031
2020-12-30,slovakia,czech republic,4068
2020-12-30,netherlands,france,3144
2020-12-30,hungary,slovakia,1907
2020-12-30,nigeria,united states,4704
2020-12-30,mexico,united states,83423
2020-12-30,united kingdom,united states,1113
2020-12-30,indonesia,thailand,1947
2020-12-30,cambodia,thailand,8268
2020-12-30,kuwait,iraq,2501
2020-12-30,turkey,iraq,2350
2020-12-30,philippines,canada,1243
2020-12-30,greece,bulgaria,1103
2020-12-30,argentina,paraguay,2302
2020-12-30,brazil,paraguay,9568
2020-12-30,kosovo,serbia,2258
2020-12-30,germany,serbia,1214
2020-12-30,united states,ecuador,2262
2020-12-30,sweden,denmark,3104
2020-12-30,germany,denmark,2453
2020-12-30,united kingdom,ireland,5813
2020-12-30,india,vietnam,1373
2020-12-30,japan,vietnam,1016
2020-12-30,bangladesh,vietnam,1119
2020-12-30,laos,vietnam,11199
2020-12-30,cambodia,vietnam,5025
2020-12-30,philippines,united states,2484
2020-12-30,india,united states,1861
2020-12-30,germany,united states,1033
2020-12-30,ecuador,united states,1882
2020-12-30,canada,united states,9889
2020-12-30,colombia,united states,3465
2020-12-30,jamaica,united states,1126
2020-12-30,el salvador,united states,1468
2020-12-30,france,tunisia,1573
2020-12-30,united kingdom,france,3828
2020-12-30,austria,czech republic,1197
2020-12-30,slovenia,croatia,1527
2020-12-30,vietnam,cambodia,5261
2020-12-30,united arab emirates,qatar,1063
2020-12-30,united arab emirates,united kingdom,1653
2020-12-30,poland,united kingdom,1159
2020-12-30,united states,united kingdom,1124
2020-12-30,italy,united kingdom,1084
2020-12-30,netherlands,united kingdom,1716
2020-12-30,united states,nigeria,4675
2020-12-30,germany,united kingdom,1441
2020-12-30,united states,el salvador,2016
2020-12-30,honduras,el salvador,1478
2020-12-30,albania,kosovo,1504
2020-12-30,united states,puerto rico,8511
2020-12-30,italy,san marino,2022
2020-12-30,indonesia,taiwan,3018
2020-12-30,philippines,taiwan,1046
2020-12-30,guatemala,el salvador,1817
2020-12-30,philippines,saudi arabia,3541
2020-12-30,portugal,spain,6917
2020-12-30,belgium,spain,1199
2020-12-30,germany,belgium,5158
2020-12-30,iraq,turkey,2037
2020-12-30,germany,turkey,1304
2020-12-30,greece,turkey,1493
2020-12-30,bulgaria,turkey,2308
2020-12-30,turkey,bulgaria,2499
2020-12-30,argentina,bolivia,1913
2020-12-30,thailand,cambodia,8513
2020-12-30,united states,colombia,3104
2020-12-30,italy,switzerland,5349
2020-12-30,united kingdom,spain,1342
2020-12-30,germany,spain,1785
2020-12-30,india,bhutan,3421
2020-12-30,france,andorra,1153
2020-12-30,france,spain,15878
2020-12-30,italy,spain,1775
2020-12-30,ecuador,colombia,4826
2020-12-30,belgium,france,18535
2020-12-30,india,saudi arabia,1157
2020-12-30,thailand,malaysia,4345
2020-12-30,france,belgium,19769
2020-12-30,netherlands,belgium,16456
2020-12-30,india,united arab emirates,6689
2020-12-30,united states,canada,9528
2020-12-30,austria,switzerland,1042
2020-12-30,brazil,bolivia,1762
2020-12-30,brazil,colombia,1850
2020-12-30,philippines,united arab emirates,1766
2020-12-30,france,switzerland,17409
2020-12-30,peru,bolivia,1737
2020-12-30,germany,switzerland,6109
2020-12-30,nigeria,benin,1079
2020-12-30,spain,united kingdom,2405
2020-12-30,ireland,united kingdom,6607
2020-12-30,france,united kingdom,4601
2020-12-30,serbia,kosovo,2281
2020-12-30,romania,bulgaria,1781
2020-12-30,oman,united arab emirates,1033
2020-12-30,egypt,united arab emirates,1403
2020-12-30,turkey,germany,2108
2020-12-30,united states,guatemala,1802
2020-12-30,vietnam,japan,1161
2020-12-30,brazil,argentina,2224
2020-12-30,el salvador,guatemala,1546
2020-12-30,honduras,guatemala,1010
2020-12-30,paraguay,argentina,2144
2020-12-30,indonesia,malaysia,6140
2020-12-30,philippines,japan,1592
2020-12-30,bolivia,argentina,1932
2020-12-30,nepal,india,17277
2020-12-30,united kingdom,germany,1216
2020-12-30,romania,germany,2329
2020-12-30,argentina,brazil,2354
2020-12-30,vietnam,india,1462
2020-12-30,poland,germany,11271
2020-12-30,switzerland,germany,5393
2020-12-30,turkey,greece,1709
2020-12-30,luxembourg,belgium,4173
2020-12-30,pakistan,united arab emirates,3629
2020-12-30,belgium,united kingdom,1426
2020-12-30,united kingdom,belgium,1350
2020-12-30,japan,philippines,1373
2020-12-30,india,philippines,1688
2020-12-30,bulgaria,romania,1651
2020-12-30,philippines,mali,1791
2020-12-30,philippines,india,1833
2020-12-30,france,germany,9070
2020-12-30,italy,romania,1235
2020-12-30,hungary,romania,2461
2020-12-30,italy,germany,2549
2020-12-30,iraq,kuwait,2287
2020-12-30,india,bangladesh,15845
2020-12-30,vietnam,brazil,1090
2020-12-30,united kingdom,united arab emirates,2617
2020-12-30,guatemala,united states,1455
2020-12-30,dominican republic,united states,3667
2020-12-30,iraq,algeria,1405
2020-12-30,taiwan,indonesia,3154
2020-12-30,hungary,germany,1745
2020-12-30,bangladesh,india,15492
2020-12-30,germany,romania,2812
2020-12-30,portugal,france,3263
2020-12-30,spain,france,10721
2020-12-30,luxembourg,france,7661
2020-12-30,germany,croatia,1008
2020-12-30,germany,france,9958
2020-12-30,italy,france,4874
2020-12-30,switzerland,liechtenstein,1029
2020-12-30,brazil,uruguay,3826
2020-12-30,algeria,iraq,1247
2020-12-30,el salvador,honduras,1340
2020-12-30,united arab emirates,philippines,1856
2020-12-30,united arab emirates,india,5195
2020-12-30,burkina faso,philippines,13028
2020-12-30,indonesia,india,3129
2020-12-30,czech republic,germany,3142
2020-12-30,spain,germany,1348
2020-12-30,luxembourg,germany,3123
2020-12-30,togo,ghana,1168
2020-12-30,belgium,serbia,1124
2020-12-30,bolivia,brazil,1762
2020-12-30,united states,mexico,90903
2020-12-30,pakistan,india,4729
2020-12-30,sweden,germany,1161
2020-12-30,mali,philippines,1949
2020-12-30,slovakia,hungary,1905
2020-12-30,vietnam,bangladesh,1121
2020-12-30,saudi arabia,bangladesh,1111
2020-12-30,jamaica,haiti,2211
2020-12-30,united states,honduras,1054
2020-12-30,united states,brazil,1638
2020-12-30,uruguay,brazil,4112
2020-12-30,brazil,united states,1348
2020-12-30,united states,peru,1117
2020-12-30,belgium,germany,5017
2020-12-30,ghana,philippines,6437
2020-12-30,romania,moldova,2400
2020-12-30,colombia,brazil,1611
2020-12-30,sweden,norway,2260
2020-12-30,moldova,romania,1447
2020-12-30,denmark,germany,2348
2020-12-30,saudi arabia,india,1901
2020-12-30,saudi arabia,philippines,4068
2020-12-30,austria,romania,2083
2020-12-30,austria,germany,6191
2020-12-30,netherlands,germany,14874
2020-12-30,bangladesh,united arab emirates,1084
2020-12-30,serbia,belgium,1178
2020-12-30,qatar,india,1054
2020-12-30,bhutan,india,3293
2020-12-30,canada,philippines,1031
2020-12-30,united states,philippines,2165
2020-12-30,united states,india,1554
2020-12-30,haiti,jamaica,2155
2020-12-30,united states,jamaica,1445
2020-12-30,united states,germany,1111
2020-12-30,laos,thailand,14020
2020-12-30,malaysia,thailand,4349
2020-12-30,andorra,france,1212
2020-12-31,slovakia,czech republic,3965
2020-12-31,slovenia,bosnia and herzegovina,1235
2020-12-31,serbia,bosnia and herzegovina,2108
2020-12-31,united states,el salvador,2075
2020-12-31,india,nepal,19585
