ds,start_name,end_name,travel_counts
2020-02-29,portugal,united kingdom,4998
2020-02-29,germany,egypt,2384
2020-02-29,united kingdom,egypt,1016
2020-02-29,united arab emirates,egypt,1730
2020-02-29,austria,slovenia,9370
2020-02-29,croatia,slovenia,4962
2020-02-29,bosnia and herzegovina,slovenia,1560
2020-02-29,united states,the bahamas,10817
2020-02-29,india,saudi arabia,3782
2020-02-29,australia,united arab emirates,1451
2020-02-29,united states,brazil,4887
2020-02-29,india,bhutan,5147
2020-02-29,france,brazil,1016
2020-02-29,uruguay,brazil,6434
2020-02-29,portugal,brazil,2915
2020-02-29,india,nepal,17577
2020-02-29,south africa,mozambique,1187
2020-02-29,argentina,uruguay,5141
2020-02-29,brazil,uruguay,6787
2020-02-29,canada,dominican republic,2436
2020-02-29,saudi arabia,bahrain,1113
2020-02-29,estonia,finland,3839
2020-02-29,spain,finland,1239
2020-02-29,united states,dominican republic,5422
2020-02-29,romania,serbia,1285
2020-02-29,germany,finland,1023
2020-02-29,slovenia,serbia,1266
2020-02-29,australia,malaysia,1346
2020-02-29,thailand,india,2997
2020-02-29,saudi arabia,india,3150
2020-02-29,kuwait,india,1533
2020-02-29,canada,india,1128
2020-02-29,south africa,botswana,1252
2020-02-29,moldova,romania,2669
2020-02-29,spain,romania,2006
2020-02-29,austria,romania,4788
2020-02-29,germany,romania,7686
2020-02-29,france,romania,1854
2020-02-29,united states,guatemala,1800
2020-02-29,el salvador,guatemala,2925
2020-02-29,thailand,cambodia,17451
2020-02-29,colombia,ecuador,4645
2020-02-29,peru,ecuador,1535
2020-02-29,united states,ecuador,2052
2020-02-29,saudi arabia,united arab emirates,2165
2020-02-29,latvia,lithuania,3119
2020-02-29,germany,norway,2197
2020-02-29,united arab emirates,oman,2579
2020-02-29,honduras,guatemala,1140
2020-02-29,indonesia,malaysia,15744
2020-02-29,philippines,malaysia,1226
2020-02-29,kosovo,serbia,3091
2020-02-29,sweden,finland,7405
2020-02-29,switzerland,portugal,1581
2020-02-29,switzerland,netherlands,2329
2020-02-29,belgium,portugal,1090
2020-02-29,belgium,netherlands,51444
2020-02-29,hungary,slovakia,8266
2020-02-29,austria,slovakia,8717
2020-02-29,chile,peru,4185
2020-02-29,ecuador,peru,1961
2020-02-29,france,united states,4358
2020-02-29,south korea,united states,1888
2020-02-29,the bahamas,united states,9740
2020-02-29,honduras,united states,1649
2020-02-29,philippines,united states,4553
2020-02-29,japan,united states,3488
2020-02-29,germany,united states,5210
2020-02-29,netherlands,united states,2358
2020-02-29,ireland,united states,1661
2020-02-29,united arab emirates,united states,1352
2020-02-29,united kingdom,united states,12871
2020-02-29,thailand,united states,1037
2020-02-29,jamaica,united states,3696
2020-02-29,switzerland,united states,1050
2020-02-29,guatemala,united states,2012
2020-02-29,dominican republic,united states,5624
2020-02-29,trinidad and tobago,united states,1470
2020-02-29,germany,netherlands,51538
2020-02-29,germany,portugal,1802
2020-02-29,portugal,netherlands,1344
2020-02-29,poland,netherlands,3098
2020-02-29,czech republic,netherlands,1468
2020-02-29,austria,netherlands,21319
2020-02-29,brazil,portugal,3198
2020-02-29,poland,slovakia,3969
2020-02-29,turkey,netherlands,1178
2020-02-29,netherlands,portugal,1411
2020-02-29,ireland,netherlands,1145
2020-02-29,united states,netherlands,3188
2020-02-29,united states,portugal,1006
2020-02-29,united kingdom,portugal,5275
2020-02-29,united kingdom,netherlands,15309
2020-02-29,malaysia,india,2335
2020-02-29,denmark,netherlands,1619
2020-02-29,spain,portugal,24196
2020-02-29,italy,albania,1128
2020-02-29,italy,portugal,1176
2020-02-29,italy,netherlands,3917
2020-02-29,sweden,netherlands,1241
2020-02-29,czech republic,slovakia,15460
2020-02-29,france,portugal,6206
2020-02-29,france,netherlands,13083
2020-02-29,greece,albania,2549
2020-02-29,kosovo,albania,1833
2020-02-29,germany,slovakia,3728
2020-02-29,spain,netherlands,4868
2020-02-29,costa rica,united states,3721
2020-02-29,australia,india,1088
2020-02-29,germany,india,1231
2020-02-29,lithuania,germany,1298
2020-02-29,hungary,germany,5069
2020-02-29,slovenia,germany,1271
2020-02-29,united states,germany,5798
2020-02-29,united states,jamaica,3940
2020-02-29,norway,germany,2468
2020-02-29,croatia,germany,2148
2020-02-29,croatia,bosnia and herzegovina,10000
2020-02-29,austria,bosnia and herzegovina,3001
2020-02-29,slovenia,bosnia and herzegovina,7692
2020-02-29,costa rica,nicaragua,1107
2020-02-29,indonesia,south korea,1061
2020-02-29,vietnam,south korea,2010
2020-02-29,philippines,south korea,2287
2020-02-29,united states,south korea,1901
2020-02-29,germany,bosnia and herzegovina,2625
2020-02-29,japan,south korea,2003
2020-02-29,thailand,south korea,1600
2020-02-29,serbia,bosnia and herzegovina,3893
2020-02-29,lithuania,belarus,1243
2020-02-29,poland,belarus,1464
2020-02-29,austria,spain,1010
2020-02-29,germany,spain,9080
2020-02-29,france,germany,25110
2020-02-29,portugal,spain,14446
2020-02-29,bosnia and herzegovina,germany,1493
2020-02-29,bulgaria,germany,1806
2020-02-29,sweden,germany,4830
2020-02-29,italy,germany,17140
2020-02-29,spain,germany,7707
2020-02-29,denmark,germany,14427
2020-02-29,egypt,germany,2381
2020-02-29,austria,germany,74466
2020-02-29,haiti,jamaica,1086
2020-02-29,belgium,germany,15183
2020-02-29,switzerland,germany,29322
2020-02-29,thailand,germany,1252
2020-02-29,luxembourg,germany,14874
2020-02-29,serbia,germany,1665
2020-02-29,india,germany,1273
2020-02-29,romania,germany,8205
2020-02-29,slovakia,germany,1182
2020-02-29,ireland,germany,1088
2020-02-29,netherlands,germany,49888
2020-02-29,united kingdom,germany,10981
2020-02-29,united arab emirates,germany,1676
2020-02-29,turkey,germany,4759
2020-02-29,czech republic,germany,12207
2020-02-29,poland,germany,20437
2020-02-29,portugal,germany,1737
2020-02-29,greece,germany,1693
2020-02-29,poland,spain,1187
2020-02-29,united kingdom,spain,31511
2020-02-29,france,spain,32754
2020-02-29,japan,australia,1476
2020-02-29,switzerland,liechtenstein,1411
2020-02-29,thailand,australia,1565
2020-02-29,united kingdom,australia,1409
2020-02-29,united kingdom,jersey,1376
2020-02-29,australia,new zealand,5384
2020-02-29,new zealand,australia,5519
2020-02-29,sweden,latvia,1214
2020-02-29,estonia,latvia,1932
2020-02-29,lithuania,latvia,3488
2020-02-29,france,andorra,1978
2020-02-29,spain,andorra,4320
2020-02-29,tunisia,france,1781
2020-02-29,spain,france,36834
2020-02-29,czech republic,france,1661
2020-02-29,hungary,france,1302
2020-02-29,jordan,palestine,1287
2020-02-29,austria,france,2157
2020-02-29,ireland,france,1533
2020-02-29,netherlands,france,10284
2020-02-29,turkey,france,1126
2020-02-29,netherlands,turkey,1149
2020-02-29,united states,india,2856
2020-02-29,vietnam,australia,1090
2020-02-29,india,australia,1844
2020-02-29,united states,australia,3509
2020-02-29,indonesia,australia,3879
2020-02-29,norway,spain,4341
2020-02-29,finland,spain,1250
2020-02-29,denmark,spain,2657
2020-02-29,belgium,spain,3824
2020-02-29,ireland,spain,1909
2020-02-29,netherlands,spain,5235
2020-02-29,switzerland,spain,2486
2020-02-29,sweden,spain,3738
2020-02-29,italy,spain,7791
2020-02-29,colombia,spain,1014
2020-02-29,united states,spain,3555
2020-02-29,sri lanka,india,1436
2020-02-29,andorra,spain,3620
2020-02-29,germany,kosovo,1176
2020-02-29,serbia,kosovo,3116
2020-02-29,albania,kosovo,1455
2020-02-29,germany,croatia,5082
2020-02-29,slovenia,croatia,6966
2020-02-29,bosnia and herzegovina,croatia,5506
2020-02-29,italy,croatia,2323
2020-02-29,austria,croatia,4135
2020-02-29,serbia,croatia,1632
2020-02-29,philippines,australia,1798
2020-02-29,malaysia,australia,1716
2020-02-29,romania,spain,2060
2020-02-29,panama,united states,1321
2020-02-29,brazil,united states,5250
2020-02-29,chile,united states,1092
2020-02-29,denmark,poland,2772
2020-02-29,lithuania,poland,2940
2020-02-29,france,poland,2415
2020-02-29,belarus,poland,1105
2020-02-29,austria,czech republic,9773
2020-02-29,france,czech republic,1940
2020-02-29,poland,czech republic,7841
2020-02-29,germany,czech republic,25133
2020-02-29,netherlands,czech republic,1369
2020-02-29,hungary,czech republic,1728
2020-02-29,italy,czech republic,3669
2020-02-29,united kingdom,czech republic,3499
2020-02-29,slovakia,czech republic,9710
2020-02-29,italy,sweden,1048
2020-02-29,denmark,sweden,15189
2020-02-29,netherlands,sweden,1050
2020-02-29,estonia,sweden,1373
2020-02-29,germany,sweden,3797
2020-02-29,norway,sweden,22812
2020-02-29,japan,indonesia,1323
2020-02-29,thailand,indonesia,1598
2020-02-29,spain,sweden,2489
2020-02-29,united kingdom,sweden,2491
2020-02-29,slovakia,poland,4908
2020-02-29,thailand,sweden,1082
2020-02-29,germany,poland,61706
2020-02-29,norway,poland,2743
2020-02-29,poland,italy,1329
2020-02-29,malaysia,brunei,2650
2020-02-29,austria,italy,4513
2020-02-29,albania,italy,1180
2020-02-29,netherlands,italy,2346
2020-02-29,hungary,italy,1558
2020-02-29,san marino,italy,4404
2020-02-29,greece,italy,1145
2020-02-29,germany,italy,10485
2020-02-29,slovenia,italy,2791
2020-02-29,spain,italy,5758
2020-02-29,belgium,italy,2075
2020-02-29,united states,italy,1894
2020-02-29,switzerland,italy,26030
2020-02-29,romania,italy,2854
2020-02-29,united states,puerto rico,11970
2020-02-29,belgium,poland,2535
2020-02-29,united kingdom,poland,9431
2020-02-29,netherlands,poland,6033
2020-02-29,hungary,poland,1903
2020-02-29,sweden,poland,3841
2020-02-29,italy,poland,2348
2020-02-29,czech republic,poland,9862
2020-02-29,austria,poland,5807
2020-02-29,poland,sweden,2388
2020-02-29,finland,sweden,7676
2020-02-29,france,sweden,1197
2020-02-29,spain,united kingdom,28739
2020-02-29,austria,united kingdom,2627
2020-02-29,united arab emirates,united kingdom,4208
2020-02-29,united states,united kingdom,16132
2020-02-29,australia,united kingdom,1539
2020-02-29,switzerland,united kingdom,3814
2020-02-29,thailand,united kingdom,2060
2020-02-29,norway,united kingdom,3368
2020-02-29,romania,united kingdom,5366
2020-02-29,united states,canada,59884
2020-02-29,france,canada,1252
2020-02-29,philippines,canada,1378
2020-02-29,dominican republic,canada,3287
2020-02-29,united kingdom,canada,1735
2020-02-29,india,canada,1365
2020-02-29,cyprus,turkey,2442
2020-02-29,saudi arabia,turkey,1321
2020-02-29,united kingdom,turkey,1917
2020-02-29,bulgaria,turkey,4773
2020-02-29,greece,turkey,2581
2020-02-29,united states,turkey,1226
2020-02-29,germany,turkey,5376
2020-02-29,georgia,turkey,1735
2020-02-29,italy,united kingdom,8549
2020-02-29,sweden,united kingdom,2453
2020-02-29,canada,united kingdom,2092
2020-02-29,poland,united kingdom,8961
2020-02-29,latvia,sweden,1157
2020-02-29,saudi arabia,indonesia,1749
2020-02-29,taiwan,indonesia,2585
2020-02-29,india,indonesia,6025
2020-02-29,australia,indonesia,3973
2020-02-29,malaysia,indonesia,15026
2020-02-29,czech republic,united kingdom,3196
2020-02-29,barbados,united kingdom,1344
2020-02-29,malta,united kingdom,1042
2020-02-29,iceland,united kingdom,1523
2020-02-29,belgium,united kingdom,4960
2020-02-29,france,italy,15219
2020-02-29,lithuania,united kingdom,1069
2020-02-29,france,united kingdom,21859
2020-02-29,hungary,united kingdom,3427
2020-02-29,india,united kingdom,3721
2020-02-29,denmark,united kingdom,2675
2020-02-29,jersey,united kingdom,1388
2020-02-29,south africa,united kingdom,1485
2020-02-29,bulgaria,united kingdom,2354
2020-02-29,greece,united kingdom,1502
2020-02-29,ireland,united kingdom,31395
2020-02-29,netherlands,united kingdom,11012
2020-02-29,turkey,united kingdom,1739
2020-02-29,germany,united kingdom,9939
2020-02-29,czech republic,italy,1903
2020-02-29,united arab emirates,italy,1243
2020-02-29,united kingdom,italy,7100
2020-02-29,spain,switzerland,1575
2020-02-29,sweden,estonia,1275
2020-02-29,netherlands,switzerland,1281
2020-02-29,united states,switzerland,1294
2020-02-29,saudi arabia,pakistan,2310
2020-02-29,nicaragua,costa rica,1355
2020-02-29,panama,costa rica,1063
2020-02-29,united states,costa rica,3350
2020-02-29,italy,switzerland,9028
2020-02-29,liechtenstein,switzerland,2984
2020-02-29,united kingdom,switzerland,4271
2020-02-29,united states,taiwan,2363
2020-02-29,philippines,taiwan,1810
2020-02-29,thailand,taiwan,1758
2020-02-29,malaysia,taiwan,1819
2020-02-29,vietnam,taiwan,2990
2020-02-29,philippines,qatar,1516
2020-02-29,japan,taiwan,2875
2020-02-29,indonesia,taiwan,3058
2020-02-29,india,qatar,2461
2020-02-29,united states,qatar,1229
2020-02-29,tunisia,libya,4853
2020-02-29,india,turkey,1163
2020-02-29,austria,switzerland,3614
2020-02-29,germany,switzerland,14914
2020-02-29,portugal,switzerland,1310
2020-02-29,france,switzerland,22653
2020-02-29,peru,united states,2209
2020-02-29,taiwan,united states,2071
2020-02-29,puerto rico,united states,10540
2020-02-29,new zealand,united states,1149
2020-02-29,australia,united states,3404
2020-02-29,argentina,united states,1478
2020-02-29,turkey,united states,1044
2020-02-29,india,united states,4389
2020-02-29,canada,united states,58632
2020-02-29,ecuador,united states,2598
2020-02-29,el salvador,united states,1665
2020-02-29,iraq,turkey,2942
2020-02-29,nigeria,united states,1894
2020-02-29,vietnam,united states,1373
2020-02-29,spain,united states,2631
2020-02-29,italy,united states,2625
2020-02-29,mexico,united states,116512
2020-02-29,bolivia,peru,1367
2020-02-29,latvia,estonia,1779
2020-02-29,india,pakistan,7623
2020-02-29,united arab emirates,pakistan,4177
2020-02-29,united states,peru,2390
2020-02-29,colombia,peru,1302
2020-02-29,finland,estonia,7865
2020-02-29,colombia,united states,4395
2020-02-29,finland,germany,1046
2020-02-29,romania,france,2167
2020-02-29,denmark,france,1516
2020-02-29,czech republic,hungary,2220
2020-02-29,slovakia,hungary,5790
2020-02-29,sweden,denmark,9731
2020-02-29,united kingdom,ireland,31914
2020-02-29,united kingdom,denmark,2995
2020-02-29,france,denmark,1210
2020-02-29,france,ireland,1554
2020-02-29,italy,hungary,2461
2020-02-29,austria,hungary,27056
2020-02-29,germany,hungary,9631
2020-02-29,romania,hungary,7795
2020-02-29,spain,denmark,1985
2020-02-29,spain,ireland,1810
2020-02-29,austria,denmark,1121
2020-02-29,united states,ireland,2190
2020-02-29,norway,denmark,4885
2020-02-29,italy,san marino,2163
2020-02-29,el salvador,honduras,1420
2020-02-29,united states,honduras,1350
2020-02-29,costa rica,panama,1434
2020-02-29,united states,panama,1550
2020-02-29,colombia,panama,1306
2020-02-29,romania,moldova,4355
2020-02-29,netherlands,ireland,1054
2020-02-29,netherlands,denmark,1583
2020-02-29,germany,denmark,8402
2020-02-29,poland,hungary,1310
2020-02-29,belgium,france,49829
2020-02-29,united states,france,4857
2020-02-29,luxembourg,france,33245
2020-02-29,switzerland,france,78011
2020-02-29,thailand,france,2171
2020-02-29,canada,france,1264
2020-02-29,sweden,france,1176
2020-02-29,italy,france,17186
2020-02-29,united kingdom,france,29507
2020-02-29,united arab emirates,france,1382
2020-02-29,algeria,france,2186
2020-02-29,brazil,france,1037
2020-02-29,germany,france,33060
2020-02-29,andorra,france,1940
2020-02-29,poland,france,2197
2020-02-29,botswana,south africa,1758
2020-02-29,united kingdom,south africa,1258
2020-02-29,mozambique,south africa,1105
2020-02-29,united kingdom,hungary,4158
2020-02-29,serbia,hungary,2108
2020-02-29,india,bangladesh,21183
2020-02-29,saudi arabia,bangladesh,1420
2020-02-29,vietnam,bangladesh,1346
2020-02-29,france,hungary,1250
2020-02-29,portugal,france,5536
2020-02-29,kosovo,germany,1149
2020-02-29,france,turkey,1098
2020-02-29,romania,bulgaria,4015
2020-02-29,kuwait,iraq,1462
2020-02-29,india,sri lanka,1436
2020-02-29,brazil,paraguay,11928
2020-02-29,argentina,paraguay,5170
2020-02-29,serbia,montenegro,1010
2020-02-29,saudi arabia,jordan,1932
2020-02-29,philippines,japan,3221
2020-02-29,taiwan,japan,1153
2020-02-29,australia,japan,1329
2020-02-29,palestine,jordan,1245
2020-02-29,vietnam,japan,2402
2020-02-29,thailand,japan,1905
2020-02-29,denmark,austria,2921
2020-02-29,united kingdom,austria,4156
2020-02-29,germany,austria,53474
2020-02-29,netherlands,austria,6766
2020-02-29,switzerland,austria,6909
2020-02-29,poland,austria,2470
2020-02-29,serbia,austria,1235
2020-02-29,indonesia,japan,1082
2020-02-29,united states,japan,3041
2020-02-29,south korea,japan,1466
2020-02-29,croatia,austria,1775
2020-02-29,turkey,iraq,3478
2020-02-29,malaysia,thailand,16901
2020-02-29,australia,thailand,1686
2020-02-29,vietnam,thailand,3581
2020-02-29,united states,argentina,1382
2020-02-29,brazil,argentina,11065
2020-02-29,bolivia,argentina,2434
2020-02-29,chile,argentina,11995
2020-02-29,uruguay,argentina,6105
2020-02-29,united kingdom,bulgaria,3194
2020-02-29,turkey,bulgaria,3173
2020-02-29,serbia,bulgaria,1315
2020-02-29,greece,bulgaria,5372
2020-02-29,germany,bulgaria,1785
2020-02-29,libya,tunisia,2247
2020-02-29,sweden,austria,1382
2020-02-29,algeria,tunisia,1418
2020-02-29,germany,slovenia,1970
2020-02-29,italy,slovenia,5443
2020-02-29,argentina,chile,11149
2020-02-29,united states,chile,1142
2020-02-29,brazil,chile,1798
2020-02-29,bolivia,chile,1449
2020-02-29,peru,chile,3631
2020-02-29,jamaica,haiti,1128
2020-02-29,taiwan,thailand,1779
2020-02-29,south korea,thailand,1808
2020-02-29,united kingdom,thailand,1737
2020-02-29,france,tunisia,1953
2020-02-29,germany,greece,1676
2020-02-29,italy,austria,7673
2020-02-29,peru,bolivia,1567
2020-02-29,vietnam,laos,11246
2020-02-29,south korea,vietnam,2232
2020-02-29,egypt,saudi arabia,3509
2020-02-29,bangladesh,saudi arabia,1460
2020-02-29,czech republic,austria,7583
2020-02-29,france,austria,1733
2020-02-29,slovenia,austria,4076
2020-02-29,belgium,romania,1025
2020-02-29,poland,romania,1063
2020-02-29,united states,colombia,4271
2020-02-29,czech republic,romania,1252
2020-02-29,france,luxembourg,7999
2020-02-29,united kingdom,cyprus,1289
2020-02-29,honduras,el salvador,1306
2020-02-29,tunisia,algeria,3081
2020-02-29,united kingdom,iceland,1281
2020-02-29,malaysia,vietnam,1880
2020-02-29,united kingdom,norway,3295
2020-02-29,germany,lithuania,1180
2020-02-29,brazil,bolivia,2069
2020-02-29,argentina,bolivia,1791
2020-02-29,italy,romania,2978
2020-02-29,bulgaria,romania,4227
2020-02-29,romania,belgium,1298
2020-02-29,poland,belgium,1558
2020-02-29,switzerland,belgium,2577
2020-02-29,luxembourg,belgium,16664
2020-02-29,chile,bolivia,1077
2020-02-29,netherlands,belgium,50091
2020-02-29,france,belgium,54768
2020-02-29,serbia,belgium,1363
2020-02-29,thailand,laos,18850
2020-02-29,bahrain,saudi arabia,1659
2020-02-29,jordan,saudi arabia,1176
2020-02-29,philippines,saudi arabia,4605
2020-02-29,belgium,austria,1682
2020-02-29,liechtenstein,austria,1646
2020-02-29,philippines,thailand,1264
2020-02-29,romania,austria,3791
2020-02-29,hungary,austria,11464
2020-02-29,belgium,luxembourg,5242
2020-02-29,brazil,colombia,1237
2020-02-29,peru,colombia,1224
2020-02-29,united kingdom,barbados,1090
2020-02-29,taiwan,malaysia,1205
2020-02-29,thailand,malaysia,16540
2020-02-29,united states,belgium,1052
2020-02-29,united kingdom,belgium,9156
2020-02-29,austria,belgium,11407
2020-02-29,germany,belgium,17441
2020-02-29,portugal,belgium,1132
2020-02-29,slovakia,austria,3837
2020-02-29,japan,philippines,3686
2020-02-29,paraguay,argentina,5678
2020-02-29,malaysia,philippines,1342
2020-02-29,australia,philippines,1420
2020-02-29,united states,philippines,3116
2020-02-29,albania,greece,1653
2020-02-29,bangladesh,india,20322
2020-02-29,qatar,india,2314
2020-02-29,oman,india,1180
2020-02-29,united arab emirates,india,10494
2020-02-29,united kingdom,india,3072
2020-02-29,pakistan,india,7568
2020-02-29,vietnam,india,2283
2020-02-29,indonesia,india,6199
2020-02-29,kuwait,philippines,1004
2020-02-29,nepal,india,18902
2020-02-29,italy,india,1016
2020-02-29,turkey,georgia,1825
2020-02-29,poland,lithuania,2188
2020-02-29,india,vietnam,2438
2020-02-29,thailand,vietnam,2711
2020-02-29,taiwan,vietnam,1886
2020-02-29,japan,vietnam,2522
2020-02-29,bangladesh,vietnam,1075
2020-02-29,turkey,greece,2022
2020-02-29,cambodia,vietnam,8278
2020-02-29,netherlands,norway,1033
2020-02-29,bhutan,india,6350
2020-02-29,denmark,norway,5080
2020-02-29,italy,greece,1615
2020-02-29,united arab emirates,philippines,3274
2020-02-29,colombia,brazil,1289
2020-02-29,argentina,brazil,8669
2020-02-29,bolivia,brazil,1745
2020-02-29,italy,brazil,1044
2020-02-29,paraguay,brazil,11405
2020-02-29,chile,brazil,1445
2020-02-29,south africa,lesotho,1096
2020-02-29,laos,thailand,20475
2020-02-29,germany,thailand,1239
2020-02-29,japan,thailand,4620
2020-02-29,france,thailand,1747
2020-02-29,united kingdom,greece,1764
2020-02-29,cambodia,thailand,17130
2020-02-29,sweden,thailand,1174
2020-02-29,indonesia,thailand,1728
2020-02-29,india,kuwait,2060
2020-02-29,philippines,kuwait,1203
2020-02-29,iraq,kuwait,1817
2020-02-29,saudi arabia,kuwait,2184
2020-02-29,egypt,kuwait,1806
2020-02-29,south korea,philippines,1945
2020-02-29,saudi arabia,philippines,4345
2020-02-29,taiwan,philippines,1529
2020-02-29,bulgaria,greece,3037
2020-02-29,india,thailand,2646
2020-02-29,spain,norway,2963
2020-02-29,laos,vietnam,12896
2020-02-29,united kingdom,malta,1140
2020-02-29,france,algeria,1987
2020-02-29,greece,cyprus,1212
2020-02-29,united states,el salvador,1680
2020-02-29,sweden,norway,9377
2020-02-29,saudi arabia,egypt,3971
2020-02-29,india,malaysia,1886
2020-02-29,brunei,malaysia,3339
2020-02-29,bangladesh,united arab emirates,1058
2020-02-29,india,united arab emirates,11141
2020-02-29,philippines,united arab emirates,3476
2020-02-29,oman,united arab emirates,3068
2020-02-29,united kingdom,united arab emirates,3053
2020-02-29,france,united arab emirates,1056
2020-02-29,germany,united arab emirates,1279
2020-02-29,united states,united arab emirates,2121
2020-02-29,pakistan,united arab emirates,4828
2020-02-29,egypt,united arab emirates,1670
2020-02-29,ecuador,colombia,5548
2020-02-29,panama,colombia,1680
2020-02-29,canada,philippines,1117
2020-02-29,thailand,philippines,1184
2020-02-29,qatar,philippines,1554
2020-02-29,cyprus,greece,1432
2020-02-29,italy,belgium,6909
2020-02-29,spain,belgium,4578
2020-02-29,germany,serbia,2075
2020-02-29,pakistan,saudi arabia,2117
2020-02-29,turkey,cyprus,2363
2020-02-29,india,oman,1749
2020-02-29,united states,mexico,217127
2020-02-29,saudi arabia,malaysia,1229
2020-02-29,japan,malaysia,1019
2020-02-29,vietnam,malaysia,2010
2020-02-29,germany,luxembourg,4402
2020-02-29,montenegro,serbia,1254
2020-02-29,bosnia and herzegovina,serbia,3879
2020-02-29,greece,serbia,1016
2020-02-29,bulgaria,serbia,2426
2020-02-29,belgium,serbia,1384
2020-02-29,hungary,serbia,4074
2020-02-29,united arab emirates,saudi arabia,1884
2020-02-29,croatia,serbia,2768
2020-02-29,guatemala,el salvador,2722
2020-02-29,kuwait,egypt,1142
2020-02-29,vietnam,cambodia,7409
2020-02-29,hungary,romania,9490
2020-02-29,united kingdom,romania,5607
2020-02-29,united states,nigeria,1793
2020-02-29,united kingdom,lithuania,1182
2020-02-29,poland,norway,2033
2020-02-29,armenia,georgia,1063
2020-02-29,austria,serbia,3150
2020-03-01,honduras,united states,1762
2020-03-01,cayman islands,united states,1636
2020-03-01,vietnam,united states,1342
2020-03-01,canada,united states,48584
2020-03-01,turkey,united states,1184
2020-03-01,switzerland,austria,4412
2020-03-01,guatemala,united states,2169
2020-03-01,netherlands,united states,2591
2020-03-01,france,united states,5025
2020-03-01,bosnia and herzegovina,austria,1502
2020-03-01,philippines,united states,4458
2020-03-01,south korea,united states,1835
2020-03-01,spain,united states,3585
2020-03-01,bosnia and herzegovina,slovenia,2917
2020-03-01,ecuador,united states,2522
2020-03-01,ireland,united states,1720
2020-03-01,the bahamas,united states,8650
2020-03-01,italy,united states,2814
2020-03-01,colombia,united states,4326
2020-03-01,india,united states,4108
2020-03-01,united arab emirates,united states,1474
2020-03-01,australia,united states,3948
2020-03-01,el salvador,united states,1504
2020-03-01,trinidad and tobago,united states,1537
2020-03-01,nigeria,united states,1844
2020-03-01,slovenia,austria,3089
2020-03-01,taiwan,united states,1781
2020-03-01,italy,austria,3843
2020-03-01,japan,united states,3341
2020-03-01,france,austria,1239
2020-03-01,united states,united arab emirates,2073
2020-03-01,el salvador,guatemala,2858
2020-03-01,india,bhutan,6025
2020-03-01,bolivia,argentina,2486
2020-03-01,brazil,argentina,10697
2020-03-01,united states,honduras,1735
2020-03-01,united states,cayman islands,1531
2020-03-01,slovenia,croatia,4311
2020-03-01,united kingdom,lithuania,1556
2020-03-01,thailand,cambodia,18976
2020-03-01,belize,united states,1262
2020-03-01,pakistan,united arab emirates,4017
2020-03-01,panama,united states,1376
2020-03-01,jamaica,united states,5353
2020-03-01,germany,united states,5792
2020-03-01,united kingdom,united states,13650
2020-03-01,mexico,united states,140249
2020-03-01,andorra,france,2285
2020-03-01,portugal,france,5620
2020-03-01,italy,france,13306
2020-03-01,thailand,france,2079
2020-03-01,united arab emirates,france,1405
2020-03-01,brazil,france,1136
2020-03-01,united states,el salvador,1590
2020-03-01,new zealand,united states,1243
2020-03-01,romania,austria,3121
2020-03-01,poland,belgium,2144
2020-03-01,luxembourg,belgium,6783
2020-03-01,ecuador,colombia,5027
2020-03-01,united states,colombia,3891
2020-03-01,france,india,1048
2020-03-01,united states,india,2902
2020-03-01,germany,india,1355
2020-03-01,turkey,india,1111
2020-03-01,united kingdom,india,3051
2020-03-01,indonesia,japan,1105
2020-03-01,vietnam,japan,2610
2020-03-01,united states,spain,3137
2020-03-01,finland,spain,1103
2020-03-01,austria,belgium,6661
2020-03-01,denmark,spain,2898
2020-03-01,slovenia,bosnia and herzegovina,1684
2020-03-01,france,sweden,1609
2020-03-01,finland,sweden,6002
2020-03-01,denmark,sweden,8761
2020-03-01,latvia,sweden,1073
2020-03-01,japan,vietnam,2243
2020-03-01,turkey,cyprus,2440
2020-03-01,south africa,botswana,1418
2020-03-01,jordan,saudi arabia,1888
2020-03-01,united arab emirates,saudi arabia,3318
2020-03-01,costa rica,panama,1119
2020-03-01,croatia,bosnia and herzegovina,5851
2020-03-01,croatia,austria,2180
2020-03-01,united kingdom,austria,5023
2020-03-01,slovakia,austria,4156
2020-03-01,saudi arabia,indonesia,3171
2020-03-01,australia,indonesia,3822
2020-03-01,thailand,indonesia,1577
2020-03-01,taiwan,indonesia,2419
2020-03-01,india,indonesia,6101
2020-03-01,malaysia,indonesia,15196
2020-03-01,japan,indonesia,1176
2020-03-01,austria,denmark,2016
2020-03-01,netherlands,denmark,1008
2020-03-01,united states,ireland,2006
2020-03-01,norway,denmark,3016
2020-03-01,united states,panama,1279
2020-03-01,poland,denmark,1155
2020-03-01,spain,denmark,3301
2020-03-01,spain,ireland,2228
2020-03-01,united states,guatemala,2064
2020-03-01,colombia,ecuador,4337
2020-03-01,peru,ecuador,1569
2020-03-01,united states,ecuador,2058
2020-03-01,united states,mexico,178542
2020-03-01,spain,andorra,2638
2020-03-01,mozambique,south africa,1048
2020-03-01,united kingdom,south africa,1577
2020-03-01,india,pakistan,8306
2020-03-01,germany,denmark,10179
2020-03-01,united states,dominican republic,6829
2020-03-01,united states,japan,2923
2020-03-01,egypt,saudi arabia,3854
2020-03-01,saudi arabia,jordan,1974
2020-03-01,turkey,georgia,1602
2020-03-01,portugal,brazil,2547
