name,date_time,n_baseline,n_crisis,percent_change
Ath,2020-06-04,21298.8611111111,21775,0.0223551337512836
Tielt,2020-06-04,24527.3147747997,24690,0.006632818418730857
Sint-Niklaas,2020-06-05,68975.089445293,68292,-0.00990342239185902
Thuin,2020-06-05,36803.28581408,36498,-0.008295069511516472
Bastogne,2020-06-05,12067.428760114999,11832,-0.01950943857179692
Namur,2020-06-05,78587.77962795601,77017,-0.019987581216726988
Oostende,2020-06-05,44562.585316345,46837,0.05103866096433081
Halle-Vilvoorde,2020-06-05,146020.07242758299,144164,-0.012711077297290641
Philippeville,2020-06-05,15898.333333333401,16140,0.015200754796095884
Arlon,2020-06-05,17101.062875394102,16929,-0.01006153106668445
Turnhout,2020-06-05,117012.99999999901,118318,0.011152606975301894
Veurne,2020-06-05,15923.403186498801,16256,0.020887294606921875
Soignies,2020-06-05,47472.307270056,46676,-0.016774142986689958
Marche-en-Famenne,2020-06-05,15480.883403666501,15367,-0.00735638921222861
Brussel Hoofdstad,2020-06-05,300273.33333333,273012,-0.09078839279766313
Huy,2020-06-05,27764.4222941371,28083,0.011474314231640682
Antwerpen,2020-06-05,261882.55718397902,256516,-0.020492228431269216
Tongeren,2020-06-05,54616.833333333,54974,0.006539497895953954
Mechelen,2020-06-05,82223.06318281901,81610,-0.007456097584881903
Nivelles,2020-06-05,88878.17974798099,88634,-0.0027473531599474183
Roeselare,2020-06-05,43192.346935453,42892,-0.006953707236651054
Virton,2020-06-05,12417.8333333333,12453,0.0028319486759660743
Tielt,2020-06-05,24663.75,24674,0.0004155896812123055
Waremme,2020-06-05,19932.920932297402,20180,0.01239552740623451
Dinant,2020-06-05,27237.2308520925,27521,0.01041842871063009
Tournai,2020-06-05,38649.59648888,37439,-0.03132235776971968
Brugge,2020-06-05,76766.677697523,75271,-0.019483423568443195
Eeklo,2020-06-05,22568.2638888889,22766,0.008761689072966334
Liège,2020-06-05,164187.78629468702,157178,-0.042693713417304574
Hasselt,2020-06-05,118729.52298519999,116262,-0.020782724659877346
Ieper,2020-06-05,27294.819444444503,27158,-0.005012652482387138
Charleroi,2020-06-05,117486.99225001,113347,-0.03523787757882312
Neufchâteau,2020-06-05,15482.931006030001,15424,-0.003806191864256836
Mons,2020-06-05,68004.808497988,65371,-0.03872973920757262
Maaseik,2020-06-05,59141.25,58277,-0.014613319806395705
Diksmuide,2020-06-05,13206.6666666667,13050,-0.011862695608281187
Ath,2020-06-05,21492.3333333334,21513,0.0009615832002077652
Kortrijk,2020-06-05,78344.969083712,76729,-0.020626328692341794
Verviers,2020-06-05,59556.166666667,58196,-0.02283838505389016
Leuven,2020-06-05,111923.166666667,112158,0.002098165557023432
Dendermonde,2020-06-05,53072.25,53534,0.008700403694963
Mouscron,2020-06-05,22053.7077325238,21517,-0.02433639454341216
Oudenaarde,2020-06-05,29647.0833333337,30016,0.012443607437481345
Aalst,2020-06-05,76001.49475154601,76072,0.0009276823920960811
Gent,2020-06-05,148471.62574901,144714,-0.025308712894154227
Tielt,2020-06-06,24404.0705502114,24451,0.0019230172971366778
Eeklo,2020-06-06,22961.9035784775,23239,0.012067658962832054
Neufchâteau,2020-06-06,15869.4384584804,15660,-0.01319759732068392
Waremme,2020-06-06,20468.4828627975,20576,0.0052528141886821296
Sint-Niklaas,2020-06-06,66196.89945487899,65834,-0.005482121638134294
Ath,2020-06-06,21698.4196100083,21768,0.003206703125955187
Maaseik,2020-06-06,60086.554229186,58774,-0.02184439174494127
Oostende,2020-06-06,46257.556926667,48808,0.05513570631013367
Charleroi,2020-06-06,115471.426529975,111725,-0.032444619786544934
Gent,2020-06-06,138816.769401133,136986,-0.013188387894568448
Oudenaarde,2020-06-06,30238.331764544997,30215,-0.0007715956265931942
Dinant,2020-06-06,28186.3624779046,28274,0.003109217167135313
Ieper,2020-06-06,27529.8357684164,27350,-0.006532395250345692
Tournai,2020-06-06,37640.95861843,36711,-0.024706029085419377
Mouscron,2020-06-06,21834.491857647197,21136,-0.03199029600510539
Liège,2020-06-06,159164.049714717,153956,-0.03272126918140005
Marche-en-Famenne,2020-06-06,16176.0833333333,16062,-0.0070525930772261285
Hasselt,2020-06-06,115205.449850425,113682,-0.013223765476398365
Brugge,2020-06-06,76297.408396005,74074,-0.029141335764183363
Mons,2020-06-06,66506.389701496,64647,-0.027958061020025113
Diksmuide,2020-06-06,13741.0751712009,13585,-0.011358293965817839
Thuin,2020-06-06,38056.985342055,37509,-0.014399073839657129
Virton,2020-06-06,12924.5017949183,12589,-0.025958586276046164
Huy,2020-06-06,27838.1314388133,27900,0.0022224394378869907
Antwerpen,2020-06-06,254421.341291532,248214,-0.0243978797534097
Halle-Vilvoorde,2020-06-06,141690.989607295,140021,-0.011786138355893115
Soignies,2020-06-06,47350.369333057,46550,-0.016903127564376473
Kortrijk,2020-06-06,75732.05493030499,74705,-0.013561693674497204
Bastogne,2020-06-06,12844.8369712778,12005,-0.06538323321313852
Brussel Hoofdstad,2020-06-06,282341.916666667,260939,-0.07580495634282766
Veurne,2020-06-06,16663.249999999898,16696,0.0019654029076021824
Roeselare,2020-06-06,42567.570085889005,42256,-0.007319423806910918
Nivelles,2020-06-06,84972.29113905401,84976,4.364788681430648e-05
Turnhout,2020-06-06,116273.161617733,117955,0.014464545032294886
Leuven,2020-06-06,108753.753757425,109927,0.01078809881994438
Philippeville,2020-06-06,16492.4818725381,16652,0.009672172368884952
Verviers,2020-06-06,60563.144001961,58519,-0.03375227682854136
Arlon,2020-06-06,17343.274133764302,17059,-0.016391030411660866
Aalst,2020-06-06,77283.144425913,76901,-0.004944731852614168
Namur,2020-06-06,76639.816977461,75568,-0.013985119220420505
Dendermonde,2020-06-06,54244.888580542,54492,0.00455547842247096
Mechelen,2020-06-06,79166.039957818,79116,-0.0006320886815186903
Tongeren,2020-06-06,56142.727551714,55879,-0.004697448150716881
Neufchâteau,2020-06-07,15739.008252225402,15587,-0.009658057851510972
Tongeren,2020-06-07,56919.563525041,56821,-0.0017316282651681978
Verviers,2020-06-07,60609.940760326004,59134,-0.024351463502701922
Virton,2020-06-07,13116.224506332499,12880,-0.018010099340587688
Brugge,2020-06-07,75393.33768849401,73388,-0.026598340781509775
Antwerpen,2020-06-07,255056.9817255,249582,-0.02146571988918278
Marche-en-Famenne,2020-06-07,15853.3364743805,15717,-0.008599860010592954
Tournai,2020-06-07,37768.488653805,36812,-0.025325044445712444
Soignies,2020-06-07,47649.903710752005,46771,-0.018445025956131875
Nivelles,2020-06-07,85224.983115945,85403,0.0020887875543820138
Aalst,2020-06-07,78189.550737433,77530,-0.008435279793943703
Brussel Hoofdstad,2020-06-07,282467.0,263760,-0.06622720530185827
Roeselare,2020-06-07,42486.762199031,42313,-0.004089796210334967
Dinant,2020-06-07,28063.536725150298,28457,0.014020445060193858
Waremme,2020-06-07,20788.3073636553,20712,-0.003670686714432159
Tielt,2020-06-07,24694.6641456451,24712,0.0007020081039635194
Huy,2020-06-07,28215.810483735,28216,6.716669191873292e-06
Gent,2020-06-07,138509.036383466,137075,-0.010353377807754296
Leuven,2020-06-07,109825.59280595099,111034,0.011002965366953447
Ath,2020-06-07,21834.634911678,22147,0.01430594509986219
Mechelen,2020-06-07,79223.7637919,79216,-9.799827133170041e-05
Mons,2020-06-07,66290.617128126,64363,-0.029078280028685195
Oudenaarde,2020-06-07,30441.7702168651,30720,0.009139737313329965
Philippeville,2020-06-07,16647.6513882884,16903,0.01533841655834037
Maaseik,2020-06-07,60779.883298003,59409,-0.022554885327462294
Diksmuide,2020-06-07,13930.7891269463,13903,-0.0019947991957287867
