name,date_time,n_baseline,n_crisis,percent_change
Sint-Niklaas,2020-05-07,69244.23589781401,69728,0.006986344724778183
Waremme,2020-05-07,19732.9883186526,20784,0.05326165831426217
Ieper,2020-05-07,26941.8333333334,27701,0.028177988382376732
Eeklo,2020-05-07,22431.5924129272,23143,0.031714537870384134
Roeselare,2020-05-07,42974.416406589,43540,0.013160937150603926
Dinant,2020-05-07,26794.6495207604,27640,0.031549226967295355
Antwerpen,2020-05-07,262506.288771789,260521,-0.007562823660635866
Maaseik,2020-05-07,58525.134763969996,59637,0.018998080747940536
Veurne,2020-05-07,15417.909403622201,15532,0.0073998746127665535
Tournai,2020-05-07,38601.897292336005,38201,-0.010385429744552973
Mons,2020-05-07,68100.900895634,66387,-0.025167081097217558
Virton,2020-05-07,12307.4937889982,13026,0.058379571285591965
Gent,2020-05-07,150350.083333334,145316,-0.0334824113277888
Philippeville,2020-05-07,15705.513888888901,16530,0.052496601954196066
Diksmuide,2020-05-07,13083.911012967399,13652,0.04341889718369154
Neufchâteau,2020-05-07,15431.3203790689,15709,0.017994547071146633
Arlon,2020-05-07,17062.2449019883,17606,0.031868907118332145
Liège,2020-05-07,164620.166666667,159581,-0.03061087088358147
Thuin,2020-05-07,36444.17100207,37944,0.041154153234678144
Marche-en-Famenne,2020-05-07,14974.5767020259,15028,0.0035675998752520005
Halle-Vilvoorde,2020-05-07,146300.531005298,149348,0.020830197770038514
Huy,2020-05-07,27696.5723952869,28839,0.041247977851133114
Verviers,2020-05-07,58939.368107094,60113,0.019912529275398532
Mouscron,2020-05-07,21884.0560606545,22180,0.013523267283050843
Dendermonde,2020-05-07,52868.436826553,54860,0.03767017322605507
Bastogne,2020-05-07,11622.9026294231,12060,0.03760655874982534
Nivelles,2020-05-07,89441.93551762801,90142,0.007827027426458334
Namur,2020-05-07,78944.909514774,78298,-0.008194442412438717
Hasselt,2020-05-07,118865.789966935,117470,-0.011742570905584096
Charleroi,2020-05-07,117226.841956377,115843,-0.011804821602990567
Brussel Hoofdstad,2020-05-07,304934.000000003,274065,-0.10123174195072612
Tongeren,2020-05-07,54103.5,56190,0.038564972691230694
Kortrijk,2020-05-07,78335.70495923201,77733,-0.007693872922260349
Oudenaarde,2020-05-07,29483.172588025198,30599,0.03784624631706031
Ath,2020-05-07,21298.8611111111,22347,0.049211029802063586
Turnhout,2020-05-07,116747.194444444,119243,0.021377863232025392
Oostende,2020-05-07,43522.537241668004,44159,0.01462375124864397
Tielt,2020-05-07,24527.3147747997,25099,0.023308104880183304
Aalst,2020-05-07,75311.67266880699,78321,0.03995831223171637
Leuven,2020-05-07,112796.610369947,113282,0.0043032288688555145
Brugge,2020-05-08,76766.677697523,74701,-0.02690852020016042
Leuven,2020-05-08,111923.166666667,113016,0.009764138791638226
Verviers,2020-05-08,59556.166666667,60055,0.008375846889625171
Antwerpen,2020-05-08,261882.55718397902,259891,-0.0076047721749559
Roeselare,2020-05-08,43192.346935453,43468,0.0063819885721638535
Bastogne,2020-05-08,12067.428760114999,12119,0.004273589752230658
Gent,2020-05-08,148471.62574901,144206,-0.02873024207481242
Waremme,2020-05-08,19932.920932297402,20946,0.05082441610758117
Arlon,2020-05-08,17101.062875394102,17727,0.03660223514566039
Namur,2020-05-08,78587.77962795601,78267,-0.004081800369912761
Liège,2020-05-08,164187.78629468702,159700,-0.027333252953616542
Dinant,2020-05-08,27237.2308520925,27773,0.019670470570848787
Philippeville,2020-05-08,15898.333333333401,16729,0.052248663381901365
Tielt,2020-05-08,24663.75,25267,0.024458973189397396
Diksmuide,2020-05-08,13206.6666666667,13834,0.047501261988891805
Nivelles,2020-05-08,88878.17974798099,89845,0.010878038397731393
Ieper,2020-05-08,27294.819444444503,27918,0.022831459164766033
Eeklo,2020-05-08,22568.2638888889,23428,0.03809491573405321
Kortrijk,2020-05-08,78344.969083712,77906,-0.005603028360927157
Tongeren,2020-05-08,54616.833333333,56500,0.03447960183216427
Neufchâteau,2020-05-08,15482.931006030001,15580,0.00626941978441899
Mouscron,2020-05-08,22053.7077325238,22285,0.010487681721432355
Oudenaarde,2020-05-08,29647.0833333337,30848,0.04050707630035396
Mechelen,2020-05-08,82223.06318281901,83822,0.019446329962504953
Soignies,2020-05-08,47472.307270056,48180,0.014907485450794365
Veurne,2020-05-08,15923.403186498801,15513,-0.02577358506168928
Ath,2020-05-08,21492.3333333334,22450,0.0445585247452547
Halle-Vilvoorde,2020-05-08,146020.07242758299,149278,0.02231150497499409
Charleroi,2020-05-08,117486.99225001,115770,-0.014614317867260295
Aalst,2020-05-08,76001.49475154601,78634,0.03463754570959201
Hasselt,2020-05-08,118729.52298519999,117788,-0.0079299820426075
Maaseik,2020-05-08,59141.25,59843,0.011865660600680575
Mons,2020-05-08,68004.808497988,66536,-0.02159859766433207
Huy,2020-05-08,27764.4222941371,28918,0.04154877395401436
Sint-Niklaas,2020-05-08,68975.089445293,69502,0.007639142753485246
Virton,2020-05-08,12417.8333333333,13108,0.05557867046049653
Turnhout,2020-05-08,117012.99999999901,119858,0.02431353781204664
Tournai,2020-05-08,38649.59648888,38347,-0.007829227634163317
Brussel Hoofdstad,2020-05-08,300273.33333333,272681,-0.09189072178680636
Marche-en-Famenne,2020-05-08,15480.883403666501,15094,-0.02499104176282805
Thuin,2020-05-08,36803.28581408,38011,0.032815390235019656
Oostende,2020-05-08,44562.585316345,44734,0.003846605452492142
Dendermonde,2020-05-08,53072.25,55152,0.03918714582479545
Ieper,2020-05-09,27529.8357684164,27991,0.01675143416992957
Diksmuide,2020-05-09,13741.0751712009,14201,0.03347080363573212
Hasselt,2020-05-09,115205.44985042501,115902,0.006046156240693006
Charleroi,2020-05-09,115471.426529975,114916,-0.004810077667402981
Tournai,2020-05-09,37640.95861843,37872,0.006138031284274395
Mons,2020-05-09,66506.389701496,66420,-0.0012989684432389444
Dinant,2020-05-09,28186.3624779046,28236,0.0017610474616691198
Tielt,2020-05-09,24404.0705502114,25192,0.032286804292236196
Namur,2020-05-09,76639.81697746099,77498,0.01119761315180852
Soignies,2020-05-09,47350.369333057,48259,0.019189515937073166
Philippeville,2020-05-09,16492.4818725381,17046,0.03356184543598444
Maaseik,2020-05-09,60086.554229186,60868,0.013005335067698553
Gent,2020-05-09,138816.769401133,138676,-0.0010140662525161266
Virton,2020-05-09,12924.5017949183,13296,0.028743715694152846
Bastogne,2020-05-09,12844.8369712778,12291,-0.04311747766952816
Brussel Hoofdstad,2020-05-09,282341.916666667,265200,-0.060713325421335625
Verviers,2020-05-09,60563.144001961,60446,-0.001934245718108834
Antwerpen,2020-05-09,254421.34129153204,255138,0.002816818372350181
Leuven,2020-05-09,108753.753757425,112064,0.030437995271027564
Marche-en-Famenne,2020-05-09,16176.0833333333,15254,-0.057002879765907566
Neufchâteau,2020-05-09,15869.4384584804,15646,-0.01407979614811115
Halle-Vilvoorde,2020-05-09,141690.989607295,147027,0.03765948990471503
Oostende,2020-05-09,46257.556926667,44562,-0.03665470118439239
Waremme,2020-05-09,20468.4828627975,21250,0.038181488214886046
Ath,2020-05-09,21698.4196100083,22526,0.038140122869132057
Brugge,2020-05-09,76297.408396005,73310,-0.039154782040557855
Thuin,2020-05-09,38056.985342055,38824,0.020154372477249504
Mouscron,2020-05-09,21834.491857647197,21924,0.004099392050722436
Sint-Niklaas,2020-05-09,66196.89945487899,67534,0.020198839464262215
Liège,2020-05-09,159164.049714717,157721,-0.0090664299966198
Tongeren,2020-05-09,56142.727551714,57367,0.021806429820466093
Nivelles,2020-05-09,84972.291139054,87346,0.02793509306535607
Dendermonde,2020-05-09,54244.888580542,56556,0.042605146400595824
Aalst,2020-05-09,77283.144425913,79713,0.03144095122082374
Veurne,2020-05-09,16663.249999999898,15113,-0.09303407198475133
Kortrijk,2020-05-09,75732.054930305,76771,0.013718696404727402
Oudenaarde,2020-05-09,30238.331764544997,31486,0.041261146453784106
Arlon,2020-05-09,17343.274133764302,17808,0.026795740103707326
Huy,2020-05-09,27838.1314388133,28805,0.03473180530495824
Roeselare,2020-05-09,42567.570085889005,43398,0.019508511113869746
Eeklo,2020-05-09,22961.9035784775,24045,0.047169278357988585
Mechelen,2020-05-09,79166.039957818,81878,0.03425660856128485
Turnhout,2020-05-09,116273.16161773301,119942,0.03155361332935016
Soignies,2020-05-10,47649.903710752005,48647,0.020925462836203047
Halle-Vilvoorde,2020-05-10,143475.109038364,148046,0.03185842472796997
Brugge,2020-05-10,75393.33768849401,74289,-0.01464768270449637
Antwerpen,2020-05-10,255056.9817255,256228,0.004591202587664473
Sint-Niklaas,2020-05-10,66237.979399946,68152,0.02889611998121377
Huy,2020-05-10,28215.810483735,28998,0.027721674580848666
Thuin,2020-05-10,38863.223786189,39391,0.013580350840543383
Brussel Hoofdstad,2020-05-10,282467.0,268432,-0.049687220100047086
Turnhout,2020-05-10,117137.610664276,120516,0.028841200674706306
Nivelles,2020-05-10,85224.983115945,87835,0.030625020840475678
Virton,2020-05-10,13116.224506332499,13495,0.02887839358686096
Hasselt,2020-05-10,115300.943693174,117248,0.01688673348595726
Maaseik,2020-05-10,60779.883298003,61926,0.018856842754659563
Oudenaarde,2020-05-10,30441.7702168651,31985,0.050694482355692023
Verviers,2020-05-10,60609.940760326004,61062,0.007458499942469904
Dendermonde,2020-05-10,55144.487754062,57175,0.03682167209520285
Mechelen,2020-05-10,79223.7637919,81911,0.03391957260650562
Veurne,2020-05-10,16206.7730313395,15445,-0.04700337506216926
Charleroi,2020-05-10,115840.88147340697,116025,0.0015894088878742906
Aalst,2020-05-10,78189.550737433,81064,0.03676257550346637
Mons,2020-05-10,66290.617128126,66749,0.006914747391595978
Waremme,2020-05-10,20788.3073636553,21448,0.03173383117752313
Neufchâteau,2020-05-10,15739.008252225402,15591,-0.009403912232174733
Diksmuide,2020-05-10,13930.7891269463,14387,0.0327483869647594
Namur,2020-05-10,76752.867540317,77985,0.016053243340201924
Kortrijk,2020-05-10,75856.920747509,77920,0.02719698126632374
Oostende,2020-05-10,45678.210548464,45190,-0.010688040153105663
Tielt,2020-05-10,24694.6641456451,25581,0.035891796265275604
Eeklo,2020-05-10,23290.322780430703,24458,0.05013572506390587
Dinant,2020-05-10,28063.536725150298,28451,0.013806644495469497
Liège,2020-05-10,158499.82062446701,158287,-0.0013427183931725047
Arlon,2020-05-10,17321.8829081434,17907,0.03377906980202031
Mouscron,2020-05-10,21768.736051428503,22113,0.015814604383009457
Philippeville,2020-05-10,16647.6513882884,17124,0.028613562393954947
Bastogne,2020-05-10,12597.5003343012,12280,-0.02520343924394995
Tournai,2020-05-10,37768.488653805,38105,0.008909844110510901
Tongeren,2020-05-10,56919.563525041,58547,0.028591864978778928
Gent,2020-05-10,138509.036383466,139763,0.009053298248804204
Roeselare,2020-05-10,42486.762199031,44088,0.03768792249849342
Ath,2020-05-10,21834.634911678,22654,0.037525934902798486
Leuven,2020-05-10,109825.59280595099,113246,0.031143990272763388
Marche-en-Famenne,2020-05-10,15853.3364743805,15300,-0.03490347128345563
Ieper,2020-05-10,27641.873412177803,28667,0.037086002548965095
Roeselare,2020-05-11,43304.110781628,43904,0.013852939306318882
Eeklo,2020-05-11,22622.5126717365,23433,0.03582658301595677
Huy,2020-05-11,27993.5587128055,28804,0.028950991744531814
Turnhout,2020-05-11,117431.763806383,119654,0.018923638048057793
Charleroi,2020-05-11,117815.375102241,116447,-0.011614571536639546
Nivelles,2020-05-11,89662.93320767,90177,0.005733325622298865
Kortrijk,2020-05-11,78467.98864893199,78402,-0.000840962666027107
Ieper,2020-05-11,27088.195282884,27981,0.03295918047667535
Dinant,2020-05-11,27012.708320580103,27572,0.02070476135833411
Maaseik,2020-05-11,59023.527777778,59883,0.014561519017600754
Bastogne,2020-05-11,11725.287326060301,11939,0.0182266470745418
Antwerpen,2020-05-11,262979.714767545,262382,-0.0022728550301810637
Tournai,2020-05-11,38636.672869398,38289,-0.00899851989256998
Tongeren,2020-05-11,54700.5,56393,0.03094121625944918
Sint-Niklaas,2020-05-11,69325.548601863,69826,0.007218859543558631
Mechelen,2020-05-11,82727.78627903499,83912,0.014314582490709235
Namur,2020-05-11,78810.398623645,78166,-0.008176568509979153
Waremme,2020-05-11,19925.1959057409,20747,0.04124446746454921
Soignies,2020-05-11,47582.627254912004,48056,0.009948436486115408
Mons,2020-05-11,67968.075575427,66754,-0.01786243858088488
Diksmuide,2020-05-11,13241.675996898099,13635,0.02970349094737242
Veurne,2020-05-11,15531.199778543698,15471,-0.0038760546127842425
Aalst,2020-05-11,76297.106043003,78735,0.03195263992874036
Brugge,2020-05-11,76236.0,75311,-0.012133375308253319
Philippeville,2020-05-11,15895.533169967799,16538,0.04041807362876287
Ath,2020-05-11,21515.732519267498,22295,0.03621849639721363
Leuven,2020-05-11,112891.50492823601,113664,0.006842809583015612
Gent,2020-05-11,149286.583333334,145792,-0.023408555915109562
Oudenaarde,2020-05-11,29737.083333333,30878,0.03836679790946809
Oostende,2020-05-11,43903.210459964,44425,0.011884997351431215
Virton,2020-05-11,12437.8333333333,12969,0.042705723129701216
Neufchâteau,2020-05-11,15381.75,15572,0.01236855364311603
Verviers,2020-05-11,59353.597222222,59973,0.010435808556959624
Brussel Hoofdstad,2020-05-11,302245.08333332697,277364,-0.08232088694024246
Liège,2020-05-11,164416.05896176602,160169,-0.025831168734884002
Hasselt,2020-05-11,118978.233030298,118392,-0.004927229253343442
Tielt,2020-05-11,24726.9545585239,25253,0.021274170267553703
Mouscron,2020-05-11,21996.910425427202,22155,0.007186899046970471
Thuin,2020-05-11,37123.416666667,37859,0.019814537544801985
Arlon,2020-05-11,17175.9106430688,17708,0.030978814922160744
Marche-en-Famenne,2020-05-11,15182.729995595699,15080,-0.006766240038879653
Halle-Vilvoorde,2020-05-11,147291.698547842,149470,0.014789030703250753
Dendermonde,2020-05-11,53281.112785252,54985,0.03197919723665435
Mechelen,2020-05-12,82637.17511028,83658,0.012353095182134387
Dinant,2020-05-12,26914.6666666667,27414,0.018552462102445957
Tielt,2020-05-12,24660.5215152478,25033,0.01510424199755436
Ieper,2020-05-12,27015.6666666666,27776,0.028144163263294254
Neufchâteau,2020-05-12,15423.501060854,15561,0.008914898025000494
Brugge,2020-05-12,75927.198446002,74976,-0.012527769567034368
Diksmuide,2020-05-12,13187.25,13482,0.022351134618665756
Namur,2020-05-12,79015.389647521,78361,-0.008281799918220568
Leuven,2020-05-12,113110.194406982,113515,0.0035788603771775536
Tongeren,2020-05-12,54433.249999999,56052,0.02973825740702652
Roeselare,2020-05-12,43188.200711749,43687,0.011549434336941626
Ath,2020-05-12,21484.6238601906,22126,0.02985279816780136
Liège,2020-05-12,164506.480340156,160020,-0.02727236234632914
Eeklo,2020-05-12,22502.1666666667,23069,0.025190166872818106
Mouscron,2020-05-12,21988.1077317598,22013,0.0011320786919852225
Kortrijk,2020-05-12,78361.42225778001,78256,-0.0013453336443181186
Arlon,2020-05-12,17164.0997446965,17573,0.02382299458670089
Waremme,2020-05-12,19824.1666666667,20582,0.03822775232250022
Philippeville,2020-05-12,15824.499999999898,16474,0.04104395083573611
Oostende,2020-05-12,43701.34226196,43970,0.006147585500453879
Marche-en-Famenne,2020-05-12,15010.4535801696,14848,-0.010822696283090244
Brussel Hoofdstad,2020-05-12,303100.333333333,276640,-0.08729892521838109
Halle-Vilvoorde,2020-05-12,146788.634488299,149275,0.016938406167264962
Huy,2020-05-12,27932.583333333,28729,0.028512102055258347
Charleroi,2020-05-12,117561.01600089401,115883,-0.014273575186533383
Hasselt,2020-05-12,118980.39758903,118089,-0.007491970165614853
Soignies,2020-05-12,47488.955028516,48039,0.011582587385923961
Oudenaarde,2020-05-12,29585.3333333334,30718,0.03828473567983898
Virton,2020-05-12,12442.6666666667,12815,0.029923917702526122
Maaseik,2020-05-12,58852.60534313,59436,0.009912809355993932
Turnhout,2020-05-12,117306.72322347999,119383,0.017699554803559853
Sint-Niklaas,2020-05-12,69427.94453601801,69674,0.003544040740747265
Dendermonde,2020-05-12,52958.441005816,54425,0.027692639102101596
Antwerpen,2020-05-12,262674.575659539,261673,-0.003812990492224878
Bastogne,2020-05-12,11696.9947237528,11869,0.014705082827635515
Veurne,2020-05-12,15485.9075103545,15409,-0.004966290177251586
Mons,2020-05-12,68030.152443871,66745,-0.01889092406387495
Verviers,2020-05-12,59277.236111111,59702,0.007165716837620595
Nivelles,2020-05-12,89849.997189828,90277,0.00475239647776345
Aalst,2020-05-12,75883.60184472201,78062,0.028707100115457997
Gent,2020-05-12,150034.102156507,145772,-0.02840755598391235
Tournai,2020-05-12,38564.008403727,38228,-0.008713005147424601
Thuin,2020-05-12,37114.75,37577,0.012454617099670617
Sint-Niklaas,2020-05-13,69255.71766461,69608,0.005086689550977248
Halle-Vilvoorde,2020-05-13,146985.627979859,148907,0.01307183597844184
Tongeren,2020-05-13,54339.75,55788,0.02665176045160311
Mons,2020-05-13,68289.834502815,66610,-0.024598602633101443
Liège,2020-05-13,165199.23419583798,159766,-0.03288897931207763
Thuin,2020-05-13,36680.781390339,37561,0.023996724614291736
Waremme,2020-05-13,19872.250000000102,20688,0.0410497049906223
Nivelles,2020-05-13,89819.064311451,89654,-0.0018377424961657962
Ath,2020-05-13,21470.4851861801,22215,0.0346761988545616
Oudenaarde,2020-05-13,29573.2499999997,30668,0.037018251291295656
Turnhout,2020-05-13,117043.98596373,119100,0.017566165568789916
Brugge,2020-05-13,75926.341640135,74980,-0.012463943602344678
Veurne,2020-05-13,15397.1496999462,15397,-9.722575224439908e-06
Huy,2020-05-13,27973.5000000003,28518,0.01946485066222303
Marche-en-Famenne,2020-05-13,14943.698122087299,14875,-0.0045971299424043075
Leuven,2020-05-13,113400.07081424599,113417,0.0001492872591035597
Mouscron,2020-05-13,21914.2463129831,21948,0.0015402622812038663
Ieper,2020-05-13,27044.5254621561,27796,0.027786567706482863
Arlon,2020-05-13,16993.601454261,17673,0.03997966808669904
Gent,2020-05-13,150532.916666667,145829,-0.031248425731915747
Verviers,2020-05-13,59103.607833117,59695,0.010006024819209619
Brussel Hoofdstad,2020-05-13,302973.975268105,274982,-0.09239069211583134
Neufchâteau,2020-05-13,15393.453262170799,15496,0.006661711058766044
Bastogne,2020-05-13,11644.7755866581,11986,0.029302789976721897
Antwerpen,2020-05-13,262569.078608432,260922,-0.006272934410865295
Maaseik,2020-05-13,58719.617205657996,59513,0.01351137544993322
Virton,2020-05-13,12383.997534274898,12849,0.03754865619426402
Soignies,2020-05-13,47539.379172719,48059,0.010930324213808703
Hasselt,2020-05-13,118809.195215615,118010,-0.006726711801764273
Charleroi,2020-05-13,117603.171662079,115793,-0.015392201047777382
Oostende,2020-05-13,43563.866304976,44043,0.01099841992144926
Mechelen,2020-05-13,82481.032684485,83665,0.014354419155298751
Philippeville,2020-05-13,15744.0667465091,16440,0.04420289018688318
Tournai,2020-05-13,38698.524748667,38116,-0.01505289290613238
Tielt,2020-05-13,24697.249999999898,24915,0.008816771098000902
Eeklo,2020-05-13,22525.8333333334,23277,0.03334689800599001
Aalst,2020-05-13,75820.797788535,78369,0.03360822209457576
Kortrijk,2020-05-13,78376.43913013401,78259,-0.0014983983890747427
Namur,2020-05-13,79075.96227361,78272,-0.010166961621386493
Roeselare,2020-05-13,43110.639272087996,43657,0.012673454561035604
Dinant,2020-05-13,26893.951575259598,27508,0.022832212775503027
Diksmuide,2020-05-13,13152.083333333401,13597,0.033828607635033474
Dendermonde,2020-05-13,53105.708333334,54590,0.02794975744131681
Gent,2020-05-14,150350.083333334,145567,-0.03181297427504357
Mons,2020-05-14,68100.900895634,66646,-0.021363900866211177
Liège,2020-05-14,164620.166666667,159595,-0.03052582662513197
Oostende,2020-05-14,43522.537241668004,43874,0.008075419784936378
Hasselt,2020-05-14,118865.789966935,117625,-0.010438579235288408
Mouscron,2020-05-14,21884.0560606545,21896,0.0005457827064779652
Halle-Vilvoorde,2020-05-14,146300.531005298,148050,0.011958049520945724
Oudenaarde,2020-05-14,29483.172588025198,30313,0.028145797725711595
Marche-en-Famenne,2020-05-14,14974.5767020259,14933,-0.0027764859637251717
Kortrijk,2020-05-14,78335.704959232,77752,-0.0074513270741071655
Eeklo,2020-05-14,22431.5924129272,23208,0.03461223674095299
Namur,2020-05-14,78944.909514774,78122,-0.010423845183076675
Mechelen,2020-05-14,82362.41376399,83507,0.013896948665076996
Huy,2020-05-14,27696.5723952869,28597,0.032510434571547335
Philippeville,2020-05-14,15705.5138888889,16360,0.04167237797765576
Leuven,2020-05-14,112796.61036994701,113140,0.0030443257907019493
Ieper,2020-05-14,26941.8333333334,27544,0.022350619544571845
Nivelles,2020-05-14,89441.93551762801,90111,0.007480433853537607
Neufchâteau,2020-05-14,15431.3203790689,15566,0.008727679655577598
Roeselare,2020-05-14,42974.416406589,43667,0.016116183797781847
Maaseik,2020-05-14,58525.134763969996,59365,0.014350504948295354
Sint-Niklaas,2020-05-14,69244.23589781401,69542,0.004300200562909081
Aalst,2020-05-14,75311.67266880699,78144,0.03760807894479442
Diksmuide,2020-05-14,13083.9110129674,13448,0.027827228928089795
Tielt,2020-05-14,24527.3147747997,24961,0.017681724607125998
Dendermonde,2020-05-14,52868.436826553,54396,0.02889367012038811
Waremme,2020-05-14,19732.9883186526,20662,0.04707911778720578
Thuin,2020-05-14,36444.17100207,37558,0.030562610351782676
Ath,2020-05-14,21298.8611111111,22135,0.0392574459510752
Soignies,2020-05-14,47332.17801512701,48013,0.014383914145159507
Tournai,2020-05-14,38601.897292336,38165,-0.011318026392001704
Brussel Hoofdstad,2020-05-14,304934.000000003,275601,-0.09619458636951844
Dinant,2020-05-14,26794.6495207604,27525,0.027257325335557334
Tongeren,2020-05-14,54103.5,55532,0.02640309776631826
Antwerpen,2020-05-14,262506.288771789,260242,-0.008625655340994388
Veurne,2020-05-14,15417.9094036222,15330,-0.00570177196666797
Bastogne,2020-05-14,11622.9026294231,11872,0.02143159746914813
Charleroi,2020-05-14,117226.841956377,115682,-0.013178227192641376
Turnhout,2020-05-14,116747.194444444,118865,0.018140098060889932
Brugge,2020-05-14,76015.273099617,75051,-0.012685254690242741
Verviers,2020-05-14,58939.368107094,59717,0.013193760263819377
Arlon,2020-05-14,17062.2449019883,17686,0.036557621907010236
Virton,2020-05-14,12307.4937889982,12966,0.05350449265230964
Mons,2020-05-15,68004.808497988,66423,-0.023260244869813772
Tournai,2020-05-15,38649.59648888,37964,-0.017738774816892487
Arlon,2020-05-15,17101.062875394102,17417,0.018474706917807133
Brussel Hoofdstad,2020-05-15,300273.33333333,274157,-0.08697520037298334
Thuin,2020-05-15,36803.28581408,37810,0.027353921359240564
Ieper,2020-05-15,27294.819444444503,27717,0.015467424373874206
Antwerpen,2020-05-15,261882.55718397902,260552,-0.005080740001497203
Maaseik,2020-05-15,59141.25,59850,0.011984021304926764
Namur,2020-05-15,78587.77962795601,77812,-0.00987150459815314
Tielt,2020-05-15,24663.75,24976,0.012660280776443161
Aalst,2020-05-15,76001.49475154601,78356,0.030979722914016728
Oostende,2020-05-15,44562.585316345,44054,-0.011412832373494683
Dendermonde,2020-05-15,53072.25,54860,0.03368521214005436
Tongeren,2020-05-15,54616.833333333,55881,0.02314609964571985
Dinant,2020-05-15,27237.2308520925,27683,0.016366169906484967
Bastogne,2020-05-15,12067.428760114999,11942,-0.01039399217582816
Charleroi,2020-05-15,117486.99225001,115435,-0.017465697356890318
Verviers,2020-05-15,59556.166666667,59431,-0.002101657538967388
Liège,2020-05-15,164187.78629468702,159295,-0.029799940696595785
Soignies,2020-05-15,47472.307270056,47973,0.010547048558135286
Roeselare,2020-05-15,43192.346935453,43633,0.01020210976739729
Leuven,2020-05-15,111923.166666667,112834,0.008138023257022967
Huy,2020-05-15,27764.4222941371,28420,0.0236121500716885
Sint-Niklaas,2020-05-15,68975.089445293,69265,0.004203119663033519
Ath,2020-05-15,21492.3333333334,22286,0.03692789676938736
Turnhout,2020-05-15,117012.99999999901,118952,0.016570808371727978
Nivelles,2020-05-15,88878.17974798099,89476,0.006726288203855685
Waremme,2020-05-15,19932.920932297402,20727,0.039837566726908955
Halle-Vilvoorde,2020-05-15,146020.07242758299,147860,0.012600511298400473
Kortrijk,2020-05-15,78344.969083712,77994,-0.0044797909529709235
Brugge,2020-05-15,76766.677697523,75307,-0.01901447009696632
Hasselt,2020-05-15,118729.52298519999,117494,-0.010406198510154901
Mouscron,2020-05-15,22053.7077325238,21859,-0.008828798081723589
Oudenaarde,2020-05-15,29647.0833333337,30654,0.03396343091646299
Diksmuide,2020-05-15,13206.6666666667,13599,0.02970721857647388
Philippeville,2020-05-15,15898.333333333401,16450,0.03469965405178298
Marche-en-Famenne,2020-05-15,15480.883403666501,14983,-0.032161175217467385
Gent,2020-05-15,148471.62574901,144859,-0.024332095313060846
Virton,2020-05-15,12417.8333333333,12784,0.029487162280057037
Veurne,2020-05-15,15923.403186498801,15296,-0.03940132515332942
Eeklo,2020-05-15,22568.2638888889,23092,0.023206752353199446
Mechelen,2020-05-15,82223.06318281901,83622,0.017013922408491675
Neufchâteau,2020-05-15,15482.931006030001,15420,-0.00406454088088955
Mechelen,2020-05-16,79166.039957818,81486,0.02930499041531129
Philippeville,2020-05-16,16492.4818725381,16970,0.028953685148929716
Dendermonde,2020-05-16,54244.888580542,55823,0.0290923524916978
Brugge,2020-05-16,76297.408396005,73806,-0.03265390592395871
Liège,2020-05-16,159164.049714717,157270,-0.01189998443814328
Turnhout,2020-05-16,116273.161617733,119147,0.024716265923130337
Veurne,2020-05-16,16663.249999999898,15334,-0.0797713531273855
Mouscron,2020-05-16,21834.491857647197,21707,-0.005839011893585481
Oostende,2020-05-16,46257.556926667,44328,-0.04171333409859849
Ath,2020-05-16,21698.4196100083,22344,0.029752415226311224
Leuven,2020-05-16,108753.753757425,111518,0.025417478910572992
Waremme,2020-05-16,20468.4828627975,21071,0.0294363359141583
Tielt,2020-05-16,24404.0705502114,25060,0.026877870576509963
Antwerpen,2020-05-16,254421.341291532,254931,0.002003207379855738
Soignies,2020-05-16,47350.369333057,47981,0.013318389609745488
Hasselt,2020-05-16,115205.449850425,115642,0.0037893185621148493
Ieper,2020-05-16,27529.8357684164,27910,0.013809171793888545
Maaseik,2020-05-16,60086.554229186,60343,0.004267939376850461
Gent,2020-05-16,138816.769401133,139429,0.004410350431782926
Thuin,2020-05-16,38056.985342055,38636,0.015214412091258291
Neufchâteau,2020-05-16,15869.4384584804,15361,-0.032038843706451194
Diksmuide,2020-05-16,13741.0751712009,14079,0.02459231352633424
Verviers,2020-05-16,60563.144001961,59822,-0.012237541728959843
Dinant,2020-05-16,28186.3624779046,28014,-0.006115101870264955
Arlon,2020-05-16,17343.274133764302,17445,0.005865436102267201
Namur,2020-05-16,76639.816977461,77448,0.010545210758745404
Brussel Hoofdstad,2020-05-16,282341.916666667,265215,-0.06066019834698163
Charleroi,2020-05-16,115471.426529975,114275,-0.010361234514275433
Tournai,2020-05-16,37640.95861843,37573,-0.0018054433501256376
Eeklo,2020-05-16,22961.9035784775,23707,0.032449244418084236
Aalst,2020-05-16,77283.144425913,79503,0.028723670479208537
Virton,2020-05-16,12924.5017949183,13017,0.007156810107610379
Marche-en-Famenne,2020-05-16,16176.0833333333,15204,-0.060093862853078446
Mons,2020-05-16,66506.389701496,65952,-0.008335886280766258
Halle-Vilvoorde,2020-05-16,141690.989607295,145152,0.024426467782442653
Nivelles,2020-05-16,84972.29113905401,87252,0.02682885009202977
Tongeren,2020-05-16,56142.727551714,56966,0.014663919695167454
Bastogne,2020-05-16,12844.8369712778,12014,-0.06468256258414379
Oudenaarde,2020-05-16,30238.331764544997,30929,0.02284081809912623
Kortrijk,2020-05-16,75732.05493030499,76763,0.013613060818748024
Huy,2020-05-16,27838.1314388133,28499,0.02373968822725238
