date_time,start_name,end_name,n_crisis,n_baseline,start_lat,start_lon,end_lat,end_lon
2020-06-12 0000,Antwerpen,Sint-Niklaas,102,83.6,51.280587359548996,4.5060116242207,51.195034590373,4.143062838623
2020-06-12 0000,Antwerpen,Mechelen,92,51.0,51.280587359548996,4.5060116242207,51.074751304095,4.526195057761901
2020-06-12 0000,Brussel Hoofdstad,Halle-Vilvoorde,700,479.4,50.836020816469,4.3707068069884,50.851079717566,4.2727091172415
2020-06-12 0000,Thuin,Charleroi,20,15.8,50.212453892481,4.258712821324,50.458216902291,4.4152261614461
2020-06-12 0000,Soignies,Brussel Hoofdstad,11,11.2,50.597665082065,4.0451164078224,50.836020816469,4.3707068069884
2020-06-12 0000,Halle-Vilvoorde,Brussel Hoofdstad,805,486.0,50.851079717566,4.2727091172415,50.836020816469,4.3707068069884
2020-06-12 0000,Brussel Hoofdstad,Leuven,21,14.4,50.836020816469,4.3707068069884,50.890293562369,4.848512572479
2020-06-12 0000,Brussel Hoofdstad,Nivelles,18,12.0,50.836020816469,4.3707068069884,50.66932764806,4.5837069443180996
2020-06-12 0000,Brussel Hoofdstad,Antwerpen,58,18.8,50.836020816469,4.3707068069884,51.280587359548996,4.5060116242207
2020-06-12 0000,Nivelles,Brussel Hoofdstad,47,31.2,50.66932764806,4.5837069443180996,50.836020816469,4.3707068069884
2020-06-12 0000,Sint-Niklaas,Antwerpen,46,43.2,51.195034590373,4.143062838623,51.280587359548996,4.5060116242207
2020-06-12 0000,Halle-Vilvoorde,Mechelen,12,18.0,50.851079717566,4.2727091172415,51.074751304095,4.526195057761901
2020-06-12 0000,Dendermonde,Sint-Niklaas,53,30.0,51.038760537422,4.0355724630103,51.195034590373,4.143062838623
2020-06-12 0000,Mechelen,Halle-Vilvoorde,28,16.8,51.074751304095,4.526195057761901,50.851079717566,4.2727091172415
2020-06-12 0000,Aalst,Brussel Hoofdstad,38,34.2,50.874955561564,3.9487262485012002,50.836020816469,4.3707068069884
2020-06-12 0000,Dendermonde,Gent,15,14.0,51.038760537422,4.0355724630103,51.060636817492,3.664133655134
2020-06-12 0000,Aalst,Halle-Vilvoorde,38,21.4,50.874955561564,3.9487262485012002,50.851079717566,4.2727091172415
2020-06-12 0000,Sint-Niklaas,Dendermonde,13,16.8,51.195034590373,4.143062838623,51.038760537422,4.0355724630103
2020-06-12 0800,Turnhout,Hasselt,17,13.0,51.250102901016,4.9504212151206,50.953936542609995,5.284252578166099
2020-06-12 0800,Leuven,Hasselt,26,22.6,50.890293562369,4.848512572479,50.953936542609995,5.284252578166099
2020-06-12 0800,Hasselt,Leuven,36,33.2,50.953936542609995,5.284252578166099,50.890293562369,4.848512572479
2020-06-12 0800,Huy,Namur,15,13.0,50.495134562436,5.3390395617084,50.461040076585995,4.8507636825948
2020-06-12 0800,Kortrijk,Ieper,20,21.6,50.82022156745,3.3180857192644,50.849764103678,2.851607768751
2020-06-12 0800,Dinant,Marche-en-Famenne,26,16.8,50.165721357011,5.025524866132099,50.230098481644,5.4993210277722
2020-06-12 0800,Waremme,Liège,12,20.6,50.662809346216,5.2064721095822994,50.61346769586601,5.6077711552607
2020-06-12 0800,Roeselare,Brugge,16,15.8,50.940243152523,3.1167142695792998,51.203015581247996,3.2204347794965
2020-06-12 0800,Huy,Liège,13,16.0,50.495134562436,5.3390395617084,50.61346769586601,5.6077711552607
2020-06-12 0800,Hasselt,Tongeren,29,15.4,50.953936542609995,5.284252578166099,50.837364003409995,5.516476310249599
2020-06-12 0800,Hasselt,Maaseik,20,17.8,50.953936542609995,5.284252578166099,51.139464185368006,5.5153499054274
2020-06-12 0800,Tongeren,Hasselt,84,91.2,50.837364003409995,5.516476310249599,50.953936542609995,5.284252578166099
2020-06-12 0800,Gent,Eeklo,79,77.4,51.060636817492,3.664133655134,51.220134592101005,3.590890147859
2020-06-12 0800,Liège,Huy,13,18.8,50.61346769586601,5.6077711552607,50.495134562436,5.3390395617084
2020-06-12 0800,Brugge,Oostende,75,41.4,51.203015581247996,3.2204347794965,51.176698232275,2.9528867082907997
2020-06-12 0800,Kortrijk,Roeselare,32,23.6,50.82022156745,3.3180857192644,50.940243152523,3.1167142695792998
2020-06-12 0800,Liège,Verviers,28,30.2,50.61346769586601,5.6077711552607,50.46421316125,6.022040567855201
2020-06-12 0800,Roeselare,Tielt,29,13.0,50.940243152523,3.1167142695792998,50.999822739041996,3.3128638139388995
2020-06-12 0800,Virton,Arlon,27,21.6,49.665627535954,5.4889092788252,49.679280516079,5.779684440694799
2020-06-12 0800,Roeselare,Kortrijk,38,44.8,50.940243152523,3.1167142695792998,50.82022156745,3.3180857192644
2020-06-12 0800,Tongeren,Maaseik,22,21.6,50.837364003409995,5.516476310249599,51.139464185368006,5.5153499054274
2020-06-12 0800,Maaseik,Tongeren,43,15.8,51.139464185368006,5.5153499054274,50.837364003409995,5.516476310249599
2020-06-12 0800,Kortrijk,Mouscron,32,22.4,50.82022156745,3.3180857192644,50.745555138017,3.0579233029126
2020-06-12 0800,Mouscron,Tournai,32,34.2,50.745555138017,3.0579233029126,50.615166550698994,3.4487209667789
2020-06-12 0800,Verviers,Liège,37,41.0,50.46421316125,6.022040567855201,50.61346769586601,5.6077711552607
2020-06-12 0800,Dinant,Namur,28,31.2,50.165721357011,5.025524866132099,50.461040076585995,4.8507636825948
2020-06-12 0800,Maaseik,Hasselt,43,57.4,51.139464185368006,5.5153499054274,50.953936542609995,5.284252578166099
2020-06-12 0800,Turnhout,Antwerpen,24,25.4,51.250102901016,4.9504212151206,51.280587359548996,4.5060116242207
2020-06-12 0800,Brugge,Gent,13,10.2,51.203015581247996,3.2204347794965,51.060636817492,3.664133655134
2020-06-12 0800,Gent,Dendermonde,24,20.6,51.060636817492,3.664133655134,51.038760537422,4.0355724630103
2020-06-12 0800,Oudenaarde,Aalst,15,23.6,50.832901719028996,3.6380644903662995,50.874955561564,3.9487262485012002
